D,R_tail,parity,R0,R1,tube_factor,tube_half_re,tube_half_im,tube_radius_min,n_quad_nodes,n_points_per_node,dR_step,dE_step,secant_speed_abs,max_centered_flow_integrand,median_node_centered_flow_integrand,max_raw_flow_integrand,integral_centered_bound,integral_raw_bound,centered_contraction_ratio,raw_contraction_ratio,dF_dE_abs_min,dF_dE_abs_median_min,centered_numerator_abs_max,dF_dE_CR_rel_mismatch_max,adapted_flow_pass,adapted_flow_status
6.0,400.0,odd,80.0,100.0,32.0,0.0032,0.0032,0.0032,3.0,17.0,0.5,3.2000000000000005e-05,0.00011304001609906445,0.00042315148924336514,0.0002348565119009169,0.0003271348756843064,0.008463029784867303,0.0065426975136861285,2.644696807771032,2.0445929730269152,149.39229217250545,601.6964799961097,21.143098072163156,0.14044464952237978,0.0,adapted_secant_flow_not_closed
6.0,400.0,odd,100.0,120.0,32.0,0.0032,0.0032,0.0032,3.0,17.0,0.5,3.2000000000000005e-05,4.7893795924996284e-05,0.00015697707360566183,0.00015334269737366502,0.00016249706356731152,0.0031395414721132366,0.0032499412713462303,0.9811067100353864,1.0156066472956968,148.63667089934816,439.10799512593195,0.41257763148626664,0.015769759294525017,1.0,adapted_secant_flow_closed
6.0,400.0,even,60.0,80.0,64.0,0.0064,0.0064,0.0064,3.0,17.0,0.5,6.400000000000001e-05,0.00013649408027813258,0.0008395670076269637,0.000492691082690879,0.000966582813018562,0.016791340152539275,0.01933165626037124,2.6236468988342616,3.0205712906830064,247.96682811357508,457.7921423702936,1.0821281156449758,0.026098097211590048,0.0,adapted_secant_flow_not_closed
6.0,400.0,even,80.0,100.0,64.0,0.0064,0.0064,0.0064,3.0,17.0,0.5,6.400000000000001e-05,0.0001130400159375439,0.0006579585400790628,0.00044494702744023146,0.000545258239294965,0.013159170801581256,0.010905164785899299,2.056120437747071,1.7039319977967653,160.46254187419586,317.23338586811826,2.602645914202438,0.07205835163132397,0.0,adapted_secant_flow_not_closed
6.0,400.0,even,100.0,120.0,64.0,0.0064,0.0064,0.0064,3.0,17.0,0.5,6.400000000000001e-05,4.789379601280694e-05,0.00031710913258179454,0.00024969678686142393,0.00028937166396827545,0.006342182651635891,0.005787433279365509,0.9909660393181079,0.9042864499008607,148.63772345798125,251.52674935083908,3.255881351115533,0.13891619495104757,0.0,adapted_secant_flow_not_closed
6.0,400.0,odd,60.0,80.0,64.0,0.0064,0.0064,0.0064,3.0,17.0,0.5,6.400000000000001e-05,0.00021364628054567665,0.0007708256739741074,0.0006021919494288243,0.0006475342943084192,0.015416513479482148,0.012950685886168383,2.4088302311690857,2.02354466971381,237.25204423137464,457.79214283460686,0.8332527429430819,0.024640687010125836,0.0,adapted_secant_flow_not_closed
6.0,400.0,odd,80.0,100.0,64.0,0.0064,0.0064,0.0064,3.0,17.0,0.5,6.400000000000001e-05,0.00011304001609906445,0.0006579585150347106,0.0004449470353865937,0.0005452582165828132,0.01315917030069421,0.010905164331656263,2.0561203594834705,1.7039319268212911,160.4625593693958,317.23338593564387,2.602646179090459,0.07205853847917508,0.0,adapted_secant_flow_not_closed
6.0,400.0,odd,100.0,120.0,64.0,0.0064,0.0064,0.0064,3.0,17.0,0.5,6.400000000000001e-05,4.7893795924996284e-05,0.0003171091640780032,0.0002496967869485819,0.00028937169543031817,0.006342183281560064,0.005787433908606364,0.99096613774376,0.9042865482197443,148.63774882661298,251.52674939786692,3.255880995636423,0.1389165706209565,0.0,adapted_secant_flow_not_closed
6.0,400.0,even,60.0,80.0,96.0,0.009600000000000001,0.009600000000000001,0.009600000000000001,3.0,17.0,0.5,9.600000000000002e-05,0.00013649408027813258,0.0008347354155479968,0.0007210509555138476,0.0006993772386943727,0.016694708310959937,0.013987544773887453,1.7390321157249933,1.4570359139466096,206.53299952176536,320.3101311005706,1.3955982518022951,0.05870594120891764,0.0,adapted_secant_flow_not_closed
6.0,400.0,even,80.0,100.0,96.0,0.009600000000000001,0.009600000000000001,0.009600000000000001,3.0,17.0,0.5,9.600000000000002e-05,0.0001130400159375439,0.0005547247645999866,0.00047531519779739915,0.0005313123412772021,0.011094495291999731,0.010626246825544042,1.1556765929166386,1.1069007109941709,184.32225663080013,241.99581601153983,0.3562672392547225,0.06084199801095454,0.0,adapted_secant_flow_not_closed
6.0,400.0,even,100.0,120.0,96.0,0.009600000000000001,0.009600000000000001,0.009600000000000001,3.0,17.0,0.5,9.600000000000002e-05,4.789379601280694e-05,0.0008958062536396174,0.0003675060967148168,0.00091535234227368,0.017916125072792347,0.0183070468454736,1.8662630284158692,1.9069840464035,72.60727912453171,196.90552054553606,0.30862712360801825,0.09369000703036222,0.0,adapted_secant_flow_not_closed
6.0,400.0,odd,60.0,80.0,96.0,0.009600000000000001,0.009600000000000001,0.009600000000000001,3.0,17.0,0.5,9.600000000000002e-05,0.00021364628054567665,0.0017087541543876687,0.000889795162462986,0.001904165803652873,0.034175083087753376,0.03808331607305746,3.559904488307643,3.967012090943485,65.18708898588729,320.3093898928612,1.3600624892470283,0.07057789524099335,0.0,adapted_secant_flow_not_closed
6.0,400.0,odd,80.0,100.0,96.0,0.009600000000000001,0.009600000000000001,0.009600000000000001,3.0,17.0,0.5,9.600000000000002e-05,0.00011304001609906445,0.0005547248977082715,0.0004753151959647165,0.0005313124076353241,0.011094497954165429,0.01062624815270648,1.1556768702255653,1.1069008492402583,184.32225654279213,241.99581600951603,0.35626737719751034,0.06084195684418548,0.0,adapted_secant_flow_not_closed
6.0,400.0,odd,100.0,120.0,96.0,0.009600000000000001,0.009600000000000001,0.009600000000000001,3.0,17.0,0.5,9.600000000000002e-05,4.7893795924996284e-05,0.0008958067412268237,0.00036750609715549597,0.0009153528390212532,0.017916134824536474,0.018307056780425063,1.866264044222549,1.9069850812942772,72.60724779141434,196.90552054405362,0.30862711164306206,0.09368977811861182,0.0,adapted_secant_flow_not_closed
6.0,400.0,even,60.0,80.0,128.0,0.0128,0.0128,0.0128,3.0,17.0,0.5,0.00012800000000000002,0.00013649408027813258,0.0009862120879655873,0.0008862967182827524,0.000909285716038463,0.019724241759311745,0.01818571432076926,1.54095638744623,1.4207589313100983,181.3462093818305,261.0690421874313,1.1745589620699,0.10429926229457863,0.0,adapted_secant_flow_not_closed
6.0,400.0,even,80.0,100.0,128.0,0.0128,0.0128,0.0128,3.0,17.0,0.5,0.00012800000000000002,0.0001130400159375439,0.0020520651503668813,0.0006518567584842138,0.0019458309202881766,0.041041303007337625,0.038916618405763534,3.2063517974482516,3.040360812950276,54.85913738134296,203.20634110699564,0.2884645793592219,0.10810556386805971,0.0,adapted_secant_flow_not_closed
6.0,400.0,even,100.0,120.0,128.0,0.0128,0.0128,0.0128,3.0,17.0,0.5,0.00012800000000000002,4.789379601280694e-05,0.0019913044229413136,0.00041571529226245744,0.0019458309202881766,0.03982608845882627,0.038916618405763534,3.111413160845802,3.040360812950276,54.85913738134296,171.7237621981712,0.2743189058894228,0.16640874574723957,0.0,adapted_secant_flow_not_closed
6.0,400.0,odd,60.0,80.0,128.0,0.0128,0.0128,0.0128,3.0,17.0,0.5,0.00012800000000000002,0.00021364628054567665,0.0015869099566710545,0.0008508692679704601,0.0013733539012770113,0.03173819913342109,0.027467078025540225,2.4795468072985223,2.14586547074533,192.73041231255988,261.06904226910655,1.7602606398874379,0.0985096728675439,0.0,adapted_secant_flow_not_closed
6.0,400.0,odd,80.0,100.0,128.0,0.0128,0.0128,0.0128,3.0,17.0,0.5,0.00012800000000000002,0.00011304001609906445,0.0020520636230213682,0.0006518567546618973,0.0019458294527657898,0.04104127246042737,0.038916589055315795,3.206349410970888,3.040358519946546,54.85918765437869,203.20634119439396,0.28846461334834345,0.10810557843831112,0.0,adapted_secant_flow_not_closed
6.0,400.0,odd,100.0,120.0,128.0,0.0128,0.0128,0.0128,3.0,17.0,0.5,0.00012800000000000002,4.7893795924996284e-05,0.0019913029315877786,0.00041571529214560815,0.0019458294527657898,0.039826058631755576,0.038916589055315795,3.1114108306059043,3.040358519946546,54.85918765437869,171.72376222159926,0.27431902526059615,0.16640830727621153,0.0,adapted_secant_flow_not_closed
6.0,400.0,even,60.0,80.0,192.0,0.019200000000000002,0.019200000000000002,0.019200000000000002,3.0,17.0,0.5,0.00019200000000000003,0.00013649408027813258,0.003309236475556404,0.0013772775845438243,0.003172846957240279,0.06618472951112808,0.06345693914480557,3.447121328704587,3.3050489137919565,61.77329924034709,201.1791191676594,0.7157266411877667,0.2337717478338604,0.0,adapted_secant_flow_not_closed
6.0,400.0,even,80.0,100.0,192.0,0.019200000000000002,0.019200000000000002,0.019200000000000002,3.0,17.0,0.5,0.00019200000000000003,0.0001130400159375439,0.003285568248738069,0.0007780888053295532,0.003172846957240279,0.06571136497476138,0.06345693914480557,3.4224669257688216,3.3050489137919565,61.77329924034709,163.81809211693974,0.7094494591589764,0.24246662804948718,0.0,adapted_secant_flow_not_closed
6.0,400.0,even,100.0,120.0,192.0,0.019200000000000002,0.019200000000000002,0.019200000000000002,3.0,17.0,0.5,0.00019200000000000003,4.789379601280694e-05,0.0006383903816148481,0.0005802257544079104,0.0005959338964899885,0.012767807632296962,0.01191867792979977,0.6649899808488,0.6207644755104046,115.68350624190255,139.22947173935952,0.6603620463249398,0.37239248579516976,0.0,adapted_secant_flow_not_closed
6.0,400.0,odd,60.0,80.0,192.0,0.019200000000000002,0.019200000000000002,0.019200000000000002,3.0,17.0,0.5,0.00019200000000000003,0.00021364628054567665,0.0033863884087713754,0.0012909429659676858,0.003172845987091085,0.06772776817542751,0.0634569197418217,3.527487925803516,3.30504790321988,61.77333820536694,201.17911920465062,0.8396134793388642,0.22113881206462746,0.0,adapted_secant_flow_not_closed
6.0,400.0,odd,80.0,100.0,192.0,0.019200000000000002,0.019200000000000002,0.019200000000000002,3.0,17.0,0.5,0.00019200000000000003,0.00011304001609906445,0.003285567310999512,0.0007780888055196122,0.003172845987091085,0.06571134621999024,0.0634569197418217,3.4224659489578246,3.30504790321988,61.77333820536694,163.81809210905786,0.7094502390156205,0.24246661435608177,0.0,adapted_secant_flow_not_closed
6.0,400.0,odd,100.0,120.0,192.0,0.019200000000000002,0.019200000000000002,0.019200000000000002,3.0,17.0,0.5,0.00019200000000000003,4.7893795924996284e-05,0.0006383903817646248,0.000580225754399161,0.000595933896654665,0.012767807635292495,0.0119186779330933,0.6649899810048173,0.6207644756819426,115.6835062366542,139.22947175210467,0.6603620022233352,0.37239256926333314,0.0,adapted_secant_flow_not_closed
