D,ell,eta_cap,Nz,zmax,z_cap_frac,z_cap_start,cap_power,N_target,seed_E,seed_omega_real,seed_bound,E_cap_real,E_cap_imag,omega_cap_real,omega_cap_imag,Gamma_cap,Gamma_cap_narrow,Gamma_cap_over_eta,rel_Gamma_exact_vs_narrow,S_seed,Gamma_wkb_seed,rel_Gamma_cap_vs_wkb,candidate_overlap,candidate_seed_dist,candidate_interior_weight
6.0,1.0,6.78e-05,1201.0,80.0,0.85,68.0,2.0,3.0,0.006675397408684312,1.003332147102187,0.0,0.006675397623358394,-4.635762610108454e-07,1.003332147209194,-2.3101834337726552e-07,4.6203668675453104e-07,4.6203668675453104e-07,0.006814700394609603,0.0,11.684850011539648,7.113985303421259e-11,6493.765831640505,0.9999999933496656,4.635763107167547e-07,0.936783899750395
6.0,1.0,7.5e-05,1201.0,80.0,0.85,68.0,2.0,3.0,0.006675397408684312,1.003332147102187,0.0,0.006675397671372089,-5.128055739146749e-07,1.0033321472331271,-2.555512525582034e-07,5.111025051164068e-07,5.111025051164068e-07,0.006814700068218759,0.0,11.684850011539648,7.113985303421259e-11,7183.475133377171,0.999999991862207,5.128056411963769e-07,0.9367839022954029
6.0,1.0,5e-05,1201.0,80.0,0.875,70.0,2.0,3.0,0.006675397408684312,1.003332147102187,0.0,0.006675397459037245,-2.0130434028022187e-07,1.0033321471272847,-1.0031789615063735e-07,2.006357923012747e-07,2.006357923012747e-07,0.004012715846025494,0.0,11.684850011539648,7.113985303421259e-11,2819.3009107255943,0.9999999986496261,2.0130434657769635e-07,0.96219936365445
6.0,1.0,5.53e-05,1201.0,80.0,0.875,70.0,2.0,3.0,0.006675397408684312,1.003332147102187,0.0,0.006675397470275975,-2.2264259720702958e-07,1.0033321471328864,-1.1095159157575644e-07,2.2190318315151289e-07,2.2190318315151289e-07,0.00401271578935828,0.0,11.684850011539648,7.113985303421259e-11,3118.2527632126985,0.9999999983483547,2.226426057263627e-07,0.962199364110988
6.0,1.0,6.12e-05,1201.0,80.0,0.875,70.0,2.0,3.0,0.006675397408684312,1.003332147102187,0.0,0.0066753974841184,-2.463965047407991e-07,1.0033321471397862,-1.2278910101864335e-07,2.455782020372867e-07,2.455782020372867e-07,0.004012715719563509,0.0,11.684850011539648,7.113985303421259e-11,3451.0482059357532,0.9999999979771917,2.463965162878411e-07,0.9621993646732659
6.0,1.0,6.78e-05,1201.0,80.0,0.875,70.0,2.0,3.0,0.006675397408684312,1.003332147102187,0.0,0.006675397501263851,-2.7296867094217887e-07,1.0033321471483323,-1.360310599625506e-07,2.720621199251012e-07,2.720621199251012e-07,0.004012715633113588,0.0,11.684850011539648,7.113985303421259e-11,3823.327832027725,0.9999999975173901,2.729686866417294e-07,0.9621993653697535
6.0,1.0,7.5e-05,1201.0,80.0,0.875,70.0,2.0,3.0,0.006675397408684312,1.003332147102187,0.0,0.006675397521969971,-3.01956486552233e-07,1.003332147158653,-1.5047683232683553e-07,3.0095366465367106e-07,3.0095366465367106e-07,0.004012715528715615,0.0,11.684850011539648,7.113985303421259e-11,4229.451031560838,0.9999999969620841,3.019565078030436e-07,0.9621993662108252
6.0,1.0,5e-05,1201.0,80.0,0.9,72.0,2.0,3.0,0.006675397408684312,1.003332147102187,0.0,0.006675397426237852,-1.0455802643477495e-07,1.0033321471109358,-5.2105390391330824e-08,1.0421078078266165e-07,1.0421078078266165e-07,0.0020842156156532328,0.0,11.684850011539648,7.113985303421259e-11,1463.8720279551967,0.9999999996084367,1.0455802790824754e-07,0.9801611900402681
6.0,1.0,5.53e-05,1201.0,80.0,0.9,72.0,2.0,3.0,0.006675397408684312,1.003332147102187,0.0,0.00667539743015504,-1.1564117649435363e-07,1.0033321471128882,-5.7628561402678975e-08,1.1525712280535795e-07,1.1525712280535795e-07,0.0020842156022668704,0.0,11.684850011539648,7.113985303421259e-11,1619.148452512665,0.9999999995214188,1.1564117848755437e-07,0.980161190150922
6.0,1.0,6.12e-05,1201.0,80.0,0.9,72.0,2.0,3.0,0.006675397408684312,1.003332147102187,0.0,0.006675397434979152,-1.2797902252216316e-07,1.0033321471152925,-6.377699692475673e-08,1.2755399384951346e-07,1.2755399384951346e-07,0.002084215585776364,0.0,11.684850011539648,7.113985303421259e-11,1792.0033365147688,0.9999999994138686,1.2797902522345986e-07,0.980161190287203
6.0,1.0,6.78e-05,1201.0,80.0,0.9,72.0,2.0,3.0,0.006675397408684312,1.003332147102187,0.0,0.006675397440954875,-1.417806804248789e-07,1.003332147118271,-7.065490766547024e-08,1.413098153309405e-07,1.413098153309405e-07,0.0020842155653531045,0.0,11.684850011539648,7.113985303421259e-11,1985.366421968594,0.9999999992806679,1.417806840974146e-07,0.9801611904560118
6.0,1.0,7.5e-05,1201.0,80.0,0.9,72.0,2.0,3.0,0.006675397408684312,1.003332147102187,0.0,0.00667539744817068,-1.5683703401281088e-07,1.0033321471218675,-7.815808277583326e-08,1.5631616555166652e-07,1.5631616555166652e-07,0.0020842155406888873,0.0,11.684850011539648,7.113985303421259e-11,2196.30796290078,0.9999999991197802,1.5683703898349035e-07,0.9801611906598618
12.0,1.0,5e-05,1201.0,80.0,0.8,64.0,2.0,3.0,0.006728738093453438,1.0033587285180976,0.0,0.006728738515282696,-7.890252467366494e-07,1.0033587287283834,-3.931919981085072e-07,7.863839962170144e-07,7.863839962170144e-07,0.015727679924340286,0.0,14.039315646234174,6.413005366883295e-13,1226232.179653793,0.9999989558249829,7.89025359495975e-07,0.8603854865429813
12.0,1.0,5.53e-05,1201.0,80.0,0.8,64.0,2.0,3.0,0.006728738093453438,1.0033587285180976,0.0,0.006728738609457569,-8.726618691740294e-07,1.0033587287753303,-4.34870323119217e-07,8.69740646238434e-07,8.69740646238434e-07,0.015727678955487052,0.0,14.039315646234174,6.413005366883295e-13,1356212.8131518916,0.9999988690408989,8.726620217303913e-07,0.8603854934665088
12.0,1.0,6.12e-05,1201.0,80.0,0.8,64.0,2.0,3.0,0.006728738093453438,1.0033587285180976,0.0,0.0067287387254447535,-9.657667693415247e-07,1.003358728833151,-4.81266939524539e-07,9.62533879049078e-07,9.62533879049078e-07,0.015727677762239836,0.0,14.039315646234174,6.413005366883295e-13,1500908.2055646712,0.9999990486732394,9.657669761269478e-07,0.8603855019935901
12.0,1.0,6.78e-05,1201.0,80.0,0.8,64.0,2.0,3.0,0.006728738093453438,1.0033587285180976,0.0,0.006728738869114621,-1.0699179871326486e-06,1.0033587289047716,-5.331682260344366e-07,1.0663364520688733e-06,1.0663364520688733e-06,0.015727676284201672,0.0,14.039315646234174,6.413005366883295e-13,1662770.8067653982,0.9999991264701119,1.0699182682991486e-06,0.8603855125558707
12.0,1.0,7.5e-05,1201.0,80.0,0.8,64.0,2.0,3.0,0.006728738093453438,1.0033587285180976,0.0,0.006728739042611589,-1.1835374621705926e-06,1.0033587289912613,-5.89787793723824e-07,1.179575587447648e-06,1.179575587447648e-06,0.015727674499301975,0.0,14.039315646234174,6.413005366883295e-13,1839348.1350232859,0.9999991154325003,1.1835378427673539e-06,0.8603855253109448
12.0,1.0,5e-05,1201.0,80.0,0.825,66.0,2.0,3.0,0.006728738093453438,1.0033587285180976,0.0,0.006728738329790873,-5.410532157757488e-07,1.0033587286359071,-2.696210240336101e-07,5.392420480672202e-07,5.392420480672202e-07,0.010784840961344404,0.0,14.039315646234174,6.413005366883295e-13,840856.004193169,0.9999988617106239,5.410532673930194e-07,0.9019770947841714
12.0,1.0,5.53e-05,1201.0,80.0,0.825,66.0,2.0,3.0,0.006728738093453438,1.0033587285180976,0.0,0.00672873838255753,-5.984048316014752e-07,1.00335872866221,-2.982008400920254e-07,5.964016801840508e-07,5.964016801840508e-07,0.010784840509657338,0.0,14.039315646234174,6.413005366883295e-13,929986.807688208,0.9999987941591744,5.984049014381196e-07,0.9019770981643159
12.0,1.0,6.12e-05,1201.0,80.0,0.825,66.0,2.0,3.0,0.006728738093453438,1.0033587285180976,0.0,0.006728738447545577,-6.622490742520591e-07,1.0033587286946053,-3.3001610257263703e-07,6.600322051452741e-07,6.600322051452741e-07,0.010784839953354152,0.0,14.039315646234174,6.413005366883295e-13,1029207.8769388447,0.9999992710521093,6.622491689152595e-07,0.9019771023273054
12.0,1.0,6.78e-05,1201.0,80.0,0.825,66.0,2.0,3.0,0.006728738093453438,1.0033587285180976,0.0,0.006728738528044379,-7.336680452168773e-07,1.0033587287347323,-3.6560605105915426e-07,7.312121021183085e-07,7.312121021183085e-07,0.010784839264281837,0.0,14.039315646234174,6.413005366883295e-13,1140200.9182679646,0.9999993482667265,7.336681739326297e-07,0.9019771074838956
12.0,1.0,7.5e-05,1201.0,80.0,0.825,66.0,2.0,3.0,0.006728738093453438,1.0033587285180976,0.0,0.006728738625254947,-8.115796334556772e-07,1.0033587287831898,-4.0443144120543494e-07,8.088628824108699e-07,8.088628824108699e-07,0.010784838432144932,0.0,14.039315646234174,6.413005366883295e-13,1261284.2105002606,0.9999985287804635,8.115798076916997e-07,0.90197711371105
12.0,1.0,5e-05,1201.0,80.0,0.85,68.0,2.0,3.0,0.006728738093453438,1.0033587285180976,0.0,0.006728738211884678,-3.4776696716693855e-07,1.00335872857713,-1.7330141118127776e-07,3.466028223625555e-07,3.466028223625555e-07,0.00693205644725111,0.0,14.039315646234174,6.413005366883295e-13,540467.6298134249,0.9999994042788257,3.4776698733268095e-07,0.9357346855795724
12.0,1.0,5.53e-05,1201.0,80.0,0.85,68.0,2.0,3.0,0.006728738093453438,1.0033587285180976,0.0,0.006728738238329857,-3.8463025574557507e-07,1.0033587285903116,-1.916713558100844e-07,3.833427116201688e-07,3.833427116201688e-07,0.006932056267995819,0.0,14.039315646234174,6.413005366883295e-13,597757.2891162812,0.9999986256816592,3.8463028303044897e-07,0.9357346869753292
12.0,1.0,6.12e-05,1201.0,80.0,0.85,68.0,2.0,3.0,0.006728738093453438,1.0033587285180976,0.0,0.006728738270900972,-4.256667432608725e-07,1.0033587286065468,-2.1212091504502762e-07,4.2424183009005523e-07,4.2424183009005523e-07,0.006932056047223125,0.0,14.039315646234174,6.413005366883295e-13,661532.5647165312,0.9999993364083947,4.2566678024711407e-07,0.9357346886943746
12.0,1.0,6.78e-05,1201.0,80.0,0.85,68.0,2.0,3.0,0.006728738093453438,1.0033587285180976,0.0,0.006728738311245217,-4.715719616853254e-07,1.0033587286266565,-2.3499669073033718e-07,4.6999338146067435e-07,4.6999338146067435e-07,0.006932055773756259,0.0,14.039315646234174,6.413005366883295e-13,732874.3908233355,0.999999014302805,4.715720119780274e-07,0.9357346908236919
12.0,1.0,7.5e-05,1201.0,80.0,0.85,68.0,2.0,3.0,0.006728738093453438,1.0033587285180976,0.0,0.006728738359965482,-5.216503752559366e-07,1.0033587286509411,-2.5995207913191624e-07,5.199041582638325e-07,5.199041582638325e-07,0.006932055443517767,0.0,14.039315646234174,6.413005366883295e-13,810701.8273336758,0.999998906051904,5.216504433366551e-07,0.9357346933950805
12.0,1.0,5e-05,1201.0,80.0,0.875,70.0,2.0,3.0,0.006728738093453438,1.0033587285180976,0.0,0.006728738144545223,-2.0481263333879178e-07,1.0033587285435632,-1.020635130349092e-07,2.041270260698184e-07,2.041270260698184e-07,0.004082540521396368,0.0,14.039315646234174,6.413005366883295e-13,318300.6610650735,0.9999990936492432,2.048126397113733e-07,0.9615576739850553
12.0,1.0,5.53e-05,1201.0,80.0,0.875,70.0,2.0,3.0,0.006728738093453438,1.0033587285180976,0.0,0.006728738155958229,-2.26522769287981e-07,1.0033587285492516,-1.1288224382893867e-07,2.2576448765787734e-07,2.2576448765787734e-07,0.0040825404639760815,0.0,14.039315646234174,6.413005366883295e-13,352040.6321865614,0.9999990571610571,2.2652277791150426e-07,0.9615576744471971
12.0,1.0,6.12e-05,1201.0,80.0,0.875,70.0,2.0,3.0,0.006728738093453438,1.0033587285180976,0.0,0.00672873817001465,-2.5069065534137966e-07,1.0033587285562577,-1.2492573603366205e-07,2.498514720673241e-07,2.498514720673241e-07,0.0040825403932569304,0.0,14.039315646234174,6.413005366883295e-13,389600.2209151655,0.9999989486300043,2.5069066703231993e-07,0.961557675016374
12.0,1.0,6.78e-05,1201.0,80.0,0.875,70.0,2.0,3.0,0.006728738093453438,1.0033587285180976,0.0,0.006728738187426073,-2.7772591613725464e-07,1.0033587285649361,-1.3839811636186935e-07,2.767962327237387e-07,2.767962327237387e-07,0.004082540305659863,0.0,14.039315646234174,6.413005366883295e-13,431616.02959600196,0.9999991549045363,2.7772593203576327e-07,0.9615576757213886
12.0,1.0,7.5e-05,1201.0,80.0,0.875,70.0,2.0,3.0,0.006728738093453438,1.0033587285180976,0.0,0.006728738208452136,-3.0721892582282627e-07,1.0033587285754162,-1.5309525749530295e-07,3.061905149906059e-07,3.061905149906059e-07,0.004082540199874746,0.0,14.039315646234174,6.413005366883295e-13,477451.45399570547,0.9999990856487682,3.0721894734607724e-07,0.9615576765727814
12.0,1.0,5e-05,1201.0,80.0,0.9,72.0,2.0,3.0,0.006728738093453438,1.0033587285180976,0.0,0.006728738111250171,-1.0639586367623896e-07,1.0033587285269676,-5.301985254687467e-08,1.0603970509374935e-07,1.0603970509374935e-07,0.002120794101874987,0.0,14.039315646234174,6.413005366883295e-13,165350.03126739527,0.9999995264864379,1.0639586516466006e-07,0.9798182125882073
12.0,1.0,5.53e-05,1201.0,80.0,0.9,72.0,2.0,3.0,0.006728738093453438,1.0033587285180976,0.0,0.006728738115230121,-1.1767382447249803e-07,1.0033587285289511,-5.8639956541277373e-08,1.1727991308255475e-07,1.1727991308255475e-07,0.0021207940882921293,0.0,14.039315646234174,6.413005366883295e-13,182877.2394104755,0.9999990484890074,1.1767382648749123e-07,0.9798182127003956
12.0,1.0,6.12e-05,1201.0,80.0,0.9,72.0,2.0,3.0,0.006728738093453438,1.0033587285180976,0.0,0.006728738120132314,-1.3022853527893602e-07,1.0033587285313945,-6.489629858981252e-08,1.2979259717962503e-07,1.2979259717962503e-07,0.0021207940715625008,0.0,14.039315646234174,6.413005366883295e-13,202388.65937853864,0.9999989432969154,1.3022853801167975e-07,0.9798182128385704
12.0,1.0,6.78e-05,1201.0,80.0,0.9,72.0,2.0,3.0,0.006728738093453438,1.0033587285180976,0.0,0.006728738126204354,-1.4427278767429273e-07,1.003358728534421,-7.189491832349339e-08,1.4378983664698677e-07,1.4378983664698677e-07,0.002120794050840513,0.0,14.039315646234174,6.413005366883295e-13,224214.99300308753,0.9999985183562246,1.442727913916343e-07,0.9798182130097284
12.0,1.0,7.5e-05,1201.0,80.0,0.9,72.0,2.0,3.0,0.006728738093453438,1.0033587285180976,0.0,0.006728738133537545,-1.5959378979262468e-07,1.0033587285380756,-7.952977596814139e-08,1.5905955193628278e-07,1.5905955193628278e-07,0.0021207940258171037,0.0,14.039315646234174,6.413005366883295e-13,248025.53800613506,0.9999989330650139,1.5959379482645342e-07,0.9798182132164094
18.0,1.0,5e-05,1201.0,80.0,0.8,64.0,2.0,3.0,0.006829213867962111,1.0034087969855368,0.0,0.006829214300510148,-8.162473921290188e-07,1.0034087972011585,-4.067372113966933e-07,8.134744227933866e-07,8.134744227933866e-07,0.01626948845586773,0.0,15.571268534031098,2.995338461591919e-14,27158012.467401378,0.999999952560301,8.162475067375267e-07,0.8558856506218228
18.0,1.0,5.53e-05,1201.0,80.0,0.8,64.0,2.0,3.0,0.006829213867962111,1.0034087969855368,0.0,0.006829214397072116,-9.027695611660157e-07,1.0034087972492938,-4.49851328611446e-07,8.99702657222892e-07,8.99702657222892e-07,0.016269487472385026,0.0,15.571268534031098,2.995338461591919e-14,30036760.07923814,0.9999999717868088,9.027697162207413e-07,0.8558856576126267
18.0,1.0,6.12e-05,1201.0,80.0,0.8,64.0,2.0,3.0,0.006829213867962111,1.0034087969855368,0.0,0.006829214515999031,-9.990866732955702e-07,1.003408797308578,-4.978462795898337e-07,9.956925591796674e-07,9.956925591796674e-07,0.01626948626110568,0.0,15.571268534031098,2.995338461591919e-14,33241402.9998168,0.9999998766485416,9.99086883463425e-07,0.8558856662225921
18.0,1.0,6.78e-05,1201.0,80.0,0.8,64.0,2.0,3.0,0.006829213867962111,1.0034087969855368,0.0,0.006829214663310103,-1.106831212542215e-06,1.0034087973820114,-5.515355333888056e-07,1.1030710667776111e-06,1.1030710667776111e-06,0.01626948476073173,0.0,15.571268534031098,2.995338461591919e-14,36826256.89779252,0.9999999403594076,1.1068314983031966e-06,0.8558856768875058
18.0,1.0,7.5e-05,1201.0,80.0,0.8,64.0,2.0,3.0,0.006829213867962111,1.0034087969855368,0.0,0.0068292148412047475,-1.22437067408948e-06,1.0034087974706905,-6.101056105825322e-07,1.2202112211650644e-06,1.2202112211650644e-06,0.016269482948867528,0.0,15.571268534031098,2.995338461591919e-14,40737005.41217568,0.9999999187199405,1.2243710609008845e-06,0.8558856897665609
18.0,1.0,5e-05,1201.0,80.0,0.825,66.0,2.0,3.0,0.006829213867962111,1.0034087969855368,0.0,0.006829214110809872,-5.599725731341326e-07,1.003408797106587,-2.790351124829981e-07,5.580702249659962e-07,5.580702249659962e-07,0.011161404499319924,0.0,15.571268534031098,2.995338461591919e-14,18631289.991716545,0.9999999293559377,5.599726257929905e-07,0.8987201514710574
18.0,1.0,5.53e-05,1201.0,80.0,0.825,66.0,2.0,3.0,0.006829213867962111,1.0034087969855368,0.0,0.00682921416502361,-6.193296403610199e-07,1.0034087971336103,-3.0861282167857665e-07,6.172256433571533e-07,6.172256433571533e-07,0.011161404039008196,0.0,15.571268534031098,2.995338461591919e-14,20606205.987010047,0.9999999880902363,6.193297116037989e-07,0.8987201549016217
18.0,1.0,6.12e-05,1201.0,80.0,0.825,66.0,2.0,3.0,0.006829213867962111,1.0034087969855368,0.0,0.00682921423179455,-6.854063664765063e-07,1.003408797166893,-3.4153894624590644e-07,6.830778924918129e-07,6.830778924918129e-07,0.011161403472088447,0.0,15.571268534031098,2.995338461591919e-14,22804697.075047605,0.9999999815913237,6.854064630426026e-07,0.8987201591267676
18.0,1.0,6.78e-05,1201.0,80.0,0.825,66.0,2.0,3.0,0.006829213867962111,1.0034087969855368,0.0,0.006829214314500981,-7.593226915893194e-07,1.003408797208119,-3.7837155389810023e-07,7.567431077962005e-07,7.567431077962005e-07,0.011161402769855465,0.0,15.571268534031098,2.995338461591919e-14,25264025.670095157,0.9999999829536504,7.593228228885335e-07,0.8987201643603322
18.0,1.0,7.5e-05,1201.0,80.0,0.825,66.0,2.0,3.0,0.006829213867962111,1.0034087969855368,0.0,0.006829214414379032,-8.399586658576993e-07,1.0034087972579044,-4.185525720688924e-07,8.371051441377848e-07,8.371051441377848e-07,0.01116140192183713,0.0,15.571268534031098,2.995338461591919e-14,27946929.03383972,0.9999999518911359,8.399588435875284e-07,0.898720170680427
18.0,1.0,5e-05,1201.0,80.0,0.85,68.0,2.0,3.0,0.006829213867962111,1.0034087969855368,0.0,0.006829213989894343,-3.6007065988332384e-07,1.003408797046312,-1.7942371092581965e-07,3.588474218516393e-07,3.588474218516393e-07,0.007176948437032786,0.0,15.571268534031098,2.995338461591919e-14,11980195.109822068,0.9999999960105133,3.60070680528534e-07,0.9335433172077037
18.0,1.0,5.53e-05,1201.0,80.0,0.85,68.0,2.0,3.0,0.006829213867962111,1.0034087969855368,0.0,0.00682921401711596,-3.9823813966368597e-07,1.00340879705988,-1.9844261921490832e-07,3.9688523842981664e-07,3.9688523842981664e-07,0.007176948253703737,0.0,15.571268534031098,2.995338461591919e-14,13250095.559000742,0.9999999396982725,3.9823816759530234e-07,0.9335433186308376
18.0,1.0,6.12e-05,1201.0,80.0,0.85,68.0,2.0,3.0,0.006829213867962111,1.0034087969855368,0.0,0.006829214050642197,-4.407264625871607e-07,1.0034087970765906,-2.1961460965421448e-07,4.3922921930842896e-07,4.3922921930842896e-07,0.0071769480279155065,0.0,15.571268534031098,2.995338461591919e-14,14663758.202524105,0.9999999333085688,4.4072650044739297e-07,0.9335433203835691
18.0,1.0,6.78e-05,1201.0,80.0,0.85,68.0,2.0,3.0,0.006829213867962111,1.0034087969855368,0.0,0.00682921409217005,-4.882557679671146e-07,1.0034087970972894,-2.432985286652684e-07,4.865970573305368e-07,4.865970573305368e-07,0.007176947748238006,0.0,15.571268534031098,2.995338461591919e-14,16245143.365819922,0.9999999749397385,4.882558194454594e-07,0.9335433225546297
18.0,1.0,7.5e-05,1201.0,80.0,0.85,68.0,2.0,3.0,0.006829213867962111,1.0034087969855368,0.0,0.006829214142319315,-5.401059126132379e-07,1.0034087971222854,-2.6913552789363036e-07,5.382710557872607e-07,5.382710557872607e-07,0.0071769474104968105,0.0,15.571268534031098,2.995338461591919e-14,17970290.59439926,0.9999999909331154,5.401059822957474e-07,0.9335433251764231
18.0,1.0,5e-05,1201.0,80.0,0.875,70.0,2.0,3.0,0.006829213867962111,1.0034087969855368,0.0,0.006829213920667107,-2.1213115084236706e-07,1.0034087970118053,-1.0570524768873005e-07,2.114104953774601e-07,2.114104953774601e-07,0.004228209907549202,0.0,15.571268534031098,2.995338461591919e-14,7057982.533022933,0.9999999981992788,2.1213115738977092e-07,0.9602181918579971
18.0,1.0,5.53e-05,1201.0,80.0,0.875,70.0,2.0,3.0,0.006829213867962111,1.0034087969855368,0.0,0.006829213932434789,-2.3461704956409756e-07,1.0034087970176704,-1.1691000231482218e-07,2.3382000462964435e-07,2.3382000462964435e-07,0.00422820984863733,0.0,15.571268534031098,2.995338461591919e-14,7806128.678760146,0.9999999570459968,2.3461705842263136e-07,0.9602181923311078
18.0,1.0,6.12e-05,1201.0,80.0,0.875,70.0,2.0,3.0,0.006829213867962111,1.0034087969855368,0.0,0.006829213946927748,-2.596485205611365e-07,1.0034087970248937,-1.2938321914806516e-07,2.587664382961303e-07,2.587664382961303e-07,0.004228209776080561,0.0,15.571268534031098,2.995338461591919e-14,8638970.575806659,0.9999999607636899,2.596485325688531e-07,0.9602181929138076
18.0,1.0,6.78e-05,1201.0,80.0,0.875,70.0,2.0,3.0,0.006829213867962111,1.0034087969855368,0.0,0.006829213964879695,-2.8764982549041367e-07,1.0034087970338412,-1.4333630836241926e-07,2.866726167248385e-07,2.866726167248385e-07,0.004228209686207058,0.0,15.571268534031098,2.995338461591919e-14,9570624.169767356,0.9999999391657558,2.876498418175883e-07,0.9602181936355676
