n_segments,n_slab_envelope_pass,max_inflated_slab_contraction_ratio,median_inflated_slab_contraction_ratio,max_upper_darboux_contraction_ratio,max_trapz_contraction_ratio,min_dF_dE_abs,max_dF_dE_CR_rel_mismatch,slab_envelope_status
2.0,2.0,0.969175335017558,0.9554633005670493,0.9230241285881502,0.9182766761845169,97.0932402221637,0.02889044866818141,slab_envelope_closed_on_grid
