d_num,eta_num,n_points,observable_mode,ref_mode,ref_D_input,ref_D_effective,ref_D_snapped_to_grid,ref_eta,runtime_direct_b_release_profile_blend_override,full_direct_tag,cell_direct_tag,cell_chain_mode,frac_acceptance_mismatch,n_acceptance_mismatch,max_abs_delta_mu_ee,p99_abs_delta_mu_ee,max_abs_delta_mu_mumu,p99_abs_delta_mu_mumu,max_abs_delta_mu_tautau,p99_abs_delta_mu_tautau,max_abs_delta_chi2_mumu,p99_abs_delta_chi2_mumu,f_chi2_le_4_mumu_full_direct,f_chi2_le_4_mumu_cell_direct,delta_f_chi2_le_4_mumu,best_chi2_mumu_full_direct,best_chi2_mumu_cell_direct,delta_best_chi2_mumu
60,21,1260,eft_wilson_uv_rge,fixed,10.0,9.966101694915254,True,1.0,,full_direct_map_full_release_D60E21,full_direct_map_cell_direct_runtime_extreme_release_D60E21,cell_direct_runtime_extreme,0.0373015873015873,47,17.77135371602888,17.770355422908263,59.253455241877276,59.24006204899937,3.2513764705999986,3.2513762978245526,34527.052319628376,34510.80916518358,0.1428571428571428,0.1055555555555555,-0.037301587301587294,0.0015608257822685,0.0007546260336782,-0.0008061997485903001
