combo_id,peak,center_D,width_D,acceptance_flip_fraction_D21_guard,acceptance_flip_fraction_D60_hotspot,improved_fraction_vs_base_D21_guard,improved_fraction_vs_base_D60_hotspot,improved_fraction_vs_runtime_D21_guard,improved_fraction_vs_runtime_D60_hotspot,max_abs_delta_base_D21_guard,max_abs_delta_base_D60_hotspot,max_abs_delta_guard_D21_guard,max_abs_delta_guard_D60_hotspot,max_abs_delta_runtime_D21_guard,max_abs_delta_runtime_D60_hotspot,mean_abs_improvement_vs_base_D21_guard,mean_abs_improvement_vs_base_D60_hotspot,mean_abs_improvement_vs_runtime_D21_guard,mean_abs_improvement_vs_runtime_D60_hotspot,p95_abs_delta_base_D21_guard,p95_abs_delta_base_D60_hotspot,p95_abs_delta_guard_D21_guard,p95_abs_delta_guard_D60_hotspot,p95_abs_delta_runtime_D21_guard,p95_abs_delta_runtime_D60_hotspot,joint_objective_vs_base,beats_mainline_both,beats_runtime_both
85,0.93,6.4,0.003,0.3008130081300813,0.0,0.6666666666666666,0.6,0.3333333333333333,0.0,2.102232425909044,31.28639526077564,1.3897781625564383,22.819468613992427,44.139374373445335,22.819468613992427,0.009804837869701712,6.489566715239922,14.334478419748502,0.0,2.102217055050133,31.28593012120719,1.389778159034488,22.80421416159871,44.138976807649804,22.80421416159871,22.80421416159871,1.0,0.0
86,0.93,6.4,0.005,0.3008130081300813,0.0,0.6666666666666666,0.6,0.3333333333333333,0.0,2.102232425909044,31.28639526077564,1.3897781625564383,22.819468613992427,44.139374373445335,22.819468613992427,0.009804837869701712,6.489566715239904,14.334478419748502,-1.8947806286936004e-14,2.102217055050133,31.28593012120719,1.389778159034488,22.80421416159871,44.138976807649804,22.80421416159871,22.80421416159871,1.0,0.0
87,0.93,6.4,0.0075,0.3008130081300813,0.0,0.6666666666666666,0.6,0.3333333333333333,0.0,2.102232425909044,31.28639526077564,1.3897781625564383,22.819468613992427,44.139374373445335,22.819468613992427,0.009804837869701712,6.489564853929508,14.334478419748502,-1.8613104135819672e-06,2.102217055050133,31.28593012120719,1.389778159034488,22.80421416159871,44.138976807649804,22.80421416159871,22.80421416159871,1.0,0.0
88,0.93,6.4,0.01,0.3008130081300813,0.0,0.6666666666666666,0.6,0.3333333333333333,0.0,2.102232425909044,31.28639526077564,1.3897781625564383,22.819468613992427,44.139374373445335,22.819468613992427,0.009804837869701712,6.488406671194447,14.334478419748502,-0.0011600440454751985,2.102217055050133,31.28593012120719,1.389778159034488,22.80421416159871,44.138976807649804,22.80421416159871,22.80421416159871,1.0,0.0
89,0.93,6.4,0.015,0.3008130081300813,0.0,0.6666666666666666,0.6,0.3333333333333333,0.0,2.102232425909044,31.28639526077564,1.3897781625564383,22.819468613992427,44.139374373445335,22.819468613992427,0.009804837869701712,6.37457750210824,14.334478419748502,-0.11498921313168263,2.102217055050133,31.28593012120719,1.389778159034488,22.80421416159871,44.138976807649804,22.80421416159871,22.80421416159871,1.0,0.0
90,0.93,6.4,0.02,0.3008130081300813,0.0,0.6666666666666666,0.6,0.3333333333333333,0.0,2.102232425909044,31.28639526077564,1.3897781625564383,22.819468613992427,44.139374373445335,22.819468613992427,0.009804837869701712,5.915025722923301,14.334478419748502,-0.5745409923166211,2.102217055050133,31.28593012120719,1.389778159034488,22.80421416159871,44.138976807649804,22.80421416159871,22.80421416159871,1.0,0.0
120,0.95,6.4,0.003,0.3008130081300813,0.0,0.6666666666666666,0.6,0.3333333333333333,0.0,2.102232425909044,31.28639526077564,1.3897781625564383,22.819468613992427,44.139374373445335,22.819468613992427,0.3180731909825713,6.489566715239922,14.642746772861372,0.0,2.102217055050133,31.28593012120719,1.389778159034488,22.80421416159871,44.138976807649804,22.80421416159871,22.80421416159871,1.0,0.0
121,0.95,6.4,0.005,0.3008130081300813,0.0,0.6666666666666666,0.6,0.3333333333333333,0.0,2.102232425909044,31.28639526077564,1.3897781625564383,22.819468613992427,44.139374373445335,22.819468613992427,0.3180731909825713,6.489566715239904,14.642746772861372,-1.8947806286936004e-14,2.102217055050133,31.28593012120719,1.389778159034488,22.80421416159871,44.138976807649804,22.80421416159871,22.80421416159871,1.0,0.0
122,0.95,6.4,0.0075,0.3008130081300813,0.0,0.6666666666666666,0.6,0.3333333333333333,0.0,2.102232425909044,31.28639526077564,1.3897781625564383,22.819468613992427,44.139374373445335,22.819468613992427,0.3180731909825713,6.489564813901329,14.642746772861372,-1.9013385941743115e-06,2.102217055050133,31.28593012120719,1.389778159034488,22.80421416159871,44.138976807649804,22.80421416159871,22.80421416159871,1.0,0.0
123,0.95,6.4,0.01,0.3008130081300813,0.0,0.6666666666666666,0.6,0.3333333333333333,0.0,2.102232425909044,31.28639526077564,1.3897781625564383,22.819468613992427,44.139374373445335,22.819468613992427,0.3180731909825713,6.488381724010672,14.642746772861372,-0.001184991229249157,2.102217055050133,31.28593012120719,1.389778159034488,22.80421416159871,44.138976807649804,22.80421416159871,22.80421416159871,1.0,0.0
