alpha,taper,boost_peak,boost_center_D,boost_sigma_D,D4p814_max_abs_delta_mu,D5p627_max_abs_delta_mu,D6p712_max_abs_delta_mu,D5p898_guard_max_abs_delta_mu,D6p169_guard_max_abs_delta_mu,D6p441_guard_max_abs_delta_mu,hotspot_objective,guard_objective,joint_objective
0.8,0.01,0.3,6.711864406779661,0.2,8.931456055646894,3.3282661045710284,8.043603699061563,20.866305512694808,3.9943771433650426,46.54675319599382,8.931456055646894,46.54675319599382,46.54675319599382
0.8,0.0,0.3,6.711864406779661,0.2,8.930797702134477,3.9462600728542725,8.043603699061563,21.212460900208654,3.1884490221223274,48.587014069763306,8.930797702134477,48.587014069763306,48.587014069763306
0.825,0.02,0.3,6.711864406779661,0.2,8.959516994264074,1.0908387419101686,8.043603699061563,18.32493931576576,1.6200852228395348,49.67621256387175,8.959516994264074,49.67621256387175,49.67621256387175
0.75,0.02,0.5,6.711864406779661,0.2,8.877420803688267,5.763598249824142,8.043603699061563,24.659759668154962,10.155529450977795,50.68456091338397,8.877420803688267,50.68456091338397,50.68456091338397
0.825,0.01,0.3,6.711864406779661,0.2,8.958857724670516,1.7389463819811724,8.043603699061563,18.686596769210894,0.7875407306014637,51.784586006836655,8.958857724670516,51.784586006836655,51.784586006836655
0.75,0.01,0.5,6.711864406779661,0.2,8.876764214217935,6.34810411310076,8.043603699061563,24.982775385165525,9.418669296551116,52.81488102146117,8.876764214217935,52.81488102146117,52.81488102146117
0.825,0.0,0.3,6.711864406779661,0.2,8.958198476599563,2.378142146560428,8.043603699061563,19.0460481503101,0.09024533328172879,53.93884812101995,8.958198476599563,53.93884812101995,53.93884812101995
0.75,0.0,0.5,6.711864406779661,0.2,8.876107646182714,6.924572471610524,8.043603699061563,25.303820740349437,8.673548766442593,54.99156746912377,8.876107646182714,54.99156746912377,54.99156746912377
0.85,0.02,0.3,6.711864406779661,0.2,8.986956791971206,0.5808580103617587,8.043603699061563,16.047615484170407,1.7300787033293688,55.08890646936646,8.986956791971206,55.08890646936646,55.08890646936646
0.85,0.01,0.3,6.711864406779661,0.2,8.986296626574322,0.09383736862271519,8.043603699061563,16.423164372949337,2.600566198184751,57.3150869981034,8.986296626574322,57.3150869981034,57.3150869981034
0.85,0.0,0.3,6.711864406779661,0.2,8.985636482729305,0.7556543858935285,8.043603699061563,16.796422453091047,3.4808150914354314,59.58972026499105,8.985636482729305,59.58972026499105,59.58972026499105
0.8,0.02,0.5,6.711864406779661,0.2,8.932114430652689,2.701864539488774,8.043603699061563,20.513632024896573,4.160721944342043,61.92822015522314,8.932114430652689,61.92822015522314,61.92822015522314
0.8,0.01,0.5,6.711864406779661,0.2,8.931456055646894,3.3282609844902566,8.043603699061563,20.861938683512783,3.3566585874519035,64.30325809730718,8.931456055646894,64.30325809730718,64.30325809730718
0.8,0.0,0.5,6.711864406779661,0.2,8.930797702134477,3.9462550231794253,8.043603699061563,21.208120708224364,2.543581491170343,66.72998865372338,8.930797702134477,66.72998865372338,66.72998865372338
0.825,0.0,0.5,6.711864406779661,0.2,8.958198476599563,2.378136923643268,8.043603699061563,19.04154124948098,0.7644978534326867,66.87779585479728,8.958198476599563,66.87779585479728,66.87779585479728
0.825,0.01,0.5,6.711864406779661,0.2,8.958857724670516,1.738941086244381,8.043603699061563,18.682062208036577,0.1213759735144464,66.87779585479728,8.958857724670516,66.87779585479728,66.87779585479728
0.825,0.02,0.5,6.711864406779661,0.2,8.959516994264074,1.090833372338487,8.043603699061563,18.32037692448558,0.9613055409681408,66.87779585479728,8.959516994264074,66.87779585479728,66.87779585479728
0.85,0.0,0.5,6.711864406779661,0.2,8.985636482729305,0.7556489781363425,8.043603699061563,16.791742440050832,4.185152941200485,66.87779585479728,8.985636482729305,66.87779585479728,66.87779585479728
0.85,0.01,0.5,6.711864406779661,0.2,8.986296626574322,0.09383188546881627,8.043603699061563,16.418455637116885,3.297093390749154,66.87779585479728,8.986296626574322,66.87779585479728,66.87779585479728
0.85,0.02,0.5,6.711864406779661,0.2,8.986956791971206,0.5808635757955543,8.043603699061563,16.04287784926437,2.4188818538961954,66.87779585479728,8.986956791971206,66.87779585479728,66.87779585479728
