n_points,max_abs_coeff_participation_exact_residual,h_part_neff_p50,h_part_neff_p90,h_part_imbalance_p50,h_part_imbalance_p90,h_part_ratio_low_high_p50,h_part_ratio_low_high_p90,coeff_participation_access_parented_p50,coeff_participation_access_parented_p90,"corr(h_part_neff, coeff_participation_access_parented)","corr(h_part_imbalance, coeff_participation_access_parented)","corr(h_part_ratio_low_high, coeff_participation_access_parented)","corr(coeff_participation_access_parented, eymh_parented_prefactor_diag)","corr(h_part_imbalance, eymh_parented_prefactor_diag)","corr(h_part_ratio_low_high, eymh_parented_prefactor_diag)","corr(h_part_imbalance, abs_mu_diff_vs_const)","corr(h_part_ratio_low_high, abs_mu_diff_vs_const)"
441,9.992007221626409e-16,1.9230319294369516,1.951555387179109,0.20006082357575997,0.21033675049572112,0.6665821937597314,0.7277796118923697,0.8164448504092193,0.8531000011091132,0.972676981095804,-0.9998266200050975,0.9997145548524874,0.7128685566117684,-0.7132051132053521,0.7120167852094851,-0.02883324860705446,0.010734222089612363
