beta_d21_d48,p95_abs_delta_mu_mumu,max_abs_delta_mu_mumu,mean_signed_delta_mu_mumu,min_signed_delta_mu_mumu,max_signed_delta_mu_mumu,delta_p95_vs_v20,delta_max_vs_v20
0.68,0.6027393642018364,0.6073685782031273,0.5615075891941288,0.5160786146416445,0.6073685782031273,0.3129298723389269,0.31384176441178546
0.69,0.1844905420389189,0.18872272531759826,0.1468273481421972,0.10535914756602871,0.18872272531759826,-0.10531894982399059,-0.10480408847374356
0.7,0.2898094918629095,0.2935268137913418,-0.25593081481280705,-0.2935268137913418,-0.2179125946628222,0.0,0.0
0.71,0.6775809151104841,0.6809202122608102,-0.6471096605964677,-0.6809202122608102,-0.612881951974952,0.38777142324757463,0.3873933984694684
0.72,1.0541823887243407,1.0571521675470752,-1.0270420957073925,-1.0571521675470752,-0.9965200314783811,0.7643728968614312,0.7636253537557334
