n_points,d_num,eta_num,frac_winner_mismatch,n_winner_mismatch,max_abs_delta_R3,p99_abs_delta_R3,mean_abs_delta_R3,max_abs_delta_mu_mumu,p99_abs_delta_mu_mumu,mean_abs_delta_mu_mumu,max_abs_delta_chi2_mumu,p99_abs_delta_chi2_mumu,f_R3_gt_0p90_baseline,f_R3_gt_0p90_direct,delta_f_R3_gt_0p90,f_chi2_mumu_le_4_baseline,f_chi2_mumu_le_4_direct,delta_f_chi2_mumu_le_4,best_chi2_mumu_baseline,best_chi2_mumu_direct,frac_underflow_fallback_baseline,frac_underflow_fallback_direct,max_abs_delta_mu_mumu_accept_band,bias_upper_bound_R3_abs,bias_upper_bound_mu_abs
357,17,21,0.0,0,8.998978244800782e-07,7.533891107147638e-07,8.686258287998878e-08,0.0010686541815090322,0.0008884825456328825,0.00010714291320275842,0.7727910219291516,0.6774956039333483,1.0,1.0,0.0,0.058823529411764705,0.058823529411764705,0.0,0.0005096471648422107,0.000509656209770479,0.0,0.0,1.058931471398239e-07,8.998978244800782e-07,0.0010686541815090322
