D,eta,loop_trace_p1,loop_trace_p2,h_part_trace,h_part_fro2,h_part_det,h_part_neff,h_part_susceptibility,coeff_participation_access_parented,coeff_participation_parented_recon,coeff_participation_parented_residual,gap_cv,c_tree_diag_cv,h_tree_base,h_tree_load,h_tree_schur_ratio,h_tree_pressure_fraction,tree_diag_compressibility_parented,tree_diag_compressibility_parented_recon,tree_diag_compressibility_parented_residual,eymh_parented_prefactor_diag,mu_mumu_uv_rge,mu_mumu_uv_rge_const,abs_mu_diff_vs_const
13.6,0.39,0.6050007464083013,0.3949992535916988,1.0,0.5220503134926009,0.23897484325369964,1.9155241825444727,0.9155241825444727,0.8080164124312916,0.8500179369419356,0.042001524510643984,0.1152775579450587,0.6820295090330518,1.1152775579450587,0.6820295090330518,0.6205269975487397,0.3794730024512602,0.7877353600980089,0.7877353600980089,0.0,0.0396210022414701,0.0001779012396004,0.0001779048006959,3.5610954999978992e-09
14.4,0.39,0.6045591253822818,0.3954408746177182,1.0,0.5218652214014154,0.2390673892992923,1.9162035694093635,0.9162035694093635,0.8087632122840402,0.8499425838026511,0.04117937151861084,0.1959995823623919,0.6958914603017464,1.195999582362392,0.6958914603017464,0.6321714915876971,0.36782850841230286,0.7950921277359606,0.7950921277359606,0.0,0.0396846783076986,4.388865301973822e-05,4.388918527677359e-05,5.322570353685492e-10
15.2,0.39,0.6041626806203292,0.3958373193796708,1.0,0.5216997280680254,0.2391501359659873,1.916811426571432,0.916811426571432,0.8094339590236094,0.8498751925702411,0.04044123354663176,0.2635129579283289,0.8187922265543413,1.2635129579283289,0.8187922265543413,0.6067856754831245,0.3932143245168757,0.7789644892311359,0.7789644892311359,0.0,0.0417242863639605,1.209733243789101e-05,1.2097314421238845e-05,1.8016652165525832e-11
16.0,0.39,0.6035439879985285,0.3964560120014715,1.0,0.5214427149012788,0.2392786425493606,1.9177562010609799,0.9177562010609799,0.8104813764534904,0.8497705013716953,0.03928912491820491,0.3217878591111364,0.7870578910225603,1.3217878591111365,0.7870578910225603,0.6267826174708784,0.37321738252912157,0.7916960385595462,0.7916960385595462,0.0,0.0435038855570558,1.7711863218868906e-06,1.7711649311954063e-06,2.1390691484328913e-11
16.8,0.39,0.603210935962592,0.396789064037408,1.0,0.5213049946045485,0.23934750269772573,1.9182628410429483,0.9182628410429483,0.8110455462011041,0.849714386752065,0.03866884055096087,0.3729068193667717,0.7709150726278873,1.3729068193667717,0.7709150726278873,0.6404015298534848,0.35959847014651525,0.8002509168088998,0.8002509168088998,0.0,0.0431099782091254,3.413551593437382e-07,3.413488897524144e-07,6.269591323788682e-12
17.6,0.39,0.605264992326366,0.394735007673634,1.0,0.5221614372189398,0.23891928139053012,1.9151165304853885,0.9151165304853885,0.8075697528076581,0.85006316707555,0.04249341426789188,0.2679119024066777,0.6787167217905434,1.2679119024066776,0.6787167217905434,0.6513373360722863,0.3486626639277137,0.8070547292918159,0.8070547292918159,0.0,0.0407600933091185,5.5585827916252447e-08,5.5590071944080996e-08,4.244027828549087e-12
18.4,0.39,0.5,0.5,1.0,0.5,0.25,2.0,1.0,1.0,0.8408964152537145,-0.1591035847462855,0.20297833384972,0.0,1.20297833384972,0.0,1.0,0.0,1.0,1.0,0.0,0.0586804347402074,5.5585827916252447e-08,5.5590071944080996e-08,4.244027828549087e-12
19.200000000000003,0.39,0.5,0.5,1.0,0.5,0.25,2.0,1.0,1.0,0.8408964152537145,-0.1591035847462855,0.2685122027208125,0.0,1.2685122027208124,0.0,1.0,0.0,1.0,1.0,0.0,0.0580670617382019,5.5585827916252447e-08,5.5590071944080996e-08,4.244027828549087e-12
20.0,0.39,0.5,0.5,1.0,0.5,0.25,2.0,1.0,1.0,0.8408964152537145,-0.1591035847462855,0.3261537967964966,0.0,1.3261537967964965,0.0,1.0,0.0,1.0,1.0,0.0,0.0622911350603241,5.5585827916252447e-08,5.5590071944080996e-08,4.244027828549087e-12
4.0,0.5800000000000001,0.5831883207749556,0.4168116792250443,1.0,0.5138405934267138,0.24307970328664305,1.946128843833013,0.9461288438330131,0.8454063990812368,0.8466562187382202,0.001249819656983342,0.0529284688818641,0.8812104686253469,1.052928468881864,0.8812104686253469,0.5443913301486587,0.4556086698513413,0.7378287946052653,0.7378287946052653,0.0,0.0433252408187335,2.4816946922020406,2.481694821821148,1.2961910744735405e-07
4.8,0.5800000000000001,0.5809731525552582,0.4190268474447418,1.0,0.5131133028694742,0.24344334856526287,1.9488873011237833,0.9488873011237833,0.8492643482179081,0.8463564700495808,-0.0029078781683272714,0.3330127461264275,1.0295963875021603,1.3330127461264274,1.0295963875021603,0.5642121361306743,0.4357878638693256,0.751140556840512,0.751140556840512,0.0,0.0392193376908345,13.763800559808562,13.763803534805348,2.9749967858094806e-06
5.6,0.5800000000000001,0.5787729882978686,0.4212270117021313,0.9999999999999999,0.5124103673707522,0.2437948163146238,1.9515608263961106,0.9515608263961106,0.8531079310826909,0.8460664561857147,-0.007041474896976152,0.0489632309804584,1.1143657655370731,1.0489632309804584,1.1143657655370731,0.484883821494119,0.515116178505881,0.6963359975572991,0.6963359975572992,1.1102230246251565e-16,0.0448967538721383,57.97746133528231,57.977390401291416,7.09339908908646e-05
