case,D,is_reviewer_target,is_drift_strip,slice_p95_abs_delta_parent,slice_p95_abs_delta_cf,slice_mean_abs_improvement_vs_parent,slice_min_abs_improvement_vs_parent,slice_max_abs_improvement_vs_parent,slice_acceptance_flip_fraction_vs_base
D60E41_monitor,8.610169491525424,0.0,0.0,0.8889170682795937,0.8889170682795937,0.0,0.0,0.0,1.0
D60E41_monitor,8.881355932203391,0.0,0.0,0.9088499297081436,0.9088499297081436,0.0,0.0,0.0,0.0
D60E41_monitor,9.152542372881356,0.0,0.0,0.4961812958220859,0.4961812958220859,0.0,0.0,0.0,0.0
D60E41_monitor,9.423728813559322,0.0,0.0,0.7767677482022202,0.7767677482022202,0.0,0.0,0.0,0.0
D60E41_monitor,9.694915254237287,0.0,0.0,0.17438576625114854,0.17438597740326456,-2.111521148389788e-07,-2.1115211756850272e-07,-2.1115211357169983e-07,0.0
D60E41_monitor,9.966101694915254,0.0,0.0,0.7227162165535228,0.7227162165535228,0.0,0.0,0.0,1.0
D60E41_monitor,10.23728813559322,0.0,0.0,0.07897602879670085,0.07897602879670085,0.0,0.0,0.0,0.0
D60E41_monitor,10.508474576271189,0.0,0.0,0.405389364857925,0.405389364857925,0.0,0.0,0.0,0.0
D60E41_monitor,10.779661016949152,0.0,0.0,0.12677562428625422,0.12677562428625422,0.0,0.0,0.0,0.0
D60E41_monitor,11.050847457627118,0.0,0.0,0.1354463990122724,0.1354463990122724,0.0,0.0,0.0,0.0
D60E41_monitor,11.322033898305085,0.0,0.0,0.09804033530562942,0.09804033530562942,0.0,0.0,0.0,0.0
D60E41_monitor,11.593220338983052,0.0,0.0,0.0474388474573153,0.0474388474573153,0.0,0.0,0.0,0.0
D60E41_monitor,11.864406779661016,0.0,0.0,0.0483494227665092,0.0483494227665092,0.0,0.0,0.0,0.0
D60E41_monitor,12.135593220338984,0.0,0.0,0.0009871687285129965,0.0009871687285129965,0.0,0.0,0.0,0.0
D60E41_monitor,12.40677966101695,0.0,0.0,0.0162757528550332,0.0162757528550332,0.0,0.0,0.0,0.0
D60E41_monitor,12.677966101694915,0.0,0.0,0.0049776801611644,0.0049776801611644,0.0,0.0,0.0,0.0
D60E41_monitor,12.94915254237288,0.0,0.0,0.0008093909031036,0.0008093909031036,0.0,0.0,0.0,0.0
D60E41_monitor,13.220338983050848,0.0,0.0,0.0001311904553644,0.0001311904553644,0.0,0.0,0.0,0.0
D60E41_monitor,13.491525423728811,0.0,0.0,0.0001854926989064068,0.0001854926989064068,0.0,0.0,0.0,0.0
D60E41_monitor,13.76271186440678,0.0,0.0,9.589692810849215e-05,9.589692810849215e-05,0.0,0.0,0.0,0.0
D60E41_monitor,14.033898305084746,0.0,0.0,3.369630370355413e-05,3.369630370355413e-05,0.0,0.0,0.0,0.0
D60E41_monitor,14.305084745762713,0.0,0.0,4.8076883998512695e-05,4.8076883998512695e-05,0.0,0.0,0.0,0.0
D60E41_monitor,14.576271186440678,0.0,0.0,2.2779854241693394e-07,2.2779854241693394e-07,0.0,0.0,0.0,0.0
D60E41_monitor,14.847457627118644,0.0,0.0,2.0899030322595666e-05,2.0899030322595666e-05,0.0,0.0,0.0,0.0
D60E41_monitor,15.11864406779661,0.0,0.0,1.924586850356315e-06,1.924586850356315e-06,0.0,0.0,0.0,0.0
D60E41_monitor,15.389830508474576,0.0,0.0,9.078839904754341e-06,9.078839904754341e-06,0.0,0.0,0.0,0.0
D60E41_monitor,15.66101694915254,0.0,0.0,2.6702550721945433e-06,2.6702550721945433e-06,0.0,0.0,0.0,0.0
D60E41_monitor,15.932203389830509,0.0,0.0,1.9659680100954827e-06,1.9659680100954827e-06,0.0,0.0,0.0,0.0
D60E41_monitor,16.203389830508474,0.0,0.0,9.436954609597869e-07,9.436954609597869e-07,0.0,0.0,0.0,0.0
D60E41_monitor,16.474576271186443,0.0,0.0,6.054315986435115e-07,6.054315986435115e-07,0.0,0.0,0.0,0.0
D60E41_monitor,16.74576271186441,0.0,0.0,4.0997478937130104e-07,4.0997478937130104e-07,0.0,0.0,0.0,0.0
D60E41_monitor,17.016949152542374,0.0,0.0,3.1064787523130714e-08,3.1064787523130714e-08,0.0,0.0,0.0,0.0
D60E41_monitor,17.28813559322034,0.0,0.0,8.971452674008823e-08,8.971452674008823e-08,0.0,0.0,0.0,0.0
D60E41_monitor,17.559322033898304,0.0,0.0,1.0978284501774435e-09,1.0978284501774435e-09,0.0,0.0,0.0,0.0
D60E41_monitor,17.83050847457627,0.0,0.0,5.2592929562751426e-08,5.2592929562751426e-08,0.0,0.0,0.0,0.0
D60E41_monitor,18.101694915254235,0.0,0.0,1.143082597703856e-08,1.143082597703856e-08,0.0,0.0,0.0,0.0
D60E41_monitor,18.372881355932204,0.0,0.0,4.5980500474946044e-08,4.5980500474946044e-08,0.0,0.0,0.0,0.0
D60E41_monitor,18.64406779661017,0.0,0.0,3.061160708035293e-08,3.061160708035293e-08,0.0,0.0,0.0,0.0
D60E41_monitor,18.915254237288135,0.0,0.0,3.168725523646624e-08,3.168725523646624e-08,0.0,0.0,0.0,0.0
D60E41_monitor,19.186440677966104,0.0,0.0,4.5356834160445134e-08,4.5356834160445134e-08,0.0,0.0,0.0,0.0
D60E41_monitor,19.45762711864407,0.0,0.0,1.2486355763066519e-08,1.2486355763066519e-08,0.0,0.0,0.0,0.0
D60E41_monitor,19.728813559322035,0.0,0.0,5.239036519989631e-08,5.239036519989631e-08,0.0,0.0,0.0,0.0
D60E41_monitor,20.0,0.0,0.0,1.1905194410524671e-09,1.1905194410524671e-09,0.0,0.0,0.0,0.0
