d4p8_beta,baseline_p95_abs_delta_mu_mumu,baseline_max_abs_delta_mu_mumu,baseline_acceptance_mismatch,candidate_p95_abs_delta_mu_mumu,candidate_max_abs_delta_mu_mumu,candidate_acceptance_mismatch,candidate_mu_min,candidate_mu_max,candidate_chi2_min,candidate_chi2_max
0.8,93.35339736683231,93.42020518009139,0.0,1.5267562248624422,1.5289582423412256,0.0,9.970340320103034,10.221718569109283,459.06708251489846,486.39199070354704
