eta_probe,max_combo_slice_abs_delta_mu_mumu,worst_combo_slice_D,worst_combo_slice_activation,worst_combo_slice_rho,worst_combo_slice_width_compression_factor,worst_combo_slice_release_width_ratio,worst_combo_slice_stabilized_width_ratio,low_d_min_width_compression_factor,low_d_max_activation,low_d_max_combo_slice_abs_delta_mu_mumu,low_d_corr_activation_vs_combo_slice_abs_delta
0.2,94.91652857147065,4.8,1.0,0.6635087215098101,0.08304183506165144,132.25106344474884,10.982370997270179,0.02184026752161178,1.0,94.91652857147065,
