combo_id,beta,omega,m,phase,center_D,width_D,eta_couple,region,D,slice_p95_abs_delta_mainline,slice_p95_abs_delta_lorentz,slice_p95_abs_delta_cf,slice_mean_abs_improvement_vs_mainline,slice_mean_abs_improvement_vs_lorentz,slice_improved_fraction_vs_mainline,slice_improved_fraction_vs_lorentz,slice_worsened_fraction_vs_mainline,slice_worsened_fraction_vs_lorentz
1,0.4,0.2,1.0,0.0,5.9,0.05,0.0,D21_guard,4.0,0.9136772062233662,0.8176957779573644,0.8176957779573644,0.08757109525691636,0.0,1.0,0.0,0.0,0.0
1,0.4,0.2,1.0,0.0,5.9,0.05,0.0,D21_guard,6.4,2.1022273869561374,0.34042911580091584,0.33924263150457534,1.7630165812009213,0.0011864557581069087,1.0,1.0,0.0,0.0
1,0.4,0.2,1.0,0.0,5.9,0.05,0.0,D21_guard,8.0,0.3226590996076344,0.2966443149847655,0.4640839973181474,-0.14142490030518914,-0.16743968303378648,0.0,0.0,1.0,1.0
1,0.4,0.2,1.0,0.0,5.9,0.05,0.0,D60_hotspot,4.813559322033898,8.950884564633627,9.033560155326205,9.033560155325985,-0.08246019817280353,2.1874565650900226e-13,0.0,1.0,1.0,0.0
1,0.4,0.2,1.0,0.0,5.9,0.05,0.0,D60_hotspot,5.627118644067797,10.271915904250342,10.729779662844628,10.729779112462836,-0.45778341601548656,5.501283725704655e-07,0.0,1.0,1.0,0.0
1,0.4,0.2,1.0,0.0,5.9,0.05,0.0,D60_hotspot,6.169491525423728,25.887561191706766,27.529979483635344,27.527711727399463,-1.639737588691785,0.0022670443839612766,0.0,1.0,1.0,0.0
1,0.4,0.2,1.0,0.0,5.9,0.05,0.0,D60_hotspot,6.4406779661016955,31.28630580743782,33.5632804317817,33.56326198312244,-2.2769251225884197,1.8448217321606752e-05,0.0,1.0,1.0,0.0
1,0.4,0.2,1.0,0.0,5.9,0.05,0.0,D60_hotspot,6.711864406779661,7.462467784829663,8.183041980705045,8.089483798553822,-0.6270110998277,0.09355679057525837,0.0,1.0,1.0,0.0
2,0.4,0.2,1.0,0.0,5.9,0.05,0.5,D21_guard,4.0,0.9136772062233662,0.8176957779573644,0.8176957779573644,0.08757109525691636,0.0,1.0,0.0,0.0,0.0
2,0.4,0.2,1.0,0.0,5.9,0.05,0.5,D21_guard,6.4,2.1022273869561374,0.34042911580091584,1.4306158256949288,1.5552651510640503,-0.206564974378764,1.0,0.5365853658536586,0.0,0.4634146341463415
2,0.4,0.2,1.0,0.0,5.9,0.05,0.5,D21_guard,8.0,0.3226590996076344,0.2966443149847655,0.660473542575899,-0.2683109605843513,-0.29432574331294864,0.0,0.0,1.0,1.0
2,0.4,0.2,1.0,0.0,5.9,0.05,0.5,D60_hotspot,4.813559322033898,8.950884564633627,9.033560155326205,9.033560155326205,-0.08246019817295376,6.851662094829537e-14,0.0,0.8571428571428571,1.0,0.0
2,0.4,0.2,1.0,0.0,5.9,0.05,0.5,D60_hotspot,5.627118644067797,10.271915904250342,10.729779662844628,10.729779097019119,-0.4577837529870489,2.131568102131929e-07,0.0,1.0,1.0,0.0
2,0.4,0.2,1.0,0.0,5.9,0.05,0.5,D60_hotspot,6.169491525423728,25.887561191706766,27.529979483635344,27.489709753850462,-1.6234223819740832,0.018582251101663127,0.0,1.0,1.0,0.0
2,0.4,0.2,1.0,0.0,5.9,0.05,0.5,D60_hotspot,6.4406779661016955,31.28630580743782,33.5632804317817,33.511048327084794,-0.6805857560365428,1.5963578147691986,0.3333333333333333,1.0,0.6666666666666666,0.0
