n_points,mean_abs_delta_C_match_mumu,p95_abs_delta_C_match_mumu,max_abs_delta_C_match_mumu,mean_abs_delta_C_rge_mumu,p95_abs_delta_C_rge_mumu,max_abs_delta_C_rge_mumu,mean_abs_delta_C_mumu,p95_abs_delta_C_mumu,max_abs_delta_C_mumu,mean_abs_delta_mu_mumu,p95_abs_delta_mu_mumu,max_abs_delta_mu_mumu,mean_log_ratio,p05_log_ratio,p95_log_ratio,f_chi2_le_4_uv_tree,f_chi2_le_4_uv_rge,delta_f_chi2_le_4_uv_rge_minus_uv_tree,best_chi2_uv_tree,best_chi2_uv_rge,ref_D,ref_eta,mu_obs,sigma_obs,uv_blend,uv_m2_power,uv_match_kappa_diag,uv_match_kappa_offdiag,uv_match_mode,uv_match_input_diag_scale,uv_match_input_offdiag_scale,uv_rge_mu_low,uv_rge_gamma_diag,uv_rge_gamma_offdiag,uv_rge_log_clip,chain_mode
441.0,3.684719771511452e-07,1.820310554883275e-06,2.1858463805787213e-06,1.0483219145994218e-06,5.915131731907934e-06,6.125391965999642e-06,1.416793891750567e-06,7.945382773193004e-06,8.101000107700682e-06,0.00036462993238878927,0.0007230423210273784,0.005925946623968059,0.4092202934146472,0.30769127235057525,0.4596467185984162,0.09523809523809523,0.09523809523809523,0.0,0.21087696354530466,0.21071023520098586,9.600000000000001,1.0,1.4,0.4,0.0,1.0,0.0,0.0,action_normalized,1.0,0.0,1.0,2.0,1.0,6.0,full_direct
