factor_map_csv,calibration_csv,n_points,n_anchor,n_phi_identifiable,max_abs_potential_residual_phi,max_abs_potential_residual_mix,max_abs_anchor_recovery_residual_phi,max_abs_anchor_recovery_residual_mix,max_abs_chain_recovery_residual_phi,max_abs_chain_recovery_residual_mix,p95_abs_potential_residual_phi_identifiable,p95_abs_anchor_recovery_residual_phi_identifiable,p95_abs_chain_recovery_residual_phi_identifiable,p95_abs_potential_residual_mix,p95_abs_anchor_recovery_residual_mix,p95_abs_chain_recovery_residual_mix,"corr(phi_obs, phi_recon)_identifiable","corr(mix_obs, mix_recon)","corr(phi_obs, phi_anchor_rec)_identifiable","corr(mix_obs, mix_anchor_rec)","corr(phi_obs, phi_chain_rec)_identifiable","corr(mix_obs, mix_chain_rec)",canonical_objective
/Users/boypatrick/codex/PSLT_quantam/output/chi_open_system/chi_open_system_bath_factorization_map.csv,/Users/boypatrick/codex/PSLT_quantam/output/chi_open_system/kappa_env_anchor_calibration.csv,17,5,12,1.4210854715202004e-14,5.498171362638971e-13,7.105427357601002e-15,1.8110513089197866e-15,2.1316282072803006e-14,4.0314973581701e-15,1.4210854715202004e-14,7.105427357601002e-15,2.1316282072803006e-14,5.244762957268279e-13,1.694477891334145e-15,3.914923940584458e-15,1.0,1.0,1.0,1.0,1.0,1.0,5.727182617043524e-13
