D,eta,coeff_l1,coeff_l2,coeff_p1,coeff_p2,coeff_participation_exact,loop_trace_neff,loop_trace_entropy_norm,coeff_participation_access,coeff_participation_access_recon,coeff_participation_residual,gap_cv,c_tree_diag_cv,tree_diag_susceptibility,tree_diag_susceptibility_recon,tree_diag_compressibility,tree_diag_compressibility_recon,tree_diag_residual,tree_diag_pressure_fraction,shell_background_load,eymh_source_prefactor_diag,mu_mumu_uv_rge,mu_mumu_uv_rge_const,abs_mu_diff_vs_const
15.2,0.39,0.4600914356264559,0.3014442407480813,0.6041626806203293,0.3958373193796708,2.329562231587509,1.9168114265714316,0.9684634404136837,0.8094339590236094,0.8094339590236094,0.0,0.2635129579283289,0.8187922265543413,0.648028357300619,0.6480283573006191,0.7789644892311359,0.7789644892311358,-1.1102230246251565e-16,0.39321432451687566,0.20855580172314808,0.0417242863639605,1.209733243789101e-05,1.2097314421238845e-05,1.8016652165525832e-11
16.0,0.39,0.4760466013004638,0.3127055207762198,0.6035439879985285,0.39645601200147157,2.3175432106983616,1.9177562010609799,0.9688397067521879,0.8104813764534905,0.8104813764534905,0.0,0.3217878591111364,0.7870578910225603,0.5954494782179597,0.5954494782179597,0.7916960385595462,0.7916960385595462,0.0,0.37321738252912157,0.24344894446793397,0.0435038855570558,1.7711863218868906e-06,1.7711649311954063e-06,2.1390691484328913e-11
16.8,0.39,0.4911538066157465,0.3230784583082524,0.603210935962592,0.3967890640374081,2.3111015297912725,1.9182628410429479,0.969041301208377,0.8110455462011041,0.8110455462011041,0.0,0.3729068193667717,0.7709150726278873,0.5615203171497523,0.5615203171497523,0.8002509168088998,0.8002509168088998,0.0,0.3595984701465153,0.2716184478847357,0.0431099782091254,3.413551593437382e-07,3.413488897524144e-07,6.269591323788682e-12
17.6,0.39,0.4410367983505292,0.2876304861315658,0.6052649923263661,0.39473500767363395,2.3511472152061024,1.9151165304853885,0.9677873315751594,0.8075697528076581,0.807569752807658,-1.1102230246251565e-16,0.2679119024066777,0.6787167217905434,0.5353027450111023,0.5353027450111023,0.8070547292918159,0.8070547292918159,0.0,0.3486626639277137,0.2113016700120432,0.0407600933091185,5.5585827916252447e-08,5.5590071944080996e-08,4.244027828549087e-12
18.4,0.39,0.0,0.0,0.0,0.0,inf,9.999999999999999e+29,0.0,1.0,1.0,0.0,0.20297833384972,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.16872983339621536,0.0586804347402074,5.5585827916252447e-08,5.5590071944080996e-08,4.244027828549087e-12
19.200000000000003,0.39,0.0,0.0,0.0,0.0,inf,9.999999999999999e+29,0.0,1.0,1.0,0.0,0.2685122027208125,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.21167490714309628,0.0580670617382019,5.5585827916252447e-08,5.5590071944080996e-08,4.244027828549087e-12
20.0,0.39,0.0,0.0,0.0,0.0,inf,9.999999999999999e+29,0.0,1.0,1.0,0.0,0.3261537967964966,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.24593964710907973,0.0622911350603241,5.5585827916252447e-08,5.5590071944080996e-08,4.244027828549087e-12
4.0,0.5800000000000001,0.5356450572479634,0.3828319392326664,0.5831883207749556,0.41681167922504425,1.9576627483296585,1.9461288438330135,0.9799390872299031,0.8454063990812368,0.8454063990812368,0.0,0.0529284688818641,0.8812104686253469,0.8369138974474974,0.8369138974474974,0.7378287946052653,0.7378287946052653,0.0,0.4556086698513413,0.0502678676150436,0.0433252408187335,2.4816946922020406,2.481694821821148,1.2961910744735405e-07
4.8,0.5800000000000001,0.5496746608125175,0.3964528123674694,0.5809731525552582,0.4190268474447418,1.9223321447858654,1.9488873011237833,0.9809979284088568,0.8492643482179081,0.8492643482179081,0.0,0.3330127461264275,1.0295963875021603,0.7723830027087453,0.7723830027087453,0.751140556840512,0.751140556840512,0.0,0.4357878638693256,0.24981962632699647,0.0392193376908345,13.763800559808562,13.763803534805348,2.9749967858094806e-06
5.6,0.5800000000000001,0.5468235269197911,0.3979744128181384,0.5787729882978687,0.42122701170213134,1.8879221510597946,1.9515608263961106,0.9820208126262046,0.8531079310826909,0.8531079310826908,-1.1102230246251565e-16,0.0489632309804584,1.1143657655370731,1.0623496921769922,1.0623496921769922,0.6963359975572991,0.6963359975572991,0.0,0.5151161785058809,0.046677738107838936,0.0448967538721383,57.97746133528231,57.977390401291416,7.09339908908646e-05
