n_points,max_abs_coeff_participation_tilt_residual,max_abs_eymh_parented_prefactor_tilt_residual,coeff_norm_gap_log_p50,coeff_norm_gap_log_p90,coeff_tilt_coherence_p50,coeff_tilt_coherence_p90,shell_access_parented_p50,shell_access_parented_p90,parented_response_factor_p50,parented_response_factor_p90,"corr(coeff_norm_gap_log, coeff_participation_access_parented)","corr(coeff_tilt_coherence, coeff_participation_access_parented)","corr(coeff_norm_gap_log, eymh_parented_prefactor_diag)","corr(coeff_tilt_coherence, eymh_parented_prefactor_diag)","corr(parented_response_factor, eymh_parented_prefactor_diag)","corr(coeff_norm_gap_log, abs_mu_diff_vs_const)","corr(parented_response_factor, abs_mu_diff_vs_const)"
441,2.220446049250313e-16,9.020562075079397e-17,0.4055918254968747,0.42704731793219425,0.8164448504092193,0.8531000011091132,0.3209732984685203,0.35120411348378744,0.20480101110032115,0.25679559944489305,-0.9996888239526525,1.0,-0.7134488360995188,0.7128685566117682,0.8901744939325444,-0.03157217716206172,0.023105993689553676
