best_width_power_base,best_turnoff_lo,best_turnoff_hi,best_tail_reboost_max,best_objective_width_focus,best_d4p0_mismatch,best_d4p8_max_abs_delta_mu,best_d6p4_max_abs_delta_mu,best_d7p2_max_abs_delta_mu,current_objective_width_focus,current_d4p0_mismatch,current_d4p8_max_abs_delta_mu,current_d6p4_max_abs_delta_mu,current_d7p2_max_abs_delta_mu
0.8,40.0,80.0,0.15,25.129893634164752,0.1951219512195122,25.129893634164752,23.051202627246127,1.022838568768722,68.3864102853901,0.1951219512195122,68.3864102853901,9.985699364054348,1.022838568768722
