case,f_R3_gt_0p90,f_R3_gt_0p95,f_hmumu_chi2_le_4,best_chi2,winner_mean
baseline_A1_A2_const,0.9833333333333333,0.21666666666666667,0.08333333333333333,0.05096938662124671,2.0
profile_scaled_A1A2,0.9269444444444445,0.21666666666666667,0.08333333333333333,0.050970862187433956,1.9283333333333332
profile_scaled_A1A2_x0p5,0.9061111111111111,0.21666666666666667,0.08333333333333333,0.050970843190746,1.906388888888889
profile_scaled_A1A2_x2,0.9469444444444445,0.21666666666666667,0.08333333333333333,0.05097087374273615,1.9480555555555557
