mode,D,slice_p95_abs_log_B_ratio,slice_p95_abs_log_W_ratio,slice_p95_abs_log_amp_ratio,slice_p95_abs_delta_mu,slice_acceptance_mismatch
release_fullsumanchor,8.0,0.09658497172406015,0.09658497172406015,0.031261509190520564,0.3139007121985153,1.0
release_fullsumanchor,8.8,0.19861350742886366,0.1986135074288638,0.008898183252193687,0.36912497796711585,0.0
release_fullsumanchor,9.600000000000001,0.09759743663956189,0.09759743663956208,0.10644189811252415,2.1316282072803005e-15,0.0
release_fullsumanchor,10.4,0.17918647290907494,0.17918647290907508,0.046632036295126876,0.14293980312816162,0.0
release_fullsumanchor,11.2,0.231148420456469,0.23114842045646913,0.042252107928257544,0.04091271612335729,0.0
release_fullsumanchor,12.0,0.05838759421546701,0.05838759421546722,0.00043836597928296816,0.007332369784910131,0.0
release_fullsumanchor,12.8,0.34064302400938945,0.3406430240093896,0.6854208853523371,0.0018768784655154578,0.0
release_fullsumanchor,13.600000000000001,0.21674811632061605,0.21674811632061605,0.10141496561948389,6.0516879343651634e-05,0.0
release_fullsumanchor,14.4,0.24716048478569502,0.24716048478569502,0.1742574744654399,1.88531829705312e-05,0.0
release_fullsumanchor,15.200000000000001,0.18151971255134983,0.18151971255134983,0.07122097107822042,3.626312366360575e-06,0.0
release_fullsumanchor,16.0,0.15844645248529848,0.15844645248529848,0.0011739472798696546,3.4251440170387924e-07,0.0
release_fullsumanchor,16.8,0.05442202399406374,0.05442202399406374,0.1449836527940043,1.5878469550931735e-07,0.0
release_fullsumanchor,17.6,0.36227991944258076,0.3622799194425809,0.0,1.065941446754108e-08,0.0
release_fullsumanchor,18.4,0.0,0.0,0.0,1.065941446754108e-08,0.0
release_fullsumanchor,19.200000000000003,0.0,0.0,0.0,1.065941446754108e-08,0.0
release_fullsumanchor,20.0,0.0,0.0,0.0,1.065941446754108e-08,0.0
release_fullwidthrefamp,4.0,6.296074772629443e-12,6.296074772629443e-12,1.1247336395633325e-11,0.9001093324589837,0.8
release_fullwidthrefamp,4.8,0.29768283177739446,0.29768283177739446,0.05672854200255186,0.11552225327666114,0.0
release_fullwidthrefamp,5.6,0.14576849571880626,0.1457684957188064,0.0008088058065969239,14.071111328581804,0.0
release_fullwidthrefamp,6.4,0.1839745343827923,0.18397453438279238,0.33777512120048986,0.4214180396175095,0.0
release_fullwidthrefamp,7.2,0.044872887149486194,0.04487288714948637,0.013923175883228106,0.7570348879764389,0.0
release_fullwidthrefamp,8.0,0.09658497172406015,0.09658497172406015,0.031261509190520564,0.32265909959466804,1.0
release_fullwidthrefamp,8.8,0.19861350742886366,0.1986135074288638,0.008898183252193687,0.29661737775081487,0.0
release_fullwidthrefamp,9.600000000000001,0.09759743663956189,0.09759743663956208,0.10644189811252415,3.4638958368304883e-15,0.0
release_fullwidthrefamp,10.4,0.17918647290907494,0.17918647290907508,0.046632036295126876,0.13275502322503271,0.0
release_fullwidthrefamp,11.2,0.231148420456469,0.23114842045646913,0.042252107928257544,0.03941813638739661,0.0
release_fullwidthrefamp,12.0,0.05838759421546701,0.05838759421546722,0.00043836597928296816,0.007342272294038761,0.0
release_fullwidthrefamp,12.8,0.34064302400938945,0.3406430240093896,0.6854208853523371,0.0018768970650022351,0.0
release_fullwidthrefamp,13.600000000000001,0.21674811632061605,0.21674811632061605,0.10141496561948389,6.051670494395329e-05,0.0
release_fullwidthrefamp,14.4,0.24716048478569502,0.24716048478569502,0.1742574744654399,1.8853152692313943e-05,0.0
release_fullwidthrefamp,15.200000000000001,0.18151971255134983,0.18151971255134983,0.07122097107822042,3.6263036337133757e-06,0.0
release_fullwidthrefamp,16.0,0.15844645248529848,0.15844645248529848,0.0011739472798696546,3.425138480506672e-07,0.0
release_fullwidthrefamp,16.8,0.05442202399406374,0.05442202399406374,0.1449836527940043,1.587846011709557e-07,0.0
release_fullwidthrefamp,17.6,0.36227991944258076,0.3622799194425809,0.0,1.0659397023331404e-08,0.0
release_fullwidthrefamp,18.4,0.0,0.0,0.0,1.0659397023331404e-08,0.0
release_fullwidthrefamp,19.200000000000003,0.0,0.0,0.0,1.0659397023331404e-08,0.0
release_fullwidthrefamp,20.0,0.0,0.0,0.0,1.0659397023331404e-08,0.0
release_sumanchor,4.0,0.8649677226707274,0.8649677226707274,1.1247336395633325e-11,1.9088192713612009,1.0
release_sumanchor,4.8,0.8862707255709019,0.886270725570902,0.05672854200255186,7.3387523791222184,0.0
release_sumanchor,5.6,1.7794275883788866,1.7794275883788868,0.0008088058065969239,49.24087962881938,0.0
release_sumanchor,6.4,1.8757125702351498,1.87571257023515,0.33777512120048986,51.78178065267282,0.0
release_sumanchor,7.2,0.8996011346628043,0.8996011346628044,0.013923175883228106,1.4009786191128535,1.0
release_sumanchor,8.0,0.8020090662029717,0.802009066202972,0.031261509190520564,0.3139007121985153,1.0
release_sumanchor,8.8,1.1086235259948656,1.1086235259948656,0.008898183252193687,0.36912497796711585,0.0
release_sumanchor,9.600000000000001,0.9456496144972746,0.9456496144972744,0.10644189811252415,2.1316282072803005e-15,0.0
release_sumanchor,10.4,1.398283221501508,1.3982832215015082,0.046632036295126876,0.14293980312816162,0.0
release_sumanchor,11.2,1.7668183929613421,1.7668183929613421,0.042252107928257544,0.04091271612335729,0.0
release_sumanchor,12.0,1.3372626814569941,1.3372626814569941,0.00043836597928296816,0.007332369784910131,0.0
release_sumanchor,12.8,1.3737916633374498,1.3737916633374498,0.6854208853523371,0.0018768784655154578,0.0
release_sumanchor,13.600000000000001,0.9459653833041136,0.9459653833041138,0.10141496561948389,6.0516879343651634e-05,0.0
release_sumanchor,14.4,1.0184444802769523,1.0184444802769523,0.1742574744654399,1.88531829705312e-05,0.0
release_sumanchor,15.200000000000001,1.3619629781514757,1.3619629781514757,0.07122097107822042,3.626312366360575e-06,0.0
release_sumanchor,16.0,1.240975165538894,1.2409751655388939,0.0011739472798696546,3.4251440170387924e-07,0.0
release_sumanchor,16.8,1.0638384998096033,1.0638384998096035,0.1449836527940043,1.5878469550931735e-07,0.0
release_sumanchor,17.6,1.0981268702713975,1.0981268702713978,0.0,1.065941446754108e-08,0.0
release_sumanchor,18.4,0.5202180857996063,0.5202180857996063,0.0,1.065941446754108e-08,0.0
release_sumanchor,19.200000000000003,0.5008945512118198,0.4007156409694558,0.0,1.065941446754108e-08,0.0
release_sumanchor,20.0,0.4799999259454419,0.0,0.0,1.065941446754108e-08,0.0
release_tuned,4.0,0.9345773856120406,0.9345773856120406,0.004558418436263004,0.030704587745457167,0.0
release_tuned,4.8,1.4737876084865515,1.4737876084865515,0.002943454135523215,0.07720364112829578,0.0
release_tuned,5.6,2.0857632246689377,2.0857632246689377,0.0016318844140808487,1.014487259157238,0.0
release_tuned,6.4,2.1997428968033956,2.1997428968033956,0.0017993336966433727,0.3107841041832572,0.0
release_tuned,7.2,1.0971427849973938,1.0971427849973938,0.0028347606367637277,0.014157240579001052,0.0
release_tuned,8.0,1.0170282979345975,1.0170282979345977,0.0006069301566140472,0.006228444674607925,0.0
release_tuned,8.8,1.22150172135051,1.2215017213505102,0.001463973442975733,0.00450934012679709,0.0
release_tuned,9.600000000000001,1.4373230088487934,1.4373230088487934,0.002491757154586566,1.709743457922741e-15,0.0
release_tuned,10.4,1.6059115727084856,1.6059115727084856,0.006882256890526746,0.004220122547884364,0.0
release_tuned,11.2,1.8559427879942911,1.8559427879942911,0.006940024324642496,0.0013445022151402808,0.0
release_tuned,12.0,1.735787670581385,1.735787670581385,0.005513953196042278,0.00022997864283353514,0.0
release_tuned,12.8,1.4364435940570193,1.4364435940570195,0.024218574407673856,0.00010042606627077792,0.0
release_tuned,13.600000000000001,1.0935730114225688,1.093573011422569,0.00916420852362942,2.35857365783265e-06,0.0
release_tuned,14.4,1.1154819372069855,1.1154819372069855,0.01125818504848304,7.627468074665697e-07,0.0
release_tuned,15.200000000000001,1.540515438631729,1.540515438631729,0.008097001946649217,1.3517783477522457e-07,0.0
release_tuned,16.0,1.4502174128993326,1.4502174128993326,0.00556040560329753,1.0822214788479839e-08,0.0
release_tuned,16.8,1.4803775638510168,1.480377563851017,0.010048982797522896,6.0271246082573925e-09,0.0
release_tuned,17.6,1.0021401040039737,1.002140104003974,0.0,2.777251745410576e-10,0.0
release_tuned,18.4,0.5225652438649957,0.5225652438649957,0.0,2.777251745410576e-10,0.0
release_tuned,19.200000000000003,0.48658547033085436,0.3892683762646834,0.0,2.777251745410576e-10,0.0
release_tuned,20.0,0.44823211271902685,0.0,0.0,2.777251745410576e-10,0.0
tailm2_detlin,4.0,0.08710717277651545,0.08710717277651561,0.08692385984039652,0.7230160452372916,0.6
tailm2_detlin,4.8,0.6947288695757264,0.6947288695757264,0.05672854200255186,66.13591246571475,0.0
tailm2_detlin,5.6,0.49640153319836694,0.49640153319836694,0.0008088058065969239,4.7392100683800695,0.0
tailm2_detlin,6.4,0.6534407719886691,0.6534407719886691,0.33777512120048986,7.905935701647654,0.0
tailm2_detlin,7.2,0.20455733842510174,0.20455733842510174,0.08610532761367502,1.0697793286227428,0.0
tailm2_detlin,8.0,0.47978177963273416,0.47978177963273405,0.10095677834888306,0.01302038810753805,0.0
tailm2_detlin,8.8,0.2756938276332873,0.2756938276332874,0.07621387409255355,0.1940500435727765,0.0
tailm2_detlin,9.600000000000001,0.4791465637966644,0.47914656379666454,0.10644189811252415,2.1316282072803005e-15,0.0
tailm2_detlin,10.4,0.20210019191893702,0.20210019191893716,0.046632036295126876,0.14293980312816162,0.0
tailm2_detlin,11.2,0.6445719762803852,0.6445719762803852,0.042252107928257544,0.04091271612335729,0.0
tailm2_detlin,12.0,0.6135819658025503,0.6135819658025504,0.00043836597928296816,0.007332369784910131,0.0
tailm2_detlin,12.8,0.1100418252616903,0.11004182526169042,0.6294337044499053,0.0018194581067050397,0.0
tailm2_detlin,13.600000000000001,0.3004321151293161,0.3004321151293161,0.0468065375408606,4.696786571628102e-05,0.0
tailm2_detlin,14.4,0.15823318944604745,0.15823318944604758,0.12107121128360608,1.6043547170257297e-05,0.0
tailm2_detlin,15.200000000000001,0.26398551329626063,0.26398551329626063,0.07122097107822042,3.626312366360575e-06,0.0
tailm2_detlin,16.0,0.15611504829564807,0.15611504829564807,0.0011739472798696546,3.4251440170387924e-07,0.0
tailm2_detlin,16.8,0.39385101087842544,0.3938510108784256,0.1449836527940043,1.5878469550931735e-07,0.0
tailm2_detlin,17.6,0.608564814496764,0.6085648144967643,0.0,1.065941446754108e-08,0.0
tailm2_detlin,18.4,0.0,0.0,0.0,1.065941446754108e-08,0.0
tailm2_detlin,19.200000000000003,0.0,0.0,0.0,1.065941446754108e-08,0.0
tailm2_detlin,20.0,0.0,0.0,0.0,1.065941446754108e-08,0.0
