target_D,eval_D,case,case_label,d40_beta,mismatch,p95_abs_delta_mu_mumu,max_abs_delta_mu_mumu,score
4.0,4.0,D60E21_release,D60 x E21 release,0.9,0.5714285714285714,5.586048009218048,5.664368973208342,19.87176229493233
4.0,4.0,D60E21_release,D60 x E21 release,1.1,0.5714285714285714,2.0578182733162853,2.092592697967686,16.34353255903057
4.0,4.0,D60E21_release,D60 x E21 release,1.309,0.047619047619047616,0.08663887071682574,0.09082934615835092,1.2771150611930162
4.0,4.0,D60E21_release,D60 x E21 release,1.5,0.42857142857142855,1.0242083343342696,1.0319065482736973,11.738494048619984
