case,mode,phi_scale,mix_scale,chi_mode_active,f_R3_gt_0p90,f_R3_gt_0p95,f_hmumu_chi2_le_4,best_chi2,f_winner_gt_3,ratio_min,ratio_max,ratio_mean,ratio_std,ratio_p10,ratio_p90
baseline_localized,localized,1.0,1.0,localized_interp,0.8,0.0,0.09083333333333334,2.026057412855439e-05,0.0,1.0,1.0,1.0,0.0,1.0,1.0
open_system_base,open_system,1.0,1.0,open_system,0.8,0.0,0.09083333333333334,2.026057412855439e-05,0.0,0.09736778943306994,0.15963340500090367,0.12368182630164909,0.01744818619062958,0.10123632134723594,0.14985271684047272
open_phi_x0p5,open_system,0.5,1.0,open_system,0.8,0.0,0.09083333333333334,2.026057412855439e-05,0.0,0.14589142366738816,0.21594313265072618,0.17825742706335618,0.019828358727710556,0.15098002745684294,0.2062535178956779
open_phi_x2,open_system,2.0,1.0,open_system,0.8,0.0,0.09083333333333334,2.026057412855439e-05,0.0,0.05872072559371693,0.11464795585322335,0.08168592870247963,0.016083051154028333,0.06174480384105116,0.10644318181577703
open_mix_x0p5,open_system,1.0,0.5,open_system,0.8,0.0,0.09083333333333334,2.026057412855439e-05,0.0,0.05790352702567467,0.10856557538412376,0.07912140813078491,0.014540084344917046,0.060785687571563454,0.10130336745913453
open_mix_x2,open_system,1.0,2.0,open_system,0.8,0.0,0.09083333333333334,2.026057412855439e-05,0.0,0.14806915798867393,0.2284706691577204,0.18411325075362744,0.022829853291671937,0.15349567696994249,0.21700185670439617
open_phi_x0p5_mix_x2,open_system,0.5,2.0,open_system,0.8,0.0,0.09083333333333334,2.026057412855439e-05,0.0,0.2062625349494314,0.27523110772424675,0.2320243185907755,0.02034722334580385,0.20927650231087352,0.26340520543271106
open_phi_x2_mix_x0p5,open_system,2.0,0.5,open_system,0.8,0.0,0.09083333333333334,2.026057412855439e-05,0.0,0.0322669751693469,0.06776383540413855,0.04640546746201011,0.010298889392993733,0.03400848450989158,0.06244569759260151
