n_scan_points,best_r_part,best_r_tree,canonical_max_abs_det_ratio_residual,canonical_max_abs_schur_residual,canonical_max_abs_weight_residual,canonical_max_abs_xi_residual,canonical_part_anchor_leak,canonical_tree_anchor_leak,runner_up_r_part,runner_up_r_tree,runner_up_max_abs_det_ratio_residual,runner_up_max_abs_schur_residual,runner_up_max_abs_weight_residual,runner_up_max_abs_xi_residual,runner_up_part_anchor_leak,runner_up_tree_anchor_leak,canonical_part_onset_residual,canonical_tree_onset_residual,runner_up_part_onset_residual,runner_up_tree_onset_residual,selection_gap_det_ratio_residual,selection_gap_schur_residual,selection_gap_weight_residual,selection_gap_xi_residual,selection_gap_part_anchor_leak,selection_gap_tree_anchor_leak,selection_gap_part_onset_residual,selection_gap_tree_onset_residual,canonical_e_part_p50,canonical_e_tree_p50,alpha_onset,beta_onset
49,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.05,0.0010817624243038004,0.0007020414135576747,0.00024817216177697166,0.016050610166524815,0.0,0.0,0.0,0.0,0.045273863863531494,0.09776545883388052,0.0010817624243038004,0.0007020414135576747,0.00024817216177697166,0.016050610166524815,0.0,0.0,0.045273863863531494,0.09776545883388052,0.5001900881265466,0.7857641869473082,0.25,0.25
