mode,D,slice_p95_abs_delta_mu,slice_max_abs_delta_mu,slice_acceptance_mismatch
fullwidthrefamp,5.898305084745763,41.816496671277626,41.81697740614127,0.0
fullwidthrefamp,6.169491525423728,31.555427859883444,31.556548484971074,0.0
fullwidthrefamp,6.4406779661016955,22.084295155929993,22.084376374173885,0.0
fullwidthrefamp_pointamp,5.898305084745763,41.81649667127765,41.81697740614127,0.0
fullwidthrefamp_pointamp,6.169491525423728,31.555427859883444,31.55654848497104,0.0
fullwidthrefamp_pointamp,6.4406779661016955,4.271684651445263,4.271717857497769,0.0
