width_peak,refamp_peak,center_D,sigma_D,D5p627_max_abs_delta_mu,D5p898_max_abs_delta_mu,D6p169_max_abs_delta_mu,D6p441_max_abs_delta_mu,D6p712_max_abs_delta_mu,joint_hotspot_objective,guard_objective,joint_objective
0.0,0.75,5.9,0.15,14.02550760931718,10.186834096807338,0.22840361358018413,30.253432794104583,0.21506663468006693,14.02550760931718,30.253432794104583,15.126716397052292
0.5,0.5,5.9,0.15,14.023163517128324,11.151970942421904,0.14014055821854754,30.25399043105473,0.21506686149144727,14.023163517128324,30.25399043105473,15.126995215527366
0.25,0.25,5.76,0.2,14.028310390726574,12.302530510174378,0.5904446955411942,30.254089129778407,0.21506165027959767,14.028310390726574,30.254089129778407,15.127044564889204
1.0,0.25,5.9,0.15,14.020819519088747,12.102346381367248,0.46612872502669234,30.25454807209705,0.21506708830276722,14.020819519088747,30.25454807209705,15.127274036048526
0.25,0.75,5.9,0.15,14.02550760931718,10.186834096807338,0.22840361358018413,30.25502818114809,0.2150666427074448,14.02550760931718,30.25502818114809,15.127514090574046
0.75,0.0,5.76,0.2,14.018475615194689,13.038186183831364,0.7906554960706131,30.255217433605893,0.21506793415157688,14.018475615194689,30.255217433605893,15.127608716802946
0.75,0.5,5.9,0.15,14.023163517128296,11.151970942421904,0.14014055821853333,30.255585829805113,0.21506686951881804,14.023163517128296,30.255585829805113,15.127792914902557
0.0,1.0,5.9,0.15,14.027851795659323,9.20670656763204,0.5575646887341748,30.2560659454126,0.2150664239233535,14.027851795659323,30.2560659454126,15.1280329727063
0.0,0.5,5.76,0.2,14.038146823740988,11.557892688530103,0.38967768117144885,30.256188869752293,0.2150555888065071,14.038146823740988,30.256188869752293,15.128094434876147
0.5,0.75,5.9,0.15,14.02550760931718,10.186834096807338,0.2284036135801557,30.256623601684666,0.21506665073481557,14.02550760931718,30.256623601684666,15.128311800842333
1.0,0.5,5.9,0.15,14.023163517128324,11.151970942421904,0.14014055821853333,30.257181262048775,0.2150668775461959,14.023163517128324,30.257181262048775,15.128590631024387
0.5,0.25,5.76,0.2,14.028310390726574,12.302530510174378,0.5904446955412226,30.257317204755367,0.21506187268021648,14.028310390726574,30.257317204755367,15.128658602377683
0.25,1.0,5.9,0.15,14.027851795659323,9.20670656763204,0.5575646887341748,30.257661387735652,0.21506643195072783,14.027851795659323,30.257661387735652,15.128830693867826
0.75,0.75,5.9,0.15,14.025507609317152,10.186834096807338,0.22840361358018413,30.25821905571499,0.21506665876218634,14.025507609317152,30.25821905571499,15.129109527857494
1.0,0.0,5.76,0.2,14.018475615194689,13.038186183831364,0.7906554960705847,30.258445556510736,0.2150681565521282,14.018475615194689,30.258445556510736,15.129222778255368
0.5,1.0,5.9,0.15,14.027851795659323,9.20670656763204,0.5575646887341605,30.25925686355292,0.2150664399780986,14.027851795659323,30.25925686355292,15.12962843177646
0.25,0.5,5.76,0.2,14.038146823740988,11.557892688530103,0.38967768117143464,30.259417033921665,0.21505581120719341,14.038146823740988,30.259417033921665,15.129708516960832
1.0,0.75,5.9,0.15,14.02550760931718,10.186834096807338,0.22840361358018413,30.25981454323974,0.21506666678956066,14.02550760931718,30.25981454323974,15.12990727161987
0.75,0.25,5.76,0.2,14.028310390726574,12.302530510174378,0.5904446955412084,30.260545416853958,0.21506209508083174,14.028310390726574,30.260545416853958,15.130272708426979
0.75,1.0,5.9,0.15,14.027851795659295,9.20670656763204,0.5575646887341748,30.260852372865116,0.21506644800546937,14.027851795659295,30.260852372865116,15.130426186432558
0.0,0.75,5.76,0.2,14.04798491451669,10.80416304940887,0.18835290772108237,30.26151692110696,0.2150497497323407,14.04798491451669,30.26151692110696,15.13075846055348
1.0,1.0,5.9,0.15,14.027851795659323,9.20670656763204,0.5575646887341748,30.26244791567288,0.21506645603284724,14.027851795659323,30.26244791567288,15.13122395783644
0.5,0.5,5.76,0.2,14.038146823740988,11.557892688530103,0.3896776811714773,30.26264533521646,0.21505603360787262,14.038146823740988,30.26264533521646,15.13132266760823
1.0,0.25,5.76,0.2,14.028310390726574,12.302530510174378,0.5904446955411942,30.263773766080007,0.215062317481447,14.028310390726574,30.263773766080007,15.131886883040004
0.25,0.75,5.76,0.2,14.04798491451669,10.80416304940887,0.18835290772106816,30.264745311600436,0.2150499721330874,14.04798491451669,30.264745311600436,15.132372655800218
0.75,0.5,5.76,0.2,14.038146823740988,11.557892688530103,0.38967768117144885,30.26587377364251,0.21505625600855183,14.038146823740988,30.26587377364251,15.132936886821255
0.0,1.0,5.76,0.2,14.057824663333868,10.041230584287547,0.054497504461053836,30.266845346007244,0.21504391065662887,14.057824663333868,30.266845346007244,15.133422673003622
0.5,0.75,5.76,0.2,14.04798491451669,10.80416304940887,0.1883529077211108,30.267973839228944,0.21505019453383056,14.04798491451669,30.267973839228944,15.133986919614472
1.0,0.5,5.76,0.2,14.038146823740988,11.557892688530103,0.38967768117143464,30.269102349205625,0.21505647840922748,14.038146823740988,30.269102349205625,15.134551174602812
0.25,1.0,5.76,0.2,14.057824663333868,10.041230584287547,0.05449750446106805,30.27007396284067,0.21504413305743597,14.057824663333868,30.27007396284067,15.135036981420335
0.75,0.75,5.76,0.2,14.04798491451669,10.80416304940887,0.18835290772108237,30.27120250399831,0.21505041693457017,14.04798491451669,30.27120250399831,15.135601251999155
0.25,0.0,5.9,0.2,14.018475615194689,13.038186183831364,0.7906554960706131,30.27289998927199,0.21507213771054268,14.018475615194689,30.27289998927199,15.136449994635996
0.5,1.0,5.76,0.2,14.057824663333868,10.041230584287547,0.054497504461039625,30.273302716818762,0.21504435545823952,14.057824663333868,30.273302716818762,15.136651358409381
1.0,0.75,5.76,0.2,14.04798491451669,10.80416304940887,0.18835290772106816,30.274431305914376,0.21505063933530977,14.04798491451669,30.274431305914376,15.137215652957188
0.75,1.0,5.76,0.2,14.057824663333868,10.041230584287547,0.054497504461053836,30.276531607947334,0.21504457785904307,14.057824663333868,30.276531607947334,15.138265803973667
1.0,1.0,5.76,0.2,14.057824663333868,10.041230584287547,0.05449750446106805,30.279760636232197,0.21504480025984307,14.057824663333868,30.279760636232197,15.139880318116099
0.0,0.25,5.9,0.2,14.023310208662622,12.102320041611762,0.13163232817822745,30.290706019806294,0.21493938596725926,14.023310208662622,30.290706019806294,15.145353009903147
0.5,0.0,5.9,0.2,14.018475615194689,13.038186183831364,0.7906554960706131,30.30027594680665,0.21507700847005395,14.018475615194689,30.30027594680665,15.150137973403325
0.25,0.25,5.9,0.2,14.023310208662622,12.102320041611762,0.13163232817822745,30.31808839014144,0.21494425675744466,14.023310208662622,30.31808839014144,15.15904419507072
0.75,0.0,5.9,0.2,14.018475615194689,13.038186183831364,0.7906554960706131,30.327661763728713,0.21508187922844257,14.018475615194689,30.327661763728713,15.163830881864357
0.0,0.5,5.9,0.2,14.028145202665243,11.151917444671717,0.5747477786330961,30.33590500603016,0.21481150420899908,14.028145202665243,30.33590500603016,15.16795250301508
0.5,0.25,5.9,0.2,14.023310208662622,12.102320041611762,0.13163232817822745,30.345480622173497,0.21494912754650386,14.023310208662622,30.345480622173497,15.172740311086748
1.0,0.0,5.9,0.2,14.018475615194689,13.038186183831364,0.7906554960705847,30.35505744358902,0.21508674998570498,14.018475615194689,30.35505744358902,15.17752872179451
0.25,0.5,5.9,0.2,14.028145202665243,11.151917444671717,0.5747477786330961,30.363303654674993,0.2148163750287324,14.028145202665243,30.363303654674993,15.181651827337497
0.75,0.25,5.9,0.2,14.023310208662622,12.102320041611762,0.13163232817822745,30.372882719454182,0.21495399833443685,14.023310208662622,30.372882719454182,15.186441359727091
0.0,0.75,5.9,0.2,14.032980597235543,10.18675260375926,1.246349121849633,30.381130862209787,0.2146836216750394,14.032980597235543,30.381130862209787,15.190565431104893
0.5,0.5,5.9,0.2,14.028145202665243,11.151917444671717,0.5747477786330961,30.390712170879354,0.21482124584733242,14.028145202665243,30.390712170879354,15.195356085439677
1.0,0.25,5.9,0.2,14.023310208662622,12.102320041611762,0.13163232817821324,30.40029468553645,0.21495886912124362,14.023310208662622,30.40029468553645,15.200147342768226
0.25,0.75,5.9,0.2,14.032980597235543,10.18675260375926,1.246349121849633,30.408545798841473,0.2146884925243171,14.032980597235543,30.408545798841473,15.204272899420737
0.75,0.5,5.9,0.2,14.028145202665243,11.151917444671717,0.5747477786330961,30.41813055819702,0.21482611666480977,14.028145202665243,30.41813055819702,15.20906527909851
0.0,1.0,5.9,0.2,14.037816392406725,9.206596222523913,1.9240920296803097,30.42638360431978,0.21455573836539088,14.037816392406725,30.42638360431978,15.21319180215989
0.5,0.75,5.9,0.2,14.032980597235543,10.18675260375926,1.246349121849633,30.435970608898756,0.21469336337246148,14.032980597235543,30.435970608898756,15.217985304449378
1.0,0.5,5.9,0.2,14.028145202665243,11.151917444671717,0.5747477786331103,30.445558820183095,0.21483098748116447,14.028145202665243,30.445558820183095,15.222779410091547
0.25,1.0,5.9,0.2,14.037816392406725,9.206596222523913,1.9240920296803097,30.453814838621213,0.21456060924421294,14.037816392406725,30.453814838621213,15.226907419310606
0.75,0.75,5.9,0.2,14.032980597235543,10.18675260375926,1.246349121849633,30.463405295937548,0.21469823421948675,14.032980597235543,30.463405295937548,15.231702647968774
0.5,1.0,5.9,0.2,14.037816392406725,9.206596222523913,1.9240920296803097,30.481255952217808,0.21456548012190524,14.037816392406725,30.481255952217808,15.240627976108904
1.0,0.75,5.9,0.2,14.032980597235543,10.18675260375926,1.2463491218496614,30.490849863515038,0.21470310506538226,14.032980597235543,30.490849863515038,15.245424931757519
0.75,1.0,5.9,0.2,14.037816392406725,9.206596222523913,1.9240920296803097,30.508706948667594,0.21457035099847488,14.037816392406725,30.508706948667594,15.254353474333797
1.0,1.0,5.9,0.2,14.037816392406725,9.206596222523913,1.924092029680324,30.536167831529895,0.21457522187391476,14.037816392406725,30.536167831529895,15.268083915764947
