D,metric,b2_gate,activation,weight,hll_diag_1,hll_diag_2,hll_diag_3,direct_diag_1,direct_diag_2,direct_diag_3
4.0,0.0,0.0,0.0,0.0,0.057060182625562804,0.06442874387206121,0.051713228474203586,0.026134225560993565,0.06442874387206121,0.06269441759422471
4.8,0.24601951061971916,0.7153275373488333,0.24601951061971916,0.0,0.03680806677946536,0.06629222306197825,0.03534122346729354,0.014998924440377948,0.06629222306197825,0.027633548932210362
6.4,0.06483218286734313,0.6427530524598246,0.06483218286734313,0.0,0.03851857936704179,0.05008166061423642,0.03017425123050723,0.02383282620937476,0.05008166061423642,0.028280054539350563
7.2,0.2830664049549486,0.05851125224032083,0.2830664049549486,0.0,0.01969247280397673,0.022010359320214865,0.0167853179404082,0.006120318892985545,0.022010359320214865,0.012647229347033936
8.0,0.28616307927918944,0.4103664535333773,0.28616307927918944,0.0,0.016700015826231436,0.018623352041126473,0.012856616893216776,0.008198860431674256,0.018623352041126473,0.00965712063473098
