target_D,eval_D,case,case_label,d40_beta,mismatch,p95_abs_delta_mu_mumu,max_abs_delta_mu_mumu,score
4.0,4.0,D60E21_release,D60 x E21 release,1.24,0.5238095238095238,0.5598463192379648,0.5747463160904331,13.655084414476061
4.0,4.0,D60E21_release,D60 x E21 release,1.27,0.2857142857142857,0.31060162282558323,0.32207664929917224,7.453458765682726
4.0,4.0,D60E21_release,D60 x E21 release,1.3,0.047619047619047616,0.0821204198493577,0.09041949503064872,1.2725966103255482
4.0,4.0,D60E21_release,D60 x E21 release,1.33,0.23809523809523808,0.19671664825247115,0.19911720105283548,6.149097600633423
4.0,4.0,D60E21_release,D60 x E21 release,1.36,0.42857142857142855,0.3424278459478767,0.3424390116411582,11.05671356023359
