d_num,eta_num,n_points,observable_mode,ref_mode,ref_D_input,ref_D_effective,ref_D_snapped_to_grid,ref_eta,runtime_direct_b_release_profile_blend_override,runtime_direct_b_release_profile_blend_csv_override,full_direct_tag,cell_direct_tag,cell_chain_mode,frac_acceptance_mismatch,n_acceptance_mismatch,max_abs_delta_mu_ee,p99_abs_delta_mu_ee,max_abs_delta_mu_mumu,p99_abs_delta_mu_mumu,max_abs_delta_mu_tautau,p99_abs_delta_mu_tautau,max_abs_delta_chi2_mumu,p99_abs_delta_chi2_mumu,f_chi2_le_4_mumu_full_direct,f_chi2_le_4_mumu_cell_direct,delta_f_chi2_le_4_mumu,best_chi2_mumu_full_direct,best_chi2_mumu_cell_direct,delta_best_chi2_mumu
60,21,1260,eft_wilson_uv_rge,fixed,9.966101694915254,9.966101694915254,False,1.0,,,chain_mode_full_direct_D60E21_widthstable,chain_mode_cell_direct_runtime_release_widthstable_D60E21,cell_direct_runtime_release_widthstable,0.04285714285714286,54,17.77135371798362,17.770355424862913,103.51774753712297,100.84659588841085,622.0906906181937,589.763814841429,69403.49124693494,66233.55494463738,0.1428571428571428,0.1,-0.04285714285714279,0.0015608257822685,0.0007546260337228,-0.0008061997485457
