n_points,coeff_participation_p50,coeff_participation_p90,coeff_participation_max,coeff_participation_mean,coeff_participation_std,coeff_participation_access_p50,coeff_participation_access_p90,coeff_participation_access_max,coeff_participation_access_mean,coeff_participation_access_std,shell_gap_screen_p50,shell_gap_screen_p90,shell_gap_screen_max,shell_gap_screen_mean,shell_gap_screen_std,tree_diag_screen_p50,tree_diag_screen_p90,tree_diag_screen_max,tree_diag_screen_mean,tree_diag_screen_std,eymh_loop_prefactor_diag_p50,eymh_loop_prefactor_diag_p90,eymh_loop_prefactor_diag_max,eymh_loop_prefactor_diag_mean,eymh_loop_prefactor_diag_std,abs_mu_diff_vs_const_p50,abs_mu_diff_vs_const_p90,abs_mu_diff_vs_const_max,abs_mu_diff_vs_const_mean,abs_mu_diff_vs_const_std,max_abs_source_recon_residual,"corr(coeff_participation_access, align_access)","corr(coeff_participation_access, eymh_loop_prefactor_diag)","corr(shell_gap_screen, eymh_loop_prefactor_diag)","corr(tree_diag_screen, eymh_loop_prefactor_diag)","corr(coeff_participation_access, abs_mu_diff_vs_const)","corr(shell_gap_screen, abs_mu_diff_vs_const)","corr(tree_diag_screen, abs_mu_diff_vs_const)"
441,2.2556746614547167,2.351147215206102,2.3743149099621217,2.212749069694778,0.15396294516657574,0.815798562159714,0.8476975469254783,0.8531111027479399,0.7517242062329516,0.22794598885875744,0.8896314957761173,0.9505921042738744,0.9763822314504504,0.8976055642093517,0.04721799459861622,0.7806784666977927,0.8602919879262765,1.0,0.7982387123135524,0.07236705901808096,0.0378415295702462,0.04383639273056,0.0460056557608796,0.0362070684788798,0.011422854967179196,3.864719610004522e-08,7.07084413460457e-05,0.0006464360367814947,4.173570150171025e-05,0.0001373228146224381,9.71445146547012e-17,1.0,0.9655117644633746,0.09071884721640071,-0.8225700238261944,0.1178586460412202,-0.04278372811774922,-0.21091769041667807
