combo_id,mode,omega,m,phase,center_D,width_D,eta_couple,region,p95_abs_delta_base,p95_abs_delta_cf,max_abs_delta_base,max_abs_delta_cf,mean_abs_improvement,improved_fraction,worsened_fraction,p95_abs_cf_shift_vs_base,acceptance_flip_fraction
16,partial_notch,1.0,10.0,0.4353981633974483,6.0,0.07,0.15,D21_guard,2.102217055050133,3.288570304854297,2.102232425909044,3.4739918629971385,-0.5111161407229506,0.0,1.0,1.186353249804164,0.0
17,partial_notch,1.0,10.0,0.4353981633974483,6.0,0.1,0.0,D60_hotspot,31.28593012120719,29.794374554468995,31.28639526077564,29.79481879176506,1.3806433430873022,1.0,0.0,12.57549158774192,0.0
17,partial_notch,1.0,10.0,0.4353981633974483,6.0,0.1,0.0,D21_guard,2.102217055050133,4.389259277315393,2.102232425909044,4.389262800334251,-0.9424021700085542,0.0,1.0,2.2871122667858734,0.0
18,partial_notch,1.0,10.0,0.4353981633974483,6.0,0.1,0.15,D60_hotspot,31.28593012120719,31.111520260538935,31.28639526077564,31.264611407478732,0.8951662828928765,0.9904761904761905,0.009523809523809525,14.50259736502603,0.0
18,partial_notch,1.0,10.0,0.4353981633974483,6.0,0.1,0.15,D21_guard,2.102217055050133,3.9876589399778783,2.102232425909044,4.28348818280957,-0.6727493813280208,0.0,1.0,1.8854418849277454,0.0
19,partial_notch,1.0,10.0,0.5853981633974483,5.8,0.05,0.0,D60_hotspot,31.28593012120719,24.946023848611333,31.28639526077564,24.961668102547335,5.802947030571116,0.8,0.2,29.0915999102337,0.0
19,partial_notch,1.0,10.0,0.5853981633974483,5.8,0.05,0.0,D21_guard,2.102217055050133,15.666373351837338,2.102232425909044,15.666470594852036,-4.940805753685243,0.0,1.0,13.564226341307819,0.0
20,partial_notch,1.0,10.0,0.5853981633974483,5.8,0.05,0.15,D60_hotspot,31.28593012120719,25.53417417637338,31.28639526077564,25.68450912137837,5.8555904007990955,0.9333333333333333,0.06666666666666667,36.08484539633294,0.0
20,partial_notch,1.0,10.0,0.5853981633974483,5.8,0.05,0.15,D21_guard,2.102217055050133,22.070038751599643,2.102232425909044,23.067891439430397,-6.254143831253604,0.0,1.0,19.967891741070126,0.0
21,partial_notch,1.0,10.0,0.5853981633974483,5.8,0.07,0.0,D60_hotspot,31.28593012120719,23.885368942796738,31.28639526077564,23.900820161412852,5.639556518475788,0.8,0.2,27.154309640381328,0.0
21,partial_notch,1.0,10.0,0.5853981633974483,5.8,0.07,0.0,D21_guard,2.102217055050133,14.615195241952865,2.102232425909044,14.615283749008398,-4.590419685836793,0.0,1.0,12.513048231423346,0.0
22,partial_notch,1.0,10.0,0.5853981633974483,5.8,0.07,0.15,D60_hotspot,31.28593012120719,25.142748646195095,31.28639526077564,25.447332804907077,6.16833778600287,0.9333333333333333,0.06666666666666667,33.85948118483462,0.0
22,partial_notch,1.0,10.0,0.5853981633974483,5.8,0.07,0.15,D21_guard,2.102217055050133,20.634381584273317,2.102232425909044,21.580065356278716,-5.82245642067721,0.0,1.0,18.5322345737438,0.0
23,partial_notch,1.0,10.0,0.5853981633974483,5.8,0.1,0.0,D60_hotspot,31.28593012120719,22.51147019000079,31.28639526077564,22.526671364060647,5.545070412709741,0.8,0.2,25.066596323741198,0.0
23,partial_notch,1.0,10.0,0.5853981633974483,5.8,0.1,0.0,D21_guard,2.102217055050133,13.68237156017041,2.102232425909044,13.682452314867405,-4.279484292840388,0.0,1.0,11.58022454964089,0.0
24,partial_notch,1.0,10.0,0.5853981633974483,5.8,0.1,0.15,D60_hotspot,31.28593012120719,24.631782074473897,31.28639526077564,25.137173930097035,6.3322146736977185,0.9523809523809523,0.047619047619047616,31.43014210418589,0.0
24,partial_notch,1.0,10.0,0.5853981633974483,5.8,0.1,0.15,D21_guard,2.102217055050133,19.343885674044937,2.102232425909044,20.23973484797275,-5.43619828785419,0.0,1.0,17.24173866351542,0.0
25,partial_notch,1.0,10.0,0.5853981633974483,5.9,0.05,0.0,D60_hotspot,31.28593012120719,27.667886974261283,31.28639526077564,27.66830141151261,0.12118651905411688,0.8,0.2,18.417043820692324,0.0
25,partial_notch,1.0,10.0,0.5853981633974483,5.9,0.05,0.0,D21_guard,2.102217055050133,2.4189624023678933,2.102232425909044,2.4189752304073266,-0.4871534649418367,0.0,1.0,1.1443808563428726,0.0
26,partial_notch,1.0,10.0,0.5853981633974483,5.9,0.05,0.15,D60_hotspot,31.28593012120719,25.98049372157378,31.28639526077564,27.400780755651496,0.7793065091803623,0.8,0.2,18.394654746475133,0.0
26,partial_notch,1.0,10.0,0.5853981633974483,5.9,0.05,0.15,D21_guard,2.102217055050133,4.0491622812803625,2.102232425909044,4.448689844224596,-0.8118505083810642,0.0,1.0,1.9470152707508428,0.0
27,partial_notch,1.0,10.0,0.5853981633974483,5.9,0.07,0.0,D60_hotspot,31.28593012120719,27.69707610821655,31.28639526077564,27.69749095451683,0.4433085568178939,0.8,0.2,18.1951329945984,0.0
27,partial_notch,1.0,10.0,0.5853981633974483,5.9,0.07,0.0,D21_guard,2.102217055050133,2.4567134868074754,2.102232425909044,2.4567260010762766,-0.49973739775433534,0.0,1.0,1.1443808553960542,0.0
28,partial_notch,1.0,10.0,0.5853981633974483,5.9,0.07,0.15,D60_hotspot,31.28593012120719,26.02280290330032,31.28639526077564,27.43205843237112,1.0436432152122055,0.8,0.2,18.172755741845645,0.0
28,partial_notch,1.0,10.0,0.5853981633974483,5.9,0.07,0.15,D21_guard,2.102217055050133,4.301069794337314,2.102232425909044,4.751988608694504,-0.864580224125873,0.0,1.0,2.1989227838077947,0.0
29,partial_notch,1.0,10.0,0.5853981633974483,5.9,0.1,0.0,D60_hotspot,31.28593012120719,27.718982599756167,31.28639526077564,27.719397753048334,1.183673168041547,0.8,0.2,17.651362910216807,0.0
29,partial_notch,1.0,10.0,0.5853981633974483,5.9,0.1,0.0,D21_guard,2.102217055050133,2.486235179655303,2.102232425909044,2.4862474485526107,-0.5095780026892739,0.0,1.0,1.1443804178723926,0.0
30,partial_notch,1.0,10.0,0.5853981633974483,5.9,0.1,0.15,D60_hotspot,31.28593012120719,26.054561250149053,31.28639526077564,27.45553298239409,1.6635792880169729,0.8,0.2,17.629052867072957,0.0
30,partial_notch,1.0,10.0,0.5853981633974483,5.9,0.1,0.15,D21_guard,2.102217055050133,4.497386230038635,2.102232425909044,4.988152233187883,-0.9057108468834119,0.0,1.0,2.395239219509116,0.0
31,partial_notch,1.0,10.0,0.5853981633974483,6.0,0.05,0.0,D60_hotspot,31.28593012120719,30.926324868272825,31.28639526077564,30.926784968426638,0.07947829901817263,0.8,0.2,14.986144235937823,0.0
31,partial_notch,1.0,10.0,0.5853981633974483,6.0,0.05,0.0,D21_guard,2.102217055050133,2.6387008606357676,2.102232425909044,2.6387118623045183,-0.39248817242805817,0.0,1.0,0.6406423545549484,0.0
32,partial_notch,1.0,10.0,0.5853981633974483,6.0,0.05,0.15,D60_hotspot,31.28593012120719,31.27568432694288,31.28639526077564,31.286013626728348,-0.21910342103401453,0.8,0.2,16.699789075450017,0.0
32,partial_notch,1.0,10.0,0.5853981633974483,6.0,0.05,0.15,D21_guard,2.102217055050133,2.529124030571943,2.102232425909044,2.6095101435267836,-0.3594259724392548,0.0,1.0,0.8874350627339443,0.0
33,partial_notch,1.0,10.0,0.5853981633974483,6.0,0.07,0.0,D60_hotspot,31.28593012120719,30.71396756823911,31.28639526077564,30.714424692472882,0.36887041315742275,1.0,0.0,14.36177821089999,0.0
33,partial_notch,1.0,10.0,0.5853981633974483,6.0,0.07,0.0,D21_guard,2.102217055050133,3.1392039777781475,2.102232425909044,3.1392108194822512,-0.5593257034321254,0.0,1.0,1.037025790771161,0.0
34,partial_notch,1.0,10.0,0.5853981633974483,6.0,0.07,0.15,D60_hotspot,31.28593012120719,31.269453336753255,31.28639526077564,31.285999502620527,0.03592806403490133,0.8380952380952381,0.1619047619047619,16.05002147906393,0.0
34,partial_notch,1.0,10.0,0.5853981633974483,6.0,0.07,0.15,D21_guard,2.102217055050133,2.9210509785141316,2.102232425909044,3.081115163285702,-0.44219204323753036,0.0,1.0,0.9056588478061299,0.0
35,partial_notch,1.0,10.0,0.5853981633974483,6.0,0.1,0.0,D60_hotspot,31.28593012120719,30.50119094710673,31.28639526077564,30.501645089544176,1.0511769801529947,1.0,0.0,13.47091502351765,0.0
35,partial_notch,1.0,10.0,0.5853981633974483,6.0,0.1,0.0,D21_guard,2.102217055050133,3.7489120883773523,2.102232425909044,3.748913862452298,-0.7625653033221926,0.0,1.0,1.6467569949765946,0.0
36,partial_notch,1.0,10.0,0.5853981633974483,6.0,0.1,0.15,D60_hotspot,31.28593012120719,31.263193486241345,31.28639526077564,31.285985311959678,0.6689515739490587,0.9238095238095239,0.0761904761904762,15.114515248536986,0.0
36,partial_notch,1.0,10.0,0.5853981633974483,6.0,0.1,0.15,D21_guard,2.102217055050133,3.399517926158178,2.102232425909044,3.655948744509125,-0.5434062794915987,0.0,1.0,1.297300871108045,0.0
37,partial_notch,1.0,10.0,0.7853981633974483,5.8,0.05,0.0,D60_hotspot,31.28593012120719,25.308364144686273,31.28639526077564,25.32407434323308,6.02168040014166,1.0,0.0,33.234866000663295,0.0
37,partial_notch,1.0,10.0,0.7853981633974483,5.8,0.05,0.0,D21_guard,2.102217055050133,18.92836783522493,2.102232425909044,18.928492187490036,-6.020726288535397,0.0,1.0,16.826220824695408,0.0
38,partial_notch,1.0,10.0,0.7853981633974483,5.8,0.05,0.15,D60_hotspot,31.28593012120719,25.745239250918644,31.28639526077564,25.8387733752526,5.482144888059651,1.0,0.0,39.25552857601487,0.0
38,partial_notch,1.0,10.0,0.7853981633974483,5.8,0.05,0.15,D21_guard,2.102217055050133,24.88926946503333,2.102232425909044,25.774839847028908,-7.246763523651556,0.0,1.0,22.78712245450381,0.0
39,partial_notch,1.0,10.0,0.7853981633974483,5.8,0.07,0.0,D60_hotspot,31.28593012120719,24.65900125531342,31.28639526077564,24.67459327218552,6.519123162936422,1.0,0.0,31.116576790716348,0.0
39,partial_notch,1.0,10.0,0.7853981633974483,5.8,0.07,0.0,D21_guard,2.102217055050133,17.670983925056575,2.102232425909044,17.671097827661065,-5.601606255592202,0.0,1.0,15.568836914527056,0.0
40,partial_notch,1.0,10.0,0.7853981633974483,5.8,0.07,0.15,D60_hotspot,31.28593012120719,25.596030243131057,31.28639526077564,25.779029630654207,6.004789275404841,1.0,0.0,36.92912677531034,0.0
40,partial_notch,1.0,10.0,0.7853981633974483,5.8,0.07,0.15,D21_guard,2.102217055050133,23.31211279303792,2.102232425909044,24.1570855579417,-6.759247705812342,0.0,1.0,21.209965782508398,0.0
41,partial_notch,1.0,10.0,0.7853981633974483,5.8,0.1,0.0,D60_hotspot,31.28593012120719,23.8138327073979,31.28639526077564,23.829270906680378,6.275932122272213,1.0,0.0,28.81682496804662,0.0
41,partial_notch,1.0,10.0,0.7853981633974483,5.8,0.1,0.0,D21_guard,2.102217055050133,16.548123100239398,2.102232425909044,16.54822767115573,-5.227326347859026,0.0,1.0,14.445976089709877,0.0
42,partial_notch,1.0,10.0,0.7853981633974483,5.8,0.1,0.15,D60_hotspot,31.28593012120719,25.400712663853163,31.28639526077564,25.70074371510971,6.497559566827644,1.0,0.0,34.372731253940586,0.0
42,partial_notch,1.0,10.0,0.7853981633974483,5.8,0.1,0.15,D21_guard,2.102217055050133,21.88537259408491,2.102232425909044,22.69053621161374,-6.320281384567858,0.0,1.0,19.78322558355539,0.0
43,partial_notch,1.0,10.0,0.7853981633974483,5.9,0.05,0.0,D60_hotspot,31.28593012120719,25.46677288191873,31.28639526077564,25.482511910277296,0.6156880624355061,0.8,0.2,18.353417948442708,0.0
43,partial_notch,1.0,10.0,0.7853981633974483,5.9,0.05,0.0,D21_guard,2.102217055050133,3.060316920239624,2.102232425909044,3.060324417618695,-0.7187746480479508,0.0,1.0,1.197877742044842,0.0
44,partial_notch,1.0,10.0,0.7853981633974483,5.9,0.05,0.15,D60_hotspot,31.28593012120719,25.597204872799637,31.28639526077564,25.654028608017853,1.4164369101208205,0.8,0.2,18.179628984163173,0.0
44,partial_notch,1.0,10.0,0.7853981633974483,5.9,0.05,0.15,D21_guard,2.102217055050133,5.300940277904817,2.102232425909044,5.7794219878792745,-1.1666527423742892,0.0,1.0,3.198793267375298,0.0
45,partial_notch,1.0,10.0,0.7853981633974483,5.9,0.07,0.0,D60_hotspot,31.28593012120719,25.23490145975625,31.28639526077564,25.23528180178041,0.8915301158902222,0.8,0.2,18.131533334783537,0.0
45,partial_notch,1.0,10.0,0.7853981633974483,5.9,0.07,0.0,D21_guard,2.102217055050133,3.1831679770696164,2.102232425909044,3.183174453364039,-0.7597257755399116,0.0,1.0,1.1978777410896444,0.0
46,partial_notch,1.0,10.0,0.7853981633974483,5.9,0.07,0.15,D60_hotspot,31.28593012120719,24.809337454335502,31.28639526077564,24.952495359838295,1.6333802909671402,0.8,0.2,17.957857977898854,0.0
46,partial_notch,1.0,10.0,0.7853981633974483,5.9,0.07,0.15,D21_guard,2.102217055050133,5.712394819488674,2.102232425909044,6.2507230033131265,-1.2638081975205222,0.0,1.0,3.610247808959155,0.0
47,partial_notch,1.0,10.0,0.7853981633974483,5.9,0.1,0.0,D60_hotspot,31.28593012120719,25.271222275433775,31.28639526077564,25.271603126448404,1.535500516846072,0.8,0.2,17.587937390365866,0.0
47,partial_notch,1.0,10.0,0.7853981633974483,5.9,0.1,0.0,D21_guard,2.102217055050133,3.2791096464926475,2.102232425909044,3.279115325361559,-0.7917067906674072,0.0,1.0,1.197877299694095,0.0
48,partial_notch,1.0,10.0,0.7853981633974483,5.9,0.1,0.15,D60_hotspot,31.28593012120719,23.370578880134186,31.28639526077564,24.952068804003673,2.1543095859661925,0.8,0.2,17.414836539950045,0.0
48,partial_notch,1.0,10.0,0.7853981633974483,5.9,0.1,0.15,D21_guard,2.102217055050133,6.032180147647905,2.102232425909044,6.616635642084418,-1.3394276572827106,0.0,1.0,3.930033137118385,0.0
49,partial_notch,1.0,10.0,0.7853981633974483,6.0,0.05,0.0,D60_hotspot,31.28593012120719,31.202044754096306,31.28639526077564,31.20250871811701,-0.18776042454018915,0.8,0.2,16.042964306801668,0.0
49,partial_notch,1.0,10.0,0.7853981633974483,6.0,0.05,0.0,D21_guard,2.102217055050133,2.415418316031315,2.102232425909044,2.415431173527651,-0.36082157003465437,0.0,1.0,0.7689293217333412,0.0
50,partial_notch,1.0,10.0,0.7853981633974483,6.0,0.05,0.15,D60_hotspot,31.28593012120719,31.27514072953239,31.28639526077564,31.285181112398412,-0.3812949354624883,0.8,0.2,17.34393627920656,0.0
50,partial_notch,1.0,10.0,0.7853981633974483,6.0,0.05,0.15,D21_guard,2.102217055050133,2.332967711212508,2.102232425909044,2.3930052344103103,-0.34882368113974466,0.0,1.0,0.9896008032867056,0.0
51,partial_notch,1.0,10.0,0.7853981633974483,6.0,0.07,0.0,D60_hotspot,31.28593012120719,31.152368810798038,31.28639526077564,31.152832078672965,0.06804353610527454,0.8,0.2,15.401401100825531,0.0
51,partial_notch,1.0,10.0,0.7853981633974483,6.0,0.07,0.0,D21_guard,2.102217055050133,2.694234449977008,2.102232425909044,2.6942449900746723,-0.45376204037701506,0.0,1.0,0.7689293184864218,0.0
52,partial_notch,1.0,10.0,0.7853981633974483,6.0,0.07,0.15,D60_hotspot,31.28593012120719,31.269064648497224,31.28639526077564,31.285150684964684,-0.13584380722016942,0.8,0.2,16.688088050528247,0.0
52,partial_notch,1.0,10.0,0.7853981633974483,6.0,0.07,0.15,D21_guard,2.102217055050133,2.5294814774758905,2.102232425909044,2.6494570069705077,-0.38332810422355446,0.0,1.0,0.9896007995363673,0.0
53,partial_notch,1.0,10.0,0.7853981633974483,6.0,0.1,0.0,D60_hotspot,31.28593012120719,31.102490485101118,31.28639526077564,31.102953053994135,0.7067428199188752,1.0,0.0,14.481022166852089,0.0
53,partial_notch,1.0,10.0,0.7853981633974483,6.0,0.1,0.0,D21_guard,2.102217055050133,3.0353725833539635,2.102232425909044,3.0353802880595353,-0.56747657958441,0.0,1.0,0.933190463577683,0.0
54,partial_notch,1.0,10.0,0.7853981633974483,6.0,0.1,0.15,D60_hotspot,31.28593012120719,31.26296041616535,31.28639526077564,31.28512011416273,0.46957043586274927,0.8380952380952381,0.1619047619047619,15.740314135002706,0.0
54,partial_notch,1.0,10.0,0.7853981633974483,6.0,0.1,0.15,D21_guard,2.102217055050133,2.7703077123426203,2.102232425909044,2.9633692332445776,-0.4256441084612374,0.0,1.0,0.9895996716407846,0.0
55,partial_notch,1.0,10.0,0.9853981633974482,5.8,0.05,0.0,D60_hotspot,31.28593012120719,25.59018114663298,31.28639526077564,25.60594263484512,5.531233220914449,1.0,0.0,36.85285508779213,0.0
55,partial_notch,1.0,10.0,0.9853981633974482,5.8,0.05,0.0,D21_guard,2.102217055050133,22.02594359943496,2.102232425909044,22.026093694526274,-7.040746689876915,0.0,1.0,19.923796588905443,0.0
56,partial_notch,1.0,10.0,0.9853981633974482,5.8,0.05,0.15,D60_hotspot,31.28593012120719,25.857213965242575,31.28639526077564,25.890601566942024,5.211416678198404,1.0,0.0,41.825431738762305,0.0
56,partial_notch,1.0,10.0,0.9853981633974482,5.8,0.05,0.15,D21_guard,2.102217055050133,27.360074563385375,2.102232425909044,28.115428686328713,-8.138516526934705,0.0,1.0,25.257927552855858,0.0
57,partial_notch,1.0,10.0,0.9853981633974482,5.8,0.07,0.0,D60_hotspot,31.28593012120719,25.262921424257783,31.28639526077564,25.278623352395414,6.058174258448555,1.0,0.0,34.6011898696553,0.0
57,partial_notch,1.0,10.0,0.9853981633974482,5.8,0.07,0.0,D21_guard,2.102217055050133,20.592639809258948,2.102232425909044,20.592777992683473,-6.5629878074191526,0.0,1.0,18.49049279872943,0.0
58,partial_notch,1.0,10.0,0.9853981633974482,5.8,0.07,0.15,D60_hotspot,31.28593012120719,25.836947413763006,31.28639526077564,25.890600168815254,5.712703907716584,1.0,0.0,39.43224291214032,0.0
58,partial_notch,1.0,10.0,0.9853981633974482,5.8,0.07,0.15,D21_guard,2.102217055050133,25.674533916010965,2.102232425909044,26.399850937975494,-7.606234908452731,0.0,1.0,23.572386905481448,0.0
59,partial_notch,1.0,10.0,0.9853981633974482,5.8,0.1,0.0,D60_hotspot,31.28593012120719,24.83540022933058,31.28639526077564,24.85102435017184,6.682616594074626,1.0,0.0,32.13933729657392,0.0
59,partial_notch,1.0,10.0,0.9853981633974482,5.8,0.1,0.0,D21_guard,2.102217055050133,19.30438303060951,2.102232425909044,19.304510507800224,-6.1335769592705605,0.0,1.0,17.20223602007999,0.0
60,partial_notch,1.0,10.0,0.9853981633974482,5.8,0.1,0.15,D60_hotspot,31.28593012120719,25.810379146323843,31.28639526077564,25.890598335519442,6.30179070282715,1.0,0.0,36.7873364478728,0.0
60,partial_notch,1.0,10.0,0.9853981633974482,5.8,0.1,0.15,D21_guard,2.102217055050133,24.140548782082707,2.102232425909044,24.835514445174233,-7.123999007584812,0.0,1.0,22.038401771553186,0.0
61,partial_notch,1.0,10.0,0.9853981633974482,5.9,0.05,0.0,D60_hotspot,31.28593012120719,25.54075833212787,31.28639526077564,25.556510825568225,1.2349685580381184,0.8,0.2,18.072919513529385,0.0
61,partial_notch,1.0,10.0,0.9853981633974482,5.9,0.05,0.0,D21_guard,2.102217055050133,4.032463186324026,2.102232425909044,4.032463744140266,-1.0553841157676296,0.0,1.0,1.9303161757945069,0.0
62,partial_notch,1.0,10.0,0.9853981633974482,5.9,0.05,0.15,D60_hotspot,31.28593012120719,25.666652660058197,31.28639526077564,25.720053598808263,2.140278900799388,0.8,0.2,17.74459714483803,0.0
62,partial_notch,1.0,10.0,0.9853981633974482,5.9,0.05,0.15,D21_guard,2.102217055050133,6.760455362164867,2.102232425909044,7.29310981749655,-1.6025647899068378,0.0,1.0,4.658308351635347,0.0
63,partial_notch,1.0,10.0,0.9853981633974482,5.9,0.07,0.0,D60_hotspot,31.28593012120719,24.552117501515056,31.28639526077564,24.56769006593423,1.4630294681625122,0.8,0.2,17.85124019679658,0.0
63,partial_notch,1.0,10.0,0.9853981633974482,5.9,0.07,0.0,D21_guard,2.102217055050133,4.28221381903792,2.102232425909044,4.282216452440885,-1.1386327498111852,0.0,1.0,2.1800668085084007,0.0
64,partial_notch,1.0,10.0,0.9853981633974482,5.9,0.07,0.15,D60_hotspot,31.28593012120719,25.049104345895408,31.28639526077564,25.213655815050004,2.310735700998596,0.8,0.2,17.523343820451835,0.0
64,partial_notch,1.0,10.0,0.9853981633974482,5.9,0.07,0.15,D21_guard,2.102217055050133,7.352447731798901,2.102232425909044,7.949496193200005,-1.753960716043527,0.0,1.0,5.250300721269382,0.0
