m,s,a,mean_objective,max_objective,max_abs_det_ratio_residual,max_abs_schur_residual,max_abs_weight_residual,mean_abs_xi_residual,max_abs_xi_residual,"corr(xi_gen, xi_target)"
0.1,0.75,0.0,0.00025942922091602455,0.0009148689700916996,0.008732421272227064,0.00623385808414989,0.0010157304622457897,0.06324393783899303,0.07763502165215175,0.9889246802532529
0.15,1.125,-0.125,0.0002569984706401973,0.0008808231994797638,0.008858456124145153,0.006245377930866436,0.0008037075415516792,0.032517058533509835,0.07042157767254154,0.9891101924916049
-0.15,1.0,0.25,0.0002572423995921076,0.0008337446559684282,0.008952384317181039,0.006311718657651788,0.000808764720256594,0.03996118731070675,0.07116827342277376,0.971247029857506
0.0,0.875,-0.25,0.00025803724408639196,0.0008876056939265534,0.009036488125612863,0.0067890616370451795,0.000900645408613121,0.03246484605080171,0.07655048572094042,0.9748168238106164
-0.15,1.25,0.125,0.00025672195275165037,0.0008227483750990506,0.009148397592611435,0.006449748617700646,0.000826433471017074,0.051993612540733314,0.07272650929448037,0.9899401250413762
-0.05,0.75,-0.25,0.0002586492597463396,0.0008931822530171817,0.009229602958349403,0.006934147701924687,0.000919938232682771,0.03509461927840437,0.0781864126474669,0.9714730619912545
0.15,0.875,0.0,0.0002586834136926695,0.0009080512466791749,0.009368950868534842,0.00660492266862267,0.0009167765410033057,0.059970400643147084,0.07689168757450951,0.9974052119928963
0.05,1.0,-0.25,0.0002574504570124442,0.0008823549080774077,0.009384635561966004,0.006656049098780592,0.0008815014622718387,0.029980614504330243,0.07505069459287628,0.973803294917916
0.15,0.75,0.25,0.0002595163275196498,0.0009118360117406804,0.009567844623502797,0.005985962153868263,0.0014107237476842505,0.05932484275662555,0.10401081703910721,0.9424287573018164
-0.1,1.25,0.25,0.00025673605960607694,0.0008243119705551799,0.009582336712629314,0.006755908117567433,0.0008655512711184254,0.04953070107998622,0.07617666115503399,0.9761565989271701
