D,chi_E1,chi_E2,chi_DeltaE,chi_LR,chi_omega1,Gamma_ref,lambda1,lambda2,lambda3,g1_raw,g2_raw,g3_raw,g1_hat,g2_hat,g3_hat,uniform_E1,uniform_E2,uniform_E3,uniform_omega1,uniform_omega2,uniform_omega3,uniform_delta_omega12,uniform_inv_delta_omega12,uniform_gap_fraction,uniform_mean_omega12,lorentz_boosted_mode,lorentz_boosted_beta,lorentz_boosted_gamma,lorentz_boosted_D_eff,lorentz_boosted_E1,lorentz_boosted_E2,lorentz_boosted_E3,lorentz_boosted_omega1,lorentz_boosted_omega2,lorentz_boosted_omega3,lorentz_boosted_delta_omega12,lorentz_boosted_inv_delta_omega12,lorentz_boosted_gap_fraction,lorentz_boosted_mean_omega12,lorentz_contract_mode,lorentz_contract_beta,lorentz_contract_gamma,lorentz_contract_D_eff,lorentz_contract_E1,lorentz_contract_E2,lorentz_contract_E3,lorentz_contract_omega1,lorentz_contract_omega2,lorentz_contract_omega3,lorentz_contract_delta_omega12,lorentz_contract_inv_delta_omega12,lorentz_contract_gap_fraction,lorentz_contract_mean_omega12
4.0,2.066705423812488,2.5669612895002754,0.5002558656877873,0.0005265818146994,1.7512011374518028,475.00298312929175,0.7359089334327527,0.8355420903543915,1.024913561448241,1.0,4.5845519031482596,11.397664004427238,0.0877372766570032,0.4022360986749095,1.0,-0.7530232220658435,-0.6642874818921272,0.005636160305468898,0.49696758237751937,0.5794070400917414,1.0028141205155963,0.08243945771422201,12.130113755315076,0.14228245777125667,0.5381873112346304,boosted_frame,0.6,1.25,4.25,-0.7271522054614342,-0.6551929939977131,0.005638136647864448,0.5223483459709294,0.5872026958404456,1.0028151059132806,0.06485434986951621,15.419166208773214,0.11044627405310552,0.5547755209056875,length_contraction,0.4,1.0910894511799618,3.6660605559646724,-0.5226881475240275,-0.3792515714137116,0.0056342346581035275,0.6908775958706235,0.7878758966907723,1.0028131603933523,0.09699830082014882,10.309458944586755,0.12311367974012154,0.7393767462806979
4.271186440677966,2.0202268770047445,2.5045998846372326,0.4843730076324881,0.0005545392792601,1.7378799949952657,436.7346243522315,0.7334878092578565,0.8306653615164734,1.012299444601317,1.0,4.555240749381493,11.20032367904049,0.0892831340107903,0.4067061702784407,1.0,-0.7457559174530242,-0.6759090496919593,0.005638256001685217,0.5042262215979806,0.5692898649265071,1.002815165422664,0.06506364332852654,15.369566609583933,0.11428912990911226,0.5367580432622439,boosted_frame,0.6,1.25,4.588983050847458,-0.5607166515260322,-0.4917952222094776,0.005641162963115118,0.6627845415170512,0.712884827858275,1.0028166148220297,0.050100286341223765,19.95996576125704,0.07027823343041317,0.6878346846876631,length_contraction,0.4,1.0910894511799618,3.914607034335159,-0.4350897880068525,-0.3072162772366391,0.005636294220522231,0.7516050904518592,0.8323363038840496,1.002814187285223,0.08073121343219036,12.386782726113033,0.09699350257277352,0.7919706971679543
4.5423728813559325,2.44520717393829,2.9834797562635287,0.5382725823252388,0.0002987362172957,1.8561269282940456,900.9161781550856,0.7311353826524483,0.8260262834151346,1.000327246836748,1.0,4.529229826616209,11.01191840867456,0.0908106982714526,0.4113025231869081,1.0,-0.7368008933294322,-0.6815016848858078,0.005640471455789917,0.5130293428943102,0.5643565496334673,1.0028162700394274,0.05132720673915703,19.48284474317808,0.09094819006263419,0.5386929462638888,boosted_frame,0.6,1.25,4.927966101694915,-0.3214175102638548,-0.2462563340224201,0.005645127801684998,0.8237611848928943,0.8681841198602863,1.0028185916713377,0.044422934967392025,22.51089444526875,0.05116764284347984,0.8459726523765903,length_contraction,0.4,1.0910894511799618,4.163153512705645,-0.3704118200985158,-0.25581767106641395,0.0056384508115198346,0.7934659286330348,0.8626600309122859,1.0028152625541356,0.06919410227925116,14.452098763623447,0.08021016367951643,0.8280629797726604
4.813559322033898,2.3885820441034364,2.9096854600773363,0.5211034159738999,0.0003168070925051,1.8408101597132271,822.4301606590963,0.7288487443206848,0.8216055771147635,0.9889634890746808,1.0,4.506208279616175,10.83233735170105,0.0923161795586956,0.4159959326699279,1.0,-0.7259410327157523,-0.6818621770596824,0.005642806462825686,0.5235064157049536,0.5640370758561156,1.0028174342634983,0.040530660151162023,24.672679800191457,0.07185814884534521,0.5437717457805347,boosted_frame,0.6,1.25,5.266949152542373,-0.4978778151163826,-0.454963659395474,0.0056475349625938155,0.7086058035915437,0.7382657655644923,1.002819791868207,0.029659961972948623,33.71548489886974,0.04017518264614375,0.7234357845780179,length_contraction,0.4,1.0910894511799618,4.411699991076131,-0.33354045769203466,-0.2316743687230402,0.00564062382568086,0.8163697338265091,0.8765418593980322,1.0028163460104151,0.06017212557152307,16.61899077856837,0.0686471785989165,0.8464557966122707
5.084745762711864,2.3345433628110426,2.839390778162201,0.5048474153511586,0.0003352973412873,1.8260732085026172,752.8353988922023,0.7266252665739621,0.8173858442006567,0.9781758460540542,1.0,4.485886885197274,10.661428881381624,0.093796057838582,0.4207585057413002,1.0,-0.7130728579480781,-0.6776665816618981,0.005645260854031281,0.535655805580339,0.567744148660382,1.0028186580105256,0.03208834308004305,31.16396497960463,0.05651902032941589,0.5516999771203606,boosted_frame,0.6,1.25,5.6059322033898304,-0.7312484591024766,-0.7098060552575745,0.005650249596516997,0.5184125200046035,0.5386965237890676,1.0028211453676656,0.020284003784464155,49.2999316419925,0.03765386054803386,0.5285545218968355,length_contraction,0.4,1.0910894511799618,4.6602464694466175,-0.3256778481751662,-0.237114455573173,0.0056427361710680215,0.8211712073768989,0.87343319402621,1.0028173992163618,0.05226198664931114,19.134366374363246,0.05983512763970231,0.8473022007015545
5.3559322033898304,2.2773664593548246,2.7651024298468845,0.4877359704920598,0.0003562601642523,1.8103498168461325,684.522182708282,0.7243139398842218,0.8128123578467379,0.9668745103631688,1.0,4.458739420020034,10.479873495743451,0.0954209991567325,0.425457370437822,1.0,-0.6981946817021047,-0.6695111928890678,0.00564783449426977,0.5493681081914887,0.5748815592023562,1.0028199412129128,0.02551345101086744,39.195011273623884,0.044380360793390486,0.5621248336969225,boosted_frame,0.6,1.25,5.944915254237289,-0.43808414393774825,-0.4071064616351861,0.005654447742489027,0.7496104695521879,0.769995804121564,1.0028232385333364,0.02038533456937608,49.054873080290406,0.026474604744934065,0.759803136836876,length_contraction,0.4,1.0910894511799618,4.908792947817104,-0.34657498967619277,-0.2725990690218542,0.00564477049271089,0.8083470853066814,0.8528780281952079,1.0028184135189735,0.04453094288852644,22.456295221578472,0.05221255726655223,0.8306125567509446
5.627118644067797,2.22828163344609,2.7014782710779155,0.4731966376318248,0.0003755509545519,1.7967419495982415,630.0032417656539,0.7222182062398901,0.8089708248736098,0.957190521697896,1.0,4.443211433572337,10.326051200528257,0.0968424405980906,0.4302914393204862,1.0,-0.6813928866324663,-0.6579399932543442,0.005650527277421126,0.564452932818613,0.5848589631232951,1.002821283817521,0.020406030304682132,49.00512177376075,0.03489051479301738,0.5746559479709541,boosted_frame,0.6,1.25,6.283898305084747,-0.32128408260594427,-0.28929573638339107,0.005658859836076886,0.8238421677688366,0.8430327773085747,1.0028254383670554,0.019190609539738168,52.10881905180192,0.022763776280449226,0.8334374725387057,length_contraction,0.4,1.0910894511799618,5.15733942618759,-0.3951156344958572,-0.3368380498395894,0.00564678318172612,0.7777431230838,0.8143475610330092,1.0028194170346554,0.0366044379492092,27.319091783011626,0.044949404530390015,0.7960453420584046
5.898305084745763,2.1813265481372897,2.640706580246449,0.4593800321091592,0.0003951816269869,1.7836273568594112,581.2264547971614,0.7201786461266175,0.8052864170306315,0.9479898690022448,1.0,4.429630398004509,10.180222753830597,0.0982296776977421,0.435121166316104,1.0,-0.6628270566072265,-0.6434619740224432,0.005653339120922403,0.5806659481946341,0.5971080521794667,1.0028226857829465,0.01644210398483259,60.819466956447535,0.027536228869830672,0.5888870001870504,boosted_frame,0.6,1.25,6.622881355932204,-0.6058602154130455,-0.5941085490755267,0.005661537598801414,0.6278055308668079,0.6370961080751265,1.0028267734752605,0.009290577208318607,107.6359388203156,0.014582693396744248,0.6324508194709673,length_contraction,0.4,1.0910894511799618,5.405885904558076,-0.4677933623339577,-0.42490301919067414,0.005648858395235186,0.7295249397149095,0.7583514889609737,1.002820451723655,0.028826549246064204,34.69024306253145,0.038012121906109524,0.7439382143379416
6.169491525423728,2.136382725903186,2.5826069874193767,0.4462242615161909,0.0004151101866571,1.770983547609403,537.4768866906845,0.7181934574821178,0.8017475603651436,0.9392452317488408,1.0,4.417780578430168,10.04212282638029,0.0995805386260598,0.4399249695318225,1.0,-0.6427147091925213,-0.6265610165798555,0.0056562699573808745,0.5977334613416575,0.6110965418165484,1.0028241470753387,0.013363080474890876,74.83304481171031,0.02186738029177472,0.604415001579103,boosted_frame,0.6,1.25,6.961864406779661,-0.6735337430968341,-0.6658639225477643,0.005665301433219146,0.5713722577297272,0.5780450479437012,1.0028286500859551,0.006672790213973934,149.8623466246299,0.011543720057305692,0.5747086528367142,length_contraction,0.4,1.0910894511799618,5.654432382928562,-0.5557572222797378,-0.5259778790500729,0.005651060951148952,0.6665153994622046,0.6884926440782989,1.002821549903645,0.021977244616094294,45.501609390454874,0.03192081252446167,0.6775040217702517
6.4406779661016955,2.0933424471056483,2.527012560849496,0.4336701137438479,0.0004352867950354,1.758790052026008,498.1429699797479,0.7162609750259363,0.7983437559270514,0.9309304990486332,1.0,4.40746144215754,9.911468615992211,0.1008932216550122,0.4446829842195207,1.0,-0.6213162921308314,-0.6077004624907112,0.005659319724190868,0.6153728202229675,0.6263381973896281,1.002825667663224,0.010965377166660684,91.19613350285996,0.017507118697791025,0.6208555088062978,boosted_frame,0.6,1.25,7.300847457627119,-0.3506169928011958,-0.3346442776528871,0.005670679326986428,0.8058430412920399,0.8156933997202092,1.0028313314446187,0.009850358428169281,101.51914849517338,0.012076055085830106,0.8107682205061245,length_contraction,0.4,1.0910894511799618,5.902978861299049,-0.6428450668628246,-0.6226752565905315,0.005653424867499418,0.5976244080835181,0.6142676480244329,1.0028227285355569,0.016643239940914767,60.084454922845794,0.027094443268242528,0.6059460280539755
