D,chi_E1,chi_E2,chi_DeltaE,chi_LR,chi_omega1,Gamma_ref,lambda1,lambda2,lambda3,g1_raw,g2_raw,g3_raw,g1_hat,g2_hat,g3_hat,uniform_E1,uniform_E2,uniform_E3,uniform_omega1,uniform_omega2,uniform_omega3,uniform_delta_omega12,uniform_inv_delta_omega12,uniform_gap_fraction,uniform_mean_omega12,lorentz_boosted_mode,lorentz_boosted_beta,lorentz_boosted_gamma,lorentz_boosted_D_eff,lorentz_boosted_E1,lorentz_boosted_E2,lorentz_boosted_E3,lorentz_boosted_omega1,lorentz_boosted_omega2,lorentz_boosted_omega3,lorentz_boosted_delta_omega12,lorentz_boosted_inv_delta_omega12,lorentz_boosted_gap_fraction,lorentz_boosted_mean_omega12,lorentz_contract_mode,lorentz_contract_beta,lorentz_contract_gamma,lorentz_contract_D_eff,lorentz_contract_E1,lorentz_contract_E2,lorentz_contract_E3,lorentz_contract_omega1,lorentz_contract_omega2,lorentz_contract_omega3,lorentz_contract_delta_omega12,lorentz_contract_inv_delta_omega12,lorentz_contract_gap_fraction,lorentz_contract_mean_omega12
6.711864406779661,2.0521071488716807,2.4737694599331372,0.4216623110614566,0.0004556548742646,1.747028090464398,462.6992213591115,0.714379650680266,0.7950654698451445,0.923020776390747,1.0,4.3984867032246875,9.787964214925456,0.1021662909714281,0.449377072355611,1.0,-0.5989209795246718,-0.5873240584643498,0.005662488349690683,0.633307998114131,0.6423985846307962,1.0028272475106024,0.009090586516665278,110.00390328685111,0.014151006453244106,0.6378532913724636,boosted_frame,0.6,1.25,7.639830508474576,-0.37267856337341987,-0.3611430327835988,0.005675040411331322,0.792036259666551,0.7992852852495166,1.0028335058280269,0.007249025582965585,137.94957522979232,0.00906938450731346,0.7956607724580338,length_contraction,0.4,1.0910894511799618,6.151525339669535,-0.707894953144187,-0.6938674502659917,0.005655963602691518,0.5404674336681285,0.5532924631097086,1.0028239943293598,0.012825029441580038,77.97253055481488,0.0231794761300355,0.5468799483889186
6.983050847457627,2.422736418941603,2.885238732634532,0.4625023136929287,0.0002660908289981,1.8500638959078153,869.0684970886253,0.7125480364448247,0.7919040355580147,0.9154923838305172,1.0,4.390683452108828,9.671304602922188,0.103398666576777,0.4539908143087729,1.0,-0.575833674257431,-0.5658546092924233,0.005665775735428747,0.6512805276857039,0.6588971017598854,1.0028288865681068,0.007616574074181481,131.29262451339915,0.01155958047749481,0.6550888147227947,boosted_frame,0.6,1.25,7.978813559322035,-0.6994705378714083,-0.6965528269943682,0.005678348048774793,0.5482056750240658,0.5508603933898605,1.0028351549725283,0.0026547183657946727,376.6877921532955,0.004819221707805463,0.5495330342069631,length_contraction,0.4,1.0910894511799618,6.400071818040021,-0.7321167508362808,-0.721549938252171,0.005658682202779243,0.5175743899805314,0.5276836758398246,1.0028253498006416,0.01010928585929316,98.9189556926744,0.019157852179535258,0.5226290329101779
7.254237288135593,2.3737840776263006,2.8234518083521434,0.4496677307258427,0.0002800378040885,1.836786345121909,802.8696914499284,0.7107647695095018,0.7888515668281686,0.908322845655768,1.0,4.383891361804423,9.56117922979844,0.1045896092903888,0.4585094847026353,1.0,-0.5523635062648189,-0.5436913808772925,0.005669181734875578,0.6690564204423878,0.6755061947330369,1.0028305847623893,0.00644977429064908,155.04418525928975,0.009548060907417822,0.6722813075877123,boosted_frame,0.6,1.25,8.317796610169491,-0.5686134462079092,-0.564998095953388,0.005683288122443446,0.6568002388794411,0.6595467413660778,1.0028376180231988,0.0027465024866367704,364.09943368540326,0.004164227209959543,0.6581734901227594,length_contraction,0.4,1.0910894511799618,6.648618296410508,-0.707673177803806,-0.6987298831862242,0.005661584475843404,0.5406725646786547,0.5488807856117536,1.0028267968477127,0.00820822093309892,121.82907942543177,0.014954469437202961,0.5447766751452041
7.525423728813559,2.326794189058015,2.764221945509284,0.4374277564512687,0.0002942616753821,1.8239501607933304,743.2632127224117,0.7090285594000139,0.7859008803059939,0.9014908720955106,1.0,4.377961961411039,9.457275175621866,0.1057387018385287,0.4629200144980622,1.0,-0.5288140140972585,-0.5212070497256124,0.005672706127015585,0.6864298841853708,0.691948661588696,1.0028323419829537,0.005518777403325181,181.1995532556683,0.007975703559645903,0.6891892728870334,boosted_frame,0.6,1.25,8.656779661016948,-0.30701399878225133,-0.2987364135580439,0.005689609770714036,0.8324578074699934,0.8374148233951654,1.0028407698985486,0.004957015925171948,201.734272210415,0.005919427011184869,0.8349363154325794,length_contraction,0.4,1.0910894511799618,6.897164774780993,-0.6415679671260652,-0.6330082681719891,0.0056646749911732075,0.5986919348662839,0.6057984250788466,1.002828337748377,0.0071064902125627105,140.71643949248252,0.01173078357151189,0.6022451799725652
7.796610169491526,2.2816587416718943,2.7074042944222483,0.425745552750354,0.0003087495484808,1.8115349131805032,689.46749047106,0.707338176960703,0.7830454265395583,0.894976333955996,1.0,4.372757968738007,9.3592798941403,0.1068458269557772,0.4672109412472772,1.0,-0.5054751079593014,-0.4987447847590283,0.005676348585620295,0.7032246383913882,0.707993796046951,1.0028341580668363,0.00476915765556285,209.6806338187579,0.006736157410123097,0.7056092172191696,boosted_frame,0.6,1.25,8.995762711864408,-0.4675002870706918,-0.46434333643701453,0.0056937254086502995,0.7297257792686977,0.7318856902296871,1.002842821886187,0.0021599109609893308,462.9820478997697,0.0029511588897324767,0.7308057347491924,length_contraction,0.4,1.0910894511799618,7.145711253151481,-0.5520442447113547,-0.5430116774931202,0.0056679559431239805,0.6692949688206578,0.676009114218795,1.0028299735962842,0.006714145398137195,148.93928276820532,0.009932033839360508,0.6726520415197264
8.067796610169491,2.2382790335769496,2.6528626093978,0.4145835758208505,0.0003234846098595,1.7995218902744556,640.8088100401516,0.7056924449892421,0.7802792284476192,0.8887602312345428,1.0,4.3681526740216725,9.26688355737216,0.1079111433535238,0.4713723493964311,1.0,-0.48261683411657325,-0.4766158668878366,0.0056801086440415975,0.7192935185885013,0.7234529239087802,1.0028360327810533,0.004159405320278919,240.41898372456342,0.005749379376070331,0.7213732212486408,boosted_frame,0.6,1.25,9.334745762711865,-0.7345082386463712,-0.7337000249944506,0.005697974449678498,0.5152589265152316,0.5160426096801982,1.0028449403819508,0.0007836831649665754,1276.0258797222607,0.001518640418961216,0.5156507680977149,length_contraction,0.4,1.0910894511799618,7.394257731521966,-0.46030054120408215,-0.45027830416765047,0.005671417283745423,0.7346424019861076,0.7414321923361229,1.0028316993811799,0.006789790350015257,147.27995246535897,0.009157668658305512,0.7380372971611153
8.338983050847457,2.196564734588693,2.6004691645363827,0.4039044299476897,0.0003384459717582,1.7878939382940735,596.7044427348526,0.7040902303472987,0.7775968263851458,0.8828246568154212,1.0,4.364029367672067,9.179781027313624,0.1089350603271024,0.4753958024366034,1.0,-0.4604848923028255,-0.45509809892513853,0.005683985656141867,0.7345169213143932,0.7381747090458067,1.002837965803121,0.0036577877314135643,273.3892924982683,0.0049551788846054655,0.7363458151800999,boosted_frame,0.6,1.25,9.673728813559322,-0.4542852708064629,-0.4520982486717486,0.005704202512849542,0.7387250700995176,0.7402038579528286,1.0028480455746271,0.0014787878533110144,676.2295198469438,0.0019978115993624745,0.7394644640261732,length_contraction,0.4,1.0910894511799618,7.642804209892452,-0.38313562574115845,-0.37205773637017303,0.00567501915355418,0.7854071391697695,0.7924280810457356,1.0028334952291702,0.007020941875966136,142.43103242645665,0.00886003669468765,0.7889176101077525
8.610169491525424,2.156432966621202,2.5501046180726177,0.3936716514514158,0.0003536087540587,1.7766352936439156,556.6486221464644,0.7025304373812784,0.7749932290300712,0.8771527563302077,1.0,4.360280805733648,9.097673485459222,0.1099182116832722,0.47927426860314,1.0,-0.4392977997807671,-0.43443513179968546,0.0056879787549416715,0.74880050762485,0.7520404697889034,1.0028399567004407,0.0032399621640534226,308.6455795980435,0.004308228472016772,0.7504204887068766,boosted_frame,0.6,1.25,10.01271186440678,-0.3095885502512946,-0.30591032354410763,0.005710902318040678,0.830910013027106,0.8331204453474254,1.0028513859580794,0.0022104323203193665,452.40018923335253,0.002653196584795826,0.8320152291872657,length_contraction,0.4,1.0910894511799618,7.891350688262939,-0.3301293654144458,-0.31849785027439964,0.005678675184530292,0.8184562508683981,0.8255314347289269,1.0028353180779637,0.007075183860528744,141.3390831549737,0.008570459661359796,0.8219938427986625
8.881355932203391,2.1178074271371936,2.501657807864831,0.3838503807276372,0.0003689443806368,1.7657314142125902,520.2008769791978,0.701012002497748,0.7724638694118959,0.8717286851955299,1.0,4.356808707626662,9.020269753141797,0.110861429576615,0.4830020417193363,1.0,-0.4192455486822172,-0.41483673151391864,0.0056920868112862125,0.762072471171727,0.7649596515412309,1.0028420049096898,0.002887180369503861,346.3586863372315,0.003774291054027238,0.763516061356479,boosted_frame,0.6,1.25,10.351694915254239,-0.5851247315718664,-0.5844567642927667,0.0057150341398687155,0.6441081185857959,0.6446264311267677,1.002853445992917,0.0005183125409717881,1929.3378433890339,0.0008040510223352298,0.6443672748562818,length_contraction,0.4,1.0910894511799618,8.139897166633427,-0.30504325999504245,-0.2938511159503979,0.0056822650445584304,0.8336406540020451,0.8403266531829168,1.0028371079315717,0.006685999180871649,149.56627617618562,0.007956428795334527,0.836983653592481
9.152542372881356,2.4550254726185345,2.871969570427855,0.4169440978093206,0.0002278064099031,1.8587698815664448,915.1281080866288,0.699533889749256,0.7700045654836467,0.8665375637427606,1.0,4.353523281510316,8.94728733616591,0.1117657187511896,0.4865746586580383,1.0,-0.4004895677864265,-0.3964799334916114,0.005696308395533804,0.7742805901051463,0.7768655395294534,1.0028441097177236,0.0025849494243070925,386.8547641964231,0.003327409046709413,0.7755730648172998,boosted_frame,0.6,1.25,10.690677966101696,-0.6936753575276435,-0.6933681679112944,0.005720429408732834,0.5534660264843331,0.553743471373438,1.0028561359480894,0.0002774448891049719,3604.31941358144,0.0005010350522360675,0.5536047489288856,length_contraction,0.4,1.0910894511799618,8.388443645003912,-0.30879834987350396,-0.2991849886662734,0.005685700032991379,0.8313853800293195,0.8371469472761198,1.0028388205653944,0.005761567246800325,173.5638858602836,0.00688238458677669,0.8342661636527197
9.423728813559322,2.41011190264216,2.8166281582994346,0.4065162556572748,0.0002386824312014,1.846648830352474,851.5839511332177,0.6980950872957123,0.7676114847101578,0.8615654312434446,1.0,4.350342773389201,8.878453226560957,0.1126322315928162,0.4899888147605068,1.0,-0.3831637761143679,-0.37951097493431885,0.0057006417467210715,0.7853892180859323,0.7877112574196723,1.0028462702462033,0.002322039333739978,430.65592622384924,0.0029478305811527273,0.7865502377528023,boosted_frame,0.6,1.25,11.029661016949152,-0.36335563420193573,-0.36187218554011946,0.005727967641711115,0.79789997230108,0.7988290270513964,1.002859894323086,0.0009290547503163493,1076.3628297035168,0.0011630207702211781,0.7983644996762382,length_contraction,0.4,1.0910894511799618,8.636990123374398,-0.341447783606479,-0.3342124283201664,0.005688993828352669,0.8115123020592608,0.8159580698049586,1.002840462799718,0.004445767745697715,224.93302781453798,0.0054485247590729795,0.8137351859321097
9.694915254237287,2.3668285302007623,2.7633488115226252,0.3965202813218629,0.0002497582928068,1.8348919669018016,793.8080390959134,0.6966946046191664,0.7652811122101724,0.8567991995187023,1.0,4.347193036710074,8.813504492584606,0.1134622443139805,0.4932422784112336,1.0,-0.36737650306635267,-0.3640478590595955,0.005705084754262041,0.7953763240967431,0.7974660751031385,1.002848485442473,0.0020897510063954128,478.52590903874636,0.002620488910609946,0.7964211995999408,boosted_frame,0.6,1.25,11.368644067796609,-0.35818125369424014,-0.3569768171030021,0.0057343868711660214,0.8011359100088823,0.8018872632091109,1.0028630947797241,0.0007513532002285661,1330.931976726517,0.0009369810878672519,0.8015115866089966,length_contraction,0.4,1.0910894511799618,8.885536601744883,-0.4018048031372138,-0.3970573339887885,0.005692250648980256,0.7734307964277,0.7764938287013049,1.0028420865963794,0.0030630322736049376,326.47386990248134,0.003944696223443135,0.7749623125645024
9.966101694915254,2.325093473189734,2.7120264736194235,0.3869330004296896,0.0002610264722,1.823483883446666,741.1757841425482,0.6953314703796363,0.7630102220465691,0.8522266067100097,1.0,4.34400711986315,8.752188686083755,0.1142571345142535,0.4963338058250792,1.0,-0.35321304722553903,-0.3501833847696675,0.005709634958044341,0.8042306589371366,0.8061120364008545,1.002850754079611,0.0018813774637178593,531.5254483934676,0.0023338907977579295,0.8051713476689956,boosted_frame,0.6,1.25,11.70762711864407,-0.6888558558590061,-0.6887252903117097,0.005739046991807998,0.5578029617535155,0.5579199850232023,1.002865418185216,0.0001170232696867668,8545.309002873313,0.00020974919850182483,0.5578614733883589,length_contraction,0.4,1.0910894511799618,9.13408308011537,-0.48488993438125927,-0.48211825226401817,0.005695587771676865,0.7177116869737741,0.7196400126007321,1.0028437504275913,0.001928325626957994,518.5846135216993,0.00267956977543418,0.7186758497872531
10.23728813559322,2.284831047402579,2.662561800393087,0.3777307529905083,0.0002724774999322,1.812410286718374,693.1411824543379,0.6940047308104487,0.7607958513078656,0.8478361716840408,1.0,4.340724869479551,8.694264093894894,0.1150183602890783,0.4992630569535615,1.0,-0.3407386517773183,-0.3379884682370874,0.00571428957191009,0.8119491044534021,0.8136409108217904,1.0028530747681388,0.0016918063683882822,591.0841918349444,0.0020793034689953467,0.8127950076375963,boosted_frame,0.6,1.25,12.046610169491526,-0.5954399908616446,-0.5952644464790446,0.005745739826049307,0.6360503196590309,0.6361883003647233,1.0028687550352984,0.00013798070569237542,7247.390096913081,0.00021688658155654832,0.6361193100118772,length_contraction,0.4,1.0910894511799618,9.382629558485856,-0.5790084547147014,-0.5774885644896128,0.005699082802316105,0.6488386126651978,0.65000879648693,1.0028454929859913,0.0011701838217321736,854.5665915289636,0.0018002584396651362,0.6494237045760639
10.508474576271189,2.2459712626444523,2.6148610728778268,0.3688898102333744,0.0002840998307725,1.801657920539982,649.2256775203106,0.6927134485626343,0.758635276668814,0.8436171494501288,1.0,4.337292547875343,8.6394998574294,0.1157474409979955,0.5020305132762469,1.0,-0.3300016870618552,-0.32751558604163944,0.005719045535628502,0.8185342466495491,0.8200514703104681,1.0028554459819363,0.0015172236609189982,659.0986060646388,0.0018501566253452159,0.8192928584800085,boosted_frame,0.6,1.25,12.385593220338986,-0.31260064472802407,-0.31166838355221527,0.005754336444421139,0.8290955043129687,0.8296575296155545,1.0028730410398023,0.0005620253025857558,1779.2793231892197,0.0006774184317307241,0.8293765169642616,length_contraction,0.4,1.0910894511799618,9.631176036856344,-0.6653622705385716,-0.6645113883658595,0.005702771362969386,0.5784788064064478,0.5792137875034921,1.0028473320316356,0.0007349810970442849,1360.5792094810117,0.0012689288703091408,0.5788462969549699
10.779661016949152,2.208449316823436,2.568836091145063,0.3603867743216273,0.0002958798168546,1.791214480966318,609.008715350539,0.6914567019176601,0.7565259931562074,0.8395594878849832,1.0,4.333662463378872,8.587675982070877,0.1164459397499129,0.5046373981070755,1.0,-0.3210368482865186,-0.31880217988682313,0.005723899596640991,0.823992203672754,0.8253470906916537,1.0028578660990006,0.001354887018899631,738.068920914268,0.0016415966496764586,0.8246696471822039,boosted_frame,0.6,1.25,12.724576271186441,-0.44852241567811546,-0.4482544835401294,0.005760173453301371,0.7426153676849709,0.7427957434314433,1.0028759511790584,0.00018037574647233878,5543.982600528577,0.00024283357580789187,0.7427055555582072,length_contraction,0.4,1.0910894511799618,9.87972251522683,-0.7223503774157283,-0.7218162939904195,0.005706665318398215,0.5269246839770099,0.5274312334414606,1.0028492734795185,0.0005065494644507229,1974.1408691140368,0.0009604085468081113,0.5271779587092352
11.050847457627118,2.17220510033895,2.5244040391745335,0.3521989388355835,0.000307801776907,1.7810685276931233,572.1197297408,0.6902335842970675,0.7544656948797854,0.8356537859864799,1.0,4.329792612608102,8.538583255579134,0.1171154476179168,0.5070855999183476,1.0,-0.31386819742715744,-0.31187387810301404,0.005728848421208911,0.8283307326019255,0.829533677373611,1.0028603334568622,0.0012029447716854769,831.2933590449662,0.001450145792144478,0.8289322049877682,boosted_frame,0.6,1.25,13.063559322033898,-0.7380423668881746,-0.738011169631982,0.005765807966374253,0.5118179687269933,0.5118484447256023,1.0028787603526033,3.0475998609058585e-05,32812.70657699674,5.954105931765899e-05,0.5118332067262978,length_contraction,0.4,1.0910894511799618,10.128268993597315,-0.7337210473801813,-0.7333152611266492,0.005710768484804063,0.5160222404313778,0.5164152775367424,1.0028513192317214,0.0003930371053646464,2544.2890412909846,0.0007610872924585044,0.5162187589840601
11.322033898305085,2.4814873164968136,2.8610412900180138,0.3795539735212001,0.0001988552454682,1.865874410697787,954.347401366052,0.6890432040075682,0.7524522575179187,0.8318912538159842,1.0,4.3256463339841105,8.492023092326889,0.1177575695600223,0.5093775990661897,1.0,-0.3085119015983952,-0.30674740699799763,0.005733888729285397,0.8315576338424203,0.8326179153741543,1.002862846419831,0.0010602815317339864,943.145730704748,0.0012734310806386225,0.8320877746082873,boosted_frame,0.6,1.25,13.402542372881356,-0.47917124581322357,-0.4790311114297391,0.005773930574520768,0.7216846639542622,0.7217817458001143,1.0028828099905396,9.708184585210944e-05,10300.587007001903,0.00013450304945644147,0.7217332048771883,length_contraction,0.4,1.0910894511799618,10.3768154719678,-0.6960897068036586,-0.6957034767168302,0.005715084497903983,0.5512805938869438,0.5516307852931794,1.0028534711002919,0.0003501914062356004,2855.5812112854187,0.0006348293379773601,0.5514556895900616
