mode,D,eta,mu_full,mu_mode,delta_log_g2,delta_log_g_norm,delta_log_g_shape2,delta_log_p2,delta_log_m2_2,delta_log_uv22,identity_residual,abs_g_norm_component,abs_g_shape2_component,abs_m2_component,dominant_component
bandm2,6.4,0.2,59.87715710517649,67.78320775907386,0.07629608772435548,0.2255193402103557,-0.14922325248600088,0.0,-0.08013585854375033,0.23272803399246128,6.661338147750939e-16,0.4510386804207114,0.29844650497200176,0.08013585854375033,g_norm
bandm2,6.4,0.29500000000000004,59.87723329314669,67.78314756093032,0.07629608772435548,0.2255193402103557,-0.14922325248600088,0.0,-0.08013585854375033,0.23272803399246128,6.661338147750939e-16,0.4510386804207114,0.29844650497200176,0.08013585854375033,g_norm
bandm2,6.4,0.39,59.87730948095596,67.78308736299329,0.07629608772435548,0.2255193402103557,-0.14922325248600088,0.0,-0.08013585854375033,0.23272803399246128,6.661338147750939e-16,0.4510386804207114,0.29844650497200176,0.08013585854375033,g_norm
bandm2,6.4,0.48500000000000004,59.87738566877388,67.78302716536093,0.07629608772435548,0.2255193402103557,-0.14922325248600088,0.0,-0.08013585854375033,0.23272803399246128,6.661338147750939e-16,0.4510386804207114,0.29844650497200176,0.08013585854375033,g_norm
bandm2,6.4,0.5800000000000001,59.87746185614749,67.78296696784089,0.07629608772435548,0.2255193402103557,-0.14922325248600088,0.0,-0.08013585854375033,0.23272803399246128,6.661338147750939e-16,0.4510386804207114,0.29844650497200176,0.08013585854375033,g_norm
bandm2,6.4,0.675,59.87753804315194,67.78290677052483,0.07629608772435548,0.2255193402103557,-0.14922325248600088,0.0,-0.08013585854375033,0.23272803399246128,6.661338147750939e-16,0.4510386804207114,0.29844650497200176,0.08013585854375033,g_norm
bandm2,6.4,0.77,59.87761422994429,67.78284657341679,0.07629608772435548,0.2255193402103557,-0.14922325248600088,0.0,-0.08013585854375033,0.23272803399246128,6.661338147750939e-16,0.4510386804207114,0.29844650497200176,0.08013585854375033,g_norm
bandm2,6.4,0.865,59.87769041622939,67.78278637654908,0.07629608772435548,0.2255193402103557,-0.14922325248600088,0.0,-0.08013585854375033,0.23272803399246128,6.661338147750939e-16,0.4510386804207114,0.29844650497200176,0.08013585854375033,g_norm
bandm2,6.4,0.96,59.8777666024365,67.78272617989411,0.07629608772435548,0.2255193402103557,-0.14922325248600088,0.0,-0.08013585854375033,0.23272803399246128,6.661338147750939e-16,0.4510386804207114,0.29844650497200176,0.08013585854375033,g_norm
bandm2,6.4,1.055,59.877842788329474,67.7826659833972,0.07629608772435548,0.2255193402103557,-0.14922325248600088,0.0,-0.08013585854375033,0.23272803399246128,6.661338147750939e-16,0.4510386804207114,0.29844650497200176,0.08013585854375033,g_norm
