label,D,eta,mu_candidate,mu_full,chi2_candidate,chi2_full,abs_delta_mu_mumu,acceptance_mismatch
width_only,8.0,0.39,4.30766487044095,2.318770703002571,52.84071874247743,5.275872529348993,1.9888941674383793,0.0
width_only,8.0,0.485,4.307664861912165,2.318770702090063,52.84071843249179,5.275872518869173,1.9888941598221015,0.0
width_only,8.0,0.5800000000000001,4.307664852314141,2.3187707005951284,52.840718083643836,5.275872501700394,1.9888941517190126,0.0
width_only,8.0,0.675,4.307664842987091,2.3187706992499137,52.84071774464464,5.275872486251097,1.988894143737177,0.0
width_only,8.0,0.77,4.307664833345607,2.3187706977199976,52.840717394217094,5.2758724686805705,1.9888941356256091,0.0
width_only,8.0,0.865,4.307664823898025,2.318770696300929,52.840717050837085,5.27587245238309,1.9888941275970962,0.0
width_only,8.0,0.96,4.307664814903819,2.3187706951587996,52.84071672393537,5.275872439266149,1.9888941197450194,0.0
width_only,8.0,1.055,4.307664805116492,2.318770693561632,52.84071636820703,5.275872420923263,1.9888941115548597,0.0
width_only,8.0,1.15,4.307664795708311,2.318770692159089,52.84071602625908,5.275872404815571,1.9888941035492218,0.0
width_only,8.0,1.245,4.307664786187628,2.3187706907168164,52.84071568022215,5.2758723882516,1.9888940954708114,0.0
width_only,8.0,1.34,4.307664777189897,2.3187706895662994,52.840715353192344,5.275872375038334,1.9888940876235979,0.0
width_only,8.0,1.435,4.3076647673897455,2.3187706879453756,52.84071499699789,5.275872356422617,1.98889407944437,0.0
width_only,8.0,1.53,4.307664757925106,2.318770686526922,52.84071465299789,5.275872340132206,1.9888940713981835,0.0
width_only,8.0,1.625,4.30766474887756,2.318770685342422,52.840714324157524,5.275872326528652,1.9888940635351378,0.0
width_only,8.0,1.72,4.307664739342962,2.318770683880256,52.84071397761483,5.275872309736211,1.9888940554627057,0.0
width_only,8.0,1.815,4.30766472989579,2.318770682466945,52.840713634249724,5.2758722935048485,1.988894047428845,0.0
width_only,8.0,1.91,4.3076647204992256,2.318770681086134,52.840713292724,5.27587227764674,1.9888940394130916,0.0
width_only,8.0,2.005,4.307664711174838,2.3187706797449383,52.84071295382159,5.2758722622436,1.9888940314298997,0.0
width_only,8.0,2.1,4.307664701729549,2.318770678332956,52.84071261052492,5.2758722460274985,1.9888940233965933,0.0
width_only,8.0,2.1950000000000003,4.307664692349338,2.3187706769573166,52.84071226959356,5.275872230228787,1.9888940153920212,0.0
width_only,8.0,2.29,4.307664682772838,2.318770675474484,52.840711921527934,5.275872213198999,1.988894007298354,0.0
width_only,8.0,2.385,4.307664673495014,2.3187706741590324,52.84071158431792,5.275872198091518,1.988893999335982,0.0
width_only,8.0,2.4800000000000004,4.3076646640285245,2.318770672740227,52.8407112402507,5.275872181797056,1.9888939912882977,0.0
width_only,8.0,2.575,4.307664654702643,2.318770671394753,52.84071090129401,5.275872166344781,1.9888939833078902,0.0
width_only,8.0,2.6700000000000004,4.307664645200781,2.3187706699533273,52.840710555941136,5.275872149790536,1.9888939752474535,0.0
width_only,8.0,2.765,4.307664635754442,2.3187706685427605,52.84071021260632,5.275872133590694,1.9888939672116814,0.0
width_only,8.0,2.8600000000000003,4.307664626345758,2.318770667155682,52.84070987064011,5.275872117660608,1.9888939591900763,0.0
width_only,8.0,2.955,4.307664616872297,2.318770665727306,52.84070952631951,5.275872101256231,1.9888939511449912,0.0
width_only,8.0,3.0500000000000003,4.307664607435863,2.31877066432208,52.8407091833447,5.27587208511773,1.9888939431137835,0.0
width_only,8.0,3.145,4.307664598043924,2.318770662941594,52.840708841987066,5.275872069263349,1.9888939351023298,0.0
width_only,8.0,3.24,4.30766458867896,2.318770661578554,52.840708501609896,5.275872053609336,1.9888939271004058,0.0
width_only,8.0,3.3350000000000004,4.307664579257095,2.3187706601790308,52.840708159164606,5.275872037536327,1.988893919078064,0.0
width_only,8.0,3.43,4.307664569799293,2.3187706587654406,52.840707815413175,5.275872021301762,1.9888939110338524,0.0
width_only,8.0,3.5250000000000004,4.307664560443717,2.318770657405126,52.840707475377215,5.275872005679049,1.988893903038591,0.0
width_only,8.0,3.62,4.307664551032177,2.318770656009532,52.840707133307205,5.275871989651159,1.9888938950226454,0.0
width_only,8.0,3.715,4.307664541431431,2.318770654515399,52.840706784360336,5.275871972491592,1.9888938869160322,0.0
width_only,8.0,3.81,4.30766453208693,2.3187706531592545,52.84070644472691,5.275871956916769,1.9888938789276756,0.0
width_only,8.0,3.905,4.307664522762499,2.318770651816402,52.840706105822946,5.275871941494602,1.988893870946097,0.0
width_only,8.0,4.0,4.307664513323313,2.318770650410769,52.8407057627481,5.2758719253514235,1.9888938629125437,0.0
bandpass,4.0,0.2,90.18134075062119,1.8414344787177772,49263.29040923693,1.2179024937552234,88.33990627190342,1.0
bandpass,4.0,0.295,90.67828964420704,1.8553977041522351,49816.33126121828,1.2961691809195433,88.8228919400548,1.0
bandpass,4.0,0.39,91.17535274404419,1.869411360343974,50372.587251984754,1.3771689076248776,89.30594138370022,1.0
bandpass,4.0,0.485,91.6725095990984,1.8834750003050624,50932.0374332457,1.4609254744998763,89.78903459879334,1.0
bandpass,4.0,0.5800000000000001,92.16973977353354,1.8975881710511824,51494.66036596871,1.5474624248128812,90.27215160248235,1.0
bandpass,4.0,0.675,92.6670228493571,1.9117504136610723,52060.43412365668,1.636803036764242,90.75527243569603,1.0
bandpass,4.0,0.77,93.16433842905924,1.9259612633374992,52629.336295768226,1.7289703158223635,91.23837716572174,1.0
bandpass,4.0,0.865,93.66166613823913,1.9402202494696392,53201.34399127436,1.823986987106496,91.7214458887695,1.0
bandpass,4.0,0.96,94.15898562822386,1.9545268956969832,53776.4338423565,1.9218754878208313,92.20445873252687,1.0
bandpass,4.0,1.055,94.65627657867627,1.9688807199746967,54354.582008241014,2.0226579597433085,92.68739585870158,1.0
bandpass,4.0,1.15,95.15351870019259,1.983281234640386,54935.764179171,2.1263562417725805,93.1702374655522,1.0
bandpass,4.0,1.245,95.65069173688768,1.997727946482298,55519.95558051141,2.232991862537155,93.65296379040538,1.0
bandpass,4.0,1.34,96.14777546896968,2.012220356808913,56107.13097698933,2.342586033070207,94.13555511216077,1.0
bandpass,4.0,1.435,96.64474971529984,2.0267579615199205,56697.26467706316,2.455159639553789,94.61799175377992,1.0
bandpass,4.0,1.53,97.14159433594065,2.041340251178509,57290.33053742389,2.570733236135707,95.10025408476214,1.0
bandpass,4.0,1.625,97.6382892346896,2.0559667110850164,57886.30196762355,2.689327037823084,95.58232252360457,1.0
bandpass,4.0,1.72,98.134814361598,2.070636821351888,58485.15193483015,2.8109609134560283,96.06417754024612,1.0
bandpass,4.0,1.815,98.6311497154756,2.0853500569798915,59086.85296870768,2.935654378764629,96.54579965849571,1.0
bandpass,4.0,1.91,99.12727534637791,2.100105887935608,59691.37716641727,3.0634265895131625,97.0271694584423,1.0
bandpass,4.0,2.005,99.6231713580791,2.1149037792301515,60298.69619774106,3.1942963347347084,97.50826757884896,1.0
bandpass,4.0,2.1,100.1188179105265,2.129743190999092,60908.78131032304,3.328282030059609,97.98907471952741,1.0
bandpass,4.0,2.1950000000000003,100.61419522227871,2.144623578583578,61521.60333502769,3.465401711141339,98.46957164369513,1.0
bandpass,4.0,2.29,101.10928357292491,2.159544392612591,62137.1326914122,3.605673027182685,98.94973918031232,1.0
bandpass,4.0,2.385,101.60406330548612,2.1745050790863396,62755.339393311675,3.749113234565858,99.42955822639978,1.0
bandpass,4.0,2.4800000000000004,102.09851482879746,2.1895050794607793,63376.193054534626,3.8957391905898224,99.90900974933669,1.0
bandpass,4.0,2.575,102.59261861987002,2.2045438307331704,63999.6628946654,4.045567347317527,100.38807478913685,0.0
bandpass,4.0,2.6700000000000004,103.08635522623393,2.2196207655287057,64625.71774497395,4.198613745536636,100.86673446070523,0.0
bandpass,4.0,2.765,103.57970526825824,2.234735312188143,65254.326054425735,4.35489400883648,101.34496995607009,0.0
bandpass,4.0,2.8600000000000003,104.07264944145352,2.2498868948564748,65885.45589579754,4.51442333780488,101.82276254659705,0.0
bandpass,4.0,2.955,104.56516851874834,2.265074933572471,66519.07497188589,4.677216504346346,102.30009358517586,0.0
bandpass,4.0,3.0500000000000003,105.05724335274698,2.280298844359258,67155.15062181628,4.843287846126531,102.77694450838773,0.0
bandpass,4.0,3.145,105.54885487796264,2.2955580393157105,67793.64982744324,5.0126512611437475,103.25329683864693,0.0
bandpass,4.0,3.24,106.03998411302743,2.3108519267087737,68434.53921984143,5.185320202431784,103.72913218631865,0.0
