pair,lhs_family,rhs_family,layer,D,eta,amp_eff_lhs,amp_eff_rhs,amp_ref_eff_lhs,amp_ref_eff_rhs,partial_ratio_lhs,partial_ratio_rhs,width_ratio_lhs,width_ratio_rhs,mu_lhs,mu_rhs,mu_identity_residual_lhs,mu_identity_residual_rhs,delta_log_amp_point,delta_log_amp_ref,delta_log_partial,delta_log_width,delta_log_mu,delta_mu,path_closure_residual,acceptance_mismatch
hybrid_vs_uniform,hybrid_profile,uniform_profile,3,4.0,1.0,0.0003268919999458792,0.0003376798577500963,2.718378639560777e-06,2.7397481066954424e-06,14460.679026114398,15191.093662003053,514.0562040869315,518.5021056528425,28.130540806913338,29.298036587288397,0.0,0.0,-0.03246843926817023,-0.007830370131197077,-0.049276138273946314,-0.008611482758379118,-0.04066465551556719,-1.1674957803750594,6.938893903907228e-18,0.0
hybrid_vs_runtime,hybrid_profile,runtime_mainline,1,4.0,1.0,0.00017228356069681598,0.00016996596172585754,1.076751426188826e-05,1.0744892977952553e-05,256.00990397970475,250.21867711185342,514.0562040869315,518.5021056528425,0.4980192864988965,0.4825798668586018,0.0,0.0,0.013543536191773358,0.002103092603382631,0.02288088717678115,-0.008611482758379118,0.03149236993516037,0.01543941964029466,1.0408340855860843e-16,0.0
hybrid_vs_runtime,hybrid_profile,runtime_mainline,2,4.0,1.0,0.001522403324924354,0.0014970377069592079,4.8798490031606536e-05,4.874513847058988e-05,973.2999023975335,943.1979797609877,514.0562040869315,518.5021056528425,1.893372543039943,1.8190822553621329,0.0,0.0,0.01680192752945234,0.0010939016142008733,0.03141605183050276,-0.008611482758379118,0.040027534588881884,0.07429028767781021,6.938893903907228e-18,0.0
hybrid_vs_runtime,hybrid_profile,runtime_mainline,3,4.0,1.0,0.0003268919999458792,0.0003376798577500963,2.718378639560777e-06,2.7397481066954424e-06,14460.679026114398,15191.093662003053,514.0562040869315,518.5021056528425,28.130540806913338,29.298036587288397,0.0,0.0,-0.03246843926817023,-0.007830370131197077,-0.049276138273946314,-0.008611482758379118,-0.04066465551556719,-1.1674957803750594,6.938893903907228e-18,0.0
uniform_vs_runtime,uniform_profile,runtime_mainline,1,4.0,2.0,0.00017838446515368704,0.00017838446515368704,1.0744892977952553e-05,1.0744892977952553e-05,275.61945704179294,275.61945704179294,493.1628893048122,493.1628893048122,0.5588811790569244,0.5588811790569244,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
uniform_vs_runtime,uniform_profile,runtime_mainline,2,4.0,2.0,0.001516085660484858,0.001516085660484858,4.874513847058988e-05,4.874513847058988e-05,967.3527337938964,967.3527337938964,493.1628893048122,493.1628893048122,1.9615278334457131,1.9615278334457131,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
uniform_vs_runtime,uniform_profile,runtime_mainline,3,4.0,2.0,0.0003293029382814979,0.0003293029382814979,2.7397481066954424e-06,2.7397481066954424e-06,14446.742790135517,14446.742790135517,493.1628893048122,493.1628893048122,29.294059028854317,29.294059028854317,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hybrid_vs_uniform,hybrid_profile,uniform_profile,1,4.0,2.0,0.0001807268702619965,0.00017838446515368704,1.076751426188826e-05,1.0744892977952553e-05,281.71796603413253,275.61945704179294,488.8436605644873,493.1628893048122,0.5762946086051756,0.5588811790569244,0.0,0.0,0.01304574987572899,0.002103092603382631,0.02188531454469256,-0.008796797931756443,0.030682112476449044,0.017413429548251202,4.163336342344337e-17,0.0
hybrid_vs_uniform,hybrid_profile,uniform_profile,2,4.0,2.0,0.001540980540361462,0.001516085660484858,4.8798490031606536e-05,4.874513847058988e-05,997.19832686255,967.3527337938964,488.8436605644873,493.1628893048122,2.039912567774828,1.9615278334457131,0.0,0.0,0.016287138427794747,0.0010939016142008733,0.03038647362718753,-0.008796797931756443,0.039183271558943814,0.07838473432911508,-1.5959455978986625e-16,0.0
hybrid_vs_uniform,hybrid_profile,uniform_profile,3,4.0,2.0,0.00031861313929250394,0.0003293029382814979,2.718378639560777e-06,2.7397481066954424e-06,13737.492411600395,14446.742790135517,488.8436605644873,493.1628893048122,28.102016083704886,29.294059028854317,0.0,0.0,-0.03300047481022561,-0.007830370131197077,-0.05034020935805732,-0.008796797931756443,-0.041543411426300816,-1.1920429451494314,5.551115123125783e-17,0.0
hybrid_vs_runtime,hybrid_profile,runtime_mainline,1,4.0,2.0,0.0001807268702619965,0.00017838446515368704,1.076751426188826e-05,1.0744892977952553e-05,281.71796603413253,275.61945704179294,488.8436605644873,493.1628893048122,0.5762946086051756,0.5588811790569244,0.0,0.0,0.01304574987572899,0.002103092603382631,0.02188531454469256,-0.008796797931756443,0.030682112476449044,0.017413429548251202,4.163336342344337e-17,0.0
hybrid_vs_runtime,hybrid_profile,runtime_mainline,2,4.0,2.0,0.001540980540361462,0.001516085660484858,4.8798490031606536e-05,4.874513847058988e-05,997.19832686255,967.3527337938964,488.8436605644873,493.1628893048122,2.039912567774828,1.9615278334457131,0.0,0.0,0.016287138427794747,0.0010939016142008733,0.03038647362718753,-0.008796797931756443,0.039183271558943814,0.07838473432911508,-1.5959455978986625e-16,0.0
hybrid_vs_runtime,hybrid_profile,runtime_mainline,3,4.0,2.0,0.00031861313929250394,0.0003293029382814979,2.718378639560777e-06,2.7397481066954424e-06,13737.492411600395,14446.742790135517,488.8436605644873,493.1628893048122,28.102016083704886,29.294059028854317,0.0,0.0,-0.03300047481022561,-0.007830370131197077,-0.05034020935805732,-0.008796797931756443,-0.041543411426300816,-1.1920429451494314,5.551115123125783e-17,0.0
uniform_vs_runtime,uniform_profile,runtime_mainline,1,4.0,4.0,0.00019541905509883156,0.00019541905509883156,1.0744892977952553e-05,1.0744892977952553e-05,330.7726782552005,330.7726782552005,447.0916943850872,447.0916943850872,0.739831856438605,0.739831856438605,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
uniform_vs_runtime,uniform_profile,runtime_mainline,2,4.0,4.0,0.0015489889375644647,0.0015489889375644647,4.874513847058988e-05,4.874513847058988e-05,1009.7968589721797,1009.7968589721797,447.0916943850872,447.0916943850872,2.258590064753978,2.258590064753978,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
uniform_vs_runtime,uniform_profile,runtime_mainline,3,4.0,4.0,0.00031349941367336674,0.00031349941367336674,2.7397481066954424e-06,2.7397481066954424e-06,13093.392740531675,13093.392740531675,447.0916943850872,447.0916943850872,29.28569889570377,29.28569889570377,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hybrid_vs_uniform,hybrid_profile,uniform_profile,1,4.0,4.0,0.00019780637567374021,0.00019541905509883156,1.076751426188826e-05,1.0744892977952553e-05,337.48125844842775,330.7726782552005,443.02706554347003,447.0916943850872,0.761762169167775,0.739831856438605,0.0,0.0,0.012142398328246352,0.002103092603382631,0.02007861144972756,-0.009132842215476103,0.029211453665203717,0.0219303127291699,5.551115123125783e-17,0.0
hybrid_vs_uniform,hybrid_profile,uniform_profile,2,4.0,4.0,0.001572951546647559,0.0015489889375644647,4.8798490031606536e-05,4.874513847058988e-05,1039.005680188462,1009.7968589721797,443.02706554347003,447.0916943850872,2.345241997605481,2.258590064753978,0.0,0.0,0.015351400706787784,0.0010939016142008733,0.028514998185173328,-0.009132842215476103,0.03764784040064943,0.08665193285150297,0.0,0.0
hybrid_vs_uniform,hybrid_profile,uniform_profile,3,4.0,4.0,0.0003030299055621219,0.00031349941367336674,2.718378639560777e-06,2.7397481066954424e-06,12426.564634666285,13093.392740531675,443.02706554347003,447.0916943850872,28.04922227363778,29.28569889570377,0.0,0.0,-0.03396599094698871,-0.007830370131197077,-0.05227124163158355,-0.009132842215476103,-0.04313839941610752,-1.2364766220659895,-6.938893903907228e-17,0.0
hybrid_vs_runtime,hybrid_profile,runtime_mainline,1,4.0,4.0,0.00019780637567374021,0.00019541905509883156,1.076751426188826e-05,1.0744892977952553e-05,337.48125844842775,330.7726782552005,443.02706554347003,447.0916943850872,0.761762169167775,0.739831856438605,0.0,0.0,0.012142398328246352,0.002103092603382631,0.02007861144972756,-0.009132842215476103,0.029211453665203717,0.0219303127291699,5.551115123125783e-17,0.0
hybrid_vs_runtime,hybrid_profile,runtime_mainline,2,4.0,4.0,0.001572951546647559,0.0015489889375644647,4.8798490031606536e-05,4.874513847058988e-05,1039.005680188462,1009.7968589721797,443.02706554347003,447.0916943850872,2.345241997605481,2.258590064753978,0.0,0.0,0.015351400706787784,0.0010939016142008733,0.028514998185173328,-0.009132842215476103,0.03764784040064943,0.08665193285150297,0.0,0.0
hybrid_vs_runtime,hybrid_profile,runtime_mainline,3,4.0,4.0,0.0003030299055621219,0.00031349941367336674,2.718378639560777e-06,2.7397481066954424e-06,12426.564634666285,13093.392740531675,443.02706554347003,447.0916943850872,28.04922227363778,29.28569889570377,0.0,0.0,-0.03396599094698871,-0.007830370131197077,-0.05227124163158355,-0.009132842215476103,-0.04313839941610752,-1.2364766220659895,-6.938893903907228e-17,0.0
uniform_vs_runtime,uniform_profile,runtime_mainline,1,4.271186440677966,0.2,0.0001222442017105142,0.0001222442017105142,1.0744892978027086e-05,1.0744892978027086e-05,129.4351851608469,129.4351851608469,315.38620384930584,315.38620384930584,0.41040217860224515,0.41040217860224515,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
uniform_vs_runtime,uniform_profile,runtime_mainline,2,4.271186440677966,0.2,0.0018461834705556888,0.0018461834705556888,4.87451384692423e-05,4.87451384692423e-05,1434.4555650906857,1434.4555650906857,315.38620384930584,315.38620384930584,4.548250835271414,4.548250835271414,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
uniform_vs_runtime,uniform_profile,runtime_mainline,3,4.271186440677966,0.2,0.00015626243945872592,0.00015626243945872592,2.739748106960667e-06,2.739748106960667e-06,3253.028954034104,3253.028954034104,315.38620384930584,315.38620384930584,10.314430099765646,10.314430099765646,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hybrid_vs_uniform,hybrid_profile,uniform_profile,1,4.271186440677966,0.2,0.0001238474871539511,0.0001222442017105142,1.076751426195706e-05,1.0744892978027086e-05,132.295017214165,129.4351851608469,312.7545958968217,315.38620384930584,0.42299943454007427,0.41040217860224515,0.0,0.0,0.013030168839068094,0.002103092602835555,0.021854152472465457,-0.008379087460752067,0.03023323993321753,0.012597255937829122,3.469446951953614e-18,0.0
hybrid_vs_uniform,hybrid_profile,uniform_profile,2,4.271186440677966,0.2,0.0018742683972776124,0.0018461834705556888,4.879849003024361e-05,4.87451384692423e-05,1475.1996381758674,1434.4555650906857,312.7545958968217,315.38620384930584,4.716796036028639,4.548250835271414,0.0,0.0,0.015097875851913604,0.0010939016139167451,0.028007948475993548,-0.008379087460752067,0.036387035936745596,0.168545200757225,-2.0816681711721685e-17,0.0
hybrid_vs_uniform,hybrid_profile,uniform_profile,3,4.271186440677966,0.2,0.00015134962998056267,0.00015626243945872592,2.7183786398294572e-06,2.739748106960667e-06,3099.8653460939754,3253.028954034104,312.7545958968217,315.38620384930584,9.91149414513041,10.314430099765646,0.0,0.0,-0.03194430731181872,-0.00783037012916484,-0.04822787436530782,-0.008379087460752067,-0.03984878690455577,-0.402935954635236,-1.3877787807814457e-17,0.0
hybrid_vs_runtime,hybrid_profile,runtime_mainline,1,4.271186440677966,0.2,0.0001238474871539511,0.0001222442017105142,1.076751426195706e-05,1.0744892978027086e-05,132.295017214165,129.4351851608469,312.7545958968217,315.38620384930584,0.42299943454007427,0.41040217860224515,0.0,0.0,0.013030168839068094,0.002103092602835555,0.021854152472465457,-0.008379087460752067,0.03023323993321753,0.012597255937829122,3.469446951953614e-18,0.0
hybrid_vs_runtime,hybrid_profile,runtime_mainline,2,4.271186440677966,0.2,0.0018742683972776124,0.0018461834705556888,4.879849003024361e-05,4.87451384692423e-05,1475.1996381758674,1434.4555650906857,312.7545958968217,315.38620384930584,4.716796036028639,4.548250835271414,0.0,0.0,0.015097875851913604,0.0010939016139167451,0.028007948475993548,-0.008379087460752067,0.036387035936745596,0.168545200757225,-2.0816681711721685e-17,0.0
hybrid_vs_runtime,hybrid_profile,runtime_mainline,3,4.271186440677966,0.2,0.00015134962998056267,0.00015626243945872592,2.7183786398294572e-06,2.739748106960667e-06,3099.8653460939754,3253.028954034104,312.7545958968217,315.38620384930584,9.91149414513041,10.314430099765646,0.0,0.0,-0.03194430731181872,-0.00783037012916484,-0.04822787436530782,-0.008379087460752067,-0.03984878690455577,-0.402935954635236,-1.3877787807814457e-17,0.0
uniform_vs_runtime,uniform_profile,runtime_mainline,1,4.271186440677966,0.6,0.0001232581398933288,0.0001232581398933288,1.0744892978027086e-05,1.0744892978027086e-05,131.591255516804,131.591255516804,310.13676577500195,310.13676577500195,0.42430072806095764,0.42430072806095764,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
uniform_vs_runtime,uniform_profile,runtime_mainline,2,4.271186440677966,0.6,0.0018493455742456572,0.0018493455742456572,4.87451384692423e-05,4.87451384692423e-05,1439.3735830470976,1439.3735830470976,310.13676577500195,310.13676577500195,4.641093033424275,4.641093033424275,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
uniform_vs_runtime,uniform_profile,runtime_mainline,3,4.271186440677966,0.6,0.00015558310495724552,0.00015558310495724552,2.739748106960667e-06,2.739748106960667e-06,3224.8060340803518,3224.8060340803518,310.13676577500195,310.13676577500195,10.398012715525267,10.398012715525267,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
