d_num,eta_num,n_points,observable_mode,ref_mode,ref_D_input,ref_D_effective,ref_D_snapped_to_grid,ref_eta,full_direct_tag,cell_direct_tag,cell_chain_mode,frac_acceptance_mismatch,n_acceptance_mismatch,max_abs_delta_mu_ee,p99_abs_delta_mu_ee,max_abs_delta_mu_mumu,p99_abs_delta_mu_mumu,max_abs_delta_mu_tautau,p99_abs_delta_mu_tautau,max_abs_delta_chi2_mumu,p99_abs_delta_chi2_mumu,f_chi2_le_4_mumu_full_direct,f_chi2_le_4_mumu_cell_direct,delta_f_chi2_le_4_mumu,best_chi2_mumu_full_direct,best_chi2_mumu_cell_direct,delta_best_chi2_mumu
21,41,861,eft_wilson_uv_rge,fixed,10.0,9.600000000000001,True,1.0,full_direct_map_full_release_D21E41,full_direct_map_cell_direct_runtime_release_candidate_D21E41,cell_direct_runtime_release,0.11382113821138211,98,12.522657783080172,12.52208275090072,49.702319288067464,49.70180967912183,3.5148241010558667,3.514765171208226,19600.93376439563,19600.49334975257,0.1242740998838559,0.238095238095238,0.1138211382113821,0.2110735142651695,0.1957278074536436,-0.015345706811525889
