n_points,grad_alpha_exact,grad_beta_exact,grad_lambda_exact,h_alpha_alpha_exact,h_alpha_beta_exact,h_beta_beta_exact,h_alpha_beta_eig1,h_alpha_beta_eig2,lambda_quartic_coeff,lambda_probe,lambda_probe_rmse_weight,lambda_probe_quartic_prediction_objective,lambda_probe_quartic_prediction_rmse,projected_response_action_p50,projected_response_action_p90,participation_score_share_p50,schur_score_share_p50,"corr(stationarity_response_action, eymh_parented_prefactor_diag)","corr(stationarity_cross_xi, eymh_parented_prefactor_diag)"
441,0.0,0.0,0.0,0.02977357778454623,0.036203782078504734,0.047416963247212,0.001332204358705307,0.07585833667305292,0.0014974113157501156,0.1,0.00038734078954375667,1.497411315750116e-07,0.0003869639926078544,0.899037227928176,0.9766056269473871,0.44486833754752036,0.5418029481762546,-0.7611635467912897,-0.7914782200448273
