D,eta,coeff_l1,coeff_l2,coeff_norm_gap_log,coeff_tilt_coherence,coeff_participation_access_parented,coeff_participation_access_parented_tilt,coeff_participation_access_parented_tilt_residual,shell_spread,shell_access_parented,tree_diag_compressibility_parented,hk_loop_local_prefactor_diag,parented_response_factor,eymh_parented_prefactor_diag,eymh_parented_prefactor_diag_tilt_recon,eymh_parented_prefactor_diag_tilt_residual,mu_mumu_uv_rge,mu_mumu_uv_rge_const,abs_mu_diff_vs_const
16.0,0.2,0.4760391641578648,0.3126968198380725,0.4202660340866548,0.8104764316211523,0.8104764316211525,0.8104764316211523,-1.1102230246251565e-16,0.1245991237260836,0.33285771202960807,0.7917439439612242,0.2036891577435576,0.21359140081078146,0.0435062525324147,0.0435062525324147,0.0,1.7697615613545258e-06,1.7697402042259288e-06,2.1357128597040317e-11
16.8,0.2,0.4926256975220699,0.3260734472595267,0.41262699711030537,0.813577980777496,0.813577980777496,0.813577980777496,0.0,0.1326858033760381,0.3422610674663284,0.7890116420959563,0.1940657427146949,0.21970507959682178,0.0426372294501484,0.04263722945014838,-2.0816681711721685e-17,4.11216973700512e-07,4.112081813062357e-07,8.792394276284323e-12
17.6,0.2,0.4410367983505292,0.2876304861315658,0.42745169286002216,0.807569752807658,0.8075697528076581,0.807569752807658,-1.1102230246251565e-16,0.1070237670782771,0.31092929648788725,0.8070547292918159,0.2011363173486186,0.2026490981162355,0.0407600933091185,0.040760093309118485,-1.3877787807814457e-17,5.5585827916252447e-08,5.5590071944080996e-08,4.244027828549087e-12
18.4,0.2,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0942160330487811,0.2934342948281214,1.0,0.1999781067668977,0.2934342948281214,0.0586804347402074,0.0586804347402074,0.0,5.5585827916252447e-08,5.5590071944080996e-08,4.244027828549087e-12
19.200000000000003,0.2,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.1021732919162485,0.3044694702587371,1.0,0.1907155475682234,0.3044694702587371,0.0580670617382019,0.058067061738201954,5.551115123125783e-17,5.5585827916252447e-08,5.5590071944080996e-08,4.244027828549087e-12
20.0,0.2,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.110020904054865,0.3148270397844881,1.0,0.1978582751435992,0.3148270397844881,0.0622911350603241,0.0622911350603241,0.0,5.5585827916252447e-08,5.5590071944080996e-08,4.244027828549087e-12
4.0,0.39,0.5348201512826798,0.3820817830141957,0.3362958472004176,0.8452287961502849,0.845228796150285,0.8452287961502849,-1.1102230246251565e-16,0.0771814943481594,0.26767767385469626,0.7379905933437506,0.2594822797956052,0.16696954373962056,0.0433256378659887,0.04332563786598875,5.551115123125783e-17,2.444858357046273,2.444858483789307,1.2674303384585528e-07
4.8,0.39,0.5496382522016724,0.3964315670180943,0.3267569050232783,0.8492697193296964,0.8492697193296965,0.8492697193296964,-1.1102230246251565e-16,0.0711178604801251,0.25767406620130606,0.7511330917844572,0.2385972532567175,0.16437404630449684,0.0392191959549454,0.039219195954945434,3.469446951953614e-17,13.75152135651519,13.75152432659523,2.9700800414644846e-06
5.6,0.39,0.5468221053448145,0.3979748578049887,0.3177346988340467,0.8531095169384951,0.8531095169384951,0.8531095169384951,0.0,0.1092096338293002,0.31377884425076946,0.6963348049340008,0.2408620932557482,0.18640027506686768,0.044896760436053,0.04489676043605301,6.938893903907228e-18,57.97446421045843,57.97439328206518,7.092839324940314e-05
6.4,0.39,0.5249812867988601,0.3726557072448083,0.3427076612579426,0.8425234101369388,0.8425234101369388,0.8425234101369388,0.0,0.1316552460415761,0.3410845234930134,0.7315828324355546,0.2348317398037009,0.21023619923243095,0.0493701324354692,0.04937013243546924,4.163336342344337e-17,59.87809003340474,59.877309480955944,0.0007805524487949356
7.2,0.39,0.508580892319907,0.3470601234960784,0.38212625161457975,0.8260804395106182,0.8260804395106183,0.8260804395106182,-1.1102230246251565e-16,0.1406987183843505,0.35120411348378744,0.8498917849744877,0.2205935934157932,0.24657302550948657,0.0543924297365417,0.05439242973654168,-2.0816681711721685e-17,3.531492232104217,3.5313947890857684,9.744301844838432e-05
8.0,0.39,0.5340456087317134,0.3605063298004697,0.3929717299596685,0.8216129447287176,0.8216129447287176,0.8216129447287176,0.0,0.1520636193182569,0.3633075560105363,0.8602919831838897,0.2258410747793691,0.25679560065714363,0.0579949944510229,0.05799499445102297,6.938893903907228e-17,2.324652150822692,2.3245432673167357,0.00010888350595639196
8.8,0.39,0.4659139786252545,0.3128373898658881,0.3983174875140615,0.8194198052293942,0.8194198052293942,0.8194198052293942,0.0,0.115172233250979,0.32136821487248435,0.7806784650591755,0.2223372469819722,0.2055803383514756,0.0457081664626894,0.04570816646268944,3.469446951953614e-17,1.5837000387135487,1.583690534317875,9.504395673598509e-06
9.6,0.39,0.465410391829237,0.311022915080539,0.4030529880353437,0.8174819188927819,0.8174819188927818,0.8174819188927819,1.1102230246251565e-16,0.1148568546515892,0.3209732984685203,0.7453861413090546,0.2103436369428326,0.19558177118640782,0.0411393810710699,0.041139381071069916,1.3877787807814457e-17,1.0000000045309456,1.0000000045308777,6.794564910705958e-14
10.4,0.39,0.4844721632973193,0.3229405158487987,0.40559183038152596,0.8164448484151952,0.8164448484151952,0.8164448484151952,0.0,0.1253376268973251,0.3337331239271595,0.7516331565125128,0.2165968878056446,0.2048010111459818,0.0443592616336688,0.04435926163366879,-1.3877787807814457e-17,0.4950631218312705,0.4950549756550261,8.14617624439462e-06
11.2,0.39,0.5036497917996202,0.335343899962222,0.4067245966886865,0.8159825587361267,0.8159825587361267,0.8159825587361267,0.0,0.1353663151635882,0.3452926237866013,0.7609776953524688,0.2141961374641878,0.21440756495197433,0.0459252722558148,0.045925272255814865,6.245004513516506e-17,0.1519945006166041,0.1519898356659645,4.664950639610144e-06
12.0,0.39,0.5221458734019447,0.3475023272755173,0.4071756376269177,0.8157985587153558,0.8157985587153559,0.8157985587153558,-1.1102230246251565e-16,0.1446435501863265,0.3554793714957137,0.7756543412618999,0.2033633873147403,0.22493941683974752,0.0457444417491334,0.0457444417491334,0.0,0.0381622598448225,0.0381608005830067,1.4592618158004722e-06
12.8,0.39,0.4340743669944907,0.2840864732223568,0.42393719695018284,0.808990100690447,0.808990100690447,0.808990100690447,0.0,0.1006380909200492,0.3023840820031647,0.7646155125995896,0.2100711557195202,0.18704462713380407,0.0392926809931249,0.03929268099312495,4.85722573273506e-17,0.0023613959137479,0.0023614360888884,4.017514049995535e-08
13.6,0.39,0.4287111875175987,0.2799014713307117,0.42634581650474207,0.8080164124312916,0.8080164124312916,0.8080164124312916,0.0,0.0980848135726996,0.2988704261474397,0.7877353600980089,0.2082773251008593,0.19023195262510453,0.0396210022414701,0.039621002241470166,6.245004513516506e-17,0.0001779012396004,0.0001779048006959,3.5610954999978992e-09
14.4,0.39,0.44461773816574,0.2908235437512176,0.424498193255552,0.8087632122840402,0.8087632122840402,0.8087632122840402,0.0,0.1074074264709029,0.31143214686360643,0.7950921277359606,0.1981620938639441,0.20026372114813082,0.0396846783076986,0.039684678307698625,2.7755575615628914e-17,4.388865301973822e-05,4.388918527677359e-05,5.322570353685492e-10
15.2,0.39,0.4600914356264559,0.3014442407480813,0.42284018324323375,0.8094339590236094,0.8094339590236094,0.8094339590236094,0.0,0.1161901986479192,0.3226380950411735,0.7789644892311359,0.205104029139777,0.20342987185066808,0.0417242863639605,0.04172428636396052,2.0816681711721685e-17,1.209733243789101e-05,1.2097314421238845e-05,1.8016652165525832e-11
16.0,0.39,0.4760466013004638,0.3127055207762198,0.42025383183854315,0.8104813764534905,0.8104813764534904,0.8104813764534905,1.1102230246251565e-16,0.1245991237260836,0.33285771202960807,0.7916960385595462,0.2036891577435576,0.21357978028377328,0.0435038855570558,0.043503885557055866,6.245004513516506e-17,1.7711863218868906e-06,1.7711649311954063e-06,2.1390691484328913e-11
16.8,0.39,0.4911538066157465,0.3230784583082524,0.41886213179953374,0.8110455462011041,0.8110455462011041,0.8110455462011041,0.0,0.1326858033760381,0.3422610674663284,0.8002509168088998,0.1940657427146949,0.22214110335023662,0.0431099782091254,0.043109978209125474,7.632783294297951e-17,3.413551593437382e-07,3.413488897524144e-07,6.269591323788682e-12
17.6,0.39,0.4410367983505292,0.2876304861315658,0.42745169286002216,0.807569752807658,0.8075697528076581,0.807569752807658,-1.1102230246251565e-16,0.1070237670782771,0.31092929648788725,0.8070547292918159,0.2011363173486186,0.2026490981162355,0.0407600933091185,0.040760093309118485,-1.3877787807814457e-17,5.5585827916252447e-08,5.5590071944080996e-08,4.244027828549087e-12
18.4,0.39,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0942160330487811,0.2934342948281214,1.0,0.1999781067668977,0.2934342948281214,0.0586804347402074,0.0586804347402074,0.0,5.5585827916252447e-08,5.5590071944080996e-08,4.244027828549087e-12
19.200000000000003,0.39,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.1021732919162485,0.3044694702587371,1.0,0.1907155475682234,0.3044694702587371,0.0580670617382019,0.058067061738201954,5.551115123125783e-17,5.5585827916252447e-08,5.5590071944080996e-08,4.244027828549087e-12
20.0,0.39,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.110020904054865,0.3148270397844881,1.0,0.1978582751435992,0.3148270397844881,0.0622911350603241,0.0622911350603241,0.0,5.5585827916252447e-08,5.5590071944080996e-08,4.244027828549087e-12
4.0,0.5800000000000001,0.5356450572479634,0.3828319392326664,0.33587564316797797,0.8454063990812368,0.8454063990812368,0.8454063990812368,0.0,0.0771814943481594,0.26767767385469626,0.7378287946052653,0.2594822797956052,0.16696801358790636,0.0433252408187335,0.04332524081873352,2.0816681711721685e-17,2.4816946922020406,2.481694821821148,1.2961910744735405e-07
4.8,0.5800000000000001,0.5496746608125175,0.3964528123674694,0.32676955384061085,0.8492643482179081,0.8492643482179081,0.8492643482179081,0.0,0.0711178604801251,0.25767406620130606,0.751140556840512,0.2385972532567175,0.16437464034272306,0.0392193376908345,0.03921933769083454,4.163336342344337e-17,13.763800559808562,13.763803534805348,2.9749967858094806e-06
5.6,0.5800000000000001,0.5468235269197911,0.3979744128181384,0.31773841666217256,0.8531079310826908,0.8531079310826909,0.8531079310826908,-1.1102230246251565e-16,0.1092096338293002,0.31377884425076946,0.6963359975572991,0.2408620932557482,0.18640024781511308,0.0448967538721383,0.044896753872138345,4.85722573273506e-17,57.97746133528231,57.977390401291416,7.09339908908646e-05
6.4,0.5800000000000001,0.5249813542953385,0.3726556016746358,0.34270807311871954,0.8425232366357834,0.8425232366357835,0.8425232366357834,-1.1102230246251565e-16,0.1316552460415761,0.3410845234930134,0.7315829644608279,0.2348317398037009,0.2102361938787321,0.0493701311782508,0.04937013117825082,2.0816681711721685e-17,59.87824241195589,59.87746185614748,0.0007805558084115205
7.2,0.5800000000000001,0.5085809002029982,0.3470601178765843,0.3821262833064535,0.8260804264205998,0.8260804264205999,0.8260804264205998,-1.1102230246251565e-16,0.1406987183843505,0.35120411348378744,0.8498917943607538,0.2205935934157932,0.24657302432547618,0.0543924294753566,0.054392429475356587,-1.3877787807814457e-17,3.5314925386509124,3.531395095616055,9.744303485748063e-05
8.0,0.5800000000000001,0.5340456094429403,0.3605063293895042,0.392971732431408,0.8216129437133111,0.8216129437133111,0.8216129437133111,0.0,0.1520636193182569,0.3633075560105363,0.8602919835728869,0.2258410747793691,0.2567956004558927,0.0579949944055722,0.05799499440557225,4.85722573273506e-17,2.324652148280022,2.324543264773654,0.00010888350636806265
8.8,0.5800000000000001,0.4659139786380728,0.3128373898256255,0.39831748767027503,0.8194198051653919,0.8194198051653918,0.8194198051653919,1.1102230246251565e-16,0.115172233250979,0.32136821487248435,0.7806784651728916,0.2223372469819722,0.20558033836536388,0.0457081664657773,0.04570816646577732,2.0816681711721685e-17,1.58370003727443,1.583690532878821,9.504395609205574e-06
9.6,0.5800000000000001,0.4654103913734991,0.3110229143943203,0.4030529892624549,0.8174819183912112,0.8174819183912112,0.8174819183912112,0.0,0.1148568546515892,0.3209732984685203,0.7453861418589435,0.2103436369428326,0.19558177121069278,0.0411393810761781,0.04113938107617811,6.938893903907228e-18,0.9999999954198696,0.999999995419966,9.636735853746359e-14
10.4,0.5800000000000001,0.4844721640985175,0.3229405166056728,0.4055918296915858,0.8164448486968442,0.8164448486968443,0.8164448486968442,-1.1102230246251565e-16,0.1253376268973251,0.3337331239271595,0.7516331564479105,0.2165968878056446,0.2048010111990295,0.0443592616451587,0.04435926164515876,5.551115123125783e-17,0.4950631234831995,0.4950549773069242,8.14617627525882e-06
11.2,0.5800000000000001,0.5036498001505556,0.3353439105478855,0.4067245817029342,0.8159825648501831,0.815982564850183,0.8159825648501831,1.1102230246251565e-16,0.1353663151635882,0.3452926237866013,0.7609776816437596,0.2141961374641878,0.214407562696037,0.0459252717726018,0.045925271772601806,6.938893903907228e-18,0.1519945382581024,0.1519898733053547,4.664952747701623e-06
12.0,0.5800000000000001,0.5221459156266853,0.3475023919986574,0.40717553224224756,0.8157986017016878,0.8157986017016879,0.8157986017016878,-1.1102230246251565e-16,0.1446435501863265,0.3554793714957137,0.7756542550671517,0.2033633873147403,0.22493940369589066,0.0457444390761541,0.045744439076154136,3.469446951953614e-17,0.0381623166820766,0.0381608574166433,1.4592654332956645e-06
12.8,0.5800000000000001,0.4340747133918953,0.284087116454483,0.42393573075394975,0.8089906937597835,0.8089906937597835,0.8089906937597835,0.0,0.1006380909200492,0.3023840820031647,0.7646147300000984,0.2100711557195202,0.1870445728118068,0.0392926695816402,0.03929266958164021,1.3877787807814457e-17,0.0023614188389863,0.0023614590141993,4.0175213000120946e-08
13.6,0.5800000000000001,0.4287141058671819,0.2799049152984935,0.4263403196051111,0.8080186332269031,0.8080186332269031,0.8080186332269031,0.0,0.0980848135726996,0.2988704261474397,0.7877274793646933,0.2082773251008593,0.19023057232786644,0.0396207147568535,0.03962071475685357,6.938893903907228e-17,0.0001779207979586,0.0001779243592711,3.561312499999851e-09
14.4,0.5800000000000001,0.4446009015160165,0.2908026761632466,0.4245320808501668,0.8087495088801958,0.8087495088801958,0.8087495088801958,0.0,0.1074074264709029,0.31143214686360643,0.7951315197700586,0.1981620938639441,0.20027024964407764,0.0396859720081252,0.03968597200812523,2.7755575615628914e-17,4.386484965022112e-05,4.386538185704677e-05,5.32206825647457e-10
15.2,0.5800000000000001,0.4601552854202659,0.3015134153076025,0.4227494991241369,0.8094706612584511,0.809470661258451,0.8094706612584511,1.1102230246251565e-16,0.1161901986479192,0.3226380950411735,0.7789194344407162,0.205104029139777,0.2034273292065056,0.0417237648573981,0.04172376485739813,2.7755575615628914e-17,1.2107313353655313e-05,1.210729519908415e-05,1.8154571162359856e-11
16.0,0.5800000000000001,0.4760490655578193,0.3127084632839413,0.420249598537704,0.8104830919610515,0.8104830919610515,0.8104830919610515,0.0,0.1245991237260836,0.33285771202960807,0.791679605354499,0.2036891577435576,0.21357579908109234,0.043503074629235,0.04350307462923498,-2.0816681711721685e-17,1.7716745597687972e-06,1.7716531575487271e-06,2.1402220070091473e-11
16.8,0.5800000000000001,0.4911538066157465,0.3230784583082524,0.41886213179953374,0.8110455462011041,0.8110455462011041,0.8110455462011041,0.0,0.1326858033760381,0.3422610674663284,0.8002509168088998,0.1940657427146949,0.22214110335023662,0.0431099782091254,0.043109978209125474,7.632783294297951e-17,3.413551593437382e-07,3.4134888975241425e-07,6.2695913239475004e-12
17.6,0.5800000000000001,0.4410367983505291,0.2876304861315658,0.42745169286002205,0.8075697528076581,0.8075697528076582,0.8075697528076581,-1.1102230246251565e-16,0.1070237670782771,0.31092929648788725,0.8070547292918159,0.2011363173486186,0.20264909811623552,0.0407600933091185,0.04076009330911849,-6.938893903907228e-18,5.5585827916252447e-08,5.5590071944080996e-08,4.244027828549087e-12
18.4,0.5800000000000001,0.4179237790947546,0.2712877898789954,0.43211885655718146,0.8056874198342772,0.8056874198342772,0.8056874198342772,0.0,0.0942160330487811,0.2934342948281214,0.8370590634547069,0.1999781067668977,0.19789442331333512,0.0395745521139277,0.03957455211392778,8.326672684688674e-17,5.5585827916252447e-08,5.5590071944080996e-08,4.244027828549087e-12
19.200000000000003,0.5800000000000001,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.1021732919162485,0.3044694702587371,1.0,0.1907155475682234,0.3044694702587371,0.0580670617382019,0.058067061738201954,5.551115123125783e-17,5.5585827916252447e-08,5.5590071944080996e-08,4.244027828549087e-12
20.0,0.5800000000000001,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.110020904054865,0.3148270397844881,1.0,0.1978582751435992,0.3148270397844881,0.0622911350603241,0.0622911350603241,0.0,5.5585827916252447e-08,5.5590071944080996e-08,4.244027828549087e-12
4.0,0.77,0.5364584592089878,0.3835708045628055,0.3354648987777554,0.8455800398790628,0.8455800398790628,0.8455800398790628,0.0,0.0771814943481594,0.26767767385469626,0.7376718451657012,0.2594822797956052,0.1669667833057667,0.0433249215823191,0.043324921582319126,2.7755575615628914e-17,2.518787195135122,2.518787327683288,1.3254816622065846e-07
4.8,0.77,0.5497110230148701,0.3964740029090691,0.3267822549569517,0.8492589549323879,0.8492589549323879,0.8492589549323879,0.0,0.0711178604801251,0.25767406620130606,0.7511480361088653,0.2385972532567175,0.16437523317863584,0.0392194791398549,0.03921947913985497,6.938893903907228e-17,13.776081923339817,13.776084903260022,2.979920205703479e-06
5.6,0.77,0.5468249482554217,0.3979739676089307,0.3177421346058121,0.8531063451805618,0.8531063451805618,0.8531063451805618,0.0,0.1092096338293002,0.31377884425076946,0.6963371902213304,0.2408620932557482,0.1864002205629535,0.0448967473081261,0.044896747308126136,3.469446951953614e-17,57.980458397525034,57.98038745793673,7.09395883049524e-05
6.4,0.77,0.5249814217903723,0.372655496103476,0.34270848497945783,0.8425230631346802,0.8425230631346802,0.8425230631346802,0.0,0.1316552460415761,0.3410845234930134,0.731583096486451,0.2348317398037009,0.21023618852513115,0.0493701299210554,0.0493701299210554,0.0,59.8783947891123,59.8776142299443,0.0007805591679996837
7.2,0.77,0.5085809080850586,0.3470601122559025,0.38212631499972277,0.8260804133300051,0.8260804133300051,0.8260804133300051,0.0,0.1406987183843505,0.35120411348378744,0.8498918037475652,0.2205935934157932,0.246573023141452,0.0543924292141684,0.054392429214168425,2.7755575615628914e-17,3.5314928451253484,3.5313954020740854,9.744305126302422e-05
8.0,0.77,0.5340456101511604,0.3605063289677364,0.39297173492748133,0.821612942687908,0.821612942687908,0.821612942687908,0.0,0.1520636193182569,0.3633075560105363,0.8602919839697152,0.2258410747793691,0.2567956002538549,0.0579949943599438,0.05799499435994381,1.3877787807814457e-17,2.3246521452663034,2.3245432617595645,0.00010888350673887714
8.8,0.77,0.4659139786019265,0.3128373896945197,0.3983174880117796,0.8194198050254741,0.8194198050254742,0.8194198050254741,-1.1102230246251565e-16,0.115172233250979,0.32136821487248435,0.7806784654028776,0.2223372469819722,0.205580338390824,0.045708166471438,0.04570816647143806,5.551115123125783e-17,1.5837000336960363,1.5836905293005572,9.504395479087435e-06
9.6,0.77,0.4654103914947826,0.311022914588276,0.40305298889944363,0.8174819185395888,0.8174819185395887,0.8174819185395888,1.1102230246251565e-16,0.1148568546515892,0.3209732984685203,0.7453861416667333,0.2103436369428326,0.195581771195758,0.0411393810730366,0.04113938107303667,6.938893903907228e-17,0.9999999984724536,0.9999999984724866,3.297362383136715e-14
10.4,0.77,0.4844721655900466,0.3229405186741047,0.4055918263652605,0.8164448500547248,0.8164448500547248,0.8164448500547248,0.0,0.1253376268973251,0.3337331239271595,0.7516331556517288,0.2165968878056446,0.20480101132270753,0.044359261671947,0.04435926167194704,3.469446951953614e-17,0.4950631308746212,0.4950549846980895,8.14617653172034e-06
11.2,0.77,0.5036498085520432,0.3353439250232999,0.40672455521826595,0.8159825756556969,0.8159825756556969,0.8159825756556969,0.0,0.1353663151635882,0.3452926237866013,0.7609776712314688,0.2141961374641878,0.21440756260160188,0.0459252717523741,0.04592527175237417,6.938893903907228e-17,0.1519945670560112,0.1519899021016315,4.6649543797017134e-06
12.0,0.77,0.5221458496995938,0.3475022951774468,0.4071756846007332,0.8157985395547704,0.8157985395547704,0.8157985395547704,0.0,0.1446435501863265,0.3554793714957137,0.7756543300830179,0.2033633873147403,0.22493940831474546,0.0457444400154601,0.045744440015460096,-6.938893903907228e-18,0.0381622662330589,0.0381608069707761,1.4592622828019097e-06
12.8,0.77,0.4340747990224953,0.284087158384006,0.4239357804316193,0.8089906736653976,0.8089906736653976,0.8089906736653976,0.0,0.1006380909200492,0.3023840820031647,0.7646146093198319,0.2100711557195202,0.18704453864431858,0.0392926624040364,0.03929266240403646,6.245004513516506e-17,0.0023614247094516,0.0023614648847207,4.01752691002108e-08
13.6,0.77,0.4287147039070741,0.2799056182615367,0.426339203134154,0.8080190842916974,0.8080190842916976,0.8080190842916974,-1.1102230246251565e-16,0.0980848135726996,0.2988704261474397,0.7877275336842966,0.2082773251008593,0.19023069163915504,0.0396207396066896,0.03962073960668961,6.938893903907228e-18,0.0001779199072693,0.0001779234685682,3.561298900011745e-09
14.4,0.77,0.4446080098107882,0.290811961808576,0.4245161381809065,0.8087559557188579,0.8087559557188579,0.8087559557188579,0.0,0.1074074264709029,0.31143214686360643,0.795117282520981,0.1981620938639441,0.20026826009862386,0.0396855777556322,0.039685577755632265,6.245004513516506e-17,4.387274034038221e-05,4.3873272558310704e-05,5.322179284943432e-10
15.2,0.77,0.4601608236878485,0.3015308934471568,0.4227035683481482,0.8094892512797196,0.8094892512797196,0.8094892512797196,0.0,0.1161901986479192,0.3226380950411735,0.7788966303240136,0.205104029139777,0.20342604524933108,0.0417235015126084,0.04172350151260839,-1.3877787807814457e-17,1.2110958687112618e-05,1.2110940464782224e-05,1.8222330394761818e-11
16.0,0.77,0.4755164616324404,0.3120941395491134,0.42109662939035714,0.8101399125448471,0.8101399125448472,0.8101399125448471,-1.1102230246251565e-16,0.1245991237260836,0.33285771202960807,0.7924674402241747,0.2036891577435576,0.21369781417593056,0.0435279277811346,0.04352792778113458,-2.0816681711721685e-17,1.7489009450080958e-06,1.7488800989123886e-06,2.0846095707120787e-11
