mode,D,slice_p95_abs_delta_mu,slice_max_abs_delta_mu,slice_acceptance_mismatch
fullwidthrefamp_pointamp2_widthboost_base,5.627118644067797,0.7462097772046619,0.7465120744269242,0.0
fullwidthrefamp_pointamp2_widthboost_base,5.898305084745763,30.5441365739224,30.545371906720547,0.0
fullwidthrefamp_pointamp2_widthboost_base,6.169491525423728,14.878580923982113,14.880557200255495,0.0
fullwidthrefamp_pointamp2_widthboost_base,6.4406779661016955,4.945901113623762,4.945935673403682,0.0
fullwidthrefamp_pointamp2_widthboost_base,6.711864406779661,2.603194387471895,2.6032105963583376,0.0
fullwidthrefamp_pointamp3_widthboost_candidate,5.627118644067797,0.745827655999804,0.7461299379789139,0.0
fullwidthrefamp_pointamp3_widthboost_candidate,5.898305084745763,30.54817334176375,30.54940848483986,0.0
fullwidthrefamp_pointamp3_widthboost_candidate,6.169491525423728,25.799935475968283,25.80152930534453,0.0
fullwidthrefamp_pointamp3_widthboost_candidate,6.4406779661016955,17.529569136453958,17.52959497791008,0.0
fullwidthrefamp_pointamp3_widthboost_candidate,6.711864406779661,0.8025415763576937,0.8025603096153837,0.0
