width_peak,refamp_peak,D,eta,width_beta_eff,refamp_beta_eff,base_mu,cur_mu,mu_joint,delta_mu_joint,delta_log_mu_joint,delta_log_width_joint,delta_log_refamp_joint,acceptance_mismatch_joint
0.0,0.0,5.627118644067797,0.2,0.0,0.0,57.55476169799803,58.29525916150112,58.29525916150112,0.7404974635030896,0.01278390012920209,-0.08031577875819852,0.034036785145096386,0.0
0.0,0.25,5.627118644067797,0.2,0.0,0.0997019113470463,57.55476169799803,58.29525916150112,58.692258585216614,1.1374968872185818,0.01957096519935147,-0.08031577875819852,0.03064325261002169,0.0
0.0,0.5,5.627118644067797,0.2,0.0,0.1994038226940926,57.55476169799803,58.29525916150112,59.09196163431599,1.5371999363179611,0.026358030269500808,-0.08031577875819852,0.027249720074946967,0.0
0.0,0.75,5.627118644067797,0.2,0.0,0.2991057340411389,57.55476169799803,58.29525916150112,59.494386720892045,1.9396250228940133,0.033145095339650044,-0.08031577875819852,0.023856187539872387,0.0
0.0,1.0,5.627118644067797,0.2,0.0,0.3988076453881852,57.55476169799803,58.29525916150112,59.89955238242664,2.3447906844286095,0.03993216040979944,-0.08031577875819852,0.02046265500479782,0.0
0.25,0.0,5.627118644067797,0.2,0.0997019113470463,0.0,57.55476169799803,58.29525916150112,57.83031594013464,0.2755542421366073,0.0047762634756830236,-0.07230814210467953,0.034036785145096386,0.0
0.25,0.25,5.627118644067797,0.2,0.0997019113470463,0.0997019113470463,57.55476169799803,58.29525916150112,58.22414903105398,0.6693873330559512,0.011563328545832514,-0.07230814210467953,0.03064325261002169,0.0
0.25,0.5,5.627118644067797,0.2,0.0997019113470463,0.1994038226940926,57.55476169799803,58.29525916150112,58.62066418415786,1.0659024861598283,0.01835039361598194,-0.07230814210467953,0.027249720074946967,0.0
0.25,0.75,5.627118644067797,0.2,0.0997019113470463,0.2991057340411389,57.55476169799803,58.29525916150112,59.01987966469042,1.4651179666923895,0.02513745868613109,-0.07230814210467953,0.023856187539872387,0.0
0.25,1.0,5.627118644067797,0.2,0.0997019113470463,0.3988076453881852,57.55476169799803,58.29525916150112,59.421813862284885,1.8670521642868536,0.03192452375628047,-0.07230814210467953,0.02046265500479782,0.0
0.5,0.0,5.627118644067797,0.2,0.1994038226940926,0.0,57.55476169799803,58.29525916150112,57.36908094825722,-0.18568074974081128,-0.0032313731778357236,-0.0643005054511607,0.034036785145096386,0.0
0.5,0.25,5.627118644067797,0.2,0.1994038226940926,0.0997019113470463,57.55476169799803,58.29525916150112,57.75977295997721,0.2050112619791804,0.0035556918923136853,-0.0643005054511607,0.03064325261002169,0.0
0.5,0.5,5.627118644067797,0.2,0.1994038226940926,0.1994038226940926,57.55476169799803,58.29525916150112,58.15312564266314,0.5983639446651097,0.010342756962463045,-0.0643005054511607,0.027249720074946967,0.0
0.5,0.75,5.627118644067797,0.2,0.1994038226940926,0.2991057340411389,57.55476169799803,58.29525916150112,58.54915711588177,0.9943954178837373,0.01712982203261227,-0.0643005054511607,0.023856187539872387,0.0
0.5,1.0,5.627118644067797,0.2,0.1994038226940926,0.3988076453881852,57.55476169799803,58.29525916150112,58.94788562259682,1.3931239245987896,0.023916887102761557,-0.0643005054511607,0.02046265500479782,0.0
0.75,0.0,5.627118644067797,0.2,0.2991057340411389,0.0,57.55476169799803,58.29525916150112,56.911524610287756,-0.6432370877102755,-0.011239009831354826,-0.05629286879764178,0.034036785145096386,0.0
0.75,0.25,5.627118644067797,0.2,0.2991057340411389,0.0997019113470463,57.55476169799803,58.29525916150112,57.29910059499108,-0.25566110300695044,-0.004451944761205207,-0.05629286879764178,0.03064325261002169,0.0
0.75,0.5,5.627118644067797,0.2,0.2991057340411389,0.1994038226940926,57.55476169799803,58.29525916150112,57.68931603005084,0.13455433205280798,0.0023351203089440847,-0.05629286879764178,0.027249720074946967,0.0
0.75,0.75,5.627118644067797,0.2,0.2991057340411389,0.2991057340411389,57.55476169799803,58.29525916150112,58.08218889051829,0.5274271925202569,0.009122185379093222,-0.05629286879764178,0.023856187539872387,0.0
0.75,1.0,5.627118644067797,0.2,0.2991057340411389,0.3988076453881852,57.55476169799803,58.29525916150112,58.47773727385746,0.9229755758594251,0.015909250449242646,-0.05629286879764178,0.02046265500479782,0.0
1.0,0.0,5.627118644067797,0.2,0.3988076453881852,0.0,57.55476169799803,58.29525916150112,56.45761758653001,-1.097144111468019,-0.019246646484873235,-0.04828523214412339,0.034036785145096386,0.0
1.0,0.25,5.627118644067797,0.2,0.3988076453881852,0.0997019113470463,57.55476169799803,58.29525916150112,56.84210239659162,-0.7126593014064113,-0.012459581414723735,-0.04828523214412339,0.03064325261002169,0.0
1.0,0.5,5.627118644067797,0.2,0.3988076453881852,0.1994038226940926,57.55476169799803,58.29525916150112,57.22920560564856,-0.3255560923494727,-0.00567251634457448,-0.04828523214412339,0.027249720074946967,0.0
1.0,0.75,5.627118644067797,0.2,0.3988076453881852,0.2991057340411389,57.55476169799803,58.29525916150112,57.61894504538917,0.06418334739113618,0.0011145487255746767,-0.04828523214412339,0.023856187539872387,0.0
1.0,1.0,5.627118644067797,0.2,0.3988076453881852,0.3988076453881852,57.55476169799803,58.29525916150112,58.011338668938244,0.4565769709402119,0.007901613795724207,-0.04828523214412339,0.02046265500479782,0.0
0.0,0.0,5.627118644067797,0.39,0.0,0.0,57.55746140292986,58.29825936823605,58.29825936823605,0.7407979653061929,0.012788458894877688,-0.08032033752387445,0.034036785145096386,0.0
0.0,0.25,5.627118644067797,0.39,0.0,0.0997019113470463,57.55746140292986,58.29825936823605,58.6952792238076,1.1378178208777427,0.019575523965027073,-0.08032033752387445,0.03064325261002169,0.0
0.0,0.5,5.627118644067797,0.39,0.0,0.1994038226940926,57.55746140292986,58.29825936823605,59.09500284390706,1.5375414409772006,0.026362589035176482,-0.08032033752387445,0.027249720074946967,0.0
0.0,0.75,5.627118644067797,0.39,0.0,0.2991057340411389,57.55746140292986,58.29825936823605,59.49744864157475,1.939987238644889,0.03314965410532564,-0.08032033752387445,0.023856187539872387,0.0
0.0,1.0,5.627118644067797,0.39,0.0,0.3988076453881852,57.55746140292986,58.29825936823605,59.90263515524662,2.345173752316761,0.03993671917547488,-0.08032033752387445,0.02046265500479782,0.0
0.25,0.0,5.627118644067797,0.39,0.0997019113470463,0.0,57.55746140292986,58.29825936823605,57.833265931991725,0.27580452906186537,0.004780367723707197,-0.07231224635270403,0.034036785145096386,0.0
0.25,0.25,5.627118644067797,0.39,0.0997019113470463,0.0997019113470463,57.55746140292986,58.29825936823605,58.227119112796316,0.6696577098664562,0.011567432793856742,-0.07231224635270403,0.03064325261002169,0.0
0.25,0.5,5.627118644067797,0.39,0.0997019113470463,0.1994038226940926,57.55746140292986,58.29825936823605,58.623654492600565,1.0661930896707048,0.018354497864006142,-0.07231224635270403,0.027249720074946967,0.0
0.25,0.75,5.627118644067797,0.39,0.0997019113470463,0.2991057340411389,57.55746140292986,58.29825936823605,59.02289033758035,1.4654289346504896,0.02514156293415521,-0.07231224635270403,0.023856187539872387,0.0
0.25,1.0,5.627118644067797,0.39,0.0997019113470463,0.3988076453881852,57.55746140292986,58.29825936823605,59.42484503830696,1.8673836353771023,0.03192862800430468,-0.07231224635270403,0.02046265500479782,0.0
0.5,0.0,5.627118644067797,0.39,0.1994038226940926,0.0,57.55746140292986,58.29825936823605,57.37198133539539,-0.18548006753447055,-0.003227723447462116,-0.06430415518153454,0.034036785145096386,0.0
