D,eta,parent_blockdet_k11,parent_blockdet_k_bg,parent_blockdet_k22,parent_blockdet_c_parent,parent_blockdet_det_ratio,parent_blockdet_schur_norm,parent_blockdet_action,parent_blockdet_action_residual,parent_blockdet_coeff_share,parent_blockdet_tree_share,eymh_parented_prefactor_diag
19.200000000000003,0.2,1.0,1.2685122027208124,1.2685122027208124,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0580670617382019
20.0,0.2,1.0,1.3261537967964965,1.3261537967964965,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0622911350603241
4.0,0.39,1.3997530765888655,1.052928468881864,1.9332909404243455,0.5932348662313136,2.5700985601368327,1.8361085273697313,0.9439442484195713,3.3306690738754696e-16,0.35626664155586707,0.6437333584441333,0.0433256378659887
4.8,0.39,1.386464393680802,1.3330127461264274,2.362656094939313,0.6308093947512533,2.457394769603804,1.7724182321623734,0.8991017520221964,0.0,0.3634259462717759,0.6365740537282243,0.0392191959549454
5.6,0.39,1.3740116859662583,1.0489632309804584,2.1633364068573693,0.645591659104497,2.833702284225877,2.062356756618928,1.0415840843126125,0.0,0.30504949491786243,0.6949505050821375,0.044896760436053
6.4,0.39,1.4087568675125235,1.2368422574530327,2.3109327295705353,0.6626023368565779,2.6321403020672403,1.868413466345598,0.967797318298893,0.0,0.35411098458127915,0.6458890154187209,0.0493701324354692
7.2,0.39,1.4653970822022533,1.5397550802947837,2.1316916444890017,0.5248671735066082,2.028747789805028,1.3844355324879933,0.707418750409239,-1.1102230246251565e-16,0.540169809456593,0.45983019054340707,0.0543924297365417
8.0,0.39,1.4813765101636158,1.5891268740470006,2.147171927348574,0.5182950706618581,2.001583453407031,1.3511645686794096,0.6939385940132025,0.0,0.566291792025898,0.43370820797410203,0.0579949944510229
8.8,0.39,1.4893167943415895,1.1526414316992488,1.8912538587370007,0.601178397032839,2.443670734642903,1.6407998244075555,0.8935013082737288,1.1102230246251565e-16,0.4457939611567249,0.5542060388432754,0.0457081664626894
9.6,0.39,1.4963861801266944,1.1066533286499558,1.9918148549829118,0.6628589207754019,2.6932772397689604,1.7998543928953747,0.9907587568295578,-2.220446049250313e-16,0.40681244072484296,0.5931875592751569,0.0411393810710699
10.4,0.39,1.500190095454452,1.191089660939199,2.108300906037449,0.6773329906608643,2.6554274133998055,1.7700606219476456,0.9766056260686921,2.220446049250313e-16,0.41530769386843336,0.5846923061315669,0.0443592616336688
11.2,0.39,1.501890423104039,1.263616892757297,2.1820845183728226,0.678947792711294,2.5935486137705457,1.7268560834220628,0.9530270590988617,0.0,0.4267712997291666,0.5732287002708333,0.0459252722558148
12.0,0.39,1.5025679899633055,1.324701506182844,2.2018187971975363,0.663936046549149,2.497455033399713,1.6621244762845666,0.9152722267337264,0.0,0.44486834160802563,0.5551316583919745,0.0457444417491334
12.8,0.39,1.5279656298691038,1.114287005200122,1.905947160197134,0.6465054929196424,2.6135293147431247,1.7104634185829286,0.9607015357687806,-1.1102230246251565e-16,0.4412787751098329,0.5587212248901673,0.0392926809931249
13.6,0.39,1.5316503535312396,1.1152775579450587,1.7973070669781106,0.6021637896753339,2.4683057458929256,1.6115334287634346,0.9035319824434519,2.220446049250313e-16,0.471865772091167,0.5281342279088331,0.0396210022414701
14.4,0.39,1.528823053425428,1.195999582362392,1.8918910426641384,0.6066328765319676,2.4183676008321613,1.5818492502540766,0.8830927674500044,0.0,0.4806949042073143,0.5193050957926857,0.0396846783076986
15.2,0.39,1.5262903497000526,1.2635129579283289,2.08230518448267,0.6564468350483296,2.515369777779965,1.648028357300619,0.9224198216823634,1.1102230246251565e-16,0.45840318399926955,0.5415968160007306,0.0417242863639605
16.0,0.39,1.522347926953087,1.3217878591111365,2.108845750133697,0.6411848857916905,2.4288292057234955,1.5954494782179598,0.8874093329012805,-2.220446049250313e-16,0.4735738246797253,0.5264261753202745,0.0435038855570558
16.8,0.39,1.5202307488638929,1.3729068193667717,2.143821891994659,0.6332880273174822,2.373871201106751,1.5615203171497523,0.864522040758959,-2.220446049250313e-16,0.4845013915802736,0.5154986084197263,0.0431099782091254
17.6,0.39,1.53334510636259,1.2679119024066776,1.946628624197221,0.6016562491767586,2.3541489508478253,1.5353027450111023,0.8561792824725557,0.0,0.4992548892628967,0.5007451107371033,0.0407600933091185
18.4,0.39,1.0,1.20297833384972,1.20297833384972,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0586804347402074
19.200000000000003,0.39,1.0,1.2685122027208124,1.2685122027208124,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0580670617382019
20.0,0.39,1.0,1.3261537967964965,1.3261537967964965,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0622911350603241
4.0,0.5800000000000001,1.399165018262556,1.052928468881864,1.9341389375072109,0.5930837991397101,2.5701456668688705,1.8369138974474974,0.9439625770164078,2.220446049250313e-16,0.35581457501163194,0.6441854249883684,0.0433252408187335
4.8,0.5800000000000001,1.3864819309265684,1.3330127461264274,2.3626091336285877,0.6308093213617363,2.4573770079370503,1.7723830027087453,0.8990945241517855,-1.1102230246251565e-16,0.3634429362684512,0.6365570637315486,0.0392193376908345
5.6,0.5800000000000001,1.3740167943150456,1.0489632309804584,2.163328996517532,0.645593921378298,2.8337031128016523,2.0623496921769924,1.0415843767130029,-2.220446049250313e-16,0.3050529786793469,0.6949470213206528,0.0448967538721383
6.4,0.5800000000000001,1.408757447724341,1.2368422574530327,2.31093189548469,0.6626025498509506,2.632140436123003,1.8684127919784017,0.9677973692292174,2.220446049250313e-16,0.35411139151128557,0.6458886084887147,0.0493701311782508
7.2,0.5800000000000001,1.4653971286434333,1.5397550802947837,2.131691597403891,0.52486717881934,2.028747809288574,1.3844355019083825,0.7074187600129689,1.1102230246251565e-16,0.5401698469227026,0.4598301530772976,0.0543924294753566
8.0,0.5800000000000001,1.4813765138251926,1.5891268740470006,2.1471719254068047,0.5182950717313286,2.001583456544316,1.3511645674575001,0.6939385955806039,-4.440892098500626e-16,0.5662917943087119,0.43370820569128754,0.0579949944055722
8.8,0.5800000000000001,1.489316794574241,1.1526414316992488,1.891253858186028,0.6011783969515314,2.443670734312731,1.6407998239295467,0.8935013081386156,-5.551115123125783e-16,0.44579396139896954,0.55420603860103,0.0457081664657773
9.6,0.5800000000000001,1.4963861819629267,1.1066533286499558,1.991814852044094,0.6628589209010497,2.6932772391001225,1.7998543902397843,0.9907587565812218,1.1102230246251565e-16,0.40681244206536865,0.5931875579346314,0.0411393810761781
10.4,0.5800000000000001,1.5001900944194106,1.191089660939199,2.1083009063998626,0.6773329900938788,2.655427412024183,1.7700606222519162,0.9766056255506502,0.0,0.4153076933822663,0.5846923066177339,0.0443592616451587
11.2,0.5800000000000001,1.5018904005970815,1.263616892757297,2.1820845969915874,0.6789478065460037,2.5935486683477555,1.7268561456393101,0.9530270801423111,-1.1102230246251565e-16,0.4267712745814105,0.5732287254185895,0.0459252717726018
12.0,0.5800000000000001,1.5025678316156819,1.324701506182844,2.2018192865527517,0.6639361271628954,2.4974553252666953,1.6621248456924773,0.9152723435994803,3.3306690738754696e-16,0.444868169665166,0.5551318303348345,0.0457444390761541
12.8,0.5800000000000001,1.5279633895732954,1.114287005200122,1.9059510617543045,0.6465057143612044,2.613530832800032,1.710466919976333,0.9607021166141753,-2.220446049250313e-16,0.4412769821388925,0.5587230178611073,0.0392926695816402
13.6,0.5800000000000001,1.5316419342261165,1.1152775579450587,1.7973430290815122,0.6021748968064274,2.4683415656659777,1.611565673744198,0.9035464942247448,-2.220446049250313e-16,0.4718521098030675,0.5281478901969323,0.0396207147568535
14.4,0.5800000000000001,1.5288748624391366,1.195999582362392,1.8917035929440424,0.6065808791041192,2.4182099334225384,1.5816925196641498,0.8830275695249998,1.1102230246251565e-16,0.4807687726879605,0.5192312273120396,0.0396859720081252
15.2,0.5800000000000001,1.5261519456798223,1.2635129579283289,2.0825460836896115,0.656457060816262,2.5154326575343906,1.6482190155803225,0.9224448195848799,2.220446049250313e-16,0.45829245299939286,0.5417075470006073,0.0417237648573981
16.0,0.5800000000000001,1.5223414824099712,1.3217878591111365,2.1089332993242156,0.6412165906409075,2.4289197567270406,1.5955157136504576,0.8874466139564589,-3.3306690738754696e-16,0.4735491599479163,0.5264508400520834,0.043503074629235
16.8,0.5800000000000001,1.5202307488638929,1.3729068193667717,2.1438218919946594,0.6332880273174825,2.373871201106752,1.5615203171497525,0.8645220407589593,1.1102230246251565e-16,0.4845013915802736,0.5154986084197264,0.0431099782091254
17.6,0.5800000000000001,1.5333451063625898,1.2679119024066776,1.946628624197221,0.6016562491767584,2.354148950847825,1.5353027450111023,0.8561792824725556,2.220446049250313e-16,0.4992548892628968,0.5007451107371035,0.0407600933091185
18.4,0.5800000000000001,1.5405182049703174,1.20297833384972,1.7169023663713,0.5270534086311096,2.198642550017877,1.4272097161359025,0.7878401472082655,-2.220446049250313e-16,0.5484854485880253,0.45151455141197433,0.0395745521139277
19.200000000000003,0.5800000000000001,1.0,1.2685122027208124,1.2685122027208124,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0580670617382019
20.0,0.5800000000000001,1.0,1.3261537967964965,1.3261537967964965,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0622911350603241
4.0,0.77,1.3985904370913835,1.052928468881864,1.9349620523317437,0.5929335136055026,2.5701835428571025,1.8376956360449985,0.9439773138111489,2.220446049250313e-16,0.35537389921307816,0.6446261007869222,0.0433249215823191
4.8,0.77,1.3864995409067105,1.3330127461264274,2.3625620843150017,0.6308092790619773,2.4573592824112978,1.7723477072370983,0.8990873109363836,0.0,0.36345997878294345,0.6365400212170564,0.0392194791398549
5.6,0.77,1.3740219028415432,1.0489632309804584,2.163321585962678,0.6455961836766244,2.833703941390105,2.0623426275300774,1.0415846691177815,0.0,0.3050564625484921,0.6949435374515079,0.0448967473081261
6.4,0.77,1.408758027936343,1.2368422574530327,2.310931061397086,0.6626027628441317,2.6321405701763254,1.8684121176097839,0.967797420158612,2.220446049250313e-16,0.3541117984415494,0.6458882015584508,0.0493701299210554
7.2,0.77,1.46539717508666,1.5397550802947837,2.131691550316045,0.5248671841320092,2.028747828772348,1.3844354713269957,0.7074187696168112,-2.220446049250313e-16,0.5401698843906979,0.45983011560930176,0.0543924292141684
8.0,0.77,1.481376517522817,1.5891268740470006,2.147171923425947,0.5182950728020532,2.0015834596938684,1.351164566210993,0.6939385971541344,0.0,0.5662917966215911,0.433708203378409,0.0579949943599438
8.8,0.77,1.4893167950828494,1.1526414316992488,1.891253857071711,0.6011783968104838,2.443670733707458,1.6407998229627958,0.8935013078909255,1.1102230246251565e-16,0.445793961904759,0.5542060380952409,0.045708166471438
9.6,0.77,1.4963861814197217,1.1066533286499558,1.991814853071339,0.6628589209229896,2.6932772395114455,1.7998543911680291,0.9907587567339439,1.1102230246251565e-16,0.4068124416362626,0.5931875583637374,0.0411393810730366
10.4,0.77,1.5001900894292903,1.191089660939199,2.108300910866378,0.6773329883643842,2.6554274088169914,1.770060626001857,0.9766056243428628,-3.3306690738754696e-16,0.41530769048987864,0.5846923095101212,0.044359261671947
11.2,0.77,1.501890360820013,1.263616892757297,2.182084656705559,0.67894780171199,2.5935486706323956,1.7268561928956991,0.9530270810232045,1.1102230246251565e-16,0.4267712463968933,0.5732287536031068,0.0459252717523741
12.0,0.77,1.5025680605446587,1.324701506182844,2.2018188606636238,0.6639361171916071,2.497455222702334,1.6621245241942937,0.9152723025319335,1.1102230246251565e-16,0.44486835608851727,0.5551316439114827,0.0457444400154601
12.8,0.77,1.5279634654789576,1.114287005200122,1.9059516633925608,0.6465060064968418,2.6135317876292166,1.7104674599074758,0.9607024819548088,-2.220446049250313e-16,0.44127686603765953,0.5587231339623403,0.0392926624040364
13.6,0.77,1.531640224193335,1.1152775579450587,1.797342781201496,0.6021738189314854,2.468338469415651,1.611565451485609,0.9035452398390829,-1.1102230246251565e-16,0.47185152921627144,0.5281484707837286,0.0396207396066896
14.4,0.77,1.5288504882871594,1.195999582362392,1.8917713386639552,0.6065964334353576,2.418257980601605,1.5817491632624519,0.8830474382308083,-1.1102230246251565e-16,0.4807399011670624,0.5192600988329377,0.0396855777556322
15.2,0.77,1.5260818499464686,1.2635129579283289,2.0826680288034676,0.6564621962299303,2.5154644107742086,1.648315528333192,0.922457442876268,1.1102230246251565e-16,0.4582363897787389,0.5417636102212613,0.0417235015126084
16.0,0.77,1.5236314988785928,1.3217878591111365,2.1047421736893304,0.6402964479801844,2.4261468667201824,1.5923449131275178,0.8863043473210368,1.1102230246251565e-16,0.4751151572968961,0.5248848427031041,0.0435279277811346
16.8,0.77,1.5194669644667653,1.3729068193667717,2.1595748556871803,0.6392558618193451,2.390113155693436,1.5729944852945263,0.8713407103010825,3.3306690738754696e-16,0.48013318686636863,0.5198668131336318,0.0429632521227347
17.6,0.77,1.5333451063625898,1.2679119024066776,1.946628624197221,0.6016562491767584,2.354148950847825,1.5353027450111023,0.8561792824725556,2.220446049250313e-16,0.4992548892628968,0.5007451107371035,0.0407600933091185
18.4,0.77,1.5405182049703174,1.20297833384972,1.7169023663713,0.5270534086311096,2.198642550017877,1.4272097161359025,0.7878401472082655,-2.220446049250313e-16,0.5484854485880253,0.45151455141197433,0.0395745521139277
19.200000000000003,0.77,1.0,1.2685122027208124,1.2685122027208124,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0580670617382019
20.0,0.77,1.0,1.3261537967964965,1.3261537967964965,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0622911350603241
4.0,0.96,1.39802939410856,1.052928468881864,1.9357604393286545,0.5927841717662526,2.5702125776956204,1.838453889830043,0.9439886105430884,0.0,0.35494461021784923,0.6450553897821508,0.0433246768679975
4.8,0.96,1.3865172235501486,1.3330127461264274,2.362514947106275,0.6308092678151597,2.4573415930014244,1.772312345828242,0.8990801123660853,-3.3306690738754696e-16,0.3634770737604495,0.6365229262395503,0.0392196203021978
5.6,0.96,1.374027011545763,1.0489632309804584,2.163314175192763,0.6455984459994676,2.833704769991194,2.0623355626781397,1.041584961526934,-2.220446049250313e-16,0.3050599465253089,0.6949400534746909,0.0448967407440167
6.4,0.96,1.4087586081465788,1.2368422574530327,2.310930227310061,0.662602975835261,2.632140704226224,1.8684114432416337,0.9677974710867033,0.0,0.35411220537077653,0.6458877946292235,0.0493701286638921
7.2,0.96,1.4653972215307436,1.5397550802947837,2.1316915032270853,0.5248671894446635,2.0287478482562453,1.3844354407448853,0.7074187792207141,-1.1102230246251565e-16,0.5401699218594717,0.45983007814052845,0.0543924289529786
8.0,0.96,1.481376521205199,1.5891268740470006,2.14717192146711,0.5182950738747982,2.001583462843354,1.3511645649783433,0.6939385987276314,1.1102230246251565e-16,0.5662917989196699,0.43370820108033015,0.0579949943143163
8.8,0.96,1.4893167953566386,1.1526414316992488,1.8912538563295525,0.6011783966766412,2.4436707331977554,1.6407998223189195,0.8935013076823448,0.0,0.44579396221457324,0.5542060377854267,0.0457081664762049
9.6,0.96,1.4963861805558503,1.1066533286499558,1.9918148542995255,0.6628589208060636,2.6932772396173226,1.7998543922778496,0.9907587567732555,1.1102230246251565e-16,0.40681244103743114,0.5931875589625689,0.041139381072228
10.4,0.96,1.5001900856516157,1.191089660939199,2.108300921658356,0.6773329897913889,2.6554274157228894,1.7700606350624495,0.9766056269435357,0.0,0.4153076868054743,0.5846923131945256,0.0443592616142651
11.2,0.96,1.5018903595490949,1.263616892757297,2.182084676826041,0.6789478082890631,2.5935486923521966,1.7268562088186283,0.9530270893977538,4.440892098500626e-16,0.42677124175879955,0.5732287582412009,0.0459252715600724
12.0,0.96,1.5025679509069885,1.324701506182844,2.2018191437548107,0.6639361519144156,2.4974553615724515,1.662124737896162,0.9152723581365796,0.0,0.44486824934039215,0.5551317506596078,0.0457444387436584
12.8,0.96,1.5279625403338808,1.114287005200122,1.9059531293162422,0.6465060386296668,2.6135322153418903,1.7104687754784862,0.9607026456079317,1.1102230246251565e-16,0.44127616062434766,0.5587238393756524,0.0392926591888531
13.6,0.96,1.5316525975284934,1.1152775579450587,1.7973107958928498,0.60216670661513,2.468314483228308,1.6115367722492895,0.9035355222480052,-1.1102230246251565e-16,0.4718655449510748,0.5281344550489252,0.0396209321162301
14.4,0.96,1.5288357578038267,1.195999582362392,1.8918122709877074,0.606605827930038,2.4182870041017313,1.5817833876253662,0.8830594399800812,4.440892098500626e-16,0.48072245639348826,0.5192775436065121,0.0396853396081698
15.2,0.96,1.526039502079597,1.2635129579283289,2.0827416815827564,0.6564652845965876,2.5154835641212787,1.6483738203980471,0.9224650570862204,-1.1102230246251565e-16,0.45820252518929916,0.5417974748107007,0.0417233426671605
16.0,0.96,1.523206631144559,1.3217878591111365,2.10810627092401,0.6414101708357559,2.429347061175337,1.5948900244413273,0.8876225221415852,3.3306690738754696e-16,0.4740953817397072,0.5259046182602932,0.0434992485240455
16.8,0.96,1.5196995369161035,1.3729068193667717,2.156636846175469,0.6382038326426169,2.3872268461312807,1.5708544933662567,0.870132376830056,2.220446049250313e-16,0.48097583009316597,0.5190241699068341,0.0429892169332644
17.6,0.96,1.53334510636259,1.2679119024066776,1.946628624197221,0.6016562491767586,2.3541489508478253,1.5353027450111023,0.8561792824725557,0.0,0.4992548892628967,0.5007451107371033,0.0407600933091185
18.4,0.96,1.5405182049703174,1.20297833384972,1.7169023663713,0.5270534086311096,2.198642550017877,1.4272097161359025,0.7878401472082655,-2.220446049250313e-16,0.5484854485880253,0.45151455141197433,0.0395745521139277
19.200000000000003,0.96,1.0,1.2685122027208124,1.2685122027208124,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0580670617382019
20.0,0.96,1.0,1.3261537967964965,1.3261537967964965,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0622911350603241
4.0,1.15,1.3974819418874604,1.052928468881864,1.9365342574838256,0.5926359293162274,2.5702331494122843,1.8391888097966318,0.9439966144080277,0.0,0.3545266997034472,0.6454733002965528,0.0433245034859134
4.8,1.15,1.3865349787857408,1.3330127461264274,2.362467722110098,0.6308092875843883,2.4573239396821562,1.772276918562963,0.899072928430922,-1.1102230246251565e-16,0.36349422114613034,0.6365057788538694,0.0392197611780555
5.6,1.15,1.37403212042753,1.0489632309804584,2.163306764207967,0.6456007083467233,2.8337055986047877,2.062328497621351,1.0415852539404138,0.0,0.3050634306096877,0.6949365693903123,0.044896734179811
6.4,1.15,1.4087591883550523,1.2368422574530327,2.3109293932234096,0.6626031888242783,2.6321408382724734,1.8684107688737857,0.9677975220134055,-1.1102230246251565e-16,0.3541126122990012,0.6458873877009988,0.0493701274067632
7.2,1.15,1.4653972679744274,1.5397550802947837,2.131691456139096,0.5248671947575183,2.0287478677405097,1.3844354101634053,0.7074187888247978,-1.1102230246251565e-16,0.5401699593277189,0.4598300406722811,0.0543924286917839
8.0,1.15,1.4813765249119362,1.5891268740470006,2.1471719194765195,0.518295074945909,2.001583465996147,1.3511645637257117,0.6939386003027809,3.3306690738754696e-16,0.5662918012400924,0.43370819875990807,0.0579949942686409
8.8,1.15,1.4893167957553755,1.1526414316992488,1.8912538554167322,0.6011783965501012,2.4436707326725564,1.6407998215269817,0.8935013074674226,0.0,0.4457939626214472,0.5542060373785528,0.0457081664811168
9.6,1.15,1.4963861807590098,1.1066533286499558,1.9918148543875644,0.6628589209746742,2.6932772401020237,1.7998543923574037,0.9907587569532226,0.0,0.40681244110056847,0.5931875588994314,0.0411393810685261
10.4,1.15,1.5001900867491937,1.191089660939199,2.1083009192602926,0.6773329896490832,2.6554274146452825,1.7700606330491135,0.9766056265377228,-1.1102230246251565e-16,0.4153076877272007,0.5846923122727992,0.0443592616232658
11.2,1.15,1.5018903586981316,1.263616892757297,2.182084690298016,0.678947812692842,2.5935487068950187,1.7268562194800678,0.9530270950050601,3.3306690738754696e-16,0.426771238653293,0.5732287613467072,0.0459252714313139
12.0,1.15,1.5025679687055786,1.324701506182844,2.201818980777296,0.6639361019880609,2.4974552062955717,1.6621246148665483,0.9152722959625416,4.440892098500626e-16,0.4448682925020868,0.5551317074979136,0.0457444401657166
12.8,1.15,1.527964304682314,1.114287005200122,1.905947923542934,0.6465049932498781,2.6135280947963264,1.710464103636058,0.9607010689873,-3.3306690738754696e-16,0.44127808675006364,0.5587219132499361,0.0392926901636739
13.6,1.15,1.5316496906269814,1.1152775579450587,1.797315955747026,0.6021673381935772,2.468316884857897,1.6115413987695126,0.903536495231163,2.220446049250313e-16,0.4718629363074744,0.5281370636925259,0.039620912840985
14.4,1.15,1.5288520798467347,1.195999582362392,1.8917998947238999,0.606609794143147,2.418297001399869,1.5817730395750909,0.8830635740127483,2.220446049250313e-16,0.480732295715081,0.5192677042849191,0.0396852575780094
15.2,1.15,1.52615124386845,1.2635129579283289,2.08265217633388,0.6564991383585439,2.515559646233227,1.6483029819881085,0.9224953021502252,3.3306690738754696e-16,0.45826687494433815,0.5417331250556621,0.0417227117093466
16.0,1.15,1.523060364114119,1.3217878591111365,2.108273838079334,0.6413888387941863,2.429306864443969,1.59501679754956,0.8876059756939539,0.0,0.47399602938075613,0.5260039706192438,0.043499608404553
16.8,1.15,1.5236154407926128,1.3729068193667717,2.150342239404418,0.6380260105597594,2.3863925743017775,1.566269617916403,0.8697828425398165,-1.1102230246251565e-16,0.4841278413299085,0.5158721586700914,0.0429967306925387
17.6,1.15,1.53334510636259,1.2679119024066776,1.946628624197221,0.6016562491767586,2.3541489508478253,1.5353027450111023,0.8561792824725557,0.0,0.4992548892628967,0.5007451107371033,0.0407600933091185
18.4,1.15,1.5405182049703174,1.20297833384972,1.7169023663713,0.5270534086311096,2.198642550017877,1.4272097161359025,0.7878401472082655,-2.220446049250313e-16,0.5484854485880253,0.45151455141197433,0.0395745521139277
19.200000000000003,1.15,1.0,1.2685122027208124,1.2685122027208124,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0580670617382019
20.0,1.15,1.0,1.3261537967964965,1.3261537967964965,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0622911350603241
4.0,1.34,1.3969481248083628,1.052928468881864,1.9372836701200105,0.5924889355895219,2.570245624633832,1.839900551057632,0.9440014681277283,-1.1102230246251565e-16,0.3541201550975877,0.6458798449024122,0.0433243983435429
4.8,1.34,1.3865528065422388,1.3330127461264274,2.3624204094341774,0.6308093383326683,2.4573063224280323,1.7722414255220613,0.899065759120848,0.0,0.3635114208850796,0.6364885791149203,0.0392199017676219
5.6,1.34,1.3740372294868797,1.0489632309804584,2.1632993530082527,0.6456029707184049,2.8337064272309025,2.062321432359676,1.0415855463582266,-2.220446049250313e-16,0.30506691480164955,0.6949330851983503,0.0448967276155091
6.4,1.34,1.4087597685618491,1.2368422574530327,2.3109285591369955,0.662603401811211,2.632140972315078,1.8684100945061297,0.9677975729387205,0.0,0.3541130192262857,0.6458869807737141,0.0493701261496686
7.2,1.34,1.4653973144194101,1.5397550802947837,2.1316914090495103,0.5248672000703938,2.028747887225051,1.3844353795808884,0.7074187984290179,2.220446049250313e-16,0.540169996797113,0.4598300032028871,0.0543924284305855
8.0,1.34,1.4813765286027187,1.5891268740470006,2.1471719175116997,0.518295076020398,2.001583469151406,1.351164562489297,0.6939386018791621,2.220446049250313e-16,0.5662918035439891,0.4337081964560113,0.0579949942229298
8.8,1.34,1.489316796193828,1.1526414316992488,1.8912538544291364,0.6011783964175277,2.4436707321159066,1.6407998206701708,0.8935013072396302,1.1102230246251565e-16,0.44579396306458813,0.5542060369354119,0.0457081664863228
