eta_probe,max_abs_delta_B2_band_vs_release_midband,max_abs_delta_width_ratio_band_vs_release_midband,max_abs_delta_mu_band_vs_release_midband,release_midband_max_slice_mismatch,band_midband_max_slice_mismatch,release_midband_max_slice_abs_delta,band_midband_max_slice_abs_delta
0.2,2.1660693286057793,6.280158615368236e-10,4.461648828169018e-10,1.0,1.0,1.3540378758961014,1.3540378758796279
