d_num,eta_num,n_points,observable_mode,ref_mode,ref_D_input,ref_D_effective,ref_D_snapped_to_grid,ref_eta,full_direct_tag,cell_direct_tag,cell_chain_mode,frac_acceptance_mismatch,n_acceptance_mismatch,max_abs_delta_mu_ee,p99_abs_delta_mu_ee,max_abs_delta_mu_mumu,p99_abs_delta_mu_mumu,max_abs_delta_mu_tautau,p99_abs_delta_mu_tautau,max_abs_delta_chi2_mumu,p99_abs_delta_chi2_mumu,f_chi2_le_4_mumu_full_direct,f_chi2_le_4_mumu_cell_direct,delta_f_chi2_le_4_mumu,best_chi2_mumu_full_direct,best_chi2_mumu_cell_direct,delta_best_chi2_mumu
60,21,1260,eft_wilson_uv_rge,fixed,10.0,9.966101694915254,True,1.0,full_direct_map_full_release_D60E21,full_direct_map_cell_direct_runtime_release_tuned_candidate_D60E21,cell_direct_runtime_release_tuned,0.007142857142857143,9,1.4461145752143434,1.4450168226318503,4.344757845278792,4.343839546666855,0.08043319206261224,0.08043011164424341,4023.76209589871,4021.954024630992,0.15,0.1428571428571428,-0.007142857142857201,0.0011768719604618,5.813589313360089e-06,-0.0011710583711484399
