combo_id,beta,omega,m,phase,center_D,width_D,eta_couple,improved_fraction_vs_lorentz_D21_guard,improved_fraction_vs_lorentz_D60_hotspot,improved_fraction_vs_mainline_D21_guard,improved_fraction_vs_mainline_D60_hotspot,mean_abs_improvement_vs_lorentz_D21_guard,mean_abs_improvement_vs_lorentz_D60_hotspot,mean_abs_improvement_vs_mainline_D21_guard,mean_abs_improvement_vs_mainline_D60_hotspot,p95_abs_delta_cf_D21_guard,p95_abs_delta_cf_D60_hotspot,p95_abs_delta_lorentz_D21_guard,p95_abs_delta_lorentz_D60_hotspot,p95_abs_delta_mainline_D21_guard,p95_abs_delta_mainline_D60_hotspot,joint_objective_vs_mainline,d60_mainline_gain,d21_mainline_gain,beats_mainline_both,beats_lorentz_both
5413,0.4,1.0,6.0,0.4353981633974483,6.1,0.03,0.0,0.3333333333333333,0.8,0.6666666666666666,0.2,-0.25886736655921905,0.6390993698103611,0.3662713012502236,-0.3968526819099043,1.0785572225384978,33.54781229863737,0.7970357455965303,33.56289025402462,2.102217055050133,31.28593012120719,33.54781229863737,-2.261882177430177,1.023659832511635,0.0,0.0
7755,0.4,1.1,10.0,0.4353981633974483,6.0,0.03,0.3,0.3333333333333333,0.6095238095238096,0.6666666666666666,0.0,-0.2908042183253894,-0.38157621661674257,0.3343344494840533,-1.417528268337008,1.3921075787267412,33.547835155538756,0.7970357455965303,33.56289025402462,2.102217055050133,31.28593012120719,33.547835155538756,-2.2619050343315656,0.7101094763233917,0.0,0.0
3770,0.4,0.9,6.0,0.5853981633974483,6.0,0.03,0.15,0.3333333333333333,0.8,0.6666666666666666,0.2,-0.3766620252955742,0.8505176381754287,0.24847664251386845,-0.1854344135448369,1.4633414362964974,33.54784049007883,0.7970357455965303,33.56289025402462,2.102217055050133,31.28593012120719,33.54784049007883,-2.261910368871643,0.6388756187536355,0.0,0.0
9867,0.4,1.2,12.0,0.6853981633974483,6.0,0.03,0.3,0.3333333333333333,0.6,0.6666666666666666,0.0,-0.30762394006389177,-0.8369616970145642,0.3175147277455509,-1.8729137487348295,1.4551553687410779,33.54786105733753,0.7970357455965303,33.56289025402462,2.102217055050133,31.28593012120719,33.54786105733753,-2.2619309361303372,0.647061686309055,0.0,0.0
2253,0.4,0.8,6.0,0.8853981633974483,6.1,0.07,0.3,0.3333333333333333,1.0,0.6666666666666666,0.2,-0.33238030327836765,1.3871799363224504,0.29275836453107507,0.35122788460218485,1.3921465973907503,33.54792141906664,0.7970357455965303,33.56289025402462,2.102217055050133,31.28593012120719,33.54792141906664,-2.261991297859449,0.7100704576593826,0.0,0.0
4070,0.4,0.9,8.0,0.4353981633974483,6.1,0.03,0.15,0.3333333333333333,0.8,0.6666666666666666,0.2,-0.3189697237540022,1.126329291176243,0.3061689440554405,0.09037723945597753,1.3258370504896972,33.54793234065753,0.7970357455965303,33.56289025402462,2.102217055050133,31.28593012120719,33.54793234065753,-2.2620022194503413,0.7763800045604357,0.0,0.0
953,0.4,0.7,8.0,0.9853981633974482,6.1,0.05,0.15,0.3333333333333333,0.8571428571428571,0.6666666666666666,0.2,-0.17008895605935379,1.4445545595845835,0.45504971175008896,0.4086025078643177,0.9258569429199563,33.547939569961,0.7970357455965303,33.56289025402462,2.102217055050133,31.28593012120719,33.547939569961,-2.262009448753812,1.1763601121301765,0.0,0.0
9771,0.4,1.2,12.0,0.4353981633974483,6.0,0.03,0.3,0.3333333333333333,0.6,0.6666666666666666,0.0,-0.33688784228867813,-0.7519443464326572,0.28825082552076453,-1.787896398152923,1.5593064083501935,33.54795086909878,0.7970357455965303,33.56289025402462,2.102217055050133,31.28593012120719,33.54795086909878,-2.2620207478915866,0.5429106466999394,0.0,0.0
5320,0.4,1.0,4.0,0.9853981633974482,6.1,0.05,0.0,0.3333333333333333,1.0,0.6666666666666666,0.2,-0.0223008090199136,1.2449314740195814,0.6028378587895291,0.20897942229931585,0.7970357455965303,33.54795150316023,0.7970357455965303,33.56289025402462,2.102217055050133,31.28593012120719,33.54795150316023,-2.262021381953037,1.3051813094536024,0.0,0.0
9495,0.4,1.2,10.0,0.5853981633974483,6.1,0.03,0.3,0.3333333333333333,0.8,0.6666666666666666,0.19047619047619047,-0.12163864756915238,0.8695154853809081,0.5035000202402903,-0.16643656633935758,0.8995219255545124,33.547964655157514,0.7970357455965303,33.56289025402462,2.102217055050133,31.28593012120719,33.547964655157514,-2.262034533950324,1.2026951294956205,0.0,0.0
8434,0.4,1.2,4.0,0.4353981633974483,6.0,0.1,0.0,0.3333333333333333,1.0,0.6666666666666666,0.2,-0.03850209214845467,1.4590179219469577,0.5866365756609878,0.42306587022669245,0.7970357457816637,33.5479889231955,0.7970357455965303,33.56289025402462,2.102217055050133,31.28593012120719,33.5479889231955,-2.2620588019883066,1.3051813092684692,0.0,0.0
3013,0.4,0.8,10.0,1.1353981633974484,6.1,0.03,0.0,0.3333333333333333,0.8,0.6666666666666666,0.2,-0.09107336625802946,1.4379991979227629,0.5340653015514132,0.40204714620249715,0.7970357455965303,33.54799010469773,0.7970357455965303,33.56289025402462,2.102217055050133,31.28593012120719,33.54799010469773,-2.2620599834905413,1.3051813094536024,0.0,0.0
7467,0.4,1.1,8.0,0.5853981633974483,6.0,0.03,0.3,0.3333333333333333,0.6476190476190476,0.6666666666666666,0.01904761904761905,-0.11033814923673162,-0.22860537160205355,0.514800518572711,-1.2645574233223191,0.852710252325515,33.547993147052544,0.7970357455965303,33.56289025402462,2.102217055050133,31.28593012120719,33.547993147052544,-2.262063025845354,1.249506802724618,0.0,0.0
8283,0.4,1.1,12.0,0.8853981633974483,6.0,0.03,0.3,0.3333333333333333,0.6,0.6666666666666666,0.0,-0.25594936381673067,-0.6497292184436505,0.36918930399271205,-1.685681270163916,1.2892269353614068,33.54800353632149,0.7970357455965303,33.56289025402462,2.102217055050133,31.28593012120719,33.54800353632149,-2.2620734151142976,0.8129901196887261,0.0,0.0
9099,0.4,1.2,8.0,0.4353981633974483,6.0,0.03,0.3,0.3333333333333333,0.6476190476190476,0.6666666666666666,0.02857142857142857,-0.15322086406715169,-0.26186545820439394,0.4719178037422909,-1.2978175099246598,1.0105359800498412,33.54801754912514,0.7970357455965303,33.56289025402462,2.102217055050133,31.28593012120719,33.54801754912514,-2.262087427917951,1.0916810750002917,0.0,0.0
8139,0.4,1.1,12.0,0.5853981633974483,6.0,0.03,0.3,0.3333333333333333,0.6,0.6666666666666666,0.0,-0.3031666569204698,-0.6246584841747068,0.3219720108889729,-1.6606105358949725,1.4361094137889228,33.54801992480999,0.7970357455965303,33.56289025402462,2.102217055050133,31.28593012120719,33.54801992480999,-2.2620898036028017,0.6661076412612101,0.0,0.0
2109,0.4,0.8,6.0,0.5853981633974483,6.1,0.07,0.3,0.3333333333333333,1.0,0.6666666666666666,0.2,-0.2891951266378935,1.2040719145575975,0.33594354117154923,0.1681198628373321,1.3381085920777247,33.54803112881787,0.7970357455965303,33.56289025402462,2.102217055050133,31.28593012120719,33.54803112881787,-2.262101007610678,0.7641084629724082,0.0,0.0
4496,0.4,0.9,10.0,0.6853981633974483,6.0,0.07,0.15,0.3333333333333333,1.0,0.6666666666666666,0.14285714285714285,-0.2064790081763417,0.35765779053350955,0.41865965963310103,-0.678294261186756,1.1789440981119927,33.5480363829835,0.7970357455965303,33.56289025402462,2.102217055050133,31.28593012120719,33.5480363829835,-2.2621062617763066,0.9232729569381402,0.0,0.0
5656,0.4,1.0,6.0,0.9853981633974482,6.1,0.05,0.0,0.3333333333333333,1.0,0.6666666666666666,0.2,-0.3487520519523383,1.4138360009022601,0.2763866158571044,0.37788394918199475,1.3668573845429128,33.54803965073869,0.7970357455965303,33.56289025402462,2.102217055050133,31.28593012120719,33.54803965073869,-2.2621095295314966,0.7353596705072201,0.0,0.0
3721,0.4,0.9,6.0,0.4353981633974483,6.0,0.03,0.0,0.3333333333333333,0.8,0.6666666666666666,0.2,-0.33152059869685246,1.5192468650618913,0.2936180691125902,0.4832948133416257,1.3118653200157775,33.54809024462446,0.7970357455965303,33.56289025402462,2.102217055050133,31.28593012120719,33.54809024462446,-2.262160123417271,0.7903517350343554,0.0,0.0
2687,0.4,0.8,8.0,1.1353981633974484,6.1,0.1,0.15,0.3333333333333333,1.0,0.6666666666666666,0.2,-0.1066824556416632,1.6743903153863189,0.5184562121677795,0.6384382636660534,0.9162107874347567,33.54815012064908,0.7970357455965303,33.56289025402462,2.102217055050133,31.28593012120719,33.54815012064908,-2.262219999441893,1.1860062676153762,0.0,0.0
