focus_D,tail_beta,baseline_p95_abs_delta_mu_mumu,baseline_max_abs_delta_mu_mumu,baseline_acceptance_mismatch,candidate_p95_abs_delta_mu_mumu,candidate_max_abs_delta_mu_mumu,candidate_acceptance_mismatch,candidate_mu_min,candidate_mu_max,candidate_chi2_min,candidate_chi2_max
8.0,1.2,1.729344945573399,1.7293449547896227,0.0,0.04173137806443883,0.04173142711906941,0.0,2.360501151576811,2.3605020775298384,5.766015388627373,5.7660265058696
