r,sigma_eff,sigma_plummer_fit
2.5115697310819263,0.0015818898480704302,0.0006561500130215801
2.5165728580362727,0.0015725894688850257,0.0006499554808677045
2.521575984990619,0.0015633616350193696,0.000643830429076417
2.5265791119449656,0.001554205642602905,0.000637773957603685
2.531582238899312,0.001545120795920378,0.0006317851795931102
2.5365853658536586,0.0015361064073021278,0.0006258632211608419
2.541588492808005,0.001527161797016058,0.0006200072211843479
2.5465916197623515,0.0015182862931612607,0.000614216331094965
2.551594746716698,0.0015094792315632588,0.0006084897146741552
2.5565978736710444,0.0015007399556708424,0.0006028265478533966
2.561601000625391,0.0014920678164544734,0.0005972260185176379
2.5666041275797373,0.001483462172306229,0.0005916873263122494
2.571607254534084,0.0014749223889412605,0.0005862096824533987
2.5766103814884302,0.0014664478393007388,0.00058079230954179
2.5816135084427767,0.0014580379034562637,0.0005754344413796976
2.586616635397123,0.0014496919685157133,0.0005701353227912339
2.5916197623514696,0.0014414094285305028,0.0005648942094457859
2.596622889305816,0.0014331896844042406,0.000559710367684565
2.6016260162601625,0.001425032143802746,0.000554583074350203
2.606629143214509,0.0014169362210654133,0.000549511616619343
2.6116322701688555,0.0014089013371178958,0.0005444952918381636
2.616635397123202,0.0014009269193860927,0.0005395334073607817
2.6216385240775484,0.0013930124017114119,0.0005346252803904799
2.626641651031895,0.001385157224267288,0.0005297702378237039
2.6316447779862413,0.0013773608334769402,0.0005249676160967769
2.6366479049405878,0.0013696226819323392,0.0005202167610352805
2.641651031894934,0.0013619422283143775,0.0005155170277060514
2.6466541588492807,0.0013543189373142073,0.0005108677802717436
2.651657285803627,0.0013467522795557402,0.0005062683918479092
2.6566604127579736,0.0013392417315192815,0.0005017182443625485
2.66166353971232,0.0013317867754662812,0.0004972167284180841
2.6666666666666665,0.0013243868993651888,0.0004927632431557141
2.671669793621013,0.0013170415968183882,0.0004883571961220983
2.6766729205753594,0.001309750366990196,0.00048399800313833353
2.681676047529706,0.0013025127145359077,0.0004796850881711773
2.6866791744840524,0.0012953281495318755,0.0004754178832064768
2.691682301438399,0.0012881961874065945,0.00047119582812476005
2.6966854283927453,0.0012811163488727923,0.0004670183705789532
2.7016885553470917,0.0012740881598604934,0.0004628849658741797
2.706691682301438,0.00126711115145105,0.00045879507684960715
2.7116948092557847,0.0012601848598121246,0.0004547481737623005
2.716697936210131,0.0012533088261336026,0.00045074373417304644
2.7217010631644776,0.0012464825965644256,0.0004467812428341106
2.7267041901188245,0.0012397057221503294,0.000442860191578895
2.731707317073171,0.00123297775877247,0.0004389800792134586
2.7367104440275174,0.0012262982670869264,0.00043514041140986455
2.741713570981864,0.001219666812465062,0.00043134070060132636
2.7467166979362103,0.001213082964934738,0.00042758046587911474
2.7517198248905568,0.0012065462991223588,0.0004238592328911957
