D,eta,coeff_l1,coeff_l2,tree_diag_susceptibility_parented,coeff_participation_access_parented,tree_diag_compressibility_parented,kernel_selection_response_action,kernel_selection_response_weight,eymh_parented_prefactor_diag,kernel_selection_prefactor_recon,kernel_selection_prefactor_residual,kernel_selection_participation_share,kernel_selection_schur_share,mu_mumu_uv_rge,mu_mumu_uv_rge_const,abs_mu_diff_vs_const
12.0,0.2,0.522145874622551,0.347502343175677,0.6621249351734221,0.8157985764254758,0.7756542341883732,0.915272459401547,0.6327776200492675,0.0457444364275039,0.04574443642750392,2.0816681711721685e-17,0.44486818108268605,0.5551318189173141,0.0381623276974709,0.0381608684312153,1.4592662556031644e-06
12.8,0.2,0.4340755361717523,0.2840881611451176,0.7104735034951574,0.8089914145203916,0.7646132585185753,0.9607041836914603,0.618565561569988,0.0392926289711688,0.039292628971168815,1.3877787807814457e-17,0.44127417791567836,0.5587258220843216,0.0023614708275849,0.0023615110031041,4.017551920006482e-08
13.6,0.2,0.428708680224616,0.2798971695134157,0.6115036485170576,0.808012565999803,0.7877426386557543,0.9035230235251286,0.6365059508076917,0.0396211797225291,0.039621179722529154,5.551115123125783e-17,0.4718809882017123,0.5281190117982878,0.0001778882187932,0.0001778917797778,3.560984600020547e-09
14.4,0.2,0.4446044252009733,0.2908063368569028,0.5817800272422496,0.8087513943566201,0.795109525246571,0.8830782305821944,0.6430459372093944,0.0396849667542082,0.039684966754208226,2.7755575615628914e-17,0.4807359115624799,0.5192640884375199,4.3880494927676865e-05,4.388102718529249e-05,5.322576156267756e-10
15.2,0.2,0.4600093586360452,0.301311214387321,0.6474746402323869,0.8093275313456636,0.7790953834150505,0.922346763086543,0.6305433433421062,0.0417258105506857,0.04172581055068577,6.938893903907228e-17,0.45872462030797256,0.5412753796920274,1.2073811470646549e-05,1.2073793845658816e-05,1.7624987732299535e-11
16.0,0.2,0.4760391641578648,0.3126968198380725,0.5952564149519112,0.8104764316211525,0.7917439439612242,0.8873005191280176,0.6416898064593505,0.0435062525324147,0.04350625253241469,-6.938893903907228e-18,0.47364565333475234,0.5263543466652475,1.7697615613545258e-06,1.7697402042259288e-06,2.1357128597040317e-11
16.8,0.2,0.4926256975220699,0.3260734472595267,0.6063241073583004,0.813577980777496,0.7890116420959563,0.8865754025841883,0.6419224985863644,0.0426372294501484,0.042637229450148376,-2.7755575615628914e-17,0.4654166988025846,0.5345833011974153,4.11216973700512e-07,4.112081813062357e-07,8.792394276284323e-12
17.6,0.2,0.4410367983505292,0.2876304861315658,0.5353027450111023,0.8075697528076581,0.8070547292918159,0.8561792824725557,0.6517529882364431,0.0407600933091185,0.04076009330911849,-6.938893903907228e-18,0.4992548892628967,0.5007451107371033,5.5585827916252447e-08,5.5590071944080996e-08,4.244027828549087e-12
18.4,0.2,0.0,0.0,0.0,1.0,1.0,-0.0,1.0,0.0586804347402074,0.0586804347402074,0.0,0.0,0.0,5.5585827916252447e-08,5.5590071944080996e-08,4.244027828549087e-12
19.200000000000003,0.2,0.0,0.0,0.0,1.0,1.0,-0.0,1.0,0.0580670617382019,0.058067061738201954,5.551115123125783e-17,0.0,0.0,5.5585827916252447e-08,5.5590071944080996e-08,4.244027828549087e-12
20.0,0.2,0.0,0.0,0.0,1.0,1.0,-0.0,1.0,0.0622911350603241,0.0622911350603241,0.0,0.0,0.0,5.5585827916252447e-08,5.5590071944080996e-08,4.244027828549087e-12
4.0,0.39,0.5348201512826798,0.3820817830141957,0.8361085273697313,0.845228796150285,0.7379905933437506,0.9439442484195713,0.6237709007821728,0.0433256378659887,0.04332563786598875,5.551115123125783e-17,0.35626664155586696,0.643733358444133,2.444858357046273,2.444858483789307,1.2674303384585528e-07
4.8,0.39,0.5496382522016724,0.3964315670180943,0.7724182321623736,0.8492697193296965,0.7511330917844572,0.8991017520221968,0.6379145900390331,0.0392191959549454,0.039219195954945434,3.469446951953614e-17,0.3634259462717757,0.6365740537282241,13.75152135651519,13.75152432659523,2.9700800414644846e-06
5.6,0.39,0.5468221053448145,0.3979748578049887,1.0623567566189278,0.8531095169384951,0.6963348049340008,1.0415840843126125,0.5940498490647067,0.044896760436053,0.04489676043605301,6.938893903907228e-18,0.30504949491786243,0.6949505050821375,57.97446421045843,57.97439328206518,7.092839324940314e-05
6.4,0.39,0.5249812867988601,0.3726557072448083,0.868413466345598,0.8425234101369388,0.7315828324355546,0.967797318298893,0.6163756627812441,0.0493701324354692,0.04937013243546924,4.163336342344337e-17,0.35411098458127915,0.6458890154187209,59.87809003340474,59.877309480955944,0.0007805524487949356
7.2,0.39,0.508580892319907,0.3470601234960784,0.3844355324879933,0.8260804395106183,0.8498917849744877,0.7074187504092391,0.7020789792681886,0.0543924297365417,0.05439242973654168,-2.0816681711721685e-17,0.540169809456593,0.45983019054340696,3.531492232104217,3.5313947890857684,9.744301844838432e-05
8.0,0.39,0.5340456087317134,0.3605063298004697,0.3511645686794096,0.8216129447287176,0.8602919831838897,0.6939385940132025,0.706827029630224,0.0579949944510229,0.05799499445102298,7.632783294297951e-17,0.566291792025898,0.43370820797410203,2.324652150822692,2.3245432673167357,0.00010888350595639196
8.8,0.39,0.4659139786252545,0.3128373898658881,0.6407998244075555,0.8194198052293942,0.7806784650591755,0.8935013082737291,0.6397033957855719,0.0457081664626894,0.04570816646268943,2.7755575615628914e-17,0.4457939611567247,0.5542060388432751,1.5837000387135487,1.583690534317875,9.504395673598509e-06
9.6,0.39,0.465410391829237,0.311022915080539,0.7998543928953749,0.8174819188927818,0.7453861413090546,0.9907587568295577,0.6093396931134122,0.0411393810710699,0.041139381071069916,1.3877787807814457e-17,0.40681244072484307,0.5931875592751571,1.0000000045309456,1.0000000045308777,6.794564910705958e-14
10.4,0.39,0.4844721632973193,0.3229405158487987,0.7700606219476459,0.8164448484151952,0.7516331565125128,0.9766056260686922,0.6136670185326931,0.0443592616336688,0.04435926163366878,-2.0816681711721685e-17,0.4153076938684332,0.5846923061315668,0.4950631218312705,0.4950549756550261,8.14617624439462e-06
11.2,0.39,0.5036497917996202,0.335343899962222,0.7268560834220629,0.8159825587361267,0.7609776953524688,0.9530270590988617,0.6209445269948283,0.0459252722558148,0.04592527225581487,6.938893903907228e-17,0.4267712997291666,0.5732287002708334,0.1519945006166041,0.1519898356659645,4.664950639610144e-06
12.0,0.39,0.5221458734019447,0.3475023272755173,0.6621244762845668,0.8157985587153559,0.7756543412618999,0.9152722267337268,0.6327776936627666,0.0457444417491334,0.04574444174913339,-6.938893903907228e-18,0.44486834160802546,0.5551316583919743,0.0381622598448225,0.0381608005830067,1.4592618158004722e-06
12.8,0.39,0.4340743669944907,0.2840864732223568,0.7104634185829285,0.808990100690447,0.7646155125995896,0.9607015357687807,0.6185663805274197,0.0392926809931249,0.03929268099312495,4.85722573273506e-17,0.4412787751098329,0.5587212248901672,0.0023613959137479,0.0023614360888884,4.017514049995535e-08
13.6,0.39,0.4287111875175987,0.2799014713307117,0.6115334287634345,0.8080164124312916,0.7877353600980089,0.9035319824434517,0.6365030996116648,0.0396210022414701,0.039621002241470166,6.245004513516506e-17,0.471865772091167,0.528134227908833,0.0001779012396004,0.0001779048006959,3.5610954999978992e-09
14.4,0.39,0.44461773816574,0.2908235437512176,0.5818492502540765,0.8087632122840402,0.7950921277359606,0.8830927674500044,0.643041263289488,0.0396846783076986,0.039684678307698625,2.7755575615628914e-17,0.4806949042073143,0.5193050957926856,4.388865301973822e-05,4.388918527677359e-05,5.322570353685492e-10
15.2,0.39,0.4600914356264559,0.3014442407480813,0.648028357300619,0.8094339590236094,0.7789644892311359,0.9224198216823633,0.6305203104571621,0.0417242863639605,0.04172428636396052,2.0816681711721685e-17,0.45840318399926955,0.5415968160007307,1.209733243789101e-05,1.2097314421238845e-05,1.8016652165525832e-11
16.0,0.39,0.4760466013004638,0.3127055207762198,0.5954494782179597,0.8104813764534904,0.7916960385595462,0.8874093329012804,0.6416548950645167,0.0435038855570558,0.043503885557055866,6.245004513516506e-17,0.47357382467972553,0.5264261753202746,1.7711863218868906e-06,1.7711649311954063e-06,2.1390691484328913e-11
16.8,0.39,0.4911538066157465,0.3230784583082524,0.5615203171497523,0.8110455462011041,0.8002509168088998,0.8645220407589592,0.6490399419212085,0.0431099782091254,0.04310997820912547,6.938893903907228e-17,0.4845013915802736,0.5154986084197263,3.413551593437382e-07,3.413488897524144e-07,6.269591323788682e-12
17.6,0.39,0.4410367983505292,0.2876304861315658,0.5353027450111023,0.8075697528076581,0.8070547292918159,0.8561792824725557,0.6517529882364431,0.0407600933091185,0.04076009330911849,-6.938893903907228e-18,0.4992548892628967,0.5007451107371033,5.5585827916252447e-08,5.5590071944080996e-08,4.244027828549087e-12
18.4,0.39,0.0,0.0,0.0,1.0,1.0,-0.0,1.0,0.0586804347402074,0.0586804347402074,0.0,0.0,0.0,5.5585827916252447e-08,5.5590071944080996e-08,4.244027828549087e-12
19.200000000000003,0.39,0.0,0.0,0.0,1.0,1.0,-0.0,1.0,0.0580670617382019,0.058067061738201954,5.551115123125783e-17,0.0,0.0,5.5585827916252447e-08,5.5590071944080996e-08,4.244027828549087e-12
20.0,0.39,0.0,0.0,0.0,1.0,1.0,-0.0,1.0,0.0622911350603241,0.0622911350603241,0.0,0.0,0.0,5.5585827916252447e-08,5.5590071944080996e-08,4.244027828549087e-12
4.0,0.5800000000000001,0.5356450572479634,0.3828319392326664,0.8369138974474974,0.8454063990812368,0.7378287946052653,0.9439625770164081,0.6237651843856867,0.0433252408187335,0.04332524081873351,1.3877787807814457e-17,0.3558145750116318,0.6441854249883681,2.4816946922020406,2.481694821821148,1.2961910744735405e-07
4.8,0.5800000000000001,0.5496746608125175,0.3964528123674694,0.7723830027087453,0.8492643482179081,0.751140556840512,0.8990945241517856,0.6379168954251939,0.0392193376908345,0.03921933769083454,4.163336342344337e-17,0.3634429362684512,0.6365570637315486,13.763800559808562,13.763803534805348,2.9749967858094806e-06
5.6,0.5800000000000001,0.5468235269197911,0.3979744128181384,1.0623496921769922,0.8531079310826909,0.6963359975572991,1.0415843767130026,0.5940497622145092,0.0448967538721383,0.04489675387213835,5.551115123125783e-17,0.30505297867934705,0.694947021320653,57.97746133528231,57.977390401291416,7.09339908908646e-05
6.4,0.5800000000000001,0.5249813542953385,0.3726556016746358,0.8684127919784018,0.8425232366357835,0.7315829644608279,0.9677973692292176,0.616375647085138,0.0493701311782508,0.04937013117825083,2.7755575615628914e-17,0.35411139151128546,0.6458886084887145,59.87824241195589,59.87746185614748,0.0007805558084115205
7.2,0.5800000000000001,0.5085809002029982,0.3470601178765843,0.3844355019083825,0.8260804264205999,0.8498917943607538,0.7074187600129688,0.7020789758969003,0.0543924294753566,0.054392429475356587,-1.3877787807814457e-17,0.5401698469227026,0.4598301530772976,3.5314925386509124,3.531395095616055,9.744303485748063e-05
8.0,0.5800000000000001,0.5340456094429403,0.3605063293895042,0.3511645674575002,0.8216129437133111,0.8602919835728869,0.693938595580604,0.7068270290762831,0.0579949944055722,0.05799499440557226,5.551115123125783e-17,0.5662917943087121,0.43370820569128776,2.324652148280022,2.324543264773654,0.00010888350636806265
8.8,0.5800000000000001,0.4659139786380728,0.3128373898256255,0.6407998239295466,0.8194198051653918,0.7806784651728916,0.8935013081386157,0.6397033958287881,0.0457081664657773,0.04570816646577732,2.0816681711721685e-17,0.44579396139896976,0.5542060386010302,1.58370003727443,1.583690532878821,9.504395609205574e-06
9.6,0.5800000000000001,0.4654103913734991,0.3110229143943203,0.7998543902397842,0.8174819183912112,0.7453861418589435,0.9907587565812217,0.6093396931890727,0.0411393810761781,0.041139381076178115,1.3877787807814457e-17,0.40681244206536865,0.5931875579346314,0.9999999954198696,0.999999995419966,9.636735853746359e-14
10.4,0.5800000000000001,0.4844721640985175,0.3229405166056728,0.7700606222519164,0.8164448486968443,0.7516331564479105,0.9766056255506502,0.6136670186916457,0.0443592616451587,0.04435926164515876,5.551115123125783e-17,0.4153076933822663,0.5846923066177339,0.4950631234831995,0.4950549773069242,8.14617627525882e-06
11.2,0.5800000000000001,0.5036498001505556,0.3353439105478855,0.7268561456393101,0.815982564850183,0.7609776816437596,0.9530270801423112,0.6209445204614209,0.0459252717726018,0.0459252717726018,0.0,0.4267712745814105,0.5732287254185895,0.1519945382581024,0.1519898733053547,4.664952747701623e-06
12.0,0.5800000000000001,0.5221459156266853,0.3475023919986574,0.6621248456924772,0.8157986017016879,0.7756542550671517,0.9152723435994804,0.6327776566877467,0.0457444390761541,0.045744439076154136,3.469446951953614e-17,0.4448681696651658,0.555131830334834,0.0381623166820766,0.0381608574166433,1.4592654332956645e-06
12.8,0.5800000000000001,0.4340747133918953,0.284087116454483,0.7104669199763329,0.8089906937597835,0.7646147300000984,0.9607021166141755,0.6185662008817291,0.0392926695816402,0.039292669581640204,6.938893903907228e-18,0.4412769821388925,0.5587230178611073,0.0023614188389863,0.0023614590141993,4.0175213000120946e-08
13.6,0.5800000000000001,0.4287141058671819,0.2799049152984935,0.611565673744198,0.8080186332269031,0.7877274793646933,0.903546494224745,0.6364984812315331,0.0396207147568535,0.03962071475685357,6.938893903907228e-17,0.4718521098030675,0.5281478901969324,0.0001779207979586,0.0001779243592711,3.561312499999851e-09
14.4,0.5800000000000001,0.4446009015160165,0.2908026761632466,0.5816925196641498,0.8087495088801958,0.7951315197700586,0.8830275695249997,0.6430622261091986,0.0396859720081252,0.03968597200812522,2.0816681711721685e-17,0.4807687726879605,0.5192312273120396,4.386484965022112e-05,4.386538185704677e-05,5.32206825647457e-10
15.2,0.5800000000000001,0.4601552854202659,0.3015134153076025,0.6482190155803226,0.809470661258451,0.7789194344407162,0.92244481958488,0.6305124296637852,0.0417237648573981,0.04172376485739812,2.0816681711721685e-17,0.4582924529993927,0.5417075470006072,1.2107313353655313e-05,1.210729519908415e-05,1.8154571162359856e-11
16.0,0.5800000000000001,0.4760490655578193,0.3127084632839413,0.5955157136504577,0.8104830919610515,0.791679605354499,0.8874466139564587,0.6416429343902195,0.043503074629235,0.043503074629234986,-1.3877787807814457e-17,0.4735491599479165,0.5264508400520838,1.7716745597687972e-06,1.7716531575487271e-06,2.1402220070091473e-11
16.8,0.5800000000000001,0.4911538066157465,0.3230784583082524,0.5615203171497524,0.8110455462011041,0.8002509168088998,0.8645220407589592,0.6490399419212085,0.0431099782091254,0.04310997820912547,6.938893903907228e-17,0.4845013915802736,0.5154986084197264,3.413551593437382e-07,3.4134888975241425e-07,6.2695913239475004e-12
17.6,0.5800000000000001,0.4410367983505291,0.2876304861315658,0.5353027450111022,0.8075697528076582,0.8070547292918159,0.8561792824725554,0.6517529882364432,0.0407600933091185,0.0407600933091185,0.0,0.4992548892628968,0.5007451107371034,5.5585827916252447e-08,5.5590071944080996e-08,4.244027828549087e-12
18.4,0.5800000000000001,0.4179237790947546,0.2712877898789954,0.4272097161359024,0.8056874198342772,0.8370590634547069,0.7878401472082655,0.6744079570837194,0.0395745521139277,0.03957455211392779,9.020562075079397e-17,0.5484854485880254,0.4515145514119744,5.5585827916252447e-08,5.5590071944080996e-08,4.244027828549087e-12
19.200000000000003,0.5800000000000001,0.0,0.0,0.0,1.0,1.0,-0.0,1.0,0.0580670617382019,0.058067061738201954,5.551115123125783e-17,0.0,0.0,5.5585827916252447e-08,5.5590071944080996e-08,4.244027828549087e-12
20.0,0.5800000000000001,0.0,0.0,0.0,1.0,1.0,-0.0,1.0,0.0622911350603241,0.0622911350603241,0.0,0.0,0.0,5.5585827916252447e-08,5.5590071944080996e-08,4.244027828549087e-12
4.0,0.77,0.5364584592089878,0.3835708045628055,0.8376956360449984,0.8455800398790628,0.7376718451657012,0.9439773138111487,0.6237605882528755,0.0433249215823191,0.043324921582319126,2.7755575615628914e-17,0.35537389921307816,0.6446261007869221,2.518787195135122,2.518787327683288,1.3254816622065846e-07
4.8,0.77,0.5497110230148701,0.3964740029090691,0.7723477072370981,0.8492589549323879,0.7511480361088653,0.8990873109363836,0.6379191961453304,0.0392194791398549,0.03921947913985496,6.245004513516506e-17,0.36345997878294345,0.6365400212170564,13.776081923339817,13.776084903260022,2.979920205703479e-06
5.6,0.77,0.5468249482554217,0.3979739676089307,1.0623426275300774,0.8531063451805618,0.6963371902213304,1.0415846691177815,0.5940496753630209,0.0448967473081261,0.04489674730812614,4.163336342344337e-17,0.3050564625484921,0.6949435374515079,57.980458397525034,57.98038745793673,7.09395883049524e-05
6.4,0.77,0.5249814217903723,0.372655496103476,0.8684121176097838,0.8425230631346802,0.731583096486451,0.9677974201586123,0.616375631389319,0.0493701299210554,0.0493701299210554,0.0,0.3541117984415492,0.6458882015584505,59.8783947891123,59.8776142299443,0.0007805591679996837
7.2,0.77,0.5085809080850586,0.3470601122559025,0.3844354713269957,0.8260804133300051,0.8498918037475652,0.707418769616811,0.7020789725255724,0.0543924292141684,0.05439242921416843,3.469446951953614e-17,0.5401698843906981,0.4598301156093019,3.5314928451253484,3.5313954020740854,9.744305126302422e-05
8.0,0.77,0.5340456101511604,0.3605063289677364,0.3511645662109931,0.821612942687908,0.8602919839697152,0.6939385971541348,0.7068270285201761,0.0579949943599438,0.0579949943599438,0.0,0.5662917966215908,0.43370820337840893,2.3246521452663034,2.3245432617595645,0.00010888350673887714
8.8,0.77,0.4659139786019265,0.3128373896945197,0.6407998229627958,0.8194198050254742,0.7806784654028776,0.8935013078909254,0.6397033959080123,0.045708166471438,0.04570816647143806,5.551115123125783e-17,0.445793961904759,0.5542060380952409,1.5837000336960363,1.5836905293005572,9.504395479087435e-06
9.6,0.77,0.4654103914947826,0.311022914588276,0.7998543911680291,0.8174819185395887,0.7453861416667333,0.9907587567339438,0.6093396931425429,0.0411393810730366,0.04113938107303667,6.938893903907228e-17,0.4068124416362626,0.5931875583637374,0.9999999984724536,0.9999999984724866,3.297362383136715e-14
10.4,0.77,0.4844721655900466,0.3229405186741047,0.770060626001857,0.8164448500547248,0.7516331556517288,0.9766056243428628,0.6136670190622354,0.044359261671947,0.04435926167194704,3.469446951953614e-17,0.41530769048987876,0.5846923095101213,0.4950631308746212,0.4950549846980895,8.14617653172034e-06
11.2,0.77,0.5036498085520432,0.3353439250232999,0.726856192895699,0.8159825756556969,0.7609776712314688,0.9530270810232044,0.620944520187928,0.0459252717523741,0.045925271752374174,7.632783294297951e-17,0.4267712463968933,0.5732287536031068,0.1519945670560112,0.1519899021016315,4.6649543797017134e-06
12.0,0.77,0.5221458496995938,0.3475022951774468,0.6621245241942938,0.8157985395547704,0.7756543300830179,0.9152723025319334,0.6327776696810599,0.0457444400154601,0.045744440015460096,-6.938893903907228e-18,0.44486835608851727,0.5551316439114828,0.0381622662330589,0.0381608069707761,1.4592622828019097e-06
12.8,0.77,0.4340747990224953,0.284087158384006,0.7104674599074758,0.8089906736653976,0.7646146093198319,0.9607024819548086,0.6185660878880557,0.0392926624040364,0.03929266240403647,6.938893903907228e-17,0.44127686603765975,0.5587231339623406,0.0023614247094516,0.0023614648847207,4.01752691002108e-08
13.6,0.77,0.4287147039070741,0.2799056182615367,0.6115654514856091,0.8080190842916976,0.7877275336842966,0.903545239839083,0.6364988804389426,0.0396207396066896,0.03962073960668962,1.3877787807814457e-17,0.47185152921627144,0.5281484707837286,0.0001779199072693,0.0001779234685682,3.561298900011745e-09
14.4,0.77,0.4446080098107882,0.290811961808576,0.5817491632624519,0.8087559557188579,0.795117282520981,0.8830474382308084,0.6430558377338372,0.0396855777556322,0.03968557775563227,6.938893903907228e-17,0.4807399011670624,0.5192600988329377,4.387274034038221e-05,4.3873272558310704e-05,5.322179284943432e-10
15.2,0.77,0.4601608236878485,0.3015308934471568,0.6483155283331921,0.8094892512797196,0.7788966303240136,0.9224574428762679,0.6305084501052823,0.0417235015126084,0.041723501512608396,-6.938893903907228e-18,0.4582363897787389,0.5417636102212613,1.2110958687112618e-05,1.2110940464782224e-05,1.8222330394761818e-11
16.0,0.77,0.4755164616324404,0.3120941395491134,0.5923449131275177,0.8101399125448472,0.7924674402241747,0.8863043473210367,0.6420095027178518,0.0435279277811346,0.04352792778113459,-1.3877787807814457e-17,0.4751151572968961,0.524884842703104,1.7489009450080958e-06,1.7488800989123886e-06,2.0846095707120787e-11
16.8,0.77,0.4915357510566308,0.3234922262552303,0.5729944852945265,0.8112493631058892,0.7973268697535951,0.8713407103010828,0.6468309152748162,0.0429632521227347,0.04296325212273476,6.245004513516506e-17,0.48013318686636824,0.5198668131336316,3.588592229530422e-07,3.588524293616976e-07,6.793591344588911e-12
17.6,0.77,0.4410367983505291,0.2876304861315658,0.5353027450111022,0.8075697528076582,0.8070547292918159,0.8561792824725554,0.6517529882364432,0.0407600933091185,0.0407600933091185,0.0,0.4992548892628968,0.5007451107371034,5.5585827916252447e-08,5.5590071944080996e-08,4.244027828549087e-12
18.4,0.77,0.4179237790947546,0.2712877898789954,0.4272097161359024,0.8056874198342772,0.8370590634547069,0.7878401472082655,0.6744079570837194,0.0395745521139277,0.03957455211392779,9.020562075079397e-17,0.5484854485880254,0.4515145514119744,5.5585827916252447e-08,5.5590071944080996e-08,4.244027828549087e-12
19.200000000000003,0.77,0.0,0.0,0.0,1.0,1.0,-0.0,1.0,0.0580670617382019,0.058067061738201954,5.551115123125783e-17,0.0,0.0,5.5585827916252447e-08,5.5590071944080996e-08,4.244027828549087e-12
20.0,0.77,0.0,0.0,0.0,1.0,1.0,-0.0,1.0,0.0622911350603241,0.0622911350603241,0.0,0.0,0.0,5.5585827916252447e-08,5.5590071944080996e-08,4.244027828549087e-12
4.0,0.96,0.5372605251665131,0.3842984471074674,0.8384538898300431,0.8457496926643727,0.7375197064154032,0.9439886105430884,0.6237570650347457,0.0433246768679975,0.043324676867997534,3.469446951953614e-17,0.35494461021784923,0.6450553897821508,2.556130964866399,2.5561311003970992,1.3553070044025617e-07
4.8,0.96,0.5497473388494498,0.3964951386913414,0.772312345828242,0.8492535394961743,0.751155529573657,0.8990801123660856,0.6379214922025515,0.0392196203021978,0.039219620302197826,2.7755575615628914e-17,0.3634770737604495,0.6365229262395503,13.788365433465112,13.788368418315454,2.9848503420026873e-06
5.6,0.96,0.5468263693517318,0.3979735221773836,1.0623355626781397,0.8531047592321052,0.6963383829261025,1.0415849615269337,0.5940495885102463,0.0448967407440167,0.04489674074401671,6.938893903907228e-18,0.30505994652530904,0.6949400534746912,57.98345539720048,57.983384452015066,7.09451854135068e-05
6.4,0.96,0.5249814892840781,0.3726553905319276,0.8684114432416337,0.8425228896342123,0.731583228512054,0.9677974710867033,0.616375615693902,0.0493701286638921,0.04937012866389217,6.938893903907228e-17,0.35411220537077653,0.6458877946292235,59.8785471649641,59.8777666024365,0.0007805625275949524
7.2,0.96,0.5085809159669752,0.3470601066349199,0.3844354407448856,0.8260804002391697,0.849891813134599,0.7074187792207142,0.7020789691542232,0.0543924289529786,0.05439242895297862,2.0816681711721685e-17,0.5401699218594717,0.4598300781405285,3.5314931515723367,3.5313957085046703,9.744306766634736e-05
8.0,0.96,0.5340456108622648,0.360506328551625,0.351164564978343,0.8216129416667318,0.8602919843621317,0.6939385987276313,0.7068270279640811,0.0579949943143163,0.05799499431431634,3.469446951953614e-17,0.5662917989196699,0.4337082010803301,2.3246521425688287,2.3245432590616906,0.00010888350713811334
8.8,0.96,0.4659139786146119,0.3128373896455267,0.6407998223189196,0.8194198049501549,0.780678465556053,0.8935013076823448,0.6397033959747271,0.0457081664762049,0.04570816647620497,6.938893903907228e-17,0.44579396221457324,0.5542060377854268,1.583700032064814,1.5836905276694218,9.504395392267995e-06
9.6,0.96,0.4654103916929098,0.3110229149002349,0.7998543922778495,0.8174819187755571,0.7453861414369245,0.9907587567732554,0.6093396931305658,0.041139381072228,0.04113938107222804,4.163336342344337e-17,0.40681244103743114,0.5931875589625689,1.0000000022905529,1.0000000022905229,2.9976021664879227e-14
10.4,0.96,0.4844721659189021,0.3229405197065204,0.7700606350624492,0.8164448510826823,0.7516331537279977,0.9766056269435353,0.613667018264262,0.0443592616142651,0.04435926161426508,-2.0816681711721685e-17,0.41530768680547453,0.5846923131945257,0.4950631462619201,0.4950550000847162,8.14617720390487e-06
11.2,0.96,0.5036498102811295,0.3353439264583454,0.7268562088186282,0.8159825760009441,0.760977667723072,0.9530270893977534,0.6209445175878628,0.0459252715600724,0.04592527156007245,4.85722573273506e-17,0.42677124175879955,0.5732287582412008,0.1519945766478733,0.1519899116929603,4.664954912997343e-06
