scan_rows,width_fix_width_power_base,width_fix_trigger_lo,width_fix_trigger_hi,width_fix_turnoff_lo,width_fix_turnoff_hi,width_fix_tail_reboost_max,width_only_objective,width_only_d4p8_max_abs_delta_mu_mumu,width_only_d6p4_max_abs_delta_mu_mumu,width_only_d7p2_max_abs_delta_mu_mumu,width_only_d8p0_max_abs_delta_mu_mumu,best_label,best_beta,best_metric_lo,best_metric_hi,best_objective,best_d4p8_max_abs_delta_mu_mumu,best_d6p4_max_abs_delta_mu_mumu,best_d7p2_max_abs_delta_mu_mumu,best_d8p0_max_abs_delta_mu_mumu,best_d4p0_acceptance_mismatch,delta_objective_vs_width_only,delta_d6p4_max_abs_delta_mu_mumu_vs_width_only,delta_d4p8_max_abs_delta_mu_mumu_vs_width_only,num_improve_d6p4_vs_width_only,best_max_gnorm_weight_focus,best_max_gnorm_metric_focus
57,0.8,2.5,5.0,10.0,20.0,0.15,115.79966564715885,106.09235690795059,5.795267116552445,1.4641503559314133,1.9888941834723983,joint_narrow_gnorm,0.2,0.04,0.08,60.71455776465705,52.28077185961568,4.549006326125436,1.4539470021791434,1.8900493622650654,0.6097560975609756,-55.085107882501795,-1.2462607904270087,-53.811585048334905,16,0.14306550746976665,0.28616307927918944
