combo_id,beta,alpha,center_D,width_D,power,region,D,eta,D_eff,factor,mu_full,mu_base,mu_cf,chi2_base,chi2_cf,abs_delta_base,abs_delta_cf,abs_improvement,cf_shift_vs_base,improved,worsened,acceptance_flip_vs_base
1,0.2,1.0,6.1,0.12,2.0,D60_hotspot,4.813559322033898,0.2,4.716305674240153,0.999999558394067,11.04256012523663,19.843547917856863,19.84353915482837,2126.027873739264,2126.025853473045,8.800987792620234,8.80097902959174,8.763028493063985e-06,-8.763028493063985e-06,1.0,0.0,0.0
1,0.2,1.0,6.1,0.12,2.0,D60_hotspot,4.813559322033898,0.39,4.716305674240153,0.999999558394067,11.052161669693014,19.861021470449572,19.861012699704656,2130.0582108275003,2130.0561868666036,8.808859800756558,8.808851030011642,8.770744916120066e-06,-8.770744916120066e-06,1.0,0.0,0.0
1,0.2,1.0,6.1,0.12,2.0,D60_hotspot,4.813559322033898,0.5800000000000001,4.716305674240153,0.999999558394067,11.061764893323978,19.87851191256123,19.87850313409243,2134.096265641671,2134.094237979148,8.816747019237251,8.816738240768451,8.778468799874872e-06,-8.778468799874872e-06,1.0,0.0,0.0
1,0.2,1.0,6.1,0.12,2.0,D60_hotspot,4.813559322033898,0.77,4.716305674240153,0.999999558394067,11.07136978607142,19.895993426829776,19.895984640641036,2138.136080283314,2138.134048917682,8.824623640758356,8.824614854569615,8.786188740117495e-06,-8.786188740117495e-06,1.0,0.0,0.0
1,0.2,1.0,6.1,0.12,2.0,D60_hotspot,4.813559322033898,0.96,4.716305674240153,0.999999558394067,11.080976337871572,19.913488776565693,19.9134799826509,2142.1829167501496,2142.1808816750977,8.83251243869412,8.83250364477933,8.793914791027646e-06,-8.793914791027646e-06,1.0,0.0,0.0
1,0.2,1.0,6.1,0.12,2.0,D60_hotspot,4.813559322033898,1.15,4.716305674240153,0.999999558394067,11.090584538655236,19.930961071162425,19.930952269531765,2146.228238880858,2146.2262000979035,8.84037653250719,8.84036773087653,8.801630659860393e-06,-8.801630659860393e-06,1.0,0.0,0.0
1,0.2,1.0,6.1,0.12,2.0,D60_hotspot,4.813559322033898,1.34,4.716305674240153,0.999999558394067,11.100194378347563,19.9484395089474,19.948430699598156,2150.278801356755,2150.276758861221,8.848245130599835,8.848236321250592,8.809349242966391e-06,-8.809349242966391e-06,1.0,0.0,0.0
1,0.2,1.0,6.1,0.12,2.0,D60_hotspot,4.813559322033898,1.53,4.716305674240153,0.999999558394067,11.10980584686784,19.965934769182383,19.96592595210713,2154.3370865845955,2154.3350403695317,8.856128922314543,8.856120105239292,8.817075251243978e-06,-8.817075251243978e-06,1.0,0.0,0.0
1,0.2,1.0,6.1,0.12,2.0,D60_hotspot,4.813559322033898,1.72,4.716305674240153,0.999999558394067,11.119418934130268,19.98344689106172,19.98343806625301,2158.403114705696,2158.4010647641344,8.864027956931453,8.864019132122744,8.824808709562149e-06,-8.824808709562149e-06,1.0,0.0,0.0
1,0.2,1.0,6.1,0.12,2.0,D60_hotspot,4.813559322033898,1.91,4.716305674240153,0.999999558394067,11.129033630043503,20.00097591391144,20.00096708136181,2162.4769059369596,2162.4748522619107,8.871942283867936,8.871933451318307,8.832549628579045e-06,-8.832549628579045e-06,1.0,0.0,0.0
1,0.2,1.0,6.1,0.12,2.0,D60_hotspot,4.813559322033898,2.1,4.716305674240153,0.999999558394067,11.138649924510688,20.018464557650542,20.018455717377822,2166.5451405280596,2166.543083124743,8.879814633139855,8.879805792867135,8.840272720078701e-06,-8.840272720078701e-06,1.0,0.0,0.0
1,0.2,1.0,6.1,0.12,2.0,D60_hotspot,4.813559322033898,2.29,4.716305674240153,0.999999558394067,11.148267807429823,20.035918319219885,20.03590947123948,2170.6090725039708,2170.6070113764586,8.887650511790062,8.887641663809658,8.847980403459133e-06,-8.847980403459133e-06,1.0,0.0,0.0
1,0.2,1.0,6.1,0.12,2.0,D60_hotspot,4.813559322033898,2.4800000000000004,4.716305674240153,0.999999558394067,11.157887268693388,20.053388739769705,20.05337988407426,2174.680696731045,2174.6786318724144,8.895501471076317,8.895492615380872,8.855695444509593e-06,-8.855695444509593e-06,1.0,0.0,0.0
1,0.2,1.0,6.1,0.12,2.0,D60_hotspot,4.813559322033898,2.6700000000000004,4.716305674240153,0.999999558394067,11.167508298188464,20.070875858040207,20.070866994622346,2178.760033164679,2178.757964567988,8.903367559851743,8.903358696433882,8.86341786099365e-06,-8.86341786099365e-06,1.0,0.0,0.0
1,0.2,1.0,6.1,0.12,2.0,D60_hotspot,4.813559322033898,2.8600000000000003,4.716305674240153,0.999999558394067,11.177130885797396,20.088379712901865,20.088370841754198,2182.847101835013,2182.845029493303,8.911248827104469,8.911239955956802,8.871147667122159e-06,-8.871147667122159e-06,1.0,0.0,0.0
1,0.2,1.0,6.1,0.12,2.0,D60_hotspot,4.813559322033898,3.0500000000000003,4.716305674240153,0.999999558394067,11.18675502139664,20.10590034335506,20.10589146447018,2186.9419228470683,2186.9398467533642,8.91914532195842,8.919136443073539,8.878884880658688e-06,-8.878884880658688e-06,1.0,0.0,0.0
1,0.2,1.0,6.1,0.12,2.0,D60_hotspot,4.813559322033898,3.24,4.716305674240153,0.999999558394067,11.19638069485797,20.123437788531454,20.123428901901935,2191.044516381298,2191.0424365286044,8.927057093673485,8.927048207043965,8.886629519366807e-06,-8.886629519366807e-06,1.0,0.0,0.0
1,0.2,1.0,6.1,0.12,2.0,D60_hotspot,4.813559322033898,3.43,4.716305674240153,0.999999558394067,11.206007896047758,20.14099208769381,20.140983193312206,2195.154902693763,2195.152819075066,8.934984191646052,8.934975297264447,8.894381604562795e-06,-8.894381604562795e-06,1.0,0.0,0.0
1,0.2,1.0,6.1,0.12,2.0,D60_hotspot,4.813559322033898,3.62,4.716305674240153,0.999999558394067,11.215636614827508,20.15856328023676,20.158554378095612,2199.273102116543,2199.271014724813,8.942926665409251,8.942917763268104,8.902141146904796e-06,-8.902141146904796e-06,1.0,0.0,0.0
1,0.2,1.0,6.1,0.12,2.0,D60_hotspot,4.813559322033898,3.81,4.716305674240153,0.999999558394067,11.22526684105364,20.176151405687268,20.1761424957791,2203.3991350580745,2203.3970438862616,8.950884564633627,8.95087565472546,8.90990816770909e-06,-8.90990816770909e-06,1.0,0.0,0.0
1,0.2,1.0,6.1,0.12,2.0,D60_hotspot,4.813559322033898,4.0,4.716305674240153,0.999999558394067,11.234898564577437,20.193756503704854,20.193747586022173,2207.5330220034284,2207.530927044464,8.958857939127418,8.958849021444736,8.917682681186534e-06,-8.917682681186534e-06,1.0,0.0,0.0
1,0.2,1.0,6.1,0.12,2.0,D60_hotspot,5.627118644067797,0.2,5.513427760027221,0.9997540121794986,48.22384834337098,58.482628287989414,58.46824227371965,20365.16532665481,20354.901726324762,10.258779944618432,10.244393930348672,0.014386014269760494,-0.014386014269760494,1.0,0.0,0.0
1,0.2,1.0,6.1,0.12,2.0,D60_hotspot,5.627118644067797,0.39,5.513427760027221,0.9997540121794986,48.22616683774059,58.485638137808934,58.471251383152776,20367.313010005408,20357.04834024386,10.259471300068341,10.245084545412183,0.014386754656158018,-0.014386754656158018,1.0,0.0,0.0
1,0.2,1.0,6.1,0.12,2.0,D60_hotspot,5.627118644067797,0.5800000000000001,5.513427760027221,0.9997540121794986,48.22848529519555,58.48864825980471,58.47426076469521,20369.461000823147,20359.195261477664,10.260162964609165,10.245775469499662,0.014387495109502879,-0.014387495109502879,1.0,0.0,0.0
1,0.2,1.0,6.1,0.12,2.0,D60_hotspot,5.627118644067797,0.77,5.513427760027221,0.9997540121794986,48.2308037156956,58.4916580539513,58.47726981846909,20371.60887093314,20361.342062064512,10.260854338255697,10.24646610277349,0.014388235482208245,-0.014388235482208245,1.0,0.0,0.0
1,0.2,1.0,6.1,0.12,2.0,D60_hotspot,5.627118644067797,0.96,5.513427760027221,0.9997540121794986,48.2331220992686,58.49466804969386,58.480279073789355,20373.756998154586,20363.489119635462,10.261545950425258,10.247156974520756,0.014388975904502388,-0.014388975904502388,1.0,0.0,0.0
