sample_id,g_beta,g_center,g_half_width,p95_abs_delta_mu_mumu,max_abs_delta_mu_mumu,mismatch,score
4,0.24626509640365837,0.049181709932535886,0.02508490985818207,5.209391653370339,5.209560659596555,0.0,5.209391653370339
11,0.2441941470168531,0.04874361200053245,0.024503928134217857,5.210442647953492,5.21061170370988,0.0,5.210442647953492
1,0.24472409730777145,0.048814694890752436,0.022525946118403226,5.210451312957957,5.210620390441818,0.0,5.210451312957957
9,0.2453404004573822,0.04852218258548528,0.025033496221993117,5.211554411097978,5.211723454076491,0.0,5.211554411097978
13,0.24619966730102896,0.04863701556827873,0.023093828491866586,5.211870748658242,5.212039831030836,0.0,5.211870748658242
16,0.24478757179528474,0.04896589894313365,0.0240761474580504,5.212234653605599,5.212403727965061,0.0,5.212234653605599
7,0.24273413920029996,0.0487080955170095,0.024643671764526514,5.215511263636081,5.215680330481234,0.0,5.215511263636081
6,0.24425567058473824,0.04906981273330748,0.022089193880558012,5.220112837305237,5.220281947353406,0.0,5.220112837305237
8,0.2451558267362416,0.049285626949742437,0.02348009053664282,5.224018893674433,5.224188016383792,0.0,5.224018893674433
10,0.24279371196776628,0.04907779324259609,0.02354489430831745,5.224532132096314,5.224701256446018,0.0,5.224532132096314
5,0.24586485919356346,0.04822952804043889,0.02434609162993729,5.226133332526814,5.226302461958362,0.0,5.226133332526814
3,0.24387416949868201,0.04842917850501835,0.023049105286598204,5.226667718690344,5.226836849805622,0.0,5.226667718690344
14,0.24368374134972692,0.04936762623060494,0.025460635194554923,5.22724222415286,5.227411275190789,0.0,5.22724222415286
2,0.24314567147567867,0.049479979578405615,0.02390592081705108,5.230512267521021,5.230681378085407,0.0,5.230512267521021
15,0.24333414500951767,0.04832252884563058,0.022803511769045142,5.231991143925143,5.232160291462861,0.0,5.231991143925143
12,0.24567833467200398,0.0495619820928201,0.022358641855418682,5.232641963711679,5.232811113211774,0.0,5.232641963711679
