combo_id,beta,alpha,center_D,width_D,power,improved_fraction_D21_guard,improved_fraction_D60_hotspot,mean_abs_improvement_D21_guard,mean_abs_improvement_D60_hotspot,p95_abs_delta_base_D21_guard,p95_abs_delta_base_D60_hotspot,p95_abs_delta_cf_D21_guard,p95_abs_delta_cf_D60_hotspot,joint_objective
44,0.2,8.0,6.25,0.5,2.0,0.0,1.0,-1.8888915984220558,4.390172946224583,2.102217055050133,31.28593012120719,7.5369053951910185,23.731149045944505,23.731149045944505
112,0.4,8.0,6.1,0.5,2.0,0.0,1.0,-1.6656217088888963,3.794119191827105,2.102217055050133,31.28593012120719,6.848725898635548,24.643545795331686,24.643545795331686
216,0.6,32.0,6.4,0.5,2.0,0.0,1.0,-1.7419449512601246,3.6879749901594128,2.102217055050133,31.28593012120719,6.755542772280771,24.683025946616805,24.683025946616805
48,0.2,8.0,6.4,0.5,2.0,0.0,1.0,-1.6437842675062913,3.7362322847882345,2.102217055050133,31.28593012120719,6.8067672753516,24.708142688779112,24.708142688779112
61,0.2,32.0,6.1,0.12,2.0,0.0,1.0,-7.8555081414021135,11.900130019896281,2.102217055050133,31.28593012120719,24.983528082978907,9.811792763634678,24.983528082978907
25,0.2,4.0,6.1,0.12,2.0,0.0,1.0,-1.499709300026837,2.5636788318741885,2.102217055050133,31.28593012120719,6.4789932767393505,25.09569884825336,25.09569884825336
47,0.2,8.0,6.4,0.3,2.0,0.0,1.0,-1.5052256299959814,3.007994297925681,2.102217055050133,31.28593012120719,6.388685643476599,25.099167668806416,25.099167668806416
196,0.6,16.0,6.1,0.5,2.0,0.0,1.0,-1.4871045468035955,3.2197000730422554,2.102217055050133,31.28593012120719,6.1510500180963765,25.556223171424353,25.556223171424353
111,0.4,8.0,6.1,0.3,2.0,0.0,1.0,-1.3961399290828407,2.791819461608884,2.102217055050133,31.28593012120719,6.034639304098458,25.58062168074046,25.58062168074046
46,0.2,8.0,6.4,0.2,2.0,0.0,1.0,-1.3357505153615499,2.478931618498032,2.102217055050133,31.28593012120719,5.878987523205318,25.583877891603773,25.583877891603773
116,0.4,8.0,6.25,0.5,2.0,0.0,1.0,-1.402014483522788,3.1311653282438976,2.102217055050133,31.28593012120719,6.065873188176239,25.710042255492905,25.710042255492905
121,0.4,16.0,6.1,0.12,2.0,0.0,1.0,-1.2052612262752238,2.5234077036875306,2.102217055050133,31.28593012120719,5.258855005942929,25.84565142462788,25.84565142462788
26,0.2,4.0,6.1,0.2,2.0,0.0,1.0,-1.3232100312322168,2.540309106408435,2.102217055050133,31.28593012120719,5.949495216250922,25.84735407040791,25.84735407040791
131,0.4,16.0,6.4,0.3,2.0,0.0,1.0,-1.3581524747011837,2.6093973814661,2.102217055050133,31.28593012120719,5.732566392963583,25.90856733930354,25.90856733930354
142,0.4,32.0,6.4,0.2,2.0,0.0,1.0,-1.3402487780353227,2.4629145345922905,2.102217055050133,31.28593012120719,5.3803821482648875,26.1086750059735,26.1086750059735
126,0.4,16.0,6.25,0.2,2.0,0.0,1.0,-1.2320305104244855,2.331249888025843,2.102217055050133,31.28593012120719,5.340722207473336,26.230927419565035,26.230927419565035
27,0.2,4.0,6.1,0.3,2.0,0.0,1.0,-1.215438590615456,2.563737042800191,2.102217055050133,31.28593012120719,5.626155210194886,26.34721207265287,26.34721207265287
45,0.2,8.0,6.4,0.12,2.0,0.0,1.0,-1.0230939694817622,1.9369984231802109,2.102217055050133,31.28593012120719,4.940852122513313,26.5203398929284,26.5203398929284
29,0.2,4.0,6.25,0.12,2.0,0.0,1.0,-1.0489094219552484,1.7312078549475798,2.102217055050133,31.28593012120719,5.126568186893306,26.660429548789505,26.660429548789505
110,0.4,8.0,6.1,0.2,2.0,0.0,1.0,-1.09044508426357,2.0606433940865525,2.102217055050133,31.28593012120719,5.114697399159821,26.675063164322378,26.675063164322378
120,0.4,8.0,6.4,0.5,2.0,0.0,1.0,-1.1584390046209623,2.538857401629019,2.102217055050133,31.28593012120719,5.344108606218873,26.703256032150314,26.703256032150314
28,0.2,4.0,6.1,0.5,2.0,0.0,1.0,-1.1226766485034367,2.659203207835226,2.102217055050133,31.28593012120719,5.344857331986457,26.79883577995515,26.79883577995515
200,0.6,16.0,6.25,0.5,2.0,0.0,1.0,-1.1747291070830521,2.4963818186502444,2.102217055050133,31.28593012120719,5.252621010741353,26.816345043411594,26.816345043411594
30,0.2,4.0,6.25,0.2,2.0,0.0,1.0,-1.0186541460912626,1.8866424564606596,2.102217055050133,31.28593012120719,5.035836799698048,27.000009413521624,27.000009413521624
31,0.2,4.0,6.25,0.3,2.0,0.0,1.0,-1.0033431218721758,2.046157277218101,2.102217055050133,31.28593012120719,4.99022289437213,27.17533543720137,27.17533543720137
115,0.4,8.0,6.25,0.3,2.0,0.0,1.0,-1.0110938128247475,1.9826420900578368,2.102217055050133,31.28593012120719,4.881938612044527,27.199453640498234,27.199453640498234
32,0.2,4.0,6.25,0.5,2.0,0.0,1.0,-0.9913328158489345,2.2924658716884867,2.102217055050133,31.28593012120719,4.953636646729317,27.317530968404064,27.317530968404064
207,0.6,32.0,6.1,0.3,2.0,0.0,1.0,-1.0692033032678638,1.8348483205724095,2.102217055050133,31.28593012120719,4.581688841634644,27.610021289249804,27.610021289249804
137,0.4,32.0,6.25,0.12,2.0,0.0,1.0,-0.9242631516329721,2.066263510261099,2.102217055050133,31.28593012120719,4.128059895701961,27.67240490009184,27.67240490009184
100,0.4,4.0,6.1,0.5,2.0,0.0,1.0,-0.8692830240653006,1.9705719085284765,2.102217055050133,31.28593012120719,4.577098283228108,27.817976151920956,27.817976151920956
204,0.6,16.0,6.4,0.5,2.0,0.0,1.0,-0.9188326153296453,1.9162246030978616,2.102217055050133,31.28593012120719,4.526472225376324,27.839493730660806,27.839493730660806
36,0.2,4.0,6.4,0.5,2.0,0.0,1.0,-0.8572974995341537,1.9396695687187644,2.102217055050133,31.28593012120719,4.554291779794265,27.85317704506692,27.85317704506692
13,0.2,2.0,6.1,0.12,2.0,0.0,1.0,-0.7792148458638559,1.3264088528791178,2.102217055050133,31.28593012120719,4.3767235408810325,28.06373530784294,28.06373530784294
35,0.2,4.0,6.4,0.3,2.0,0.0,1.0,-0.782449386862589,1.5597391731215364,2.102217055050133,31.28593012120719,4.327984121170638,28.065615021409894,28.065615021409894
184,0.6,8.0,6.1,0.5,2.0,0.0,1.0,-0.7755840429737976,1.6640080999326001,2.102217055050133,31.28593012120719,4.200108343574768,28.312533870547046,28.312533870547046
99,0.4,4.0,6.1,0.3,2.0,0.0,1.0,-0.7240661588485909,1.4443647095410386,2.102217055050133,31.28593012120719,4.137664446174416,28.325672921163452,28.325672921163452
34,0.2,4.0,6.4,0.2,2.0,0.0,1.0,-0.6914902464022304,1.2866401857742622,2.102217055050133,31.28593012120719,4.054374457200226,28.327426130612942,28.327426130612942
104,0.4,4.0,6.25,0.5,2.0,0.0,1.0,-0.7269321414922609,1.6162736610468376,2.102217055050133,31.28593012120719,4.154405832668468,28.395297488224056,28.395297488224056
109,0.4,8.0,6.1,0.12,2.0,0.0,1.0,-0.6273182930906337,1.3496559098896133,2.102217055050133,31.28593012120719,3.7248376315561282,28.468123733835903,28.468123733835903
14,0.2,2.0,6.1,0.2,2.0,0.0,1.0,-0.684331859297898,1.3096660385831032,2.102217055050133,31.28593012120719,4.092074693193327,28.469037277738593,28.469037277738593
119,0.4,8.0,6.4,0.3,2.0,0.0,1.0,-0.7079251380189603,1.3512715938239677,2.102217055050133,31.28593012120719,3.97623529206228,28.501867240597054,28.501867240597054
130,0.4,16.0,6.4,0.2,2.0,0.0,1.0,-0.7142571021537178,1.292160284274089,2.102217055050133,31.28593012120719,3.7891292984042977,28.60900441279203,28.60900441279203
114,0.4,8.0,6.25,0.2,2.0,0.0,1.0,-0.6414188722504831,1.215367534326668,2.102217055050133,31.28593012120719,3.768132653578918,28.674319164511488,28.674319164511488
15,0.2,2.0,6.1,0.3,2.0,0.0,1.0,-0.6268331422208842,1.3180793510656559,2.102217055050133,31.28593012120719,3.9195772334271313,28.73634808802094,28.73634808802094
33,0.2,4.0,6.4,0.12,2.0,0.0,1.0,-0.525811497503089,1.0107428207239444,2.102217055050133,31.28593012120719,3.5572601549994745,28.828522856433402,28.828522856433402
17,0.2,2.0,6.25,0.12,2.0,0.0,1.0,-0.5386449826940063,0.8907563983469511,2.102217055050133,31.28593012120719,3.6550116076568897,28.902954459558792,28.902954459558792
98,0.4,4.0,6.1,0.2,2.0,0.0,1.0,-0.5616439477539403,1.0647414975993705,2.102217055050133,31.28593012120719,3.6487537795830915,28.91072160887091,28.91072160887091
108,0.4,4.0,6.4,0.5,2.0,0.0,1.0,-0.5971215932974443,1.3031581867343167,2.102217055050133,31.28593012120719,3.7699248914467325,28.925681457156394,28.925681457156394
16,0.2,2.0,6.1,0.5,2.0,0.0,1.0,-0.5775504844855083,1.364142701190856,2.102217055050133,31.28593012120719,3.7703211661267226,28.976357316340824,28.976357316340824
211,0.6,32.0,6.25,0.3,2.0,0.0,1.0,-0.7355928896886329,1.1535809747670271,2.102217055050133,31.28593012120719,3.653739041536249,28.97857450017532,28.97857450017532
188,0.6,8.0,6.25,0.5,2.0,0.0,1.0,-0.6082515237205163,1.2808178893871156,2.102217055050133,31.28593012120719,3.7215434012659885,28.98563374728553,28.98563374728553
18,0.2,2.0,6.25,0.2,2.0,0.0,1.0,-0.5227060054964953,0.9672724464116346,2.102217055050133,31.28593012120719,3.607214961058106,29.082811155698078,29.082811155698078
19,0.2,2.0,6.25,0.3,2.0,0.0,1.0,-0.5146468424161296,1.0472699339602798,2.102217055050133,31.28593012120719,3.583214960637752,29.175358841565803,29.175358841565803
103,0.4,4.0,6.25,0.3,2.0,0.0,1.0,-0.5198184068205308,1.016938407512785,2.102217055050133,31.28593012120719,3.526318355608262,29.188073279315866,29.188073279315866
20,0.2,2.0,6.25,0.5,2.0,0.0,1.0,-0.5082859778307046,1.1723316184099482,2.102217055050133,31.28593012120719,3.5639789505997435,29.2502624670823,29.2502624670823
195,0.6,16.0,6.1,0.3,2.0,0.0,1.0,-0.5706055718751876,0.9401249972616794,2.102217055050133,31.28593012120719,3.3691258997642635,29.403899194016695,29.403899194016695
125,0.4,16.0,6.25,0.12,2.0,0.0,1.0,-0.49670594001299945,1.1106426130610028,2.102217055050133,31.28593012120719,3.1332105107085395,29.43659167180427,29.43659167180427
88,0.4,2.0,6.1,0.5,2.0,0.0,1.0,-0.44438000390366045,1.0048310098848552,2.102217055050133,31.28593012120719,3.3667290424245335,29.51277573768229,29.51277573768229
192,0.6,8.0,6.4,0.5,2.0,0.0,1.0,-0.47292619653586254,0.9773719617922677,2.102217055050133,31.28593012120719,3.3403086807576634,29.524024609527316,29.524024609527316
24,0.2,2.0,6.4,0.5,2.0,0.0,1.0,-0.43808886159880306,0.9888441437338608,2.102217055050133,31.28593012120719,3.354824021507711,29.531176276555946,29.531176276555946
1,0.2,1.0,6.1,0.12,2.0,0.0,1.0,-0.39738765780503543,0.6749896789516018,2.102217055050133,31.28593012120719,3.2622971521981987,29.641065306239327,29.641065306239327
23,0.2,2.0,6.4,0.3,2.0,0.0,1.0,-0.39914353514381273,0.7947008081343674,2.102217055050133,31.28593012120719,3.2369508374388487,29.642044961318906,29.642044961318906
172,0.6,4.0,6.1,0.5,2.0,0.0,1.0,-0.3964745415089069,0.8463073074224848,2.102217055050133,31.28593012120719,3.1705541858481654,29.77052435876532,29.77052435876532
87,0.4,2.0,6.1,0.3,2.0,0.0,1.0,-0.368919606031015,0.7350361077878008,2.102217055050133,31.28593012120719,3.1381859394609073,29.77734946185773,29.77734946185773
22,0.2,2.0,6.4,0.2,2.0,0.0,1.0,-0.3519784283799735,0.6559454762836497,2.102217055050133,31.28593012120719,3.0950673556472608,29.778260081540335,29.778260081540335
92,0.4,2.0,6.25,0.5,2.0,0.0,1.0,-0.37032503623319424,0.8214867879344399,2.102217055050133,31.28593012120719,3.146860464131153,29.8134966380785,29.8134966380785
97,0.4,4.0,6.1,0.12,2.0,0.0,1.0,-0.3205036996126882,0.7001411380820842,2.102217055050133,31.28593012120719,2.9250824182945223,29.85127109645961,29.85127109645961
2,0.2,1.0,6.1,0.2,2.0,0.0,1.0,-0.34814558326991246,0.6652154546280309,2.102217055050133,31.28593012120719,3.114576641585051,29.85174471853421,29.85174471853421
215,0.6,32.0,6.4,0.3,2.0,0.0,1.0,-0.5073261730689784,0.7158093120123797,2.102217055050133,31.28593012120719,3.0617063394770363,29.856186264580224,29.856186264580224
107,0.4,4.0,6.4,0.3,2.0,0.0,1.0,-0.36187734074864847,0.6880585798861493,2.102217055050133,31.28593012120719,3.054672756149737,29.868761516440287,29.868761516440287
118,0.4,8.0,6.4,0.2,2.0,0.0,1.0,-0.3710543326462018,0.6628647957479559,2.102217055050133,31.28593012120719,2.958169116982053,29.924243687833037,29.924243687833037
102,0.4,4.0,6.25,0.2,2.0,0.0,1.0,-0.32774006170805825,0.6212138716224014,2.102217055050133,31.28593012120719,2.9473594149011952,29.958029863909804,29.958029863909804
3,0.2,1.0,6.1,0.3,2.0,0.0,1.0,-0.3184240940343224,0.6685100005151371,2.102217055050133,31.28593012120719,3.025417050366175,29.990089876355736,29.990089876355736
21,0.2,2.0,6.4,0.12,2.0,0.0,1.0,-0.26664139195918174,0.5168380515291147,2.102217055050133,31.28593012120719,2.8390165584839613,30.03768339589015,30.03768339589015
5,0.2,1.0,6.25,0.12,2.0,0.0,1.0,-0.27301618056745564,0.4519877224424842,2.102217055050133,31.28593012120719,2.8891898265578577,30.076073986244808,30.076073986244808
86,0.4,2.0,6.1,0.2,2.0,0.0,1.0,-0.28514411017143,0.5415304628177859,2.102217055050133,31.28593012120719,2.8859752690575804,30.08007802319136,30.08007802319136
96,0.4,2.0,6.4,0.5,2.0,0.0,1.0,-0.30326155179616215,0.6603839529559333,2.102217055050133,31.28593012120719,2.9482819570766856,30.08778882893932,30.08778882893932
4,0.2,1.0,6.1,0.5,2.0,0.0,1.0,-0.29300677273947917,0.6910638825146561,2.102217055050133,31.28593012120719,2.948485940675849,30.11389777448188,30.11389777448188
199,0.6,16.0,6.25,0.3,2.0,0.0,1.0,-0.3926675124185125,0.5858281580036819,2.102217055050133,31.28593012120719,2.8885360988091913,30.115039709403334,30.115039709403334
176,0.6,4.0,6.25,0.5,2.0,0.0,1.0,-0.3097501212712737,0.648923696498278,2.102217055050133,31.28593012120719,2.9233880999989155,30.118675275004932,30.118675275004932
6,0.2,1.0,6.25,0.2,2.0,0.0,1.0,-0.26483150718942433,0.4898856741001848,2.102217055050133,31.28593012120719,2.864646310025333,30.16868866496606,30.16868866496606
141,0.4,32.0,6.4,0.12,2.0,0.0,1.0,-0.4529935016612636,0.7695151611740684,2.102217055050133,31.28593012120719,2.7144123808756526,30.174355004147255,30.174355004147255
7,0.2,1.0,6.25,0.3,2.0,0.0,1.0,-0.26069499825588954,0.5299213942307801,2.102217055050133,31.28593012120719,2.852330097514232,30.216260960009436,30.216260960009436
91,0.4,2.0,6.25,0.3,2.0,0.0,1.0,-0.2636587143347934,0.5151734242176789,2.102217055050133,31.28593012120719,2.823152849502293,30.222792121158978,30.222792121158978
8,0.2,1.0,6.25,0.5,2.0,0.0,1.0,-0.25742028514409354,0.592929023537761,2.102217055050133,31.28593012120719,2.842462389164011,30.254722060716436,30.254722060716436
183,0.6,8.0,6.1,0.3,2.0,0.0,1.0,-0.29690381317024006,0.4760035918912228,2.102217055050133,31.28593012120719,2.7426937176807122,30.333494339995756,30.333494339995756
113,0.4,8.0,6.25,0.12,2.0,0.0,1.0,-0.25981050615890067,0.5779050251256511,2.102217055050133,31.28593012120719,2.622354671860456,30.350236218281072,30.350236218281072
76,0.4,1.0,6.1,0.5,2.0,0.0,1.0,-0.2247085130850682,0.5074590601423905,2.102217055050133,31.28593012120719,2.741468596759261,30.38922284730963,30.38922284730963
180,0.6,4.0,6.4,0.5,2.0,0.0,1.0,-0.24008025885109754,0.4936636122375779,2.102217055050133,31.28593012120719,2.727967593768979,30.394976130750795,30.394976130750795
12,0.2,1.0,6.4,0.5,2.0,0.0,1.0,-0.2214838766833042,0.49932533917367167,2.102217055050133,31.28593012120719,2.7353842691882626,30.398633447675113,30.398633447675113
11,0.2,1.0,6.4,0.3,2.0,0.0,1.0,-0.20161321308697377,0.40117936752586847,2.102217055050133,31.28593012120719,2.6752108686321057,30.455287902901034,30.455287902901034
206,0.6,32.0,6.1,0.2,2.0,0.0,1.0,-0.43230962079806573,0.40723616955808095,2.102217055050133,31.28593012120719,2.6188558927999552,30.47277989209388,30.47277989209388
160,0.6,2.0,6.1,0.5,2.0,0.0,1.0,-0.20050394993699766,0.4268317146203727,2.102217055050133,31.28593012120719,2.641370419434331,30.520840428609123,30.520840428609123
75,0.4,1.0,6.1,0.3,2.0,0.0,1.0,-0.18623353757717162,0.37083129564619366,2.102217055050133,31.28593012120719,2.6248874904546624,30.524319689349646,30.524319689349646
10,0.2,1.0,6.4,0.2,2.0,0.0,1.0,-0.17759159030543226,0.3312427287970239,2.102217055050133,31.28593012120719,2.6029446201505015,30.524783876572084,30.524783876572084
80,0.4,1.0,6.25,0.5,2.0,0.0,1.0,-0.18692787210278664,0.41417114517247616,2.102217055050133,31.28593012120719,2.629303917173685,30.54274149061461,30.54274149061461
85,0.4,2.0,6.1,0.12,2.0,0.0,1.0,-0.16206421395445528,0.35689961839907647,2.102217055050133,31.28593012120719,2.516600662929264,30.561983458690946,30.561983458690946
203,0.6,16.0,6.4,0.3,2.0,0.0,1.0,-0.27031601892389057,0.36140102291206183,2.102217055050133,31.28593012120719,2.585978666805866,30.564486513728475,30.564486513728475
95,0.4,2.0,6.4,0.3,2.0,0.0,1.0,-0.18302078300702534,0.3472412053600728,2.102217055050133,31.28593012120719,2.582402954872884,30.570889755132047,30.570889755132047
106,0.4,4.0,6.4,0.2,2.0,0.0,1.0,-0.18953444648537626,0.3358591373308181,2.102217055050133,31.28593012120719,2.5333870127018026,30.59912858080004,30.59912858080004
90,0.4,2.0,6.25,0.2,2.0,0.0,1.0,-0.1657296585902256,0.3141428240743234,2.102217055050133,31.28593012120719,2.5279017062874267,30.61631490675903,30.61631490675903
9,0.2,1.0,6.4,0.12,2.0,0.0,1.0,-0.13427721455621094,0.26141188229005885,2.102217055050133,31.28593012120719,2.472980949905447,30.656803485184565,30.656803485184565
74,0.4,1.0,6.1,0.2,2.0,0.0,1.0,-0.14368178074503282,0.27313052284547984,2.102217055050133,31.28593012120719,2.4967723523483576,30.678336154178446,30.678336154178446
84,0.4,1.0,6.4,0.5,2.0,0.0,1.0,-0.1528359722822905,0.3324423194971684,2.102217055050133,31.28593012120719,2.528369803399002,30.682251292203773,30.682251292203773
187,0.6,8.0,6.25,0.3,2.0,0.0,1.0,-0.20430543244814467,0.2952406576508841,2.102217055050133,31.28593012120719,2.4980703441204186,30.696084738190443,30.696084738190443
164,0.6,2.0,6.25,0.5,2.0,0.0,1.0,-0.15633832664704733,0.32663776398080335,2.102217055050133,31.28593012120719,2.5157413207021064,30.69792990534742,30.69792990534742
129,0.4,16.0,6.4,0.12,2.0,0.0,1.0,-0.25557729920974653,0.39701122985793397,2.102217055050133,31.28593012120719,2.409945080045167,30.726178413700033,30.726178413700033
