combo_id,beta,alpha,center_D,width_D,power,improved_fraction_D21_guard,improved_fraction_D60_hotspot,mean_abs_improvement_D21_guard,mean_abs_improvement_D60_hotspot,p95_abs_delta_base_D21_guard,p95_abs_delta_base_D60_hotspot,p95_abs_delta_cf_D21_guard,p95_abs_delta_cf_D60_hotspot,joint_objective
79,0.4,1.0,6.25,0.3,2.0,0.0,1.0,-0.13279119011752535,0.2593025640534932,2.102217055050133,31.28593012120719,2.464948075985035,30.75073604898916,30.75073604898916
171,0.6,4.0,6.1,0.3,2.0,0.0,1.0,-0.15182474167765672,0.2395224108751691,2.102217055050133,31.28593012120719,2.424240301372356,30.80680485931992,30.80680485931992
101,0.4,4.0,6.25,0.12,2.0,0.0,1.0,-0.1332895696599912,0.2950852910129189,2.102217055050133,31.28593012120719,2.3634618243350713,30.815277412544724,30.815277412544724
168,0.6,2.0,6.4,0.5,2.0,0.0,1.0,-0.1209782472861661,0.248097421571891,2.102217055050133,31.28593012120719,2.416795885582156,30.8379099961951,30.8379099961951
194,0.6,16.0,6.1,0.2,2.0,0.0,1.0,-0.24802047102102767,0.20522219991592605,2.102217055050133,31.28593012120719,2.3616966321933814,30.877237703257865,30.877237703257865
210,0.6,32.0,6.25,0.2,2.0,0.0,1.0,-0.31338168803715327,0.19539738494243425,2.102217055050133,31.28593012120719,2.348372802773946,30.897944255045438,30.897944255045438
148,0.6,1.0,6.1,0.5,2.0,0.0,1.0,-0.10083152628392905,0.21434861114483905,2.102217055050133,31.28593012120719,2.3730574628500363,30.901511434648445,30.901511434648445
73,0.4,1.0,6.1,0.12,2.0,0.0,1.0,-0.08149920285094787,0.18022621943698092,2.102217055050133,31.28593012120719,2.3101545559879306,30.922279505884028,30.922279505884028
191,0.6,8.0,6.4,0.3,2.0,0.0,1.0,-0.14034730069951853,0.1815908200977886,2.102217055050133,31.28593012120719,2.3451147693354293,30.923542638501075,30.923542638501075
83,0.4,1.0,6.4,0.3,2.0,0.0,1.0,-0.09204505603491263,0.17443746532900586,2.102217055050133,31.28593012120719,2.3433119048860886,30.926773762828752,30.926773762828752
94,0.4,2.0,6.4,0.2,2.0,0.0,1.0,-0.09585047783519754,0.16906722789051956,2.102217055050133,31.28593012120719,2.3186094874650243,30.941020130283,30.941020130283
78,0.4,1.0,6.25,0.2,2.0,0.0,1.0,-0.08334382046177925,0.15797573439976031,2.102217055050133,31.28593012120719,2.3158463827345734,30.949688038587116,30.949688038587116
175,0.6,4.0,6.25,0.3,2.0,0.0,1.0,-0.10445196388377852,0.1482107057110421,2.102217055050133,31.28593012120719,2.3008240863940896,30.98989493682128,30.98989493682128
152,0.6,1.0,6.25,0.5,2.0,0.0,1.0,-0.07854263428646831,0.16386892893736305,2.102217055050133,31.28593012120719,2.3097217897092444,30.990824482807387,30.990824482807387
117,0.4,8.0,6.4,0.12,2.0,0.0,1.0,-0.13783123929069796,0.2017696032749734,2.102217055050133,31.28593012120719,2.2564919231759637,31.005052589417375,31.005052589417375
159,0.6,2.0,6.1,0.3,2.0,0.0,1.0,-0.07682863259076893,0.12014591829051198,2.102217055050133,31.28593012120719,2.2636786481122755,31.045633970859555,31.045633970859555
89,0.4,2.0,6.25,0.12,2.0,0.0,1.0,-0.06757201722955834,0.1491433556561353,2.102217055050133,31.28593012120719,2.2331354284474623,31.04989599862324,31.04989599862324
156,0.6,1.0,6.4,0.5,2.0,0.0,1.0,-0.06072816402534094,0.12436782249060271,2.102217055050133,31.28593012120719,2.2599358484725185,31.061278816358147,31.061278816358147
182,0.6,8.0,6.1,0.2,2.0,0.0,1.0,-0.1352281729348537,0.10301877711607897,2.102217055050133,31.28593012120719,2.2322488415150383,31.081050440769395,31.081050440769395
198,0.6,16.0,6.25,0.2,2.0,0.0,1.0,-0.18103038919273334,0.098070595207764,2.102217055050133,31.28593012120719,2.225557679157235,31.091456467893003,31.091456467893003
214,0.6,32.0,6.4,0.2,2.0,0.0,1.0,-0.22636104269387844,0.09299848090848523,2.102217055050133,31.28593012120719,2.218970269796567,31.10177968632222,31.10177968632222
179,0.6,4.0,6.4,0.3,2.0,0.0,1.0,-0.07164086328082074,0.09102006507262987,2.102217055050133,31.28593012120719,2.22392174589338,31.10431706913075,31.10431706913075
82,0.4,1.0,6.4,0.2,2.0,0.0,1.0,-0.04820747869974029,0.08482204653002352,2.102217055050133,31.28593012120719,2.2106162708736647,31.113095327744965,31.113095327744965
163,0.6,2.0,6.25,0.3,2.0,0.0,1.0,-0.052846934972393,0.07425406066333869,2.102217055050133,31.28593012120719,2.2016915460135436,31.137632829137043,31.137632829137043
105,0.4,4.0,6.4,0.12,2.0,0.0,1.0,-0.07194069118082967,0.1017279054044383,2.102217055050133,31.28593012120719,2.179457614978103,31.14523958901286,31.14523958901286
147,0.6,1.0,6.1,0.3,2.0,0.0,1.0,-0.03865361661842025,0.060169716417838866,2.102217055050133,31.28593012120719,2.183060816280664,31.16559782265185,31.16559782265185
77,0.4,1.0,6.25,0.12,2.0,0.0,1.0,-0.03402924746762817,0.07498076088362421,2.102217055050133,31.28593012120719,2.1677504907379204,31.16773531839258,31.16773531839258
170,0.6,4.0,6.1,0.2,2.0,0.0,1.0,-0.07103532907011753,0.051612157485815366,2.102217055050133,31.28593012120719,2.167306194477144,31.183356390179547,31.183356390179547
186,0.6,8.0,6.25,0.2,2.0,0.0,1.0,-0.09873037704607829,0.04912901723424478,2.102217055050133,31.28593012120719,2.1639532652373425,31.18857266722297,31.18857266722297
202,0.6,16.0,6.4,0.2,2.0,0.0,1.0,-0.12851411927499487,0.04658377132232858,2.102217055050133,31.28593012120719,2.160652706147451,31.193746750145106,31.193746750145106
167,0.6,2.0,6.4,0.3,2.0,0.0,1.0,-0.036212003216260336,0.045566459289683316,2.102217055050133,31.28593012120719,2.163133561203947,31.195018403185074,31.195018403185074
151,0.6,1.0,6.25,0.3,2.0,0.0,1.0,-0.026585074129764772,0.0371643478930958,2.102217055050133,31.28593012120719,2.151997154840726,31.211711351815914,31.211711351815914
93,0.4,2.0,6.4,0.12,2.0,0.0,1.0,-0.036807050622358894,0.051078255354217006,2.102217055050133,31.28593012120719,2.140863168216243,31.215521744129102,31.215521744129102
158,0.6,2.0,6.1,0.2,2.0,0.0,1.0,-0.036470783926521734,0.02583187837109491,2.102217055050133,31.28593012120719,2.1347799672740946,31.234609717324087,31.234609717324087
174,0.6,4.0,6.25,0.2,2.0,0.0,1.0,-0.05180120972328235,0.02458803251872696,2.102217055050133,31.28593012120719,2.133101661097194,31.237221181231796,31.237221181231796
190,0.6,8.0,6.4,0.2,2.0,0.0,1.0,-0.06911230264121927,0.023313099081192234,2.102217055050133,31.28593012120719,2.1314496639355722,31.239811349603393,31.239811349603393
155,0.6,1.0,6.4,0.3,2.0,0.0,1.0,-0.018207251228452376,0.022797369414887653,2.102217055050133,31.28593012120719,2.1326913736918343,31.240447918477532,31.240447918477532
81,0.4,1.0,6.4,0.12,2.0,0.0,1.0,-0.01862404069893993,0.025593153209614746,2.102217055050133,31.28593012120719,2.121546576415845,31.250710133680638,31.250710133680638
205,0.6,32.0,6.1,0.12,2.0,0.0,1.0,-0.28645163882381414,0.023378943065095522,2.102217055050133,31.28593012120719,2.1222313827243466,31.250730250050207,31.250730250050207
146,0.6,1.0,6.1,0.2,2.0,0.0,1.0,-0.018487572556042494,0.012922402592535118,2.102217055050133,31.28593012120719,2.118503100667597,31.26026152644613,31.26026152644613
162,0.6,2.0,6.25,0.2,2.0,0.0,1.0,-0.026568123387084825,0.012299909047324184,2.102217055050133,31.28593012120719,2.1176634866207045,31.26156809093948,31.26156809093948
178,0.6,4.0,6.4,0.2,2.0,0.0,1.0,-0.03593931758539718,0.011661863035203893,2.102217055050133,31.28593012120719,2.1168370581327247,31.262863957916355,31.262863957916355
193,0.6,16.0,6.1,0.12,2.0,0.0,1.0,-0.18033115312021972,0.011699509094586042,2.102217055050133,31.28593012120719,2.1122259525086093,31.26832623773652,31.26832623773652
150,0.6,1.0,6.25,0.2,2.0,0.0,1.0,-0.013459090573061093,0.00615142920120362,2.102217055050133,31.28593012120719,2.1099413033861625,31.273747215123105,31.273747215123105
166,0.6,2.0,6.4,0.2,2.0,0.0,1.0,-0.01834015138203069,0.0058322611619597555,2.102217055050133,31.28593012120719,2.109527981602414,31.274395344442425,31.274395344442425
209,0.6,32.0,6.25,0.12,2.0,0.0,1.0,-0.2540330975839785,0.006713763162205886,2.102217055050133,31.28593012120719,2.1079538354478373,31.275839280837516,31.275839280837516
181,0.6,8.0,6.1,0.12,2.0,0.0,1.0,-0.10369686353153251,0.0058522683471679895,2.102217055050133,31.28593012120719,2.107221937297352,31.27712719216668,31.27712719216668
154,0.6,1.0,6.4,0.2,2.0,0.0,1.0,-0.009266047118599326,0.002916463151110635,2.102217055050133,31.28593012120719,2.1058727496229226,31.28016230895152,31.28016230895152
197,0.6,16.0,6.25,0.12,2.0,0.0,1.0,-0.15637767736940078,0.0033577100732264244,2.102217055050133,31.28593012120719,2.105085587663743,31.280884376631718,31.280884376631718
169,0.6,4.0,6.1,0.12,2.0,0.0,1.0,-0.05607131100431076,0.0029267631759216173,2.102217055050133,31.28593012120719,2.1047196045673218,31.28152840981911,31.28152840981911
213,0.6,32.0,6.4,0.12,2.0,0.0,1.0,-0.18799028838550375,0.0019248098034967685,2.102217055050133,31.28593012120719,2.1038608820145024,31.2830385616775,31.2830385616775
185,0.6,8.0,6.25,0.12,2.0,0.0,1.0,-0.0884315971501267,0.0016790622641675243,2.102217055050133,31.28593012120719,2.10365135696329,31.28340716781397,31.28340716781397
157,0.6,2.0,6.1,0.12,2.0,0.0,1.0,-0.02922811891369192,0.0014635389076672939,2.102217055050133,31.28593012120719,2.1034683569088735,31.283729203791005,31.283729203791005
201,0.6,16.0,6.4,0.12,2.0,0.0,1.0,-0.10930906440440158,0.0009624730163505798,2.102217055050133,31.28593012120719,2.103038980225025,31.284484314807017,31.284484314807017
173,0.6,4.0,6.25,0.12,2.0,0.0,1.0,-0.04731847798992101,0.0008395829520433871,2.102217055050133,31.28593012120719,2.1029342149086268,31.284668624233227,31.284668624233227
145,0.6,1.0,6.1,0.12,2.0,0.0,1.0,-0.014931908260834351,0.0007318087923996094,2.102217055050133,31.28593012120719,2.1028427127547737,31.284829647067916,31.284829647067916
189,0.6,8.0,6.4,0.12,2.0,0.0,1.0,-0.059504848308118696,0.0004812535392877594,2.102217055050133,31.28593012120719,2.10262802056083,31.285207211348087,31.285207211348087
161,0.6,2.0,6.25,0.12,2.0,0.0,1.0,-0.024519998793823543,0.0004198044326487198,2.102217055050133,31.28593012120719,2.1025756372048923,31.28529936765074,31.28529936765074
177,0.6,4.0,6.4,0.12,2.0,0.0,1.0,-0.031134357759150157,0.00024063102773290605,2.102217055050133,31.28593012120719,2.102422538536286,31.28556866461286,31.28556866461286
149,0.6,1.0,6.25,0.12,2.0,0.0,1.0,-0.012487212187672075,0.00020990545568244962,2.102217055050133,31.28593012120719,2.102396346683907,31.285614743161595,31.285614743161595
165,0.6,2.0,6.4,0.12,2.0,0.0,1.0,-0.015937363186979192,0.00012031657842572128,2.102217055050133,31.28593012120719,2.1023197969759253,31.285749392493823,31.285749392493823
153,0.6,1.0,6.4,0.12,2.0,0.0,1.0,-0.008064575935955982,6.015855535415377e-05,2.102217055050133,31.28593012120719,2.102268426058706,31.285839756746462,31.285839756746462
