pair,layer,p95_abs_delta_log_amp_point,p95_abs_delta_log_amp_ref,p95_abs_delta_log_partial,p95_abs_delta_log_width,p95_abs_delta_log_mu,p95_abs_delta_mu,max_abs_delta_mu,p95_abs_path_closure_residual,max_abs_path_closure_residual,max_abs_mu_identity_residual_lhs,max_abs_mu_identity_residual_rhs,acceptance_mismatch,hotspot_p95_abs_delta_log_partial,hotspot_p95_abs_delta_log_width,hotspot_p95_abs_delta_mu,hotspot_max_abs_delta_mu
uniform_vs_runtime,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
uniform_vs_runtime,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
uniform_vs_runtime,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hybrid_vs_uniform,1,0.011210224888006472,0.0021030926033828528,0.018216018760337065,0.00799953244993452,0.026187545059310514,0.4851468042338387,1.074258131006502,2.1775116432198872e-16,3.161533534967731e-16,0.0,0.0,0.0,0.016775623221651527,0.005253386794028961,1.0741641467022007,1.074258131006502
hybrid_vs_uniform,2,0.01172243039555105,0.0010939016142024259,0.02125796998684435,0.00799953244993452,0.029229496285817863,0.5133075395266792,0.9551833187635239,2.152791833687218e-16,2.8709673527416157e-16,0.0,0.0,0.016666666666666666,0.016263262778652633,0.005253386794028961,0.9550048233899077,0.9551833187635239
hybrid_vs_uniform,3,0.031000067819610497,0.007830370131196966,0.048836773313145745,0.00799953244993452,0.04209317184422847,2.2098149813470656,4.000221352149126,2.0957627994144803e-16,3.2959746043559335e-16,0.0,0.0,0.0,0.05511233705310042,0.005253386794028961,3.9990636650833666,4.000221352149126
hybrid_vs_runtime,1,0.011210224888006472,0.0021030926033828528,0.018216018760337065,0.00799953244993452,0.026187545059310514,0.4851468042338387,1.074258131006502,2.1775116432198872e-16,3.161533534967731e-16,0.0,0.0,0.0,0.016775623221651527,0.005253386794028961,1.0741641467022007,1.074258131006502
hybrid_vs_runtime,2,0.01172243039555105,0.0010939016142024259,0.02125796998684435,0.00799953244993452,0.029229496285817863,0.5133075395266792,0.9551833187635239,2.152791833687218e-16,2.8709673527416157e-16,0.0,0.0,0.016666666666666666,0.016263262778652633,0.005253386794028961,0.9550048233899077,0.9551833187635239
hybrid_vs_runtime,3,0.031000067819610497,0.007830370131196966,0.048836773313145745,0.00799953244993452,0.04209317184422847,2.2098149813470656,4.000221352149126,2.0957627994144803e-16,3.2959746043559335e-16,0.0,0.0,0.0,0.05511233705310042,0.005253386794028961,3.9990636650833666,4.000221352149126
