i,j,k,obs_triangle_defect_abs,recon_triangle_defect_abs,mixed_triangle_defect_abs,channel
1,4,8,0.0,0.0,1.1102230246251565e-16,mix
1,4,9,0.0,4.440892098500626e-16,2.220446049250313e-16,mix
1,4,10,0.0,2.220446049250313e-16,2.220446049250313e-16,mix
1,4,11,0.0,4.440892098500626e-16,2.220446049250313e-16,mix
1,4,12,0.0,0.0,6.245004513516506e-17,mix
1,4,13,2.220446049250313e-16,2.220446049250313e-16,0.0,mix
1,4,14,0.0,0.0,0.0,mix
1,4,15,0.0,0.0,0.0,mix
1,4,16,0.0,0.0,2.220446049250313e-16,mix
1,5,6,2.220446049250313e-16,2.220446049250313e-16,4.440892098500626e-16,mix
1,5,7,0.0,8.881784197001252e-16,8.881784197001252e-16,mix
