i,j,k,obs_triangle_defect_abs,recon_triangle_defect_abs,mixed_triangle_defect_abs,channel
1,5,8,2.220446049250313e-16,2.220446049250313e-16,4.440892098500626e-16,mix
1,5,9,4.440892098500626e-16,4.440892098500626e-16,4.440892098500626e-16,mix
1,5,10,2.220446049250313e-16,0.0,2.220446049250313e-16,mix
1,5,11,0.0,4.440892098500626e-16,5.273559366969494e-16,mix
1,5,12,2.220446049250313e-16,2.220446049250313e-16,4.440892098500626e-16,mix
1,5,13,2.220446049250313e-16,0.0,2.220446049250313e-16,mix
1,5,14,0.0,0.0,4.440892098500626e-16,mix
1,5,15,2.220446049250313e-16,2.220446049250313e-16,6.661338147750939e-16,mix
1,5,16,4.440892098500626e-16,0.0,5.551115123125783e-16,mix
1,6,7,0.0,0.0,2.220446049250313e-16,mix
1,6,8,2.220446049250313e-16,0.0,1.3530843112619095e-16,mix
1,6,9,0.0,0.0,0.0,mix
1,6,10,0.0,2.220446049250313e-16,2.914335439641036e-16,mix
1,6,11,0.0,4.440892098500626e-16,2.220446049250313e-16,mix
1,6,12,0.0,2.220446049250313e-16,1.6653345369377348e-16,mix
1,6,13,0.0,2.220446049250313e-16,1.1102230246251565e-16,mix
1,6,14,0.0,0.0,2.220446049250313e-16,mix
1,6,15,2.220446049250313e-16,0.0,1.1102230246251565e-16,mix
1,6,16,0.0,0.0,2.220446049250313e-16,mix
1,7,8,2.220446049250313e-16,4.440892098500626e-16,2.220446049250313e-16,mix
1,7,9,4.440892098500626e-16,4.440892098500626e-16,0.0,mix
1,7,10,0.0,6.661338147750939e-16,6.661338147750939e-16,mix
1,7,11,0.0,0.0,0.0,mix
1,7,12,2.220446049250313e-16,4.440892098500626e-16,2.220446049250313e-16,mix
1,7,13,2.220446049250313e-16,6.661338147750939e-16,4.440892098500626e-16,mix
1,7,14,0.0,0.0,2.220446049250313e-16,mix
1,7,15,6.661338147750939e-16,6.661338147750939e-16,0.0,mix
1,7,16,4.440892098500626e-16,4.440892098500626e-16,0.0,mix
1,8,9,4.440892098500626e-16,4.440892098500626e-16,0.0,mix
1,8,10,0.0,0.0,8.326672684688674e-17,mix
1,8,11,0.0,4.440892098500626e-16,4.440892098500626e-16,mix
1,8,12,0.0,0.0,0.0,mix
1,8,13,0.0,2.220446049250313e-16,2.220446049250313e-16,mix
1,8,14,0.0,0.0,2.220446049250313e-16,mix
1,8,15,2.220446049250313e-16,2.220446049250313e-16,2.220446049250313e-16,mix
1,8,16,0.0,0.0,2.220446049250313e-16,mix
1,9,10,2.220446049250313e-16,0.0,2.220446049250313e-16,mix
1,9,11,0.0,4.440892098500626e-16,2.220446049250313e-16,mix
1,9,12,0.0,2.220446049250313e-16,2.220446049250313e-16,mix
1,9,13,0.0,0.0,0.0,mix
1,9,14,0.0,0.0,2.220446049250313e-16,mix
1,9,15,0.0,2.220446049250313e-16,2.220446049250313e-16,mix
1,9,16,0.0,0.0,2.7755575615628914e-16,mix
1,10,11,0.0,4.440892098500626e-16,4.440892098500626e-16,mix
1,10,12,2.220446049250313e-16,0.0,2.220446049250313e-16,mix
1,10,13,2.220446049250313e-16,2.220446049250313e-16,1.1102230246251565e-16,mix
1,10,14,0.0,0.0,2.220446049250313e-16,mix
1,10,15,2.220446049250313e-16,2.220446049250313e-16,3.3306690738754696e-16,mix
1,10,16,4.440892098500626e-16,0.0,6.661338147750939e-16,mix
1,11,12,0.0,0.0,1.1102230246251565e-16,mix
1,11,13,2.220446049250313e-16,4.440892098500626e-16,2.498001805406602e-16,mix
1,11,14,0.0,0.0,4.440892098500626e-16,mix
1,11,15,0.0,2.220446049250313e-16,1.942890293094024e-16,mix
1,11,16,0.0,0.0,0.0,mix
1,12,13,2.220446049250313e-16,2.220446049250313e-16,0.0,mix
1,12,14,0.0,0.0,2.220446049250313e-16,mix
1,12,15,2.220446049250313e-16,2.220446049250313e-16,2.220446049250313e-16,mix
1,12,16,0.0,0.0,4.440892098500626e-16,mix
1,13,14,0.0,0.0,0.0,mix
1,13,15,2.220446049250313e-16,2.220446049250313e-16,3.0531133177191805e-16,mix
1,13,16,0.0,0.0,2.220446049250313e-16,mix
1,14,15,2.220446049250313e-16,2.220446049250313e-16,0.0,mix
1,14,16,0.0,0.0,0.0,mix
1,15,16,0.0,0.0,0.0,mix
2,3,4,0.0,8.881784197001252e-16,6.661338147750939e-16,mix
2,3,5,2.220446049250313e-16,4.440892098500626e-16,2.220446049250313e-16,mix
2,3,6,0.0,4.440892098500626e-16,4.440892098500626e-16,mix
2,3,7,2.220446049250313e-16,2.220446049250313e-16,4.440892098500626e-16,mix
2,3,8,0.0,0.0,2.220446049250313e-16,mix
2,3,9,2.220446049250313e-16,4.440892098500626e-16,6.661338147750939e-16,mix
2,3,10,0.0,4.440892098500626e-16,6.661338147750939e-16,mix
2,3,11,0.0,4.440892098500626e-16,4.440892098500626e-16,mix
2,3,12,0.0,4.440892098500626e-16,4.440892098500626e-16,mix
2,3,13,0.0,4.440892098500626e-16,6.661338147750939e-16,mix
2,3,14,1.3877787807814457e-16,1.249000902703301e-16,1.3877787807814457e-17,mix
2,3,15,0.0,8.881784197001252e-16,8.881784197001252e-16,mix
2,3,16,2.220446049250313e-16,1.1102230246251565e-16,1.1102230246251565e-16,mix
2,4,5,0.0,2.220446049250313e-16,2.220446049250313e-16,mix
2,4,6,0.0,0.0,1.6653345369377348e-16,mix
2,4,7,2.220446049250313e-16,2.220446049250313e-16,4.440892098500626e-16,mix
2,4,8,0.0,4.440892098500626e-16,1.1102230246251565e-16,mix
2,4,9,2.220446049250313e-16,2.220446049250313e-16,0.0,mix
2,4,10,0.0,0.0,0.0,mix
2,4,11,0.0,4.440892098500626e-16,2.220446049250313e-16,mix
2,4,12,4.440892098500626e-16,4.440892098500626e-16,1.5959455978986625e-16,mix
2,4,13,0.0,0.0,0.0,mix
2,4,14,1.3877787807814457e-16,1.249000902703301e-16,1.3877787807814457e-17,mix
2,4,15,0.0,0.0,4.440892098500626e-16,mix
2,4,16,0.0,3.3306690738754696e-16,3.3306690738754696e-16,mix
2,5,6,0.0,4.440892098500626e-16,4.440892098500626e-16,mix
2,5,7,0.0,2.220446049250313e-16,2.220446049250313e-16,mix
2,5,8,0.0,4.440892098500626e-16,0.0,mix
2,5,9,2.220446049250313e-16,2.220446049250313e-16,0.0,mix
2,5,10,0.0,0.0,2.220446049250313e-16,mix
2,5,11,2.220446049250313e-16,0.0,1.3877787807814457e-16,mix
2,5,12,0.0,4.440892098500626e-16,0.0,mix
2,5,13,0.0,4.440892098500626e-16,4.440892098500626e-16,mix
2,5,14,1.3877787807814457e-16,9.71445146547012e-17,2.3592239273284576e-16,mix
2,5,15,0.0,4.440892098500626e-16,4.440892098500626e-16,mix
2,5,16,0.0,0.0,0.0,mix
2,6,7,2.220446049250313e-16,2.220446049250313e-16,0.0,mix
2,6,8,4.440892098500626e-16,4.440892098500626e-16,3.0878077872387166e-16,mix
2,6,9,2.220446049250313e-16,6.661338147750939e-16,4.440892098500626e-16,mix
2,6,10,0.0,4.440892098500626e-16,1.5265566588595902e-16,mix
2,6,11,0.0,4.440892098500626e-16,4.440892098500626e-16,mix
2,6,12,0.0,4.440892098500626e-16,2.7755575615628914e-16,mix
2,6,13,0.0,4.440892098500626e-16,1.1102230246251565e-16,mix
2,6,14,1.3877787807814457e-16,5.689893001203927e-16,4.3021142204224816e-16,mix
2,6,15,0.0,0.0,1.1102230246251565e-16,mix
2,6,16,2.220446049250313e-16,3.3306690738754696e-16,1.1102230246251565e-16,mix
2,7,8,0.0,4.440892098500626e-16,0.0,mix
2,7,9,0.0,2.220446049250313e-16,2.220446049250313e-16,mix
2,7,10,0.0,0.0,4.440892098500626e-16,mix
2,7,11,2.220446049250313e-16,2.220446049250313e-16,0.0,mix
2,7,12,0.0,4.440892098500626e-16,0.0,mix
2,7,13,0.0,4.440892098500626e-16,4.440892098500626e-16,mix
2,7,14,1.3877787807814457e-16,9.71445146547012e-17,2.3592239273284576e-16,mix
2,7,15,0.0,8.881784197001252e-16,4.440892098500626e-16,mix
2,7,16,0.0,1.1102230246251565e-16,1.1102230246251565e-16,mix
2,8,9,2.220446049250313e-16,2.220446049250313e-16,0.0,mix
2,8,10,0.0,4.440892098500626e-16,8.326672684688674e-17,mix
2,8,11,2.220446049250313e-16,0.0,2.220446049250313e-16,mix
2,8,12,0.0,0.0,0.0,mix
2,8,13,0.0,4.440892098500626e-16,4.440892098500626e-16,mix
2,8,14,3.0531133177191805e-16,3.191891195797325e-16,1.3877787807814457e-17,mix
2,8,15,0.0,4.440892098500626e-16,4.440892098500626e-16,mix
2,8,16,2.220446049250313e-16,1.1102230246251565e-16,1.1102230246251565e-16,mix
2,9,10,0.0,0.0,2.220446049250313e-16,mix
2,9,11,0.0,0.0,0.0,mix
2,9,12,0.0,4.440892098500626e-16,2.220446049250313e-16,mix
2,9,13,0.0,4.440892098500626e-16,2.220446049250313e-16,mix
2,9,14,8.326672684688674e-17,9.71445146547012e-17,1.3877787807814457e-17,mix
2,9,15,0.0,4.440892098500626e-16,4.440892098500626e-16,mix
2,9,16,2.220446049250313e-16,0.0,1.6653345369377348e-16,mix
2,10,11,0.0,2.220446049250313e-16,2.220446049250313e-16,mix
2,10,12,0.0,4.440892098500626e-16,2.220446049250313e-16,mix
2,10,13,0.0,4.440892098500626e-16,3.3306690738754696e-16,mix
2,10,14,1.3877787807814457e-16,3.191891195797325e-16,4.579669976578771e-16,mix
2,10,15,0.0,4.440892098500626e-16,3.3306690738754696e-16,mix
2,10,16,2.220446049250313e-16,3.3306690738754696e-16,5.551115123125783e-16,mix
2,11,12,0.0,4.440892098500626e-16,1.1102230246251565e-16,mix
2,11,13,0.0,0.0,2.498001805406602e-16,mix
2,11,14,1.3877787807814457e-16,3.191891195797325e-16,4.579669976578771e-16,mix
2,11,15,0.0,4.440892098500626e-16,6.38378239159465e-16,mix
2,11,16,0.0,1.1102230246251565e-16,1.1102230246251565e-16,mix
2,12,13,0.0,4.440892098500626e-16,2.220446049250313e-16,mix
2,12,14,3.0531133177191805e-16,3.191891195797325e-16,1.3877787807814457e-17,mix
2,12,15,0.0,4.440892098500626e-16,4.440892098500626e-16,mix
2,12,16,2.220446049250313e-16,1.1102230246251565e-16,3.3306690738754696e-16,mix
2,13,14,1.3877787807814457e-16,1.249000902703301e-16,1.3877787807814457e-17,mix
2,13,15,0.0,4.440892098500626e-16,1.3877787807814457e-16,mix
2,13,16,2.220446049250313e-16,1.1102230246251565e-16,3.3306690738754696e-16,mix
2,14,15,0.0,4.440892098500626e-16,4.3021142204224816e-16,mix
2,14,16,1.1102230246251565e-16,0.0,1.249000902703301e-16,mix
2,15,16,0.0,5.551115123125783e-16,5.551115123125783e-16,mix
3,4,5,0.0,0.0,2.220446049250313e-16,mix
3,4,6,1.1102230246251565e-16,3.3306690738754696e-16,3.885780586188048e-16,mix
3,4,7,0.0,0.0,2.220446049250313e-16,mix
3,4,8,1.1102230246251565e-16,2.220446049250313e-16,3.3306690738754696e-16,mix
3,4,9,0.0,0.0,0.0,mix
3,4,10,1.1102230246251565e-16,1.1102230246251565e-16,0.0,mix
3,4,11,0.0,0.0,0.0,mix
3,4,12,0.0,0.0,6.245004513516506e-17,mix
3,4,13,0.0,2.220446049250313e-16,0.0,mix
3,4,14,0.0,8.881784197001252e-16,6.661338147750939e-16,mix
3,4,15,2.220446049250313e-16,0.0,2.220446049250313e-16,mix
3,4,16,0.0,4.440892098500626e-16,4.440892098500626e-16,mix
3,5,6,1.1102230246251565e-16,3.3306690738754696e-16,2.220446049250313e-16,mix
3,5,7,0.0,0.0,4.440892098500626e-16,mix
3,5,8,1.1102230246251565e-16,1.1102230246251565e-16,0.0,mix
3,5,9,0.0,4.440892098500626e-16,4.440892098500626e-16,mix
3,5,10,3.3306690738754696e-16,1.1102230246251565e-16,2.220446049250313e-16,mix
3,5,11,0.0,0.0,8.326672684688674e-17,mix
3,5,12,2.220446049250313e-16,0.0,2.220446049250313e-16,mix
3,5,13,0.0,0.0,0.0,mix
3,5,14,4.440892098500626e-16,8.881784197001252e-16,4.440892098500626e-16,mix
3,5,15,0.0,0.0,2.220446049250313e-16,mix
3,5,16,0.0,4.440892098500626e-16,3.3306690738754696e-16,mix
3,6,7,0.0,0.0,0.0,mix
3,6,8,1.1102230246251565e-16,2.220446049250313e-16,8.673617379884035e-17,mix
3,6,9,0.0,4.440892098500626e-16,6.661338147750939e-16,mix
3,6,10,1.1102230246251565e-16,2.220446049250313e-16,3.7470027081099033e-16,mix
3,6,11,0.0,4.440892098500626e-16,4.440892098500626e-16,mix
3,6,12,2.220446049250313e-16,2.220446049250313e-16,2.7755575615628914e-16,mix
3,6,13,0.0,4.440892098500626e-16,3.3306690738754696e-16,mix
3,6,14,0.0,0.0,0.0,mix
3,6,15,0.0,4.440892098500626e-16,3.3306690738754696e-16,mix
3,6,16,4.440892098500626e-16,0.0,4.440892098500626e-16,mix
3,7,8,3.3306690738754696e-16,1.1102230246251565e-16,2.220446049250313e-16,mix
3,7,9,0.0,4.440892098500626e-16,4.440892098500626e-16,mix
3,7,10,3.3306690738754696e-16,1.1102230246251565e-16,2.220446049250313e-16,mix
3,7,11,4.440892098500626e-16,4.440892098500626e-16,0.0,mix
3,7,12,2.220446049250313e-16,2.220446049250313e-16,0.0,mix
3,7,13,4.440892098500626e-16,2.220446049250313e-16,2.220446049250313e-16,mix
3,7,14,4.440892098500626e-16,4.440892098500626e-16,6.661338147750939e-16,mix
3,7,15,0.0,0.0,0.0,mix
3,7,16,4.440892098500626e-16,0.0,4.440892098500626e-16,mix
3,8,9,4.440892098500626e-16,0.0,4.440892098500626e-16,mix
3,8,10,2.220446049250313e-16,1.1102230246251565e-16,3.608224830031759e-16,mix
3,8,11,0.0,4.440892098500626e-16,4.440892098500626e-16,mix
3,8,12,2.220446049250313e-16,2.220446049250313e-16,2.220446049250313e-16,mix
3,8,13,0.0,2.220446049250313e-16,0.0,mix
3,8,14,4.440892098500626e-16,4.440892098500626e-16,2.220446049250313e-16,mix
3,8,15,0.0,2.220446049250313e-16,2.220446049250313e-16,mix
3,8,16,0.0,0.0,2.220446049250313e-16,mix
3,9,10,1.1102230246251565e-16,1.1102230246251565e-16,2.220446049250313e-16,mix
3,9,11,0.0,0.0,2.220446049250313e-16,mix
3,9,12,0.0,0.0,0.0,mix
3,9,13,2.220446049250313e-16,0.0,2.220446049250313e-16,mix
3,9,14,0.0,8.881784197001252e-16,6.661338147750939e-16,mix
3,9,15,2.220446049250313e-16,0.0,2.220446049250313e-16,mix
3,9,16,4.440892098500626e-16,4.440892098500626e-16,6.106226635438361e-16,mix
3,10,11,0.0,0.0,0.0,mix
3,10,12,0.0,0.0,0.0,mix
3,10,13,2.220446049250313e-16,2.220446049250313e-16,3.3306690738754696e-16,mix
3,10,14,0.0,8.881784197001252e-16,1.1102230246251565e-15,mix
3,10,15,0.0,0.0,1.1102230246251565e-16,mix
3,10,16,0.0,0.0,2.220446049250313e-16,mix
3,11,12,0.0,2.220446049250313e-16,1.1102230246251565e-16,mix
3,11,13,0.0,0.0,2.7755575615628914e-17,mix
3,11,14,0.0,8.881784197001252e-16,8.881784197001252e-16,mix
3,11,15,2.220446049250313e-16,0.0,1.942890293094024e-16,mix
3,11,16,0.0,4.440892098500626e-16,4.440892098500626e-16,mix
3,12,13,0.0,2.220446049250313e-16,0.0,mix
3,12,14,4.440892098500626e-16,8.881784197001252e-16,4.440892098500626e-16,mix
3,12,15,0.0,0.0,0.0,mix
3,12,16,0.0,0.0,2.220446049250313e-16,mix
3,13,14,0.0,8.881784197001252e-16,6.661338147750939e-16,mix
3,13,15,2.220446049250313e-16,0.0,8.326672684688674e-17,mix
3,13,16,0.0,4.440892098500626e-16,4.440892098500626e-16,mix
3,14,15,0.0,4.440892098500626e-16,4.440892098500626e-16,mix
3,14,16,0.0,4.440892098500626e-16,0.0,mix
3,15,16,0.0,4.440892098500626e-16,4.440892098500626e-16,mix
4,5,6,5.551115123125783e-17,0.0,5.551115123125783e-17,mix
4,5,7,0.0,0.0,0.0,mix
4,5,8,0.0,1.1102230246251565e-16,1.1102230246251565e-16,mix
4,5,9,0.0,2.220446049250313e-16,2.220446049250313e-16,mix
4,5,10,5.551115123125783e-17,5.551115123125783e-17,0.0,mix
4,5,11,0.0,1.1102230246251565e-16,1.3877787807814457e-16,mix
4,5,12,1.3877787807814457e-17,4.85722573273506e-17,6.245004513516506e-17,mix
4,5,13,1.1102230246251565e-16,1.1102230246251565e-16,2.220446049250313e-16,mix
4,5,14,0.0,0.0,0.0,mix
4,5,15,1.1102230246251565e-16,1.1102230246251565e-16,2.220446049250313e-16,mix
4,5,16,0.0,0.0,1.1102230246251565e-16,mix
4,6,7,0.0,0.0,6.106226635438361e-16,mix
4,6,8,5.551115123125783e-17,1.1102230246251565e-16,3.122502256758253e-17,mix
4,6,9,0.0,2.220446049250313e-16,2.7755575615628914e-16,mix
4,6,10,0.0,0.0,1.3877787807814457e-17,mix
4,6,11,1.1102230246251565e-16,1.1102230246251565e-16,5.551115123125783e-17,mix
4,6,12,6.938893903907228e-17,1.1796119636642288e-16,4.85722573273506e-17,mix
4,6,13,5.551115123125783e-17,0.0,5.551115123125783e-17,mix
4,6,14,0.0,4.440892098500626e-16,2.7755575615628914e-16,mix
4,6,15,2.220446049250313e-16,0.0,1.6653345369377348e-16,mix
4,6,16,2.220446049250313e-16,2.220446049250313e-16,3.885780586188048e-16,mix
4,7,8,2.220446049250313e-16,1.1102230246251565e-16,3.3306690738754696e-16,mix
4,7,9,4.440892098500626e-16,2.220446049250313e-16,6.661338147750939e-16,mix
4,7,10,5.551115123125783e-17,5.551115123125783e-17,0.0,mix
4,7,11,1.1102230246251565e-16,1.1102230246251565e-16,2.220446049250313e-16,mix
4,7,12,2.3592239273284576e-16,4.85722573273506e-17,2.8449465006019636e-16,mix
4,7,13,1.1102230246251565e-16,1.1102230246251565e-16,0.0,mix
4,7,14,0.0,0.0,2.220446049250313e-16,mix
4,7,15,6.661338147750939e-16,2.220446049250313e-16,4.440892098500626e-16,mix
4,7,16,2.220446049250313e-16,0.0,2.220446049250313e-16,mix
4,8,9,2.220446049250313e-16,2.220446049250313e-16,1.1102230246251565e-16,mix
4,8,10,5.551115123125783e-17,0.0,2.7755575615628914e-17,mix
4,8,11,1.1102230246251565e-16,0.0,1.1102230246251565e-16,mix
4,8,12,1.3877787807814457e-17,6.245004513516506e-17,4.85722573273506e-17,mix
4,8,13,1.1102230246251565e-16,2.220446049250313e-16,3.3306690738754696e-16,mix
4,8,14,0.0,0.0,1.1102230246251565e-16,mix
4,8,15,1.1102230246251565e-16,0.0,1.1102230246251565e-16,mix
4,8,16,0.0,0.0,1.1102230246251565e-16,mix
4,9,10,1.6653345369377348e-16,5.551115123125783e-17,2.220446049250313e-16,mix
4,9,11,0.0,2.220446049250313e-16,2.220446049250313e-16,mix
4,9,12,1.3877787807814457e-17,4.85722573273506e-17,6.245004513516506e-17,mix
4,9,13,1.1102230246251565e-16,1.1102230246251565e-16,2.220446049250313e-16,mix
4,9,14,0.0,0.0,0.0,mix
4,9,15,0.0,0.0,0.0,mix
4,9,16,0.0,0.0,1.6653345369377348e-16,mix
4,10,11,1.1102230246251565e-16,1.1102230246251565e-16,0.0,mix
4,10,12,1.249000902703301e-16,6.245004513516506e-17,6.245004513516506e-17,mix
4,10,13,5.551115123125783e-17,2.7755575615628914e-16,3.3306690738754696e-16,mix
4,10,14,0.0,4.440892098500626e-16,4.440892098500626e-16,mix
4,10,15,2.220446049250313e-16,0.0,1.1102230246251565e-16,mix
4,10,16,2.220446049250313e-16,0.0,2.220446049250313e-16,mix
4,11,12,9.71445146547012e-17,2.706168622523819e-16,1.734723475976807e-16,mix
4,11,13,5.551115123125783e-17,0.0,2.7755575615628914e-17,mix
4,11,14,0.0,0.0,2.220446049250313e-16,mix
4,11,15,0.0,0.0,2.7755575615628914e-17,mix
4,11,16,2.220446049250313e-16,0.0,0.0,mix
4,12,13,0.0,5.551115123125783e-17,6.245004513516506e-17,mix
4,12,14,0.0,0.0,1.5959455978986625e-16,mix
4,12,15,1.1102230246251565e-16,1.1102230246251565e-16,1.5959455978986625e-16,mix
4,12,16,0.0,2.220446049250313e-16,1.5959455978986625e-16,mix
4,13,14,0.0,0.0,0.0,mix
4,13,15,2.220446049250313e-16,0.0,3.0531133177191805e-16,mix
4,13,16,2.220446049250313e-16,0.0,0.0,mix
4,14,15,2.220446049250313e-16,2.220446049250313e-16,0.0,mix
4,14,16,0.0,2.220446049250313e-16,2.220446049250313e-16,mix
4,15,16,2.220446049250313e-16,0.0,2.220446049250313e-16,mix
5,6,7,4.440892098500626e-16,4.440892098500626e-16,6.661338147750939e-16,mix
5,6,8,0.0,0.0,1.3530843112619095e-16,mix
5,6,9,0.0,0.0,0.0,mix
5,6,10,2.220446049250313e-16,0.0,6.938893903907228e-17,mix
5,6,11,1.3877787807814457e-16,0.0,1.3877787807814457e-16,mix
5,6,12,0.0,2.220446049250313e-16,1.6653345369377348e-16,mix
5,6,13,0.0,1.1102230246251565e-16,1.1102230246251565e-16,mix
5,6,14,0.0,2.220446049250313e-16,2.220446049250313e-16,mix
5,6,15,0.0,1.1102230246251565e-16,1.1102230246251565e-16,mix
5,6,16,2.220446049250313e-16,1.1102230246251565e-16,3.3306690738754696e-16,mix
5,7,8,0.0,2.220446049250313e-16,2.220446049250313e-16,mix
5,7,9,2.220446049250313e-16,2.220446049250313e-16,4.440892098500626e-16,mix
5,7,10,2.220446049250313e-16,2.220446049250313e-16,0.0,mix
5,7,11,8.326672684688674e-17,4.440892098500626e-16,3.608224830031759e-16,mix
5,7,12,0.0,2.220446049250313e-16,2.220446049250313e-16,mix
5,7,13,0.0,2.220446049250313e-16,2.220446049250313e-16,mix
5,7,14,0.0,2.220446049250313e-16,2.220446049250313e-16,mix
5,7,15,3.3306690738754696e-16,1.1102230246251565e-16,2.220446049250313e-16,mix
5,7,16,0.0,3.3306690738754696e-16,3.3306690738754696e-16,mix
5,8,9,2.220446049250313e-16,2.220446049250313e-16,0.0,mix
5,8,10,0.0,2.220446049250313e-16,1.3877787807814457e-16,mix
5,8,11,1.3877787807814457e-16,2.220446049250313e-16,3.608224830031759e-16,mix
5,8,12,0.0,0.0,0.0,mix
5,8,13,0.0,0.0,0.0,mix
5,8,14,2.220446049250313e-16,0.0,2.220446049250313e-16,mix
5,8,15,0.0,0.0,0.0,mix
5,8,16,0.0,1.1102230246251565e-16,1.1102230246251565e-16,mix
5,9,10,2.220446049250313e-16,2.220446049250313e-16,0.0,mix
5,9,11,2.7755575615628914e-17,1.1102230246251565e-16,1.3877787807814457e-16,mix
5,9,12,0.0,2.220446049250313e-16,2.220446049250313e-16,mix
5,9,13,0.0,2.220446049250313e-16,2.220446049250313e-16,mix
5,9,14,0.0,2.220446049250313e-16,2.220446049250313e-16,mix
5,9,15,1.1102230246251565e-16,1.1102230246251565e-16,0.0,mix
5,9,16,0.0,2.220446049250313e-16,1.6653345369377348e-16,mix
5,10,11,1.3877787807814457e-16,0.0,1.3877787807814457e-16,mix
5,10,12,2.220446049250313e-16,2.220446049250313e-16,0.0,mix
5,10,13,1.1102230246251565e-16,2.220446049250313e-16,1.1102230246251565e-16,mix
5,10,14,0.0,4.440892098500626e-16,4.440892098500626e-16,mix
5,10,15,1.1102230246251565e-16,2.220446049250313e-16,1.1102230246251565e-16,mix
5,10,16,2.220446049250313e-16,1.1102230246251565e-16,3.3306690738754696e-16,mix
5,11,12,1.1102230246251565e-16,1.1102230246251565e-16,2.7755575615628914e-17,mix
5,11,13,0.0,0.0,5.551115123125783e-17,mix
5,11,14,2.220446049250313e-16,2.220446049250313e-16,3.608224830031759e-16,mix
5,11,15,1.6653345369377348e-16,1.6653345369377348e-16,3.3306690738754696e-16,mix
5,11,16,1.1102230246251565e-16,1.1102230246251565e-16,2.7755575615628914e-17,mix
5,12,13,1.1102230246251565e-16,1.1102230246251565e-16,2.220446049250313e-16,mix
5,12,14,2.220446049250313e-16,0.0,2.220446049250313e-16,mix
5,12,15,0.0,0.0,0.0,mix
5,12,16,0.0,3.3306690738754696e-16,3.3306690738754696e-16,mix
5,13,14,2.220446049250313e-16,0.0,2.220446049250313e-16,mix
5,13,15,0.0,1.6653345369377348e-16,1.3877787807814457e-16,mix
5,13,16,0.0,1.1102230246251565e-16,1.1102230246251565e-16,mix
5,14,15,1.1102230246251565e-16,3.3306690738754696e-16,2.220446049250313e-16,mix
5,14,16,0.0,1.1102230246251565e-16,1.1102230246251565e-16,mix
5,15,16,1.1102230246251565e-16,2.220446049250313e-16,1.1102230246251565e-16,mix
6,7,8,1.1102230246251565e-16,1.97758476261356e-16,3.0878077872387166e-16,mix
6,7,9,0.0,2.220446049250313e-16,2.220446049250313e-16,mix
6,7,10,3.3306690738754696e-16,2.636779683484747e-16,5.967448757360216e-16,mix
6,7,11,4.440892098500626e-16,0.0,4.440892098500626e-16,mix
6,7,12,2.220446049250313e-16,5.551115123125783e-17,2.7755575615628914e-16,mix
6,7,13,2.220446049250313e-16,3.3306690738754696e-16,5.551115123125783e-16,mix
6,7,14,4.440892098500626e-16,4.440892098500626e-16,6.661338147750939e-16,mix
6,7,15,1.1102230246251565e-16,4.440892098500626e-16,3.3306690738754696e-16,mix
6,7,16,0.0,0.0,0.0,mix
6,8,9,0.0,2.220446049250313e-16,1.3530843112619095e-16,mix
6,8,10,2.7755575615628914e-17,9.71445146547012e-17,7.28583859910259e-17,mix
6,8,11,0.0,2.220446049250313e-16,8.673617379884035e-17,mix
6,8,12,1.1102230246251565e-16,1.6653345369377348e-16,3.122502256758253e-17,mix
6,8,13,1.1102230246251565e-16,1.1102230246251565e-16,2.463307335887066e-16,mix
6,8,14,0.0,4.440892098500626e-16,1.3530843112619095e-16,mix
6,8,15,1.1102230246251565e-16,1.1102230246251565e-16,2.42861286636753e-17,mix
6,8,16,0.0,0.0,3.0878077872387166e-16,mix
6,9,10,1.1102230246251565e-16,1.8041124150158794e-16,6.938893903907228e-17,mix
6,9,11,0.0,0.0,0.0,mix
6,9,12,0.0,3.885780586188048e-16,3.885780586188048e-16,mix
6,9,13,0.0,1.1102230246251565e-16,1.1102230246251565e-16,mix
6,9,14,0.0,0.0,0.0,mix
6,9,15,1.1102230246251565e-16,2.220446049250313e-16,1.1102230246251565e-16,mix
6,9,16,0.0,4.440892098500626e-16,4.996003610813204e-16,mix
6,10,11,0.0,0.0,6.938893903907228e-17,mix
6,10,12,5.551115123125783e-17,5.551115123125783e-17,9.71445146547012e-17,mix
6,10,13,0.0,3.3306690738754696e-16,2.914335439641036e-16,mix
6,10,14,0.0,4.440892098500626e-16,7.355227538141662e-16,mix
6,10,15,0.0,1.1102230246251565e-16,6.938893903907228e-17,mix
6,10,16,4.440892098500626e-16,4.440892098500626e-16,5.967448757360216e-16,mix
6,11,12,0.0,2.7755575615628914e-16,2.7755575615628914e-16,mix
6,11,13,2.220446049250313e-16,1.1102230246251565e-16,8.326672684688674e-17,mix
6,11,14,0.0,4.440892098500626e-16,4.440892098500626e-16,mix
6,11,15,0.0,0.0,8.326672684688674e-17,mix
6,11,16,4.440892098500626e-16,4.440892098500626e-16,4.440892098500626e-16,mix
6,12,13,1.1102230246251565e-16,1.1102230246251565e-16,5.551115123125783e-17,mix
6,12,14,4.440892098500626e-16,4.440892098500626e-16,1.6653345369377348e-16,mix
6,12,15,0.0,0.0,5.551115123125783e-17,mix
6,12,16,4.440892098500626e-16,4.440892098500626e-16,4.996003610813204e-16,mix
6,13,14,4.440892098500626e-16,0.0,3.3306690738754696e-16,mix
6,13,15,0.0,0.0,8.326672684688674e-17,mix
6,13,16,4.440892098500626e-16,0.0,3.3306690738754696e-16,mix
