D,eta,coeff_l1,coeff_l2,parent_kernel_k_part,parent_kernel_g_schur,parent_kernel_s_part,parent_kernel_s_schur,parent_kernel_response_action,parent_kernel_response_weight,parent_kernel_cross_xi,parent_kernel_coeff_share,parent_kernel_tree_share,eymh_parented_prefactor_diag
14.4,0.2,0.4446044252009733,0.2908063368569028,1.5288677337858356,1.5817800272422495,0.424527418159913,0.45855081242228113,0.8830782305821941,0.6430459372093945,0.12723010234990384,0.48073591156248,0.51926408843752,0.0396849667542082
15.2,0.2,0.4600093586360452,0.301311214387321,1.526691794633058,1.647474640232387,0.4231031686891619,0.49924359439738114,0.9223467630865431,0.630543343342106,0.1355842383803304,0.4587246203079725,0.5412753796920275,0.0417258105506857
16.0,0.2,0.4760391641578648,0.3126968198380725,1.5223665031335394,1.595256414951911,0.4202660340866548,0.4670344850413626,0.8873005191280174,0.6416898064593507,0.1280352887012083,0.4736456533347524,0.5263543466652475,0.0435062525324147
16.8,0.2,0.4926256975220699,0.3260734472595267,1.5107813949965139,1.6063241073583003,0.41262699711030537,0.4739484054738828,0.8865754025841881,0.6419224985863645,0.12761599202241602,0.46541669880258474,0.5345833011974154,0.0426372294501484
17.6,0.2,0.4410367983505292,0.2876304861315658,1.53334510636259,1.5353027450111023,0.42745169286002216,0.42872758961253354,0.8561792824725557,0.6517529882364431,0.12127571595302504,0.4992548892628967,0.5007451107371033,0.0407600933091185
18.4,0.2,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0586804347402074
19.200000000000003,0.2,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0580670617382019
20.0,0.2,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0622911350603241
4.0,0.39,0.5348201512826798,0.3820817830141957,1.3997530765888655,1.8361085273697313,0.3362958472004176,0.6076484012191536,0.9439442484195713,0.6237709007821729,0.13004830295708228,0.35626664155586696,0.643733358444133,0.0433256378659887
4.8,0.39,0.5496382522016724,0.3964315670180943,1.386464393680802,1.7724182321623736,0.3267569050232783,0.5723448469989183,0.8991017520221967,0.6379145900390332,0.12147504644064844,0.36342594627177577,0.6365740537282242,0.0392191959549454
