label,mode,diag_scale,offdiag_scale,mean_abs_delta_mu,p95_abs_delta_mu,max_abs_delta_mu,f_accept,kappa_diag_eff_p50,kappa_diag_eff_p90,kappa_diag_eff_max,kappa_offdiag_eff_max,shell_spread_p50,coeff_cv_p50,offdiag_mix_max
constant_refresh,constant,0.0,0.0,0.0013172574236484,0.0070351836507001,0.0165821036885702,0.0952380952380952,0.0,0.0,0.0,0.0,0.0,0.0,0.0
diag0.25_off0,input_tied,0.25,0.0,0.0011938296811213,0.0069096072173735,0.0146132243470233,0.0952380952380952,0.0454519451079231,0.0568952967286554,0.0610482958947328,0.0,0.1148568546515892,0.5733931785992615,1.6870931452033958e-26
diag0.50_off0,input_tied,0.5,0.0,0.0010704888738921,0.0067841091633908,0.0126457594856717,0.0952380952380952,0.0909038902158463,0.1137905934573108,0.1220965917894656,0.0,0.1148568546515892,0.5733931785992615,1.6870931452033958e-26
diag1.00_off0,input_tied,1.0,0.0,0.0008240677377742,0.0065333479002305,0.0087150671682678,0.0952380952380952,0.1818077804316926,0.2275811869146216,0.2441931835789313,0.0,0.1148568546515892,0.5733931785992615,1.6870931452033958e-26
diag1.50_off0,input_tied,1.5,0.0,0.0005780021781747,0.0047899523516434,0.0062836514001105,0.0952380952380952,0.272711670647539,0.3413717803719324,0.3662897753683969,0.0,0.1148568546515892,0.5733931785992615,1.6870931452033958e-26
diag2.00_off0,input_tied,2.0,0.0,0.0003971027651929,0.0008705433936739,0.0060335059090874,0.0952380952380952,0.3636155608633853,0.4551623738292432,0.4883863671578626,0.0,0.1148568546515892,0.5733931785992615,1.6870931452033958e-26
diag1.00_off2,input_tied,1.0,2.0,0.0008240677377742,0.0065333479002305,0.0087150671682678,0.0952380952380952,0.1818077804316926,0.2275811869146216,0.2441931835789313,3.447517208295368e-27,0.1148568546515892,0.5733931785992615,1.6870931452033958e-26
