combo_id,mode,kappa,center_D,width_D,power,region,D,slice_p95_abs_delta_base,slice_p95_abs_delta_cf,slice_max_abs_delta_base,slice_max_abs_delta_cf,slice_mean_abs_improvement,slice_improved_fraction,slice_worsened_fraction,slice_p95_abs_cf_shift_vs_base
2,gamma_ref_enhance,0.05,6.1,0.2,0.5,D21_guard,4.0,0.9136772062233662,0.9136833441631582,0.9244091557317824,0.9244153759397835,-5.446341193842564e-06,0.0,1.0,6.1379397919836265e-06
2,gamma_ref_enhance,0.05,6.1,0.2,0.5,D21_guard,6.4,2.1022273869561374,7.778709568631349,2.102232425909044,7.778719984027575,-5.676433722407438,0.0,1.0,5.676572903409642
2,gamma_ref_enhance,0.05,6.1,0.2,0.5,D21_guard,8.0,0.3226590996076344,0.586642291031751,0.32265909973791107,0.5866422915117755,-0.26398318844260016,0.0,1.0,0.26398319142411664
3,gamma_ref_enhance,0.05,6.1,0.3,0.5,D60_hotspot,4.813559322033898,8.950884564633627,8.920928638219584,8.958857939127418,8.928875874080186,0.02972183356283018,1.0,0.0,0.029955926414043432
3,gamma_ref_enhance,0.05,6.1,0.3,0.5,D60_hotspot,5.627118644067797,10.271915904250342,9.094369397937562,10.272608773798765,9.095001707123721,1.1770016753092156,1.0,0.0,1.1775465063127797
3,gamma_ref_enhance,0.05,6.1,0.3,0.5,D60_hotspot,6.169491525423728,25.887561191706766,19.07695854116777,25.89060277919198,19.07976175982438,6.808457974392034,1.0,0.0,6.810602650538996
3,gamma_ref_enhance,0.05,6.1,0.3,0.5,D60_hotspot,6.4406779661016955,31.28630580743782,24.09963216591752,31.28639526077564,24.09970225155552,7.186499333687222,1.0,0.0,7.186673641520301
3,gamma_ref_enhance,0.05,6.1,0.3,0.5,D60_hotspot,6.711864406779661,7.462467784829663,4.294317967513827,7.462495924022775,4.294340817763921,3.1681022166927395,1.0,0.0,3.168149817315836
3,gamma_ref_enhance,0.05,6.1,0.3,0.5,D21_guard,4.0,0.9136772062233662,0.9138802783137874,0.9244091557317824,0.9246149496438214,-0.00018019073645210537,0.0,1.0,0.00020307209042114138
3,gamma_ref_enhance,0.05,6.1,0.3,0.5,D21_guard,6.4,2.1022273869561374,7.205407724130168,2.102232425909044,7.205416577688744,-5.1031459344024315,0.0,1.0,5.1032710589084616
3,gamma_ref_enhance,0.05,6.1,0.3,0.5,D21_guard,8.0,0.3226590996076344,0.5862248861004049,0.32265909973791107,0.5862248865798763,-0.26356578351596827,0.0,1.0,0.2635657864927705
4,gamma_ref_enhance,0.05,6.25,0.12,0.5,D60_hotspot,4.813559322033898,8.950884564633627,8.950870556301487,8.958857939127418,8.95884391857203,1.3898862971100947e-05,1.0,0.0,1.4008332140491575e-05
4,gamma_ref_enhance,0.05,6.25,0.12,0.5,D60_hotspot,5.627118644067797,10.271915904250342,10.233480859410818,10.272608773798765,10.234171752272779,0.038417261589400606,1.0,0.0,0.03843504483952387
