region,count_points,p95_abs_delta_base,p95_abs_delta_cf,max_abs_delta_base,max_abs_delta_cf,mean_abs_improvement,median_abs_improvement,improved_fraction,worsened_fraction,mean_cf_shift_vs_base,p95_abs_cf_shift_vs_base,obs_acceptance_flip_fraction
D21_guard,123,2.102217055050133,0.7970357455965303,2.102232425909044,0.827437201958491,0.6251386678094425,0.08755884587598128,1.0,0.0,0.8520399390013591,2.4425585281368307,0.056910569105691054
D60_hotspot,105,31.28593012120719,33.56289025402462,31.28639526077564,33.56337333555003,-1.0359520517202658,-0.7205678906585327,0.0,1.0,1.0359520517202658,2.2769601328174303,0.0
