n_scan_points,best_zeta_part,best_zeta_tree,canonical_max_abs_det_ratio_residual,canonical_max_abs_schur_residual,canonical_max_abs_weight_residual,canonical_max_abs_xi_residual,canonical_part_anchor_leak,canonical_tree_anchor_leak,runner_up_zeta_part,runner_up_zeta_tree,runner_up_max_abs_det_ratio_residual,runner_up_max_abs_schur_residual,runner_up_max_abs_weight_residual,runner_up_max_abs_xi_residual,runner_up_part_anchor_leak,runner_up_tree_anchor_leak,canonical_part_onset_residual,canonical_tree_onset_residual,runner_up_part_onset_residual,runner_up_tree_onset_residual,selection_gap_det_ratio_residual,selection_gap_schur_residual,selection_gap_weight_residual,selection_gap_xi_residual,selection_gap_part_onset_residual,selection_gap_tree_onset_residual,canonical_second_jet_part,canonical_second_jet_tree,runner_up_second_jet_part,runner_up_second_jet_tree_p50,alpha_onset,beta_onset
81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.000990200241782535,0.0006585315928335778,0.00011822974383268736,0.00947186852082002,0.0,0.0,0.0,0.0,0.0020994781304852217,0.009634856104015432,0.000990200241782535,0.0006585315928335778,0.00011822974383268736,0.00947186852082002,0.0020994781304852217,0.009634856104015432,0.0,0.0,0.25,0.0,0.25,0.25
