case,D,eta,abs_delta_parent,abs_delta_cf,abs_improvement_vs_parent
D60E41_monitor,7.254237288135593,2.005,1.2051266139521162,1.20281492201616,0.0023116919359562615
D60E41_monitor,7.254237288135593,2.1,1.2051266303252177,1.202814938279122,0.0023116920460957147
D60E41_monitor,7.254237288135593,2.1950000000000003,1.2051266466716077,1.202814954515361,0.002311692156246714
D60E41_monitor,7.254237288135593,2.29,1.2051266630392803,1.2028149707728897,0.002311692266390608
D60E41_monitor,7.254237288135593,2.385,1.205126679385773,1.202814987009241,0.0023116923765318376
D60E41_monitor,7.254237288135593,2.4800000000000004,1.2051266957454136,1.202815003258722,0.002311692486691719
D60E41_monitor,7.254237288135593,2.575,1.2051267121002045,1.2028150195033742,0.0023116925968302837
D60E41_monitor,7.254237288135593,2.6700000000000004,1.205126728469288,1.202815035762312,0.002311692706975954
D60E41_monitor,7.254237288135593,2.765,1.2051267448197422,1.2028150520026242,0.0023116928171180717
D60E41_monitor,7.254237288135593,2.8600000000000003,1.2051267611813001,1.2028150682540222,0.002311692927277953
D60E41_monitor,7.254237288135593,2.955,1.205126777538327,1.2028150845009096,0.002311693037417406
D60E41_monitor,7.254237288135593,3.0500000000000003,1.2051267939070631,1.2028151007595,0.0023116931475630764
D60E41_monitor,7.254237288135593,3.145,1.2051268102598711,1.2028151170021641,0.0023116932577069704
D60E41_monitor,7.254237288135593,3.24,1.2051268266222754,1.2028151332544113,0.002311693367864187
D60E41_monitor,7.254237288135593,3.3350000000000004,1.2051268429799733,1.202815149501967,0.0023116934780063048
D60E41_monitor,7.254237288135593,3.43,1.2051268593375415,1.2028151657493975,0.0023116935881439815
D60E41_monitor,7.254237288135593,3.5250000000000004,1.205126875702569,1.2028151820042732,0.002311693698295869
D60E41_monitor,7.254237288135593,3.62,1.2051268920620566,1.202815198253615,0.0023116938084415395
D60E41_monitor,7.254237288135593,3.715,1.2051269084204024,1.2028152145018178,0.0023116939185845453
D60E41_monitor,7.254237288135593,3.81,1.205126924785977,1.202815230757238,0.0023116940287390975
D60E41_monitor,7.254237288135593,3.905,1.205126941140465,1.202815247001582,0.0023116941388829915
D60E41_monitor,7.254237288135593,4.0,1.2051269574997372,1.2028152632507085,0.002311694249028662
D80E41_monitor,7.240506329113924,0.2,1.715249901375318,1.6773601897821497,0.03788971159316823
D80E41_monitor,7.240506329113924,0.295,1.7152499157894336,1.6773602023472751,0.037889713442158524
D80E41_monitor,7.240506329113924,0.39,1.7152499303127118,1.6773602150195503,0.03788971529316143
D80E41_monitor,7.240506329113924,0.485,1.7152499447951817,1.6773602276520805,0.03788971714310119
D80E41_monitor,7.240506329113924,0.5800000000000001,1.7152499593264356,1.677360240333265,0.03788971899317062
D80E41_monitor,7.240506329113924,0.675,1.7152499738407037,1.6773602529976794,0.03788972084302422
D80E41_monitor,7.240506329113924,0.77,1.7152499883758563,1.6773602656822395,0.03788972269361679
D80E41_monitor,7.240506329113924,0.865,1.7152500028224353,1.6773602782793229,0.03788972454311246
D80E41_monitor,7.240506329113924,0.96,1.7152500173309626,1.6773602909384007,0.03788972639256194
D80E41_monitor,7.240506329113924,1.055,1.7152500318278774,1.6773603035850906,0.0378897282427868
D80E41_monitor,7.240506329113924,1.15,1.7152500462835452,1.677360316191046,0.037889730092499185
D80E41_monitor,7.240506329113924,1.245,1.7152500607992658,1.6773603288566261,0.03788973194263967
D80E41_monitor,7.240506329113924,1.34,1.715250075278922,1.6773603414865548,0.03788973379236715
D80E41_monitor,7.240506329113924,1.435,1.7152500897747784,1.6773603541326252,0.037889735642153255
D80E41_monitor,7.240506329113924,1.53,1.715250104253847,1.6773603667618127,0.03788973749203439
D80E41_monitor,7.240506329113924,1.625,1.7152501187190192,1.6773603793770238,0.037889739341995465
D80E41_monitor,7.240506329113924,1.72,1.7152501332151933,1.6773603920233238,0.0378897411918695
D80E41_monitor,7.240506329113924,1.815,1.7152501476974948,1.67736040465596,0.03788974304153481
D80E41_monitor,7.240506329113924,1.91,1.7152501621805372,1.6773604172890884,0.03788974489144881
D80E41_monitor,7.240506329113924,2.005,1.7152501766618187,1.677360429920589,0.03788974674122958
D80E41_monitor,7.240506329113924,2.1,1.715250191153399,1.6773604425622892,0.03788974859110983
D80E41_monitor,7.240506329113924,2.1950000000000003,1.71525020564194,1.677360455200839,0.0378897504411011
D80E41_monitor,7.240506329113924,2.29,1.7152502201110105,1.67736046782015,0.03788975229086056
D80E41_monitor,7.240506329113924,2.385,1.715250234601704,1.677360480461132,0.03788975414057205
D80E41_monitor,7.240506329113924,2.4800000000000004,1.7152502490892876,1.6773604930986878,0.03788975599059974
D80E41_monitor,7.240506329113924,2.575,1.7152502635591187,1.677360505718906,0.037889757840212646
D80E41_monitor,7.240506329113924,2.6700000000000004,1.7152502780476415,1.6773605183576588,0.03788975968998276
D80E41_monitor,7.240506329113924,2.765,1.715250292542886,1.6773605310029263,0.03788976153995982
D80E41_monitor,7.240506329113924,2.8600000000000003,1.7152503070127492,1.6773605436229277,0.03788976338982142
D80E41_monitor,7.240506329113924,2.955,1.7152503214991173,1.6773605562594875,0.037889765239629725
D80E41_monitor,7.240506329113924,3.0500000000000003,1.7152503360000435,1.6773605689104865,0.03788976708955705
D80E41_monitor,7.240506329113924,3.145,1.7152503504777927,1.6773605815385721,0.03788976893922058
D80E41_monitor,7.240506329113924,3.24,1.715250364961709,1.6773605941726428,0.03788977078906619
D80E41_monitor,7.240506329113924,3.3350000000000004,1.7152503794455143,1.6773606068066274,0.03788977263888693
D80E41_monitor,7.240506329113924,3.43,1.7152503939348396,1.6773606194459667,0.037889774488872874
D80E41_monitor,7.240506329113924,3.5250000000000004,1.715250408424012,1.6773606320853265,0.03788977633868562
D80E41_monitor,7.240506329113924,3.62,1.715250422905553,1.6773606447170208,0.03788977818853212
D80E41_monitor,7.240506329113924,3.715,1.7152504373872732,1.6773606573490518,0.03788978003822141
D80E41_monitor,7.240506329113924,3.81,1.7152504518731853,1.677360669984994,0.037889781888191365
D80E41_monitor,7.240506329113924,3.905,1.7152504663595565,1.6773606826215461,0.03788978373801033
D80E41_monitor,7.240506329113924,4.0,1.7152504808504796,1.6773606952626388,0.03788978558784084
D100E41_monitor,7.232323232323233,0.2,1.0419246610737187,0.934938942024981,0.10698571904873777
D100E41_monitor,7.232323232323233,0.295,1.0419246514984177,0.934938927372829,0.10698572412558871
D100E41_monitor,7.232323232323233,0.39,1.041924642067773,0.934938912855249,0.10698572921252403
D100E41_monitor,7.232323232323233,0.485,1.0419246326281568,0.9349388983334297,0.10698573429472713
D100E41_monitor,7.232323232323233,0.5800000000000001,1.0419246231335797,0.9349388837526615,0.10698573938091815
D100E41_monitor,7.232323232323233,0.675,1.0419246136400733,0.9349388691741249,0.10698574446594833
D100E41_monitor,7.232323232323233,0.77,1.0419246041462267,0.9349388545980042,0.10698574954822249
D100E41_monitor,7.232323232323233,0.865,1.0419245946321842,0.9349388400007932,0.10698575463139104
D100E41_monitor,7.232323232323233,0.96,1.0419245851508632,0.9349388254354172,0.106985759715446
D100E41_monitor,7.232323232323233,1.055,1.041924575673351,0.9349388108740526,0.10698576479929844
D100E41_monitor,7.232323232323233,1.15,1.0419245661597833,0.9349387962766005,0.10698576988318287
D100E41_monitor,7.232323232323233,1.245,1.041924556654957,0.9349387816880319,0.10698577496692518
D100E41_monitor,7.232323232323233,1.34,1.0419245471316159,0.9349387670819094,0.10698578004970649
D100E41_monitor,7.232323232323233,1.435,1.0419245376366737,0.9349387525045412,0.10698578513213253
D100E41_monitor,7.232323232323233,1.53,1.0419245281413891,0.9349387379258136,0.10698579021557553
D100E41_monitor,7.232323232323233,1.625,1.0419245186277166,0.9349387233275497,0.10698579530016694
D100E41_monitor,7.232323232323233,1.72,1.0419245091218898,0.9349387087391157,0.10698580038277417
D100E41_monitor,7.232323232323233,1.815,1.0419244996322328,0.9349386941663149,0.10698580546591785
D100E41_monitor,7.232323232323233,1.91,1.041924490126208,0.9349386795761419,0.10698581055006606
D100E41_monitor,7.232323232323233,2.005,1.0419244806384067,0.9349386650045841,0.10698581563382259
D100E41_monitor,7.232323232323233,2.1,1.0419244711343096,0.9349386504174135,0.10698582071689611
D100E41_monitor,7.232323232323233,2.1950000000000003,1.041924461614045,0.9349386358139742,0.10698582580007088
D100E41_monitor,7.232323232323233,2.29,1.0419244521140127,0.9349386212302724,0.10698583088374036
D100E41_monitor,7.232323232323233,2.385,1.0419244426104965,0.9349386066432697,0.10698583596722688
D100E41_monitor,7.232323232323233,2.4800000000000004,1.0419244331098643,0.9349385920592024,0.10698584105066189
D100E41_monitor,7.232323232323233,2.575,1.0419244235978726,0.9349385774642873,0.1069858461335853
D100E41_monitor,7.232323232323233,2.6700000000000004,1.0419244141103694,0.9349385628930729,0.10698585121729653
D100E41_monitor,7.232323232323233,2.765,1.0419244045950125,0.9349385482944284,0.1069858563005841
D100E41_monitor,7.232323232323233,2.8600000000000003,1.0419243950958852,0.9349385337116076,0.10698586138427757
D100E41_monitor,7.232323232323233,2.955,1.04192438558673,0.9349385191192199,0.10698586646751007
D100E41_monitor,7.232323232323233,3.0500000000000003,1.0419243760863148,0.9349385045353173,0.10698587155099748
D100E41_monitor,7.232323232323233,3.145,1.0419243665882818,0.9349384899538227,0.10698587663445913
D100E41_monitor,7.232323232323233,3.24,1.0419243570867467,0.9349384753689725,0.10698588171777423
D100E41_monitor,7.232323232323233,3.3350000000000004,1.041924347587483,0.9349384607864053,0.10698588680107779
D100E41_monitor,7.232323232323233,3.43,1.041924338076718,0.9349384461923065,0.10698589188441154
D100E41_monitor,7.232323232323233,3.5250000000000004,1.0419243285782716,0.9349384316102154,0.10698589696805616
D100E41_monitor,7.232323232323233,3.62,1.0419243190769776,0.9349384170254047,0.10698590205157288
D100E41_monitor,7.232323232323233,3.715,1.0419243095751156,0.934938402440534,0.10698590713458156
D100E41_monitor,7.232323232323233,3.81,1.0419243000723273,0.93493838785438,0.10698591221794729
D100E41_monitor,7.232323232323233,3.905,1.0419242905685993,0.9349383732669585,0.10698591730164075
D100E41_monitor,7.232323232323233,4.0,1.0419242810759903,0.9349383586911757,0.10698592238481464
