D,level,uniform_rel_E1_vs_uniform_fine,uniform_rel_E2_vs_uniform_fine,uniform_rel_delta_omega12_vs_uniform_fine,prolate_rel_E1_vs_prolate_fine,prolate_rel_E2_vs_prolate_fine,prolate_rel_delta_omega12_vs_prolate_fine,crossmesh_rel_E1_vs_uniform_fine,crossmesh_rel_E2_vs_uniform_fine,crossmesh_rel_delta_omega12_vs_uniform_fine
5.4,coarse,0.8209484197273138,0.9527636082221614,0.2286119060240929,3.3642073580813254,3.4703348019402305,1.0,6.624389721271389,7.307261107713125,1.0
5.4,fine,0.0,0.0,0.0,0.0,0.0,0.0,0.7470273742041821,0.8583084882384154,0.03337963915937118
5.4,mid,0.8399911363011555,0.9869627590615725,0.3316074786023354,0.6182166597743919,0.6477678841766492,1.0,1.8270688020191184,2.0620610458121216,1.0
5.627118644067797,coarse,6.1050594172472765,6.358176655883638,1.0,3.3709500559250043,3.456631684643255,1.0,4.544393349054784,4.741708683556954,1.0
5.627118644067797,fine,0.0,0.0,0.0,0.0,0.0,0.0,0.26846412750452925,0.28835162738303943,0.0764316191014371
5.627118644067797,mid,0.9746699895556125,1.0341747620591706,1.0,0.6196095264927383,0.6438702549361223,1.0,1.0544165849206348,1.117882918153525,1.0
5.8,coarse,0.8159576680481021,0.9580758249896096,0.8193526183155807,3.3751105984322862,3.4479469770150537,1.0,6.661943982413762,7.142607183556705,1.0
5.8,fine,0.0,0.0,0.0,0.0,0.0,0.0,0.7512572105398275,0.8306439410438023,0.07429759708601934
5.8,mid,0.8427880178925182,0.9718548465629521,0.6363698932358198,0.6204304092457074,0.6413028241654672,1.0,1.8377904383695487,2.0046410704765942,1.0
6.0,coarse,1.0182001764172675,1.0208606322867273,0.9999540783306663,3.3790725361340286,3.4394607015968357,1.0,11.156981304005168,12.92835635726908,1.0
6.0,fine,0.0,0.0,0.0,0.0,0.0,0.0,1.7761543577302101,2.137398277286061,0.3412582938896659
6.0,mid,3.7687721950882693,4.450748075292704,1.0,0.6211577640772298,0.638691294518535,1.0,3.5005841913111655,4.1412272444261164,1.0
6.169492525423729,coarse,0.9986221004878817,1.0089936277241511,0.7563113603157369,3.3818439967305713,3.433383202632595,1.0,4.8625492924801055,5.013578978332137,1.0
6.169492525423729,fine,0.0,0.0,0.0,0.0,0.0,0.0,0.3379183049086946,0.35643112798397464,0.01633600046221971
6.169492525423729,mid,0.8420962168579478,0.9302667298628773,1.2457706319370583,0.6216118685207195,0.6367340494267874,1.0,1.1695842023510619,1.2201170128737557,1.0
6.3,coarse,4.167004797942189,4.616691825131809,1.0,3.3836765721598403,3.4293067239539026,1.0,9.573333516563205,10.500419788777307,1.0
6.3,fine,0.0,0.0,0.0,0.0,0.0,0.0,1.4119784711566243,1.596437886449021,0.3434097084521945
6.3,mid,0.2807938352198669,0.3285297029682293,0.19756454913182853,0.6218727175146009,0.6353648470680616,1.0,2.9119220776015067,3.246123247094424,1.0
6.4406779661016955,coarse,6.073053956452262,6.231480059442428,1.0,3.3854074945468073,3.4254332891916315,1.0,5.056219481220388,5.1918395692037445,1.0
6.4406779661016955,fine,0.0,0.0,0.0,0.0,0.0,0.0,0.380993553906042,0.3991487758557472,0.07215587169024533
6.4406779661016955,mid,0.9312483898468003,0.9683418484024727,1.0,0.6220771518902323,0.6340069533153366,1.0,1.2400780906986826,1.2862188284709322,1.0
6.6,coarse,0.8224905739910265,0.9298228964598648,1.4539804747772096,3.3871151463918836,3.4216297072061312,1.0,6.679771493552768,6.943378137654765,1.0
6.6,fine,0.0,0.0,0.0,0.0,0.0,0.0,0.7505288184352491,0.7964819904998106,0.22420643414052538
6.6,mid,0.8480788703515264,0.9471933942869202,1.2447877806653218,0.6222233471458201,0.6325996035223864,1.0,1.8397487191172472,1.9329357854250984,1.0
6.8,coarse,1.0184630707802684,1.0200862682181873,0.9999296482516444,3.388961809668036,3.4176306686710682,1.0,11.26554293277899,12.338918872724404,1.0
6.8,fine,0.0,0.0,0.0,0.0,0.0,0.0,1.7946342357685514,2.019473530759664,0.5055926940232203
6.8,mid,3.83954709442308,4.258429097908048,1.0,0.6222954610451717,0.631002958079424,1.0,3.533722435968764,3.9247702605115347,1.0
